,,単独決算,単独決算,単独決算,単独決算,単独決算,単独決算,単独決算,単独決算,単独決算,単独決算,単独決算,単独決算,単独決算,単独決算,単独決算,単独決算,単独決算,単独決算,単独決算,単独決算,単独決算,単独決算,単独決算,単独決算,単独決算,単独決算,単独決算,単独決算,単独決算,単独決算,単独決算,単独決算,単独決算,単独決算,単独決算,単独決算,単独決算,単独決算,単独決算,単独決算,単独決算,単独決算,単独決算,単独決算,単独決算,単独決算,単独決算,単独決算,単独決算,単独決算,単独決算,単独決算,単独決算,単独決算,単独決算,単独決算,単独決算,単独決算,単独決算,単独決算,単独決算,単独決算,単独決算,単独決算,単独決算,単独決算,単独決算,単独決算,単独決算,単独決算,単独決算,単独決算,連結優先(IFRS優先),連結優先(IFRS優先),連結優先(IFRS優先),連結優先(IFRS優先),連結優先(IFRS優先),連結優先(IFRS優先),連結優先(IFRS優先),連結優先(IFRS優先),連結優先(IFRS優先),連結優先(IFRS優先),連結優先(IFRS優先),連結優先(IFRS優先),連結優先(IFRS優先),連結優先(IFRS優先),連結優先(IFRS優先),連結優先(IFRS優先),連結優先(IFRS優先),連結優先(IFRS優先),連結優先(IFRS優先),連結優先(IFRS優先),連結優先(IFRS優先),連結優先(IFRS優先),連結優先(IFRS優先),連結優先(IFRS優先),連結優先(IFRS優先),連結優先(IFRS優先),連結優先(IFRS優先),連結優先(IFRS優先),連結優先(IFRS優先),連結優先(IFRS優先),連結優先(IFRS優先),連結優先(IFRS優先),連結優先(IFRS優先),連結優先(IFRS優先),連結優先(IFRS優先),連結優先(IFRS優先),連結優先(IFRS優先),連結優先(IFRS優先),連結優先(IFRS優先),連結優先(IFRS優先),連結優先(IFRS優先),連結優先(IFRS優先),連結優先(IFRS優先),連結優先(IFRS優先),連結優先(IFRS優先),連結優先(IFRS優先),連結優先(IFRS優先),連結優先(IFRS優先),連結優先(IFRS優先),連結優先(IFRS優先),連結優先(IFRS優先),連結優先(IFRS優先),連結優先(IFRS優先),連結優先(IFRS優先),連結優先(IFRS優先),連結優先(IFRS優先),連結優先(IFRS優先),連結優先(IFRS優先),連結優先(IFRS優先),連結優先(IFRS優先),連結優先(IFRS優先),連結優先(IFRS優先),連結優先(IFRS優先),連結優先(IFRS優先),連結優先(IFRS優先),連結優先(IFRS優先),連結優先(IFRS優先),連結優先(IFRS優先),連結優先(IFRS優先),連結優先(IFRS優先),連結優先(IFRS優先),連結優先(IFRS優先)
極洋,T1301,,,338.56,,,,,,,,,,,,304.17,,,,,,,,,,,,289.88,,,,,,,,,,,,300.69,,,,,,,,,,,,289.09,,,,,,,,,,,,224.92,,,,,,,,,,,,316.87,,,,,,,,,,,,288.28,,,,,,,,,,,,266.72,,,,,,,,,,,,259.81,,,,,,,,,,,,240.21,,,,,,,,,,,,189.08,,,,,,,,,
ニッスイ,T1332,,,380.23,,,,,,,,,,,,269.12,,,,,,,,,,,,262.06,,,,,,,,,,,,266.52,,,,,,,,,,,,280.18,,,,,,,,,,,,223.59,,,,,,,,,,,,349.4,,,,,,,,,,,,256.81,,,,,,,,,,,,236.09,,,,,,,,,,,,213.05,,,,,,,,,,,,208.44,,,,,,,,,,,,169.8,,,,,,,,,
マルハニチロ,T1333,,,602.77,,,,,,,,,,,,485.95,,,,,,,,,,,,413.04,,,,,,,,,,,,368.92,,,,,,,,,,,,343.13,,,,,,,,,,,,298.83,,,,,,,,,,,,446.38,,,,,,,,,,,,375.99,,,,,,,,,,,,326.14,,,,,,,,,,,,295.11,,,,,,,,,,,,278.29,,,,,,,,,,,,256.99,,,,,,,,,
ユキグニファクトリー,T1375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01,,,,,,,,,,,,0.07,,,,,,,,,,,,99.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1554.12,,,,,,,,,,,,618.43,,,,,,,,,,,,286.07,,,,,,,,,
カネコ種苗,T1376,,,,,160.05,,,,,,,,,,,,141.8,,,,,,,,,,,,139.35,,,,,,,,,,,,132.22,,,,,,,,,,,,130.18,,,,,,,,,,,,120.09,,,,,,,,,,,,166.61,,,,,,,,,,,,145.22,,,,,,,,,,,,140.33,,,,,,,,,,,,132.05,,,,,,,,,,,,129.36,,,,,,,,,,,,118.71,,,,,,,
サカタのタネ,T1377,,,,,12.68,,,,,,,,,,,,15.46,,,,,,,,,,,,10.98,,,,,,,,,,,,9.94,,,,,,,,,,,,9.45,,,,,,,,,,,,9.26,,,,,,,,,,,,22.5,,,,,,,,,,,,23.5,,,,,,,,,,,,21.32,,,,,,,,,,,,21.39,,,,,,,,,,,,21.46,,,,,,,,,,,,18.97,,,,,,,
ホクト,T1379,,,49.77,,,,,,,,,,,,68.19,,,,,,,,,,,,77.54,,,,,,,,,,,,87.39,,,,,,,,,,,,84.27,,,,,,,,,,,,74.33,,,,,,,,,,,,67.39,,,,,,,,,,,,83.12,,,,,,,,,,,,90.74,,,,,,,,,,,,99.13,,,,,,,,,,,,99.03,,,,,,,,,,,,85.14,,,,,,,,,
秋川牧園,T1380,,,184.97,,,,,,,,,,,,178.85,,,,,,,,,,,,198.15,,,,,,,,,,,,179.48,,,,,,,,,,,,173.31,,,,,,,,,,,,160.96,,,,,,,,,,,,197.43,,,,,,,,,,,,198.93,,,,,,,,,,,,220.09,,,,,,,,,,,,200.24,,,,,,,,,,,,193.19,,,,,,,,,,,,180.2,,,,,,,,,
アクシーズ,T1381,,,,,,33.73,,,,,,,,,,,,32.62,,,,,,,,,,,,23.25,,,,,,,,,,,,17.55,,,,,,,,,,,,14.19,,,,,,,,,,,,15.63,,,,,,,,,,,,31.71,,,,,,,,,,,,30.28,,,,,,,,,,,,23.43,,,,,,,,,,,,18.9,,,,,,,,,,,,16.64,,,,,,,,,,,,16.55,,,,,,
ホーブ,T1382,,,,,,28.93,,,,,,,,,,,,79.77,,,,,,,,,,,,108.72,,,,,,,,,,,,140.39,,,,,,,,,,,,111.19,,,,,,,,,,,,70.43,,,,,,,,,,,,35.25,,,,,,,,,,,,78.65,,,,,,,,,,,,105.82,,,,,,,,,,,,134.4,,,,,,,,,,,,107.26,,,,,,,,,,,,68.8,,,,,,
ベルグアース,T1383,,,,,,,,,,166.3,,,,,,,,,,,,173.89,,,,,,,,,,,,180.49,,,,,,,,,,,,187.65,,,,,,,,,,,,356.32,,,,,,,,,,,,348.92,,,,,,,,,,,,190.68,,,,,,,,,,,,203.97,,,,,,,,,,,,205.82,,,,,,,,,,,,209.52,,,,,,,,,,,,388.11,,,,,,,,,,,,378.84,,
ホクリヨウ,T1384,,,,,,,,53.78,,,,,,,,,,,,46.88,,,,,,,48.69,,,,,,,,,,,,38.3,,,,,,,,,,,,33.22,,,,,,,,,,,,28.97,,,,,,,,,,,,,,,,,86.36,,,,,,,,,,,,68.51,,,,,,,68.67,,,,,,,,,,,,69.17,,,,,,,,,,,,64.37,,,,,,,,,,,,57.45,,,,,,,,,
住石ホールディングス,T1514,,,62.04,,,,,,,,,,,,55.64,,,,,,,,,,,,44.2,,,,,,,,,,,,6.21,,,,,,,,,,,,1.86,,,,,,,,,,,,1,,,,,,,,,,,,56.77,,,,,,,,,,,,50.11,,,,,,,,,,,,45.07,,,,,,,,,,,,16.28,,,,,,,,,,,,10.94,,,,,,,,,,,,12.87,,,,,,,,,
日鉄鉱業,T1515,,,72.56,,,,,,,,,,,,60.32,,,,,,,,,,,,59.93,,,,,,,,,,,,55.24,,,,,,,,,,,,61.68,,,,,,,,,,,,61.58,,,,,,,,,,,,81.77,,,,,,,,,,,,66.16,,,,,,,,,,,,65.27,,,,,,,,,,,,62.86,,,,,,,,,,,,68.7,,,,,,,,,,,,65.11,,,,,,,,,
ＩＮＰＥＸ,T1605,,,42.27,,,,,,,,,,,,30.52,,,,,,,,,,,,22.48,,,,,,,,,,,,32.92,,,,,,,,,33.7,,,,,,,,,,,,43.23,,,,,,,,,,,,44.18,,,40.61,,,,,,,,,,,,37.53,,,,,,,,,,,,37.49,,,,,,,,,,,,51.09,,,,,,,,,51.07,,,,,,,,,,,,59.68,,,,,,,,,,,,57.99
石油資源開発,T1662,,,23.1,,,,,,,,,,,,23.89,,,,,,,,,,,,26.29,,,,,,,,,,,,19.54,,,,,,,,,,,,16.35,,,,,,,,,,,,29.05,,,,,,,,,,,,50.42,,,,,,,,,,,,53.97,,,,,,,,,,,,56.52,,,,,,,,,,,,49.25,,,,,,,,,,,,46.43,,,,,,,,,,,,47.55,,,,,,,,,
Ｋ＆Ｏエナジーグループ,T1663,,,,,,,,,,,,1.36,,,,,,,,,,,,7.27,,,,,,,,,,,,8.64,,,,,,,,,,,,4.09,,,,,,,,,,,,4.23,,,,,,,,,,,,3.88,,,,,,,,,,,,24.27,,,,,,,,,,,,23.41,,,,,,,,,,,,21.6,,,,,,,,,,,,21.1,,,,,,,,,,,,19.8,,,,,,,,,,,,21.66
