,,単独決算,単独決算,単独決算,単独決算,単独決算,単独決算,単独決算,単独決算,単独決算,単独決算,単独決算,単独決算,単独決算,単独決算,単独決算,単独決算,単独決算,単独決算,単独決算,単独決算,単独決算,単独決算,単独決算,単独決算,単独決算,単独決算,単独決算,単独決算,単独決算,単独決算,単独決算,単独決算,単独決算,単独決算,単独決算,単独決算,単独決算,単独決算,単独決算,単独決算,単独決算,単独決算,単独決算,単独決算,単独決算,単独決算,単独決算,単独決算,単独決算,単独決算,単独決算,単独決算,単独決算,単独決算,単独決算,単独決算,単独決算,単独決算,単独決算,単独決算,単独決算,単独決算,単独決算,単独決算,単独決算,単独決算,単独決算,単独決算,単独決算,単独決算,単独決算,単独決算,連結優先(IFRS優先),連結優先(IFRS優先),連結優先(IFRS優先),連結優先(IFRS優先),連結優先(IFRS優先),連結優先(IFRS優先),連結優先(IFRS優先),連結優先(IFRS優先),連結優先(IFRS優先),連結優先(IFRS優先),連結優先(IFRS優先),連結優先(IFRS優先),連結優先(IFRS優先),連結優先(IFRS優先),連結優先(IFRS優先),連結優先(IFRS優先),連結優先(IFRS優先),連結優先(IFRS優先),連結優先(IFRS優先),連結優先(IFRS優先),連結優先(IFRS優先),連結優先(IFRS優先),連結優先(IFRS優先),連結優先(IFRS優先),連結優先(IFRS優先),連結優先(IFRS優先),連結優先(IFRS優先),連結優先(IFRS優先),連結優先(IFRS優先),連結優先(IFRS優先),連結優先(IFRS優先),連結優先(IFRS優先),連結優先(IFRS優先),連結優先(IFRS優先),連結優先(IFRS優先),連結優先(IFRS優先),連結優先(IFRS優先),連結優先(IFRS優先),連結優先(IFRS優先),連結優先(IFRS優先),連結優先(IFRS優先),連結優先(IFRS優先),連結優先(IFRS優先),連結優先(IFRS優先),連結優先(IFRS優先),連結優先(IFRS優先),連結優先(IFRS優先),連結優先(IFRS優先),連結優先(IFRS優先),連結優先(IFRS優先),連結優先(IFRS優先),連結優先(IFRS優先),連結優先(IFRS優先),連結優先(IFRS優先),連結優先(IFRS優先),連結優先(IFRS優先),連結優先(IFRS優先),連結優先(IFRS優先),連結優先(IFRS優先),連結優先(IFRS優先),連結優先(IFRS優先),連結優先(IFRS優先),連結優先(IFRS優先),連結優先(IFRS優先),連結優先(IFRS優先),連結優先(IFRS優先),連結優先(IFRS優先),連結優先(IFRS優先),連結優先(IFRS優先),連結優先(IFRS優先),連結優先(IFRS優先),連結優先(IFRS優先)
日比谷総合設備,T1982,,,75.58,,,,,,,,,,,,64.58,,,,,,,,,,,,44.37,,,,,,,,,,,,42.14,,,,,,,,,,,,41.52,,,,,,,,,,,,37.15,,,,,,,,,,,,55.34,,,,,,,,,,,,48.88,,,,,,,,,,,,42.43,,,,,,,,,,,,38.09,,,,,,,,,,,,44.5,,,,,,,,,,,,38.57,,,,,,,,,
神田通信機,T1992,,,94.68,,,,,,,,,,,,95.6,,,,,,,,,,,,104.25,,,,,,,,,,,,82.4,,,,,,,,,,,,74.82,,,,,,,,,,,,83.23,,,,,,,,,,,,94.99,,,,,,,,,,,,84.91,,,,,,,,,,,,92.84,,,,,,,,,,,,73.46,,,,,,,,,,,,67.12,,,,,,,,,,,,81.96,,,,,,,,,
高橋カーテンウォール工業,T1994,,,,,,,,,,,,62.4,,,,,,,,,,,,57.09,,,,,,,,,,,,80.82,,,,,,,,,,,,60.83,,,,,,,,,,,,30.79,,,,,,,,,,,,29.14,,,,,,,,,,,,65.19,,,,,,,,,,,,58.62,,,,,,,,,,,,82.05,,,,,,,,,,,,61.95,,,,,,,,,,,,31.72,,,,,,,,,,,,29.94
暁飯島工業,T1997,,,,,,,,126.99,,,,,,,,,,,,115.72,,,,,,,,,,,,119.31,,,,,,,,,,,,93.07,,,,,,,,,,,,71.79,,,,,,,,,,,,53.99,,,,,,,,,,,,126.99,,,,,,,,,,,,115.72,,,,,,,,,,,,119.31,,,,,,,,,,,,93.07,,,,,,,,,,,,71.79,,,,,,,,,,,,53.99,,,,
サイタホールディングス,T1999,,,,,,145.38,,,,,,,,,,,,140.76,,,,,,,,,,,,151.33,,,,,,,,,,,,149.45,,,,,,,,,,,,126,,,,,,,,,,,,119.04,,,,,,,,,,,,152.16,,,,,,,,,,,,158.21,,,,,,,,,,,,152.87,,,,,,,,,,,,149.9,,,,,,,,,,,,109.11,,,,,,,,,,,,82.45,,,,,,
フィル・カンパニー,T3267,,,,,,,,,,,66.96,,,,,,,,,,,,80.94,,,,,,,,,,,,47.05,,,,,,,,,,,,36.59,,,,,,,,,,,,53.31,,,,,,,,,,,,43.14,,,,,,,,,,,,130.99,,,,,,,,,,,,114.92,,,,,,,,,,,,106.28,,,,,,,,,,,,80.14,,,,,,,,,,,,80.43,,,,,,,,,,,,96.54,
ドラフト,T5070,,,,,,,,,,,,,,,,,,,,,,,,,,,834.5,,,,,,,,,,,,505.07,,,,,,,,,,,,172.5,,,,,,,,,95.21,,,,,,,,,,,,98.74,,,,,,,,,,,,,,,,,,,,,,,,,,,835.5,,,,,,,,,,,,439.8,,,,,,,,,,,,164.01,,,,,,,,,89.52,,,,,,,,,,,,94.21
ヴィス,T5071,,,,,,,,,,,,,,,,,,,,,,,,,,,139.37,,,,,,,,,,,,115.58,,,,,,,,,,,,52.33,,,,,,,,,,,,44.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,139.37,,,,,,,,,,,,115.58,,,,,,,,,,,,52.33,,,,,,,,,,,,44.5,,,,,,,,,
アートフォースジャパン,T5072,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,-,,,,,,,,,,,,-,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,383.41,,,,,,,,,,,,342.54,,,,,,,,,,,,304.56,,,,,,,,,,,,263.45
テスホールディングス,T5074,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.41,,,,,,,,,,,,37.54,,,,,,,,,,,,5.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,728.72,,,,,,,,,,,,937.23,,,,,,,,,,,,342.7,,,,,,
アップコン,T5075,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.06,,,,,,,,,,,,20.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.06,,,,,,,,,,,,20.8,,,,,,,,,,,
ハンズ,T5077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.35,,,,,,,,,,,,31.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.35,,,,,,,,,,,,31.99,,,,,,
セレコーポレーション,T5078,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.82,,,,,,,,,,,,64.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.05,,,,,,,,,,,,70.41,,,,,,,,,,
ノバック,T5079,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.94,,,,,,,,,,,,64.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.94,,,,,,,,,,,,64.83,,,,,,,,
東洋エンジニアリング,T6330,,,587.68,,,,,,,,,,,,600.07,,,,,,,,,,,,10906.32,,,,,,,,,,,,1259.51,,,,,,,,,,,,1637.12,,,,,,,,,,,,1277.5,,,,,,,,,,,,531.21,,,,,,,,,,,,518.32,,,,,,,,,,,,902.94,,,,,,,,,,,,561.07,,,,,,,,,,,,481.72,,,,,,,,,,,,446.17,,,,,,,,,
千代田化工建設,T6366,,,140.04,,,,,,,,,,,,234.25,,,,,,,,,,,,188.42,,,,,,,,,,,,-,,,,,,,,,,,,1734.73,,,,,,,,,,,,1193.04,,,,,,,,,,,,162.91,,,,,,,,,,,,195.83,,,,,,,,,,,,165.6,,,,,,,,,,,,-,,,,,,,,,,,,1474.4,,,,,,,,,,,,804.52,,,,,,,,,
レイズネクスト,T6379,,,92.77,,,,,,,,,,,,84.94,,,,,,,,,,,,64.17,,,,,,,,,,,,67.73,,,,,,,,,,,,48.14,,,,,,,,,,,,32.14,,,,,,,,,,,,95.69,,,,,,,,,,,,86.22,,,,,,,,,,,,64.34,,,,,,,,,,,,68.26,,,,,,,,,,,,47.19,,,,,,,,,,,,31.89,,,,,,,,,
ニップン,T2001,,,68.65,,,,,,,,,,,,57.07,,,,,,,,,,,,58.75,,,,,,,,,,,,76.86,,,,,,,,,,,,71.7,,,,,,,,,,,,69.92,,,,,,,,,,,,85.9,,,,,,,,,,,,73.08,,,,,,,,,,,,75.68,,,,,,,,,,,,92.18,,,,,,,,,,,,85.77,,,,,,,,,,,,84.5,,,,,,,,,
日清製粉グループ本社,T2002,,,11.13,,,,,,,,,,,,11.77,,,,,,,,,,,,12.2,,,,,,,,,,,,23.88,,,,,,,,,,,,31.65,,,,,,,,,,,,32.04,,,,,,,,,,,,43.88,,,,,,,,,,,,38.3,,,,,,,,,,,,44.51,,,,,,,,,,,,43.55,,,,,,,,,,,,65.11,,,,,,,,,,,,56.03,,,,,,,,,
日東富士製粉,T2003,,,50.11,,,,,,,,,,,,44.61,,,,,,,,,,,,41.11,,,,,,,,,,,,38.85,,,,,,,,,,,,33.65,,,,,,,,,,,,31.57,,,,,,,,,,,,53.87,,,,,,,,,,,,48.44,,,,,,,,,,,,46,,,,,,,,,,,,37.77,,,,,,,,,,,,34.43,,,,,,,,,,,,32.12,,,,,,,,,
昭和産業,T2004,,,112.01,,,,,,,,,,,,112.83,,,,,,,,,,,,108.25,,,,,,,,,,,,97.29,,,,,,,,,,,,95.74,,,,,,,,,,,,108.76,,,,,,,,,,,,125.43,,,,,,,,,,,,122.41,,,,,,,,,,,,114.45,,,,,,,,,,,,106.8,,,,,,,,,,,,99.32,,,,,,,,,,,,110.66,,,,,,,,,
鳥越製粉,T2009,,,,,,,,,,,,26.59,,,,,,,,,,,,23.82,,,,,,,,,,,,25.65,,,,,,,,,,,,22.93,,,,,,,,,,,,19.71,,,,,,,,,,,,22.72,,,,,,,,,,,,28.08,,,,,,,,,,,,25.89,,,,,,,,,,,,27.49,,,,,,,,,,,,24.55,,,,,,,,,,,,22.24,,,,,,,,,,,,25.42
中部飼料,T2053,,,77.3,,,,,,,,,,,,61.78,,,,,,,,,,,,60.84,,,,,,,,,,,,56.26,,,,,,,,,,,,49.57,,,,,,,,,,,,49.69,,,,,,,,,,,,73.67,,,,,,,,,,,,56.92,,,,,,,,,,,,56.63,,,,,,,,,,,,52.93,,,,,,,,,,,,46.43,,,,,,,,,,,,46.4,,,,,,,,,
日和産業,T2055,,,63.69,,,,,,,,,,,,60.06,,,,,,,,,,,,61.54,,,,,,,,,,,,62.16,,,,,,,,,,,,55.39,,,,,,,,,,,,56.56,,,,,,,,,,,,63.5,,,,,,,,,,,,59.97,,,,,,,,,,,,61.31,,,,,,,,,,,,62.65,,,,,,,,,,,,55.74,,,,,,,,,,,,56.71,,,,,,,,,
ヒガシマル,T2058,,,90.36,,,,,,,,,,,,90.47,,,,,,,,,,,,84.24,,,,,,,,,,,,118.41,,,,,,,,,,,,124.02,,,,,,,,,,,,136.79,,,,,,,,,,,,93.18,,,,,,,,,,,,102.5,,,,,,,,,,,,94.35,,,,,,,,,,,,139.95,,,,,,,,,,,,150.65,,,,,,,,,,,,129.67,,,,,,,,,
フィード・ワン,T2060,,,174.69,,,,,,,,,,,,136.43,,,,,,,,,,,,144.52,,,,,,,,,,,,123.6,,,,,,,,,,,,111.95,,,,,,,,,,,,113.03,,,,,,,,,,,,205.42,,,,,,,,,,,,160.01,,,,,,,,,,,,163.55,,,,,,,,,,,,145.92,,,,,,,,,,,,135.04,,,,,,,,,,,,133.5,,,,,,,,,
日本甜菜製糖,T2108,,,49.76,,,,,,,,,,,,49.47,,,,,,,,,,,,50.92,,,,,,,,,,,,47.97,,,,,,,,,,,,51.69,,,,,,,,,,,,50.79,,,,,,,,,,,,44.49,,,,,,,,,,,,43.78,,,,,,,,,,,,45.19,,,,,,,,,,,,41.57,,,,,,,,,,,,43.99,,,,,,,,,,,,42.26,,,,,,,,,
ＤＭ三井製糖,T2109,,,44.26,,,,,,,,,,,,33.68,,,,,,,,,,,,36.13,,,,,,,,,,,,30.61,,,,,,,,,,,,34.26,,,,,,,,,,,,40.63,,,,,,,,,,,,60.73,,,,,,,,,,,,49.36,,,,,,,,,,,,50.98,,,,,,,,,,,,52.42,,,,,,,,,,,,59.6,,,,,,,,,,,,64.58,,,,,,,,,
塩水港精糖,T2112,,,240.99,,,,,,,,,,,,215.96,,,,,,,,,,,,200.96,,,,,,,,,,,,179.23,,,,,,,,,,,,178.03,,,,,,,,,,,,180.57,,,,,,,,,,,,259.2,,,,,,,,,,,,227.15,,,,,,,,,,,,200.36,,,,,,,,,,,,177.97,,,,,,,,,,,,175.53,,,,,,,,,,,,174.53,,,,,,,,,
フジ日本,T2114,,,25.52,,,,,,,,,,,,23.96,,,,,,,,,,,,22.03,,,,,,,,,,,,25.32,,,,,,,,,,,,18.33,,,,,,,,,,,,18.77,,,,,,,,,,,,42.22,,,,,,,,,,,,38.8,,,,,,,,,,,,38.06,,,,,,,,,,,,36.51,,,,,,,,,,,,27.34,,,,,,,,,,,,28.46,,,,,,,,,
ウェルネオシュガー,T2117,,,16.44,,,,,,,,,,,,15.33,,,,,,,,,,,,15.43,,,,,,,,,,,,19.03,,,,,,,,,,,,15.53,,,,,,,,,,,,16.43,,,,,,,,,,,,16.81,,,,,,,,,,,,16.1,,,,,,,,,,,,17.53,,,,,,,,,,,,33.38,,,,,,,,,,,,26.56,,,,,,,,,,,,26.31,,,,,,,,,
森永製菓,T2201,,,108.49,,,,,,,,,,,,96.17,,,,,,,,,,,,83.69,,,,,,,,,,,,89.3,,,,,,,,,,,,89.08,,,,,,,,,,,,74.82,,,,,,,,,,,,117.7,,,,,,,,,,,,104.61,,,,,,,,,,,,79.26,,,,,,,,,,,,81.55,,,,,,,,,,,,78.89,,,,,,,,,,,,64.5,,,,,,,,,
中村屋,T2204,,,70.03,,,,,,,,,,,,57.91,,,,,,,,,,,,57.62,,,,,,,,,,,,69.45,,,,,,,,,,,,66.1,,,,,,,,,,,,62.8,,,,,,,,,,,,84.13,,,,,,,,,,,,67.7,,,,,,,,,,,,66.41,,,,,,,,,,,,69.45,,,,,,,,,,,,66.1,,,,,,,,,,,,62.8,,,,,,,,,
江崎グリコ,T2206,,,47.19,,,,,,,,,,,,60.28,,,,,,,,,,,,55.77,,,,,,,,,,,,53.6,,,,,,,,,52,,,,,,,,,,,,47.72,,,,,,,,,,,,42.29,,,55.2,,,,,,,,,,,,65.31,,,,,,,,,,,,60.6,,,,,,,,,,,,59.66,,,,,,,,,57.65,,,,,,,,,,,,53,,,,,,,,,,,,47.99
ｍｅｉｔｏ,T2207,,,27.35,,,,,,,,,,,,43.4,,,,,,,,,,,,49.98,,,,,,,,,,,,61.34,,,,,,,,,,,,60.56,,,,,,,,,,,,57.49,,,,,,,,,,,,34.07,,,,,,,,,,,,47.66,,,,,,,,,,,,53.53,,,,,,,,,,,,64.02,,,,,,,,,,,,62.2,,,,,,,,,,,,60.25,,,,,,,,,
ブルボン,T2208,,,71.38,,,,,,,,,,,,67.09,,,,,,,,,,,,74.53,,,,,,,,,,,,68.39,,,,,,,,,,,,60.87,,,,,,,,,,,,54.02,,,,,,,,,,,,80.48,,,,,,,,,,,,73.77,,,,,,,,,,,,80.76,,,,,,,,,,,,72.81,,,,,,,,,,,,63.75,,,,,,,,,,,,55.99,,,,,,,,,
井村屋グループ,T2209,,,60.84,,,,,,,,,,,,67.6,,,,,,,,,,,,69.9,,,,,,,,,,,,68.47,,,,,,,,,,,,51.63,,,,,,,,,,,,33.16,,,,,,,,,,,,115.57,,,,,,,,,,,,131.44,,,,,,,,,,,,119.35,,,,,,,,,,,,119.71,,,,,,,,,,,,91.07,,,,,,,,,,,,81.75,,,,,,,,,
不二家,T2211,,,,,,,,,,,,89.5,,,,,,,,,,,,54.46,,,,,,,,,,,,43.72,,,,,,,,,,,,40.27,,,,,,,,,,,,36.96,,,,,,,,,,,,40.63,,,,,,,,,,,,97.71,,,,,,,,,,,,60.74,,,,,,,,,,,,49.63,,,,,,,,,,,,46.66,,,,,,,,,,,,43.71,,,,,,,,,,,,41.19
山崎製パン,T2212,,,,,,,,,,,,91.23,,,,,,,,,,,,88.35,,,,,,,,,,,,82.37,,,,,,,,,,,,78.66,,,,,,,,,,,,75.95,,,,,,,,,,,,84.99,,,,,,,,,,,,143.83,,,,,,,,,,,,127.02,,,,,,,,,,,,123.43,,,,,,,,,,,,112.98,,,,,,,,,,,,106.53,,,,,,,,,,,,109.5
第一屋製パン,T2215,,,,,,,,,,,,112.69,,,,,,,,,,,,108.32,,,,,,,,,,,,110.51,,,,,,,,,,,,113.57,,,,,,,,,,,,120.73,,,,,,,,,,,,141.38,,,,,,,,,,,,114.86,,,,,,,,,,,,113.27,,,,,,,,,,,,117.56,,,,,,,,,,,,120.87,,,,,,,,,,,,126.67,,,,,,,,,,,,140.59
カンロ,T2216,,,,,,,,,,,,85.15,,,,,,,,,,,,81.81,,,,,,,,,,,,87.65,,,,,,,,,,,,77.04,,,,,,,,,,,,76.99,,,,,,,,,,,,80.42,,,,,,,,,,,,84.33,,,,,,,,,,,,82.69,,,,,,,,,,,,87.65,,,,,,,,,,,,77.04,,,,,,,,,,,,76.99,,,,,,,,,,,,80.42
モロゾフ,T2217,64.7,,,,,,,,,,,,57.19,,,,,,,,,,,,50.96,,,,,,,,,,,,46.96,,,,,,,,,,,,42.72,,,,,,,,,,,,43.28,,,,,,,,,,,,64.7,,,,,,,,,,,,57.19,,,,,,,,,,,,50.96,,,,,,,,,,,,46.96,,,,,,,,,,,,42.72,,,,,,,,,,,,43.28,,,,,,,,,,,
日糧製パン,T2218,,,202.31,,,,,,,,,,,,184.87,,,,,,,,,,,,195.3,,,,,,,,,,,,223.35,,,,,,,,,,,,216.01,,,,,,,,,,,,202.15,,,,,,,,,,,,202.31,,,,,,,,,,,,184.87,,,,,,,,,,,,195.3,,,,,,,,,,,,223.35,,,,,,,,,,,,216.01,,,,,,,,,,,,202.15,,,,,,,,,
亀田製菓,T2220,,,61.87,,,,,,,,,,,,58.35,,,,,,,,,,,,57.46,,,,,,,,,,,,64.74,,,,,,,,,,,,69.34,,,,,,,,,,,,69.92,,,,,,,,,,,,67.55,,,,,,,,,,,,64.12,,,,,,,,,,,,60.75,,,,,,,,,,,,61.16,,,,,,,,,,,,60.36,,,,,,,,,,,,56.67,,,,,,,,,
岩塚製菓,T2221,,,37.9,,,,,,,,,,,,37.43,,,,,,,,,,,,36.65,,,,,,,,,,,,35.64,,,,,,,,,,,,34.11,,,,,,,,,,,,36.25,,,,,,,,,,,,38.37,,,,,,,,,,,,37.74,,,,,,,,,,,,36.87,,,,,,,,,,,,35.87,,,,,,,,,,,,34.18,,,,,,,,,,,,36.25,,,,,,,,,
寿スピリッツ,T2222,,,70.75,,,,,,,,,,,,50.8,,,,,,,,,,,,35.96,,,,,,,,,,,,37.72,,,,,,,,,,,,32.31,,,,,,,,,,,,25.48,,,,,,,,,,,,66.52,,,,,,,,,,,,53.13,,,,,,,,,,,,43.99,,,,,,,,,,,,41.87,,,,,,,,,,,,26.69,,,,,,,,,,,,29.52,,,,,,,,,
コモ,T2224,,,363.8,,,,,,,,,,,,295.16,,,,,,,,,,,,299.22,,,,,,,,,,,,268.86,,,,,,,,,,,,184.16,,,,,,,,,,,,157.52,,,,,,,,,,,,345.03,,,,,,,,,,,,278.02,,,,,,,,,,,,277.97,,,,,,,,,,,,252.17,,,,,,,,,,,,175.97,,,,,,,,,,,,150.81,,,,,,,,,
湖池屋,T2226,,,,,,13.61,,,,,,,,,,,,53.38,,,,,,,,,,,,80.9,,,,,,,,,,,,74.62,,,,,,,,,,,,68.07,,,,,,,,,,,,83.94,,,,,,,,,,,,67.01,,,,,,,,,,,,60.96,,,,,,,,,,,,90.29,,,,,,,,,,,,83.98,,,,,,,,,,,,80.97,,,,,,,,,,,,97.72,,,,,,
カルビー,T2229,,,29.85,,,,,,,,,,,,32.39,,,,,,,,,,,,29.18,,,,,,,,,,,,27.98,,,,,,,,,,,,28.24,,,,,,,,,,,,27.93,,,,,,,,,,,,35.9,,,,,,,,,,,,36.65,,,,,,,,,,,,32.55,,,,,,,,,,,,27.45,,,,,,,,,,,,27.77,,,,,,,,,,,,32.07,,,,,,,,,
森永乳業,T2264,,,264.5,,,,,,,,,,,,237.35,,,,,,,,,,,,219.25,,,,,,,,,,,,217.04,,,,,,,,,,,,192.82,,,,,,,,,,,,181.99,,,,,,,,,,,,194.59,,,,,,,,,,,,170.74,,,,,,,,,,,,162.35,,,,,,,,,,,,157.15,,,,,,,,,,,,139.51,,,,,,,,,,,,125.98,,,,,,,,,
六甲バター,T2266,,,,,,,,,,,,58.58,,,,,,,,,,,,90.71,,,,,,,,,,,,76.9,,,,,,,,,,,,111.45,,,,,,,,,,,,105.43,,,,,,,,,,,,82.54,,,,,,,,,,,,58.58,,,,,,,,,,,,90.71,,,,,,,,,,,,76.9,,,,,,,,,,,,111.45,,,,,,,,,,,,105.43,,,,,,,,,,,,82.54
ヤクルト本社,T2267,,,88.31,,,,,,,,,,,,86.91,,,,,,,,,,,,118.05,,,,,,,,,,,,104.83,,,,,,,,,,,,94.43,,,,,,,,,,,,73.29,,,,,,,,,,,,63.92,,,,,,,,,,,,60.8,,,,,,,,,,,,68.25,,,,,,,,,,,,63.33,,,,,,,,,,,,57.79,,,,,,,,,,,,48.24,,,,,,,,,
Ｂ－Ｒ３１アイスクリーム,T2268,,,,,,,,,,,,91.53,,,,,,,,,,,,93.19,,,,,,,,,,,,95.11,,,,,,,,,,,,91.02,,,,,,,,,,,,78.49,,,,,,,,,,,,85.99,,,,,,,,,,,,91.53,,,,,,,,,,,,93.19,,,,,,,,,,,,95.11,,,,,,,,,,,,91.02,,,,,,,,,,,,78.49,,,,,,,,,,,,85.99
明治ホールディングス,T2269,,,52.55,,,,,,,,,,,,52.33,,,,,,,,,,,,45.25,,,,,,,,,,,,45.06,,,,,,,,,,,,44.44,,,,,,,,,,,,45.09,,,,,,,,,,,,106.87,,,,,,,,,,,,95.06,,,,,,,,,,,,88.25,,,,,,,,,,,,84.11,,,,,,,,,,,,71.32,,,,,,,,,,,,65.6,,,,,,,,,
雪印メグミルク,T2270,,,183.48,,,,,,,,,,,,152.25,,,,,,,,,,,,136.61,,,,,,,,,,,,124.98,,,,,,,,,,,,121.89,,,,,,,,,,,,115.43,,,,,,,,,,,,162.83,,,,,,,,,,,,136.91,,,,,,,,,,,,125.08,,,,,,,,,,,,114.65,,,,,,,,,,,,109.84,,,,,,,,,,,,102.65,,,,,,,,,
プリマハム,T2281,,,129.39,,,,,,,,,,,,120.03,,,,,,,,,,,,101.86,,,,,,,,,,,,111.69,,,,,,,,,,,,108.26,,,,,,,,,,,,100.08,,,,,,,,,,,,132.18,,,,,,,,,,,,127.36,,,,,,,,,,,,123.77,,,,,,,,,,,,126.84,,,,,,,,,,,,108.64,,,,,,,,,,,,96.28,,,,,,,,,
日本ハム,T2282,,,152.77,,,,,,,,,,,,129.96,,,,,,,,,,,,108.63,,,,,,,,,,,,131.07,,,,,,,,,,,,147.26,,,,,,,,,,,,146.09,,,,,,,,,,,,90.22,,,,,,,,,,,,77.18,,,,,,,,,,,,74.56,,,,,,,,,,,,83.8,,,,,,,,,,,,87.1,,,,,,,,,,,,87.89,,,,,,,,,
林兼産業,T2286,,,423.64,,,,,,,,,,,,310.58,,,,,,,,,,,,297.18,,,,,,,,,,,,264.87,,,,,,,,,,,,265.3,,,,,,,,,,,,183.98,,,,,,,,,,,,450.64,,,,,,,,,,,,335.03,,,,,,,,,,,,309.87,,,,,,,,,,,,274.66,,,,,,,,,,,,270.76,,,,,,,,,,,,197.49,,,,,,,,,
丸大食品,T2288,,,53.88,,,,,,,,,,,,54,,,,,,,,,,,,53.14,,,,,,,,,,,,58.1,,,,,,,,,,,,59.1,,,,,,,,,,,,55.87,,,,,,,,,,,,72.57,,,,,,,,,,,,69.94,,,,,,,,,,,,70.79,,,,,,,,,,,,74.8,,,,,,,,,,,,76.23,,,,,,,,,,,,69.48,,,,,,,,,
福留ハム,T2291,,,174.55,,,,,,,,,,,,167.73,,,,,,,,,,,,158.71,,,,,,,,,,,,209.9,,,,,,,,,,,,271.72,,,,,,,,,,,,264.44,,,,,,,,,,,,182.8,,,,,,,,,,,,172.94,,,,,,,,,,,,161.53,,,,,,,,,,,,201.59,,,,,,,,,,,,275.11,,,,,,,,,,,,264.58,,,,,,,,,
エスフーズ,T2292,,82.32,,,,,,,,,,,,87.64,,,,,,,,,,,,56.02,,,,,,,,,,,,67.83,,,,,,,,,,,,72.01,,,,,,,,,,,,59.04,,,,,,,,,,,,118.98,,,,,,,,,,,,117.9,,,,,,,,,,,,86.75,,,,,,,,,,,,98.82,,,,,,,,,,,,105.82,,,,,,,,,,,,88.54,,,,,,,,,,
滝沢ハム,T2293,,,292.19,,,,,,,,,,,,281.89,,,,,,,,,,,,290.16,,,,,,,,,,,,278.83,,,,,,,,,,,,281.77,,,,,,,,,,,,262.53,,,,,,,,,,,,302.98,,,,,,,,,,,,283.22,,,,,,,,,,,,289.71,,,,,,,,,,,,278.04,,,,,,,,,,,,283.67,,,,,,,,,,,,264.69,,,,,,,,,
柿安本店,T2294,,37.45,,,,,,,,,,,,35.21,,,,,,,,,,,,35.88,,,,,,,,,,,,30.4,,,,,,,,,,,,31.3,,,,,,,,,,,,27.11,,,,,,,,,,,,36.66,,,,,,,,,,,,34.26,,,,,,,,,,,,34.81,,,,,,,,,,,,30.4,,,,,,,,,,,,31.3,,,,,,,,,,,,27.11,,,,,,,,,,
伊藤ハム米久ホールディングス,T2296,,,,,,,,,,,,,,,0.36,,,,,,,,,,,,6.91,,,,,,,,,,,,12.61,,,,,,,,,,,,12.14,,,,,,,,,,,,16.7,,,,,,,,,,,,,,,,,,,,,,,,72.27,,,,,,,,,,,,71.52,,,,,,,,,,,,76.01,,,,,,,,,,,,70.35,,,,,,,,,,,,59.3,,,,,,,,,
サッポロホールディングス,T2501,,,,,,,,,,,,152.1,,,,,,,,,,,,146.72,,,,,,,,,,,,136.04,,,,,,,,,,,,138.28,,,,,,,,,,,,180.38,,,,,,,,,,,,151.24,,,,,,,,,,,,286.25,,,,,,,,,,,,284.22,,,,,,,,,,,,294.09,,,,,,,,,,,,266.67,,,,,,,,,,,,311.65,,,,,,,,,,,,265.25
アサヒグループホールディングス,T2502,,,,,,,,,,,,110.03,,,,,,,,,,,,245.43,,,,,,,,,,,,151.54,,,,,,,,,,,,112.02,,,,,,,,,,,,177.39,,,,,,,,,,,,147.66,,,,,,,,,,,,149.25,,,,,,,,,,,,191.6,,,,,,,,,,,,168.32,,,,,,,,,,,,151.85,,,,,,,,,,,,192.7,,,,,,,,,,,,158.7
キリンホールディングス,T2503,,,,,,,,,,,,111.07,,,,,,,,,,,,81.74,,,,,,,,,,,,73.35,,,,,,,,,,,,86.74,,,,,,,,,,,,99.53,,,,,,,,,,,,98.28,,,,,,,,,,,,207.28,,,,,,,,,,,,122.09,,,,,,,,,,,,122.68,,,,,,,,,,,,139.65,,,,,,,,,,,,162.59,,,,,,,,,,,,148.06
