,code,2016/01,2016/02,2016/03,2016/04,2016/05,2016/06,2016/07,2016/08,2016/09,2016/10,2016/11,2016/12,2017/01,2017/02,2017/03,2017/04,2017/05,2017/06,2017/07,2017/08,2017/09,2017/10,2017/11,2017/12,2018/01,2018/02,2018/03,2018/04,2018/05,2018/06,2018/07,2018/08,2018/09,2018/10,2018/11,2018/12,2019/01,2019/02,2019/03,2019/04,2019/05,2019/06,2019/07,2019/08,2019/09,2019/10,2019/11,2019/12,2020/01,2020/02,2020/03,2020/04,2020/05,2020/06,2020/07,2020/08,2020/09,2020/10,2020/11,2020/12,2021/01,2021/02,2021/03,2021/04,2021/05,2021/06,2021/07,2021/08,2021/09,2021/10,2021/11,2021/12
691,T5233,,,157.02,,,,,,,,,,,,121.19,,,,,,,,,,,,109.11,,,,,,,,,,,,113.26,,,,,,,,,,,,104.95,,,,,,,,,,,,101.59,,,,,,,,,
692,T5237,,,72.19,,,,,,,,,,,,61.18,,,,,,,,,,,,57.01,,,,,,,,,,,,82.04,,,,,,,,,,,,62.61,,,,,,,,,,,,64.79,,,,,,,,,
693,T5262,,,64.63,,,,,,,,,,,,69.13,,,,,,,,,,,,68.32,,,,,,,,,,,,62.49,,,,,,,,,,,,55.82,,,,,,,,,,,,48.38,,,,,,,,,
694,T5268,,,64.71,,,,,,,,,,,,58.77,,,,,,,,,,,,51.99,,,,,,,,,,,,56.85,,,,,,,,,,,,45.65,,,,,,,,,,,,38.93,,,,,,,,,
695,T5269,,,98.67,,,,,,,,,,,,104.99,,,,,,,,,,,,120.67,,,,,,,,,,,,123.19,,,,,,,,,,,,115.54,,,,,,,,,,,,113.44,,,,,,,,,
696,T5271,,496.96,,,,,,,,,,,,542.12,,,,,,,,,,,,470.1,,,,,,,,,,,,336.31,,,,,,,,,,,,324.59,,,,,,,,,,,,377.31,,,,,,,,,,
697,T5273,,,75.1,,,,,,,,,,,,75.18,,,,,,,,,,,,72.26,,,,,,,,,,,,64.33,,,,,,,,,,,,68.31,,,,,,,,,,,,55.27,,,,,,,,,
698,T5279,,,151.01,,,,,,,,,,,,146.98,,,,,,,,,,,,131,,,,,,,,,,,,127.12,,,,,,,,,,,,101.18,,,,,,,,,,,,96.05,,,,,,,,,
699,T5282,,,86.53,,,,,,,,,,,,83.23,,,,,,,,,,,,82.06,,,,,,,,,,,,65.51,,,,,,,,,,,,56,,,,,,,,,,,,62.49,,,,,,,,,
700,T5284,,,275.11,,,,,,,,,,,,411.8,,,,,,,,,,,,286.85,,,,,,,,,,,,252.58,,,,,,,,,,,,280.22,,,,,,,,,,,,234.16,,,,,,,,,
701,T5285,,,253.75,,,,,,,,,,,,250.02,,,,,,,,,,,,237.29,,,,,,,,,,,,229.46,,,,,,,,,,,,200,,,,,,,,,,,,174.73,,,,,,,,,
702,T5287,,,27.3,,,,,,,,,,,,39.25,,,,,,,,,,,,34.89,,,,,,,,,,,,51.18,,,,,,,,,,,,69.33,,,,,,,,,,,,84.53,,,,,,,,,
703,T5288,,,3.58,,,,,,,,,,,,3.26,,,,,,,,,,,,2.99,,,,,,,,,,,,2.73,,,,,,,,,,,,2.6,,,,,,,,,,,,2.76,,,,,,,,,
704,T5290,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.51,,,,,,,,,,,,14.91,,,,,,,,,,,,14.09,,,,,,,,,
705,T5301,,,,,,,,,,,,43.98,,,,,,,,,,,,44.29,,,,,,,,,,,,87.3,,,,,,,,,,,,140.48,,,,,,,,,,,,152.09,,,,,,,,,,,,164.32
706,T5302,,,,,,,,,,,,38.82,,,,,,,,,,,,39.26,,,,,,,,,,,,53.87,,,,,,,,,,,,33.55,,,,,,,,,,,,20.78,,,,,,,,,,,,26.81
707,T5304,,,14.02,,,,,,,,,,,,16.13,,,,,,,,,,,,14.04,,,,,,,,,,,,32.9,,,,,,,,,,,,18.71,,,,,,,,,,,,9.74,,,,,,,,,
708,T5310,,,,,,,,,,,,21.8,,,,,,,,,,,,22.37,,,,,,,,,,,,18.1,,,,,,,,,,,,17.03,,,,,,,,,,,,14.85,,,,,,,,,,,,16.7
709,T5331,,,90.54,,,,,,,,,,,,86.55,,,,,,,,,,,,70.56,,,,,,,,,,,,54.18,,,,,,,,,,,,52.84,,,,,,,,,,,,49.33,,,,,,,,,
710,T5332,,,99.72,,,,,,,,,,,,97.94,,,,,,,,,,,,76.87,,,,,,,,,,,,69.51,,,,,,,,,,,,66.33,,,,,,,,,,,,77.94,,,,,,,,,
711,T5333,,,94.91,,,,,,,,,,,,99.28,,,,,,,,,,,,83.72,,,,,,,,,,,,92.31,,,,,,,,,,,,87.01,,,,,,,,,,,,90.3,,,,,,,,,
712,T5334,,,51.73,,,,,,,,,,,,66.62,,,,,,,,,,,,62.73,,,,,,,,,,,,63.24,,,,,,,,,,,,74.22,,,,,,,,,,,,84.68,,,,,,,,,
713,T5337,,,,,,,,,,,,11.28,,,,,,,,,,,,15.6,,,,,,,,,,,,13.49,,,,,,,,,,,,13.54,,,,,,,,,,,,37.94,,,,,,,,,,,,33.01
714,T5341,,,,,,,,,,,105.62,,,,,,,,,,,,113.96,,,,,,,,,,,,164.42,,,,,,,,,,,,197.05,,,,,,,,,,,,99.79,,,,,,,,,,,,78.53,
715,T5342,,,92.71,,,,,,,,,,,,85.49,,,,,,,,,,,,79.25,,,,,,,,,,,,101.64,,,,,,,,,,,,117.34,,,,,,,,,,,,107.36,,,,,,,,,
716,T5343,,,2376.32,,,,,,,,,,,,1203.48,,,,,,,,,,,,1006.72,,,,,,,,,,,,874.25,,,,,,,,,,,,763.19,,,,,,,,,,,,1455.47,,,,,,,,,
717,T5344,,,13.53,,,,,,,,,,,,15.79,,,,,,,,,,,,20.3,,,,,,,,,,,,20.49,,,,,,,,,,,,21.01,,,,,,,,,,,,22.34,,,,,,,,,
718,T5351,,,95.28,,,,,,,,,,,,89.75,,,,,,,,,,,,82.71,,,,,,,,,,,,77.19,,,,,,,,,,,,63.41,,,,,,,,,,,,59.81,,,,,,,,,
719,T5352,,,130.82,,,,,,,,,,,,133,,,,,,,,,,,,129.38,,,,,,,,,,,,129.49,,,,,,,,,,,,108.73,,,,,,,,,,,,95.29,,,,,,,,,
720,T5355,,,170.84,,,,,,,,,,,,174.41,,,,,,,,,,,,172.86,,,,,,,,,,,,169.76,,,,,,,,,,,,152.7,,,,,,,,,,,,137.11,,,,,,,,,
721,T5356,,,103.06,,,,,,,,,,,,94.24,,,,,,,,,,,,91.66,,,,,,,,,,,,86.59,,,,,,,,,,,,88.59,,,,,,,,,,,,70.42,,,,,,,,,
722,T5357,,,29.1,,,,,,,,,,,,31.33,,,,,,,,,,,,30.83,,,,,,,,,,,,35.11,,,,,,,,,,,,26.12,,,,,,,,,,,,21.27,,,,,,,,,
723,T5363,,,46.96,,,,,,,,,,,,51.4,,,,,,,,,,,,50.34,,,,,,,,,,,,54.33,,,,,,,,,,,,49.94,,,,,,,,,,,,47.49,,,,,,,,,
724,T5367,,,37.64,,,,,,,,,,,,38.45,,,,,,,,,,,,38.51,,,,,,,,,,,,38.5,,,,,,,,,,,,40.08,,,,,,,,,,,,39.37,,,,,,,,,
725,T5368,,,,,,,,,,,,,,,,,,,,,,,,,,,75.49,,,,,,,,,,,,61.06,,,,,,,,,,,,46.51,,,,,,,,,,,,41.22,,,,,,,,,
726,T5380,,,,,,121.94,,,,,,,,,,,,112.92,,,,,,,,,,,,111.97,,,,,,,,,,,,107.92,,,,,,,,,,,,100.27,,,,,,,,,,,,93.49,,,,,,
727,T5381,,,48.85,,,,,,,,,,,,144.71,,,,,,,,,,,,152.83,,,,,,,,,,,,153.7,,,,,,,,,,,,160.25,,,,,,,,,,,,170.58,,,,,,,,,
728,T5384,,,13.2,,,,,,,,,,,,16.61,,,,,,,,,,,,16.43,,,,,,,,,,,,15.23,,,,,,,,,,,,13.96,,,,,,,,,,,,17.27,,,,,,,,,
729,T5386,,,57.01,,,,,,,,,,,,50.04,,,,,,,,,,,,48.12,,,,,,,,,,,,45.51,,,,,,,,,,,,39.16,,,,,,,,,,,,35.93,,,,,,,,,
730,T5388,,,18.5,,,,,,,,,,,,16.81,,,,,,,,,,,,14.27,,,,,,,,,,,,13.37,,,,,,,,,,,,16.96,,,,,,,,,,,,20.64,,,,,,,,,
731,T5391,,,275.8,,,,,,,,,,,,212.55,,,,,,,,,,,,194.93,,,,,,,,,,,,179.77,,,,,,,,,,,,155.6,,,,,,,,,,,,160.72,,,,,,,,,
732,T5393,,,87.5,,,,,,,,,,,,84.63,,,,,,,,,,,,83.42,,,,,,,,,,,,86.43,,,,,,,,,,,,79.49,,,,,,,,,,,,79.79,,,,,,,,,
733,T7943,,,108.27,,,,,,,,,,,,103.59,,,,,,,,,,,,91.34,,,,,,,,,,,,88.82,,,,,,,,,,,,84.23,,,,,,,,,,,,66.46,,,,,,,,,
734,T5401,,,165.89,,,,,,,,,,,,162.37,,,,,,,,,,,,156.55,,,,,,,,,,,,163.6,,,,,,,,,,,,246.35,,,,,,,,,,,,258,,,,,,,,,
735,T5406,,,187.23,,,,,,,,,,,,212.94,,,,,,,,,,,,192.02,,,,,,,,,,,,195.74,,,,,,,,,,,,237.78,,,,,,,,,,,,250.69,,,,,,,,,
736,T5408,,,65.47,,,,,,,,,,,,57.1,,,,,,,,,,,,59.54,,,,,,,,,,,,63.61,,,,,,,,,,,,52.74,,,,,,,,,,,,56.55,,,,,,,,,
737,T5410,,,82.77,,,,,,,,,,,,86.93,,,,,,,,,,,,97.47,,,,,,,,,,,,108.27,,,,,,,,,,,,98.95,,,,,,,,,,,,99.82,,,,,,,,,
738,T5411,,,136.21,,,,,,,,,,,,138.48,,,,,,,,,,,,141.2,,,,,,,,,,,,141.08,,,,,,,,,,,,163.93,,,,,,,,,,,,168.29,,,,,,,,,
739,T5423,,,42.67,,,,,,,,,,,,37.69,,,,,,,,,,,,47.7,,,,,,,,,,,,47.49,,,,,,,,,,,,37.28,,,,,,,,,,,,42,,,,,,,,,
740,T5440,,,18.67,,,,,,,,,,,,18.05,,,,,,,,,,,,24.6,,,,,,,,,,,,34.3,,,,,,,,,,,,33.05,,,,,,,,,,,,33.9,,,,,,,,,
741,T5444,,,21.85,,,,,,,,,,,,25.62,,,,,,,,,,,,19.13,,,,,,,,,,,,23.55,,,,,,,,,,,,25.56,,,,,,,,,,,,31.48,,,,,,,,,
742,T5445,,,35.85,,,,,,,,,,,,45.17,,,,,,,,,,,,54.76,,,,,,,,,,,,53.62,,,,,,,,,,,,36.46,,,,,,,,,,,,38.53,,,,,,,,,
743,T5446,,,44.56,,,,,,,,,,,,43.07,,,,,,,,,,,,53.23,,,,,,,,,,,,49.96,,,,,,,,,,,,39.17,,,,,,,,,,,,63.46,,,,,,,,,
744,T5449,,,24.46,,,,,,,,,,,,27.5,,,,,,,,,,,,31.45,,,,,,,,,,,,30.79,,,,,,,,,,,,31.87,,,,,,,,,,,,34.79,,,,,,,,,
745,T5451,,,25.56,,,,,,,,,,,,26.8,,,,,,,,,,,,24.86,,,,,,,,,,,,24.15,,,,,,,,,,,,18.68,,,,,,,,,,,,25.66,,,,,,,,,
746,T5458,,,294.61,,,,,,,,,,,,200.19,,,,,,,,,,,,161.49,,,,,,,,,,,,122.79,,,,,,,,,,,,99.44,,,,,,,,,,,,101.97,,,,,,,,,
747,T5461,,,15.51,,,,,,,,,,,,15.94,,,,,,,,,,,,19.59,,,,,,,,,,,,20.33,,,,,,,,,,,,15.32,,,,,,,,,,,,14.45,,,,,,,,,
748,T5463,,,13.81,,,,,,,,,,,,12.69,,,,,,,,,,,,13.58,,,,,,,,,,,,13.08,,,,,,,,,,,,11.42,,,,,,,,,,,,12.61,,,,,,,,,
749,T5464,,,41.43,,,,,,,,,,,,40.88,,,,,,,,,,,,41.08,,,,,,,,,,,,39.04,,,,,,,,,,,,34.09,,,,,,,,,,,,30.79,,,,,,,,,
750,T5471,,,130.47,,,,,,,,,,,,124.23,,,,,,,,,,,,127.94,,,,,,,,,,,,133.05,,,,,,,,,,,,129.13,,,,,,,,,,,,119.54,,,,,,,,,
751,T5476,,,70.03,,,,,,,,,,,,68.05,,,,,,,,,,,,78.93,,,,,,,,,,,,100.77,,,,,,,,,,,,93.62,,,,,,,,,,,,108.14,,,,,,,,,
752,T5480,,,242.16,,,,,,,,,,,,229.42,,,,,,,,,,,,235.01,,,,,,,,,,,,209.61,,,,,,,,,,,,204.54,,,,,,,,,,,,195.02,,,,,,,,,
753,T5482,,,67.26,,,,,,,,,,,,80.54,,,,,,,,,,,,71.64,,,,,,,,,,,,83.02,,,,,,,,,,,,75.76,,,,,,,,,,,,85.54,,,,,,,,,
754,T5484,,,18.14,,,,,,,,,,,,19.71,,,,,,,,,,,,18.8,,,,,,,,,,,,15.01,,,,,,,,,,,,13.69,,,,,,,,,,,,15.81,,,,,,,,,
755,T5491,,,235.85,,,,,,,,,,,,218.58,,,,,,,,,,,,201.8,,,,,,,,,,,,189.67,,,,,,,,,,,,206.23,,,,,,,,,,,,223.46,,,,,,,,,
756,T5541,,,9.33,,,,,,,,,,,,13.93,,,,,,,,,,,,14.09,,,,,,,,,,,,12.78,,,,,,,,,,,,11.09,,,,,,,,,,,,14.73,,,,,,,,,
757,T5542,,,,,,,,,,,,102.86,,,,,,,,,,,,83.54,,,,,,,,,,,,73.41,,,,,,,,,,,,62.92,,,,,,,,,,,,53.85,,,,,,,,,,,,55.85
758,T5563,,,,,,,,,,,,33.74,,,,,,,,,,,,38.42,,,,,,,,,,,,39.53,,,,,,,,,,,,52.24,,,,,,,,,,,,46.35,,,,,,,,,,,,44.69
759,T5602,,,110.13,,,,,,,,,,,,100.1,,,,,,,,,,,,102.62,,,,,,,,,,,,105.83,,,,,,,,,,,,107.09,,,,,,,,,,,,96.99,,,,,,,,,
760,T5603,,,120.96,,,,,,,,,,,,135.55,,,,,,,,,,,,144.04,,,,,,,,,,,,132.52,,,,,,,,,,,,123.64,,,,,,,,,,,,122.75,,,,,,,,,
761,T5607,,,54.24,,,,,,,,,,,,69.63,,,,,,,,,,,,89.07,,,,,,,,,,,,120.91,,,,,,,,,,,,98.22,,,,,,,,,,,,104.17,,,,,,,,,
762,T5609,,,81.58,,,,,,,,,,,,95.76,,,,,,,,,,,,105.01,,,,,,,,,,,,102.71,,,,,,,,,,,,92.47,,,,,,,,,,,,84.34,,,,,,,,,
763,T5612,,,58.51,,,,,,,,,,,,58.11,,,,,,,,,,,,60.23,,,,,,,,,,,,113.53,,,,,,,,,,,,113.75,,,,,,,,,,,,109.98,,,,,,,,,
764,T5632,,,81.18,,,,,,,,,,,,98.72,,,,,,,,,,,,91.23,,,,,,,,,,,,94.54,,,,,,,,,,,,158.24,,,,,,,,,,,,170.88,,,,,,,,,
765,T5644,,,103.1,,,,,,,,,,,,124.82,,,,,,,,,,,,122.57,,,,,,,,,,,,112.86,,,,,,,,,,,,106.71,,,,,,,,,,,,104.07,,,,,,,,,
766,T5658,,,18.51,,,,,,,,,,,,21.2,,,,,,,,,,,,20.98,,,,,,,,,,,,22.74,,,,,,,,,,,,21.48,,,,,,,,,,,,19.26,,,,,,,,,
767,T5659,,,38.81,,,,,,,,,,,,41.28,,,,,,,,,,,,46.68,,,,,,,,,,,,38.4,,,,,,,,,,,,37.12,,,,,,,,,,,,40.52,,,,,,,,,
768,T5660,,,122.39,,,,,,,,,,,,118.87,,,,,,,,,,,,115.7,,,,,,,,,,,,101.43,,,,,,,,,,,,95.76,,,,,,,,,,,,97.83,,,,,,,,,
769,T5695,,,38.9,,,,,,,,,,,,35.37,,,,,,,,,,,,35.48,,,,,,,,,,,,28.04,,,,,,,,,,,,25.4,,,,,,,,,,,,19.58,,,,,,,,,
770,T5697,,,88.96,,,,,,,,,,,,83.89,,,,,,,,,,,,86.17,,,,,,,,,,,,100.29,,,,,,,,,,,,76.73,,,,,,,,,,,,83.78,,,,,,,,,
771,T5698,,,,,,16.1,,,,,,,,,,,,21.96,,,,,,,,,,,,25.98,,,,,,,,,,,,16.72,,,,,,,,,,,,87,,,,,,,,,,,,34.2,,,,,,
772,T5699,,,,,,,,,,,,118.85,,,,,,,,,,,,133.16,,,,,,,,,,,,70.99,,,,,,,,,,,,52.17,,,,,,,,,,,,64.88,,,,,,,,,,,,60.21
773,T7305,,,56.96,,,,,,,,,,,,63.3,,,,,,,,,,,,64.12,,,,,,,,,,,,67.98,,,,,,,,,,,,73.52,,,,,,,,,,,,64.67,,,,,,,,,
774,T1491,,,11.81,,,,,,,,,,,,13.27,,,,,,,,,,,,13.11,,,,,,,,,,,,16.41,,,,,,,,,,,,20.59,,,,,,,,,,,,25.62,,,,,,,,,
775,T5702,,,150.54,,,,,,,,,,,,148.64,,,,,,,,,,,,150.76,,,,,,,,,,,,124.83,,,,,,,,,,,,100.15,,,,,,,,,,,,107.38,,,,,,,,,
776,T5703,,,174.61,,,,,,,,,,,,115.63,,,,,,,,,,,,107.58,,,,,,,,,,,,102.43,,,,,,,,,,,,99.51,,,,,,,,,,,,104.83,,,,,,,,,
777,T5704,,,,,,,,,,,,36.16,,,,,,,,,,,,34.08,,,,,,,,,,,,60.54,,,,,,,,,,,,63.31,,,,,,,,,,,,81.44,,,,,,,,,,,,73.09
778,T5706,,,218.99,,,,,,,,,,,,229.14,,,,,,,,,,,,236.96,,,,,,,,,,,,178.03,,,,,,,,,,,,199.18,,,,,,,,,,,,243.6,,,,,,,,,
779,T5707,,,153.5,,,,,,,,,,,,139.22,,,,,,,,,,,,131.29,,,,,,,,,,,,143.45,,,,,,,,,,,,191.06,,,,,,,,,,,,155.01,,,,,,,,,
780,T5711,,,166.37,,,,,,,,,,,,164.83,,,,,,,,,,,,154.24,,,,,,,,,,,,173.74,,,,,,,,,,,,238.41,,,,,,,,,,,,260.86,,,,,,,,,
781,T5713,,,55.73,,,,,,,,,,,,63.99,,,,,,,,,,,,61.28,,,,,,,,,,,,65.45,,,,,,,,,,,,56.16,,,,,,,,,,,,61.57,,,,,,,,,
782,T5714,,,114.54,,,,,,,,,,,,108.57,,,,,,,,,,,,128.91,,,,,,,,,,,,123.63,,,,,,,,,,,,138.86,,,,,,,,,,,,158.9,,,,,,,,,
783,T5715,,,200.88,,,,,,,,,,,,164.32,,,,,,,,,,,,152.4,,,,,,,,,,,,165.36,,,,,,,,,,,,167.59,,,,,,,,,,,,137.71,,,,,,,,,
784,T5721,,,9.19,,,,,,,,,,,,6.17,,,,,,,,,,,,8.16,,,,,,,,,,,,7.4,,,,,,,,,,,,7.32,,,,,,,,,,,,7.68,,,,,,,,,
785,T5724,,,,,,,,,116.54,,,,,,,,,,,,105.29,,,,,,,,,,,,104.71,,,,,,,,,,,,102.29,,,,,,,,,,,,117.93,,,,,,,,,,,,101.23,,,
786,T5726,,,162.86,,,,,,,,,,,,170.35,,,,,,,,,,,,155.88,,,,,,,,,,,,135.91,,,,,,,,,,,,119.12,,,,,,,,,,,,161.69,,,,,,,,,
787,T5727,,,135.32,,,,,,,,,,,,117.68,,,,,,,,,,,,102.42,,,,,,,,,,,,86.38,,,,,,,,,,,,81.12,,,,,,,,,,,,110.72,,,,,,,,,
788,T5729,,,69.07,,,,,,,,,,,,62.73,,,,,,,,,,,,58.47,,,,,,,,,,,,51.02,,,,,,,,,,,,37.02,,,,,,,,,,,,45.66,,,,,,,,,
789,T5741,,,234.05,,,,,,,,,,,,211.6,,,,,,,,,,,,203.68,,,,,,,,,,,,205.07,,,,,,,,,,,,187.01,,,,,,,,,,,,191.85,,,,,,,,,
790,T5742,,,55.21,,,,,,,,,,,,72.82,,,,,,,,,,,,80.36,,,,,,,,,,,,69.49,,,,,,,,,,,,58.71,,,,,,,,,,,,73.21,,,,,,,,,
791,T5753,,,94.6,,,,,,,,,,,,99.39,,,,,,,,,,,,94.52,,,,,,,,,,,,71.15,,,,,,,,,,,,40.67,,,,,,,,,,,,48.9,,,,,,,,,
792,T5757,,,9.34,,,,,,,,,,,,13.54,,,,,,,,,,,,15.24,,,,,,,,,,,,14.51,,,,,,,,,,,,16.92,,,,,,,,,,,,18.79,,,,,,,,,
793,T5801,,,246.4,,,,,,,,,,,,219.77,,,,,,,,,,,,205.86,,,,,,,,,,,,185.85,,,,,,,,,,,,182.27,,,,,,,,,,,,199.95,,,,,,,,,
794,T5802,,,72.5,,,,,,,,,,,,75.01,,,,,,,,,,,,74.38,,,,,,,,,,,,72.54,,,,,,,,,,,,72.42,,,,,,,,,,,,80.55,,,,,,,,,
795,T5803,,,219.95,,,,,,,,,,,,246,,,,,,,,,,,,245.91,,,,,,,,,,,,275.64,,,,,,,,,,,,354.63,,,,,,,,,,,,432.28,,,,,,,,,
796,T5805,,,191.29,,,,,,,,,,,,174.98,,,,,,,,,,,,171.26,,,,,,,,,,,,167.85,,,,,,,,,,,,154.09,,,,,,,,,,,,126.28,,,,,,,,,
797,T5816,,,,,,,,,,,,104.14,,,,,,,,,,,,83.21,,,,,,,,,,,,71.37,,,,,,,,,,,,70.04,,,,,,,,,,,,70.71,,,,,,,,,,,,73.22
798,T5817,,48.87,,,,,,,,,,,,48.7,,,,,,,,,,,,52.65,,,,,,,,,,,,73.03,,,,,,,,,,,,93.23,,,,,,,,,,,,90.97,,,,,,,,,,
799,T5819,,,,,,,,,,,,17.51,,,,,,,,,,,,13.75,,,,,,,,,,,,14.29,,,,,,,,,,,,13.02,,,,,,,,,,,,10.38,,,,,,,,,,,,10.48
800,T5820,,,109.72,,,,,,,,,,,,90.59,,,,,,,,,,,,78.21,,,,,,,,,,,,71.99,,,,,,,,,,,,59.53,,,,,,,,,,,,56.02,,,,,,,,,
801,T5821,,,51.49,,,,,,,,,,,,49.03,,,,,,,,,,,,48.73,,,,,,,,,,,,48.09,,,,,,,,,,,,54.08,,,,,,,,,,,,52.1,,,,,,,,,
802,T5851,,,126.56,,,,,,,,,,,,121.02,,,,,,,,,,,,111.23,,,,,,,,,116.91,,,,,,,,,,,,113.04,,,,,,,,,,,,119.75,,,,,,,,,,,,133.84
803,T5852,,,92.65,,,,,,,,,,,,86.1,,,,,,,,,,,,90.09,,,,,,,,,,,,92.16,,,,,,,,,,,,96.5,,,,,,,,,,,,118.38,,,,,,,,,
804,T5857,,,53.5,,,,,,,,,,,,60.2,,,,,,,,,,,,39.39,,,,,,,,,,,,37.62,,,,,,,,,,,,42.76,,,,,,,,,,,,47.61,,,,,,,,,
805,T5858,,,,,,,,,,,,,,,-,,,,,,,,,,,,-,,,,,,,,,,,,-,,,,,,,,,,,,-,,,,,,,,,,,,-,,,,,,,,,
806,T2961,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,135.51,,,,,,,,,,,,123.8,,,,,,,,,,,,114.79,,,
807,T2962,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,140.48,,,,,,
808,T3420,,,108.18,,,,,,,,,,,,79.9,,,,,,,,,,,,77.29,,,,,,,,,,,,67.72,,,,,,,,,,,,56.14,,,,,,,,,,,,46.65,,,,,,,,,
809,T3421,,,,,,,31.56,,,,,,,,,,,,31.14,,,,,,,,,,,,30.45,,,,,,,,,,,,33.89,,,,,,,,,,,,32.85,,,,,,,,,,,,35.22,,,,,
810,T3422,,,-,,,,,,,,,,,,-,,,,,,,,,,,,1401.69,,,,,,,,,,,,397.13,,,,,,,,,,,,280.12,,,,,,,,,,,,160.57,,,,,,,,,
811,T3423,,,154.24,,,,,,,,,,,,138.31,,,,,,,,,,,,129.14,,,,,,,,,,,,129.56,,,,,,,,,,,,131.63,,,,,,,,,,,,141.79,,,,,,,,,
812,T3426,,,,,,16.54,,,,,,,,,,,,35.81,,,,,,,,,,,,34.68,,,,,,,,,,,,34.34,,,,,,,,,,,,30.07,,,,,,,,,,,,29.9,,,,,,
813,T3431,,,0.14,,,,,,,,,,,,0.19,,,,,,,,,,,,0.18,,,,,,,,,,,,0.18,,,,,,,,,,,,0.2,,,,,,,,,,,,0.21,,,,,,,,,
814,T3433,,,28.36,,,,,,,,,,,,35.21,,,,,,,,,,,,45.63,,,,,,,,,,,,45.21,,,,,,,,,,,,45.18,,,,,,,,,,,,38.37,,,,,,,,,
815,T3434,,,96.95,,,,,,,,,,,,106.6,,,,,,,,,,,,85.04,,,,,,,,,,,,91.96,,,,,,,,,,,,116.68,,,,,,,,,,,,107.29,,,,,,,,,
816,T3435,,,48.32,,,,,,,,,,,,44.18,,,,,,,,,,,,39.6,,,,,,,,,,,,34.45,,,,,,,,,,,,35.58,,,,,,,,,,,,32.72,,,,,,,,,
817,T3436,,,,,,,,,,,,134.85,,,,,,,,,,,,128.09,,,,,,,,,,,,121.93,,,,,,,,,,,,98.28,,,,,,,,,,,,91.47,,,,,,,,,,,,60.58
818,T3437,,,89.05,,,,,,,,,,,,85.93,,,,,,,,,,,,79.7,,,,,,,,,,,,78.53,,,,,,,,,,,,70.36,,,,,,,,,,,,44.24,,,,,,,,,
819,T3439,,,,,,111.94,,,,,,,,,,,,118.46,,,,,,,,,,,,112.36,,,,,,,,,,,,110.96,,,,,,,,,,,,101.01,,,,,,,,,,,,126.64,,,,,,
820,T3440,,,,,,,,20.57,,,,,,,,,,,,23.49,,,,,,,,,,,,29.19,,,,,,,,,,,,38.41,,,,,,,,,,,,15.91,,,,,,,,,,,,12.44,,,,
821,T3441,,,,,,,62.5,,,,,,,,,,,,72.76,,,,,,,,,,,,93.78,,,,,,,,,,,,119.03,,,,,,,,,,,,140.22,,,,,,,,,,,,116.22,,,,,
822,T3442,,,24.45,,,,,,,,,,,,23.26,,,,,,,,,,,,21.85,,,,,,,,,,,,21.61,,,,,,,,,,,,21.68,,,,,,,,,,,,21.94,,,,,,,,,
823,T3443,,,25.54,,,,,,,,,,,,22.11,,,,,,,,,,,,5.16,,,,,,,,,,,,5.95,,,,,,,,,,,,2.61,,,,,,,,,,,,1.75,,,,,,,,,
824,T3444,,,,38.5,,,,,,,,,,,,36.85,,,,,,,,,,,,31.99,,,,,,,,,,,,37.65,,,,,,,,,,,,34.61,,,,,,,,,,,,39.69,,,,,,,,
825,T3445,,,,,,,,,,,,139.75,,,,,,,,,,,,80.12,,,,,,,,,,,,19.44,,,,,,,,,,,,20.19,,,,,,,,,,,,24.33,,,,,,,,,,,,41.26
826,T3446,,,,,,132.38,,,,,,,,,,,,92.12,,,,,,,,,,,,19.71,,,,,,,,,,,,17.29,,,,,,,,,,,,6.68,,,,,,,,,,,,46.3,,,,,,
827,T3447,,,134.2,,,,,,,,,,,,113.28,,,,,,,,,,,,97.05,,,,,,,,,,,,85.74,,,,,,,,,,,,67.44,,,,,,,,,,,,64.64,,,,,,,,,
828,T3448,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,-,,,,,,,,,,,,-,,,,,,,,,,,,-,,,,,,,,,
829,T3449,,,,,,,,,,,,,,,,,,,,,,,,69.7,,,,,,,,,,,,61.78,,,,,,,,,,,,49.29,,,,,,,,,,,,40.9,,,,,,,,,,,,37.4
830,T3450,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,197.47,,,,,,,,,,,,229.61,,,,,,,,,,
831,T5900,,27.46,,,,,,,,,,,,26.96,,,,,,,,,,,,26.02,,,,,,,,,,,,24.9,,,,,,,,,,,,24.56,,,,,,,,,,,,23.28,,,,,,,,,,
832,T5901,,,52.21,,,,,,,,,,,,47.56,,,,,,,,,,,,42.47,,,,,,,,,,,,52.86,,,,,,,,,,,,47.16,,,,,,,,,,,,44.88,,,,,,,,,
833,T5902,,,156.07,,,,,,,,,,,,139.43,,,,,,,,,,,,131.51,,,,,,,,,,,,176.36,,,,,,,,,,,,175.63,,,,,,,,,,,,191.26,,,,,,,,,
