,,単独決算,単独決算,単独決算,単独決算,単独決算,単独決算,単独決算,単独決算,単独決算,単独決算,単独決算,単独決算,単独決算,単独決算,単独決算,単独決算,単独決算,単独決算,単独決算,単独決算,単独決算,単独決算,単独決算,単独決算,単独決算,単独決算,単独決算,単独決算,単独決算,単独決算,単独決算,単独決算,単独決算,単独決算,単独決算,単独決算,単独決算,単独決算,単独決算,単独決算,単独決算,単独決算,単独決算,単独決算,単独決算,単独決算,単独決算,単独決算
タウンズ,T197A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,175.71,,,,,,
ＰＲＩＳＭ　ＢｉｏＬａｂ,T206A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.88,,,
ジーエヌアイグループ,T2160,,,,,,,,,,,,9.49,,,,,,,,,,,,8.46,,,,,,,,,,,,5.02,,,,,,,,,,,,6.63
Ｈｅａｒｔｓｅｅｄ,T219A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.41,,
ＮＰＴ,T311A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.46,,
協和キリン,T4151,,,,,,,,,,,,12.64,,,,,,,,,,,,23.77,,,,,,,,,,,,33.05,,,,,,,,,,,,33.93
武田薬品工業,T4502,,,105.2,,,,,,,,,,,,126.22,,,,,,,,,,,,144.84,,,,,,,,,,,,124.53,,,,,,,,,
アステラス製薬,T4503,,,118.28,,,,,,,,,,,,98.36,,,,,,,,,,,,71.55,,,,,,,,,,,,58.98,,,,,,,,,
住友ファーマ,T4506,,,16.1,,,,,,,,,,,,54,,,,,,,,,,,,44.73,,,,,,,,,,,,39.69,,,,,,,,,
塩野義製薬,T4507,,,14.84,,,,,,,,,,,,9.49,,,,,,,,,,,,15.05,,,,,,,,,,,,23.67,,,,,,,,,
わかもと製薬,T4512,,,29.09,,,,,,,,,,,,33.78,,,,,,,,,,,,27.98,,,,,,,,,,,,30.24,,,,,,,,,
日本新薬,T4516,,,21.4,,,,,,,,,,,,18.3,,,,,,,,,,,,21.1,,,,,,,,,,,,18.06,,,,,,,,,
中外製薬,T4519,,,,,,,,,,,,21.65,,,,,,,,,,,,28.56,,,,,,,,,,,,30.8,,,,,,,,,,,,34.17
科研製薬,T4521,,,27.61,,,,,,,,,,,,21.41,,,,,,,,,,,,20.28,,,,,,,,,,,,18.46,,,,,,,,,
エーザイ,T4523,,,66.35,,,,,,,,,,,,43.26,,,,,,,,,,,,47.26,,,,,,,,,,,,76.48,,,,,,,,,
森下仁丹,T4524,,,44.83,,,,,,,,,,,,43.73,,,,,,,,,,,,40.6,,,,,,,,,,,,38.4,,,,,,,,,
ロート製薬,T4527,,,32.16,,,,,,,,,,,,37.79,,,,,,,,,,,,33.55,,,,,,,,,,,,40.63,,,,,,,,,
小野薬品工業,T4528,,,16.64,,,,,,,,,,,,18.06,,,,,,,,,,,,16.55,,,,,,,,,,,,10.47,,,,,,,,,
久光製薬,T4530,,14.04,,,,,,,,,,,,17.99,,,,,,,,,,,,14.24,,,,,,,,,,,,14.4,,,,,,,,,,
持田製薬,T4534,,,24.26,,,,,,,,,,,,25.15,,,,,,,,,,,,24.59,,,,,,,,,,,,24.09,,,,,,,,,
参天製薬,T4536,,,21.36,,,,,,,,,,,,19.97,,,,,,,,,,,,20.21,,,,,,,,,,,,22.3,,,,,,,,,
扶桑薬品工業,T4538,,,118.28,,,,,,,,,,,,114.08,,,,,,,,,,,,107.45,,,,,,,,,,,,100.78,,,,,,,,,
日本ケミファ,T4539,,,206.06,,,,,,,,,,,,211.66,,,,,,,,,,,,213.21,,,,,,,,,,,,219.62,,,,,,,,,
ツムラ,T4540,,,40.1,,,,,,,,,,,,37.63,,,,,,,,,,,,36.12,,,,,,,,,,,,35.77,,,,,,,,,
キッセイ薬品工業,T4547,,,13.86,,,,,,,,,,,,16.93,,,,,,,,,,,,20.26,,,,,,,,,,,,16.29,,,,,,,,,
生化学工業,T4548,,,9.66,,,,,,,,,,,,13.86,,,,,,,,,,,,7.84,,,,,,,,,,,,11.43,,,,,,,,,
栄研化学,T4549,,,35.02,,,,,,,,,,,,34.77,,,,,,,,,,,,33.87,,,,,,,,,,,,36.78,,,,,,,,,
鳥居薬品,T4551,,,,,,,,,,,,23.71,,,,,,,,,,,,9.5,,,,,,,,,,,,11.79,,,,,,,,,,,,12.13
ＪＣＲファーマ,T4552,,,38.38,,,,,,,,,,,,47.84,,,,,,,,,,,,92.51,,,,,,,,,,,,91.51,,,,,,,,,
東和薬品,T4553,,,99.14,,,,,,,,,,,,104.05,,,,,,,,,,,,97.59,,,,,,,,,,,,129.67,,,,,,,,,
富士製薬工業,T4554,,,,,,,,,47.87,,,,,,,,,,,,49.73,,,,,,,,,,,,90.47,,,,,,,,,,,,106.51,,,
カイノス,T4556,,,61.16,,,,,,,,,,,,53.94,,,,,,,,,,,,49.41,,,,,,,,,,,,45.6,,,,,,,,,
中京医薬品,T4558,,,150.49,,,,,,,,,,,,146.33,,,,,,,,,,,,111.45,,,,,,,,,,,,103.9,,,,,,,,,
ゼリア新薬工業,T4559,,,90.06,,,,,,,,,,,,96.65,,,,,,,,,,,,129.93,,,,,,,,,,,,148.1,,,,,,,,,
アンジェス,T4563,,,,,,,,,,,,4.35,,,,,,,,,,,,16.4,,,,,,,,,,,,16.04,,,,,,,,,,,,19.32
オンコセラピー・サイエンス,T4564,,,11.71,,,,,,,,,,,,8,,,,,,,,,,,,9.56,,,,,,,,,,,,25.88,,,,,,,,,
ネクセラファーマ,T4565,,,,,,,,,,,,1.96,,,,,,,,,,,,28.57,,,,,,,,,,,,61.64,,,,,,,,,,,,55.57
第一三共,T4568,,,69.24,,,,,,,,,,,,64.91,,,,,,,,,,,,67.76,,,,,,,,,,,,76.15,,,,,,,,,
杏林製薬,T4569,,,62.3,,,,,,,,,,,,47.16,,,,,,,,,,,,47.18,,,,,,,,,,,,47.21,,,,,,,,,
免疫生物研究所,T4570,,,36.05,,,,,,,,,,,,18.19,,,,,,,,,,,,6.35,,,,,,,,,,,,16.17,,,,,,,,,
ＮＡＮＯ　ＭＲＮＡ,T4571,,,46.42,,,,,,,,,,,,2.02,,,,,,,,,,,,4.31,,,,,,,,,,,,28.34,,,,,,,,,
カルナバイオサイエンス,T4572,,,,,,,,,,,,40.33,,,,,,,,,,,,26.94,,,,,,,,,,,,26.52,,,,,,,,,,,,17.71
大幸薬品,T4574,,,23.35,,,,,,,,,,,,31.4,,,,,,,,,39.57,,,,,,,,,,,,76.63,,,,,,,,,,,,90.98
キャンバス,T4575,,,,,,38.02,,,,,,,,,,,,679.47,,,,,,,,,,,,243.47,,,,,,,,,,,,337.5,,,,,,
デ・ウエスタン・セラピテクス研,T4576,,,,,,,,,,,,41.02,,,,,,,,,,,,25.53,,,,,,,,,,,,20.96,,,,,,,,,,,,56.42
ダイト,T4577,,,,,50.85,,,,,,,,,,,,49.59,,,,,,,,,,,,39.44,,,,,,,,,,,,37.54,,,,,,,
大塚ホールディングス,T4578,,,,,,,,,,,,18.42,,,,,,,,,,,,18.83,,,,,,,,,,,,16.78,,,,,,,,,,,,19.58
ラクオリア創薬,T4579,,,,,,,,,,,,4.37,,,,,,,,,,,,5.45,,,,,,,,,,,,9.08,,,,,,,,,,,,13.94
シンバイオ製薬,T4582,,,,,,,,,,,,23.1,,,,,,,,,,,,40.05,,,,,,,,,,,,27.42,,,,,,,,,,,,23.44
カイオム・バイオサイエンス,T4583,,,,,,,,,,,,7.16,,,,,,,,,,,,12.46,,,,,,,,,,,,24,,,,,,,,,,,,23.86
キッズウェル・バイオ,T4584,,,15.57,,,,,,,,,,,,142.45,,,,,,,,,,,,153.08,,,,,,,,,,,,116.4,,,,,,,,,
メドレックス,T4586,,,,,,,,,,,,6.79,,,,,,,,,,,,7.16,,,,,,,,,,,,8.15,,,,,,,,,,,,16.56
ペプチドリーム,T4587,,,,,,14.92,,,,,,4.97,,,,,,,,,,,,23.89,,,,,,,,,,,,6.49,,,,,,,,,,,,87.77
オンコリスバイオファーマ,T4588,,,,,,,,,,,,26.86,,,,,,,,,,,,39.73,,,,,,,,,,,,19.44,,,,,,,,,,,,22.82
リボミック,T4591,,,73.28,,,,,,,,,,,,4.07,,,,,,,,,,,,1.93,,,,,,,,,,,,5.54,,,,,,,,,
サンバイオ,T4592,47.52,,,,,,,,,,,,38.89,,,,,,,,,,,,53.56,,,,,,,,,,,,166.96,,,,,,,,,,,
ヘリオス,T4593,,,,,,,,,,,,136.69,,,,,,,,,,,,238.27,,,,,,,,,,,,237.59,,,,,,,,,,,,3750.9
ブライトパス・バイオ,T4594,,,4.14,,,,,,,,,,,,7.52,,,,,,,,,,,,6.01,,,,,,,,,,,,9.53,,,,,,,,,
ミズホメディー,T4595,,,,,,,,,,,,69.6,,,,,,,,,,,,59.95,,,,,,,,,,,,51.87,,,,,,,,,,,,33.74
窪田製薬ホールディングス,T4596,,,,,,,,,,,,7.93,,,,,,,,,,,,3.78,,,,,,,,,,,,2.08,,,,,,,,,,,,1.63
ソレイジア・ファーマ,T4597,,,,,,,,,,,,25.95,,,,,,,,,,,,160.41,,,,,,,,,,,,108.86,,,,,,,,,,,,46.89
Ｄｅｌｔａ－Ｆｌｙ　Ｐｈａｒｍ,T4598,,,1.8,,,,,,,,,,,,5.11,,,,,,,,,,,,3.95,,,,,,,,,,,,7.38,,,,,,,,,
ステムリム,T4599,,,,,,,3.51,,,,,,,,,,,,4,,,,,,,,,,,,2.06,,,,,,,,,,,,2.26,,,,,
セルソース,T4880,,,,,,,,,,14.56,,,,,,,,,,,,15.15,,,,,,,,,,,,23.83,,,,,,,,,,,,21.74,,
ファンペップ,T4881,,,,,,,,,,,,9.14,,,,,,,,,,,,4.26,,,,,,,,,,,,5.92,,,,,,,,,,,,6.45
ペルセウスプロテオミクス,T4882,,,2.41,,,,,,,,,,,,12.58,,,,,,,,,,,,3.15,,,,,,,,,,,,4.7,,,,,,,,,
モダリス,T4883,,,,,,,,,,,,2.02,,,,,,,,,,,,0.49,,,,,,,,,,,,8.72,,,,,,,,,,,,0.99
クリングルファーマ,T4884,,,,,,,,,16.2,,,,,,,,,,,,7.36,,,,,,,,,,,,5.15,,,,,,,,,,,,15.04,,,
室町ケミカル,T4885,,,,,2476.97,,,,,,,,,,,,1798.81,,,,,,,,,,,,245.73,,,,,,,,,,,,185.37,,,,,,,
あすか製薬ホールディングス,T4886,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.49,,,,,,,,,
サワイグループホールディングス,T4887,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.78,,,,,,,,,
ステラファーマ,T4888,,,119.19,,,,,,,,,,,,285.36,,,,,,,,,,,,790,,,,,,,,,,,,53.23,,,,,,,,,
レナサイエンス,T4889,,,,,,,,,,,,,,,62.96,,,,,,,,,,,,90.02,,,,,,,,,,,,10.77,,,,,,,,,
坪田ラボ,T4890,,,,,,,,,,,,,,,60.61,,,,,,,,,,,,82.4,,,,,,,,,,,,117.34,,,,,,,,,
ティムス,T4891,,,,,,,,,,,,,,,,,,,,,,,,,,7.64,,,,,,,,,,,,11.66,,,,,,,,,,
サイフューズ,T4892,,,,,,,,,,,,,,,,,,,,,,,,41.73,,,,,,,,,,,,39.28,,,,,,,,,,,,27.73
ノイルイミューン・バイオテック,T4893,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.03,,,,,,,,,,,,7.92
クオリプス,T4894,,,,,,,,,,,,,,,,,,,,,,,,,,,3.34,,,,,,,,,,,,3.84,,,,,,,,,
ケイファーマ,T4896,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.61,,,,,,,,,,,,2.84
日本コークス工業,T3315,,,153.43,,,,,,,,,,,,125.15,,,,,,,,,,,,100.06,,,,,,,,,,,,127.07,,,,,,,,,
日本精蝋,T5010,,,,,,,,,,,,202.45,,,,,,,,,,,,301.66,,,,,,,,,,,,318.9,,,,,,,,,,,,522.28
ニチレキグループ,T5011,,,53.07,,,,,,,,,,,,53.12,,,,,,,,,,,,52.2,,,,,,,,,,,,48.54,,,,,,,,,
ユシロ,T5013,,,62.53,,,,,,,,,,,,57.05,,,,,,,,,,,,58.72,,,,,,,,,,,,65.59,,,,,,,,,
ビーピー・カストロール,T5015,,,,,,,,,,,,25.84,,,,,,,,,,,,26.32,,,,,,,,,,,,24.12,,,,,,,,,,,,26.43
富士石油,T5017,,,440.92,,,,,,,,,,,,745.53,,,,,,,,,,,,648.39,,,,,,,,,,,,658.46,,,,,,,,,
ＭＯＲＥＳＣＯ,T5018,,72.57,,,,,,,,,,,,69.86,,,,,,,,,,,,70.72,,,,,,,,,,,,47.92,,,,,,,,,,
出光興産,T5019,,,302.86,,,,,,,,,,,,263.24,,,,,,,,,,,,243.35,,,,,,,,,,,,226.5,,,,,,,,,
ＥＮＥＯＳホールディングス,T5020,,,108.53,,,,,,,,,,,,127.58,,,,,,,,,,,,120.8,,,,,,,,,,,,150.34,,,,,,,,,
コスモエネルギーホールディング,T5021,,,715.59,,,,,,,,,,,,787.11,,,,,,,,,,,,548.76,,,,,,,,,,,,533.79,,,,,,,,,
レボインターナショナル,T5022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4743.75,,,,,,,,,
横浜ゴム,T5101,,,,,,,,,,,,108.32,,,,,,,,,,,,91.23,,,,,,,,,,,,82.03,,,,,,,,,,,,91.45
昭和ホールディングス,T5103,,,16.22,,,,,,,,,,,,18.63,,,,,,,,,,,,35.62,,,,,,,,,,,,48.91,,,,,,,,,
ＴＯＹＯ　ＴＩＲＥ,T5105,,,,,,,,,,,,100.91,,,,,,,,,,,,103.69,,,,,,,,,,,,104.53,,,,,,,,,,,,106.81
ブリヂストン,T5108,,,,,,,,,,,,50.7,,,,,,,,,,,,62.23,,,,,,,,,,,,55.57,,,,,,,,,,,,46.63
住友ゴム工業,T5110,,,,,,,,,,,,130.24,,,,,,,,,,,,111.37,,,,,,,,,,,,120.62,,,,,,,,,,,,135.03
藤倉コンポジット,T5121,,,45.85,,,,,,,,,,,,47.13,,,,,,,,,,,,40.76,,,,,,,,,,,,41.74,,,,,,,,,
オカモト,T5122,,,68.19,,,,,,,,,,,,64.68,,,,,,,,,,,,64.58,,,,,,,,,,,,62.39,,,,,,,,,
西川ゴム工業,T5161,,,64.93,,,,,,,,,,,,55.77,,,,,,,,,,,,59.03,,,,,,,,,,,,51.48,,,,,,,,,
朝日ラバー,T5162,,,147.35,,,,,,,,,,,,147.98,,,,,,,,,,,,144.85,,,,,,,,,,,,120.77,,,,,,,,,
ニチリン,T5184,,,,,,,,,,,,56.35,,,,,,,,,,,,48.87,,,,,,,,,,,,45.98,,,,,,,,,,,,38.62
フコク,T5185,,,105.34,,,,,,,,,,,,91.33,,,,,,,,,,,,76.43,,,,,,,,,,,,79.59,,,,,,,,,
ニッタ,T5186,,,22.62,,,,,,,,,,,,18,,,,,,,,,,,,20.48,,,,,,,,,,,,20.81,,,,,,,,,
桜ゴム,T5189,,,104.97,,,,,,,,,,,,113.93,,,,,,,,,,,,96.39,,,,,,,,,,,,96.91,,,,,,,,,
住友理工,T5191,,,186.6,,,,,,,,,,,,158.1,,,,,,,,,,,,178.55,,,,,,,,,,,,178.88,,,,,,,,,
三ツ星ベルト,T5192,,,70.27,,,,,,,,,,,,74.62,,,,,,,,,,,,62.78,,,,,,,,,,,,61.36,,,,,,,,,
相模ゴム工業,T5194,,,78.43,,,,,,,,,,,,95.83,,,,,,,,,,,,77.64,,,,,,,,,,,,61.96,,,,,,,,,
バンドー化学,T5195,,,69.06,,,,,,,,,,,,88.87,,,,,,,,,,,,77.86,,,,,,,,,,,,92.01,,,,,,,,,
不二ラテックス,T5199,,,316.31,,,,,,,,,,,,303.55,,,,,,,,,,,,279.77,,,,,,,,,,,,287.22,,,,,,,,,
日東紡,T3110,,,62.81,,,,,,,,,,,,78.05,,,,,,,,,,,,83.86,,,,,,,,,,,,72.1,,,,,,,,,
ヒメジ理化,T322A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-
神島化学工業,T4026,,,,174.59,,,,,,,,,,,,153.32,,,,,,,,,,,,118.52,,,,,,,,,,,,164.74,,,,,,,,
ＡＧＣ,T5201,,,,,,,,,,,,82.65,,,,,,,,,,,,113.51,,,,,,,,,,,,80.11,,,,,,,,,,,,81.41
日本板硝子,T5202,,,104.78,,,,,,,,,,,,115.53,,,,,,,,,,,,119.11,,,,,,,,,,,,118.13,,,,,,,,,
石塚硝子,T5204,,,202.94,,,,,,,,,,,,213.58,,,,,,,,,,,,265.99,,,,,,,,,,,,240.91,,,,,,,,,
日本山村硝子,T5210,,,85.89,,,,,,,,,,,,100.34,,,,,,,,,,,,100.7,,,,,,,,,,,,174.72,,,,,,,,,
日本電気硝子,T5214,,,,,,,,,,,,36.53,,,,,,,,,,,,38.05,,,,,,,,,,,,36.49,,,,,,,,,,,,35.3
倉元製作所,T5216,,,,,,,,,,,,-,,,,,,,,,,,,318.6,,,,,,,,,,,,142.65,,,,,,,,,,,,122.38
オハラ,T5218,,,,,,,,,,30.57,,,,,,,,,,,,36.52,,,,,,,,,,,,33.95,,,,,,,,,,,,38.74,,
住友大阪セメント,T5232,,,71.13,,,,,,,,,,,,67.89,,,,,,,,,,,,69.39,,,,,,,,,,,,75.5,,,,,,,,,
太平洋セメント,T5233,,,113.26,,,,,,,,,,,,104.95,,,,,,,,,,,,101.59,,,,,,,,,,,,110.73,,,,,,,,,
ノザワ,T5237,,,82.04,,,,,,,,,,,,62.61,,,,,,,,,,,,64.79,,,,,,,,,,,,57.95,,,,,,,,,
日本ヒューム,T5262,,,62.49,,,,,,,,,,,,55.82,,,,,,,,,,,,48.38,,,,,,,,,,,,49.89,,,,,,,,,
旭コンクリート工業,T5268,,,56.85,,,,,,,,,,,,45.65,,,,,,,,,,,,38.93,,,,,,,,,,,,33.92,,,,,,,,,
日本コンクリート工業,T5269,,,123.19,,,,,,,,,,,,115.54,,,,,,,,,,,,113.44,,,,,,,,,,,,123.06,,,,,,,,,
トーヨーアサノ,T5271,,336.31,,,,,,,,,,,,324.59,,,,,,,,,,,,377.31,,,,,,,,,,,,393.3,,,,,,,,,,
三谷セキサン,T5273,,,64.33,,,,,,,,,,,,68.31,,,,,,,,,,,,55.27,,,,,,,,,,,,68.54,,,,,,,,,
日本興業,T5279,,,127.12,,,,,,,,,,,,101.18,,,,,,,,,,,,96.05,,,,,,,,,,,,91.33,,,,,,,,,
ジオスター,T5282,,,65.51,,,,,,,,,,,,56,,,,,,,,,,,,62.49,,,,,,,,,,,,63.88,,,,,,,,,
ヤマウホールディングス,T5284,,,252.58,,,,,,,,,,,,280.22,,,,,,,,,,,,234.16,,,,,,,,,,,,114.47,,,,,,,,,
ヤマックス,T5285,,,229.46,,,,,,,,,,,,200,,,,,,,,,,,,174.73,,,,,,,,,,,,139.69,,,,,,,,,
イトーヨーギョー,T5287,,,51.18,,,,,,,,,,,,69.33,,,,,,,,,,,,84.53,,,,,,,,,,,,75.78,,,,,,,,,
アジアパイルホールディングス,T5288,,,2.73,,,,,,,,,,,,2.6,,,,,,,,,,,,2.76,,,,,,,,,,,,3.1,,,,,,,,,
ベルテクスコーポレーション,T5290,,,7.51,,,,,,,,,,,,14.91,,,,,,,,,,,,14.09,,,,,,,,,,,,18.5,,,,,,,,,
東海カーボン,T5301,,,,,,,,,,,,140.48,,,,,,,,,,,,152.09,,,,,,,,,,,,164.32,,,,,,,,,,,,145.91
日本カーボン,T5302,,,,,,,,,,,,33.55,,,,,,,,,,,,20.78,,,,,,,,,,,,26.81,,,,,,,,,,,,32.2
ＳＥＣカーボン,T5304,,,32.9,,,,,,,,,,,,18.71,,,,,,,,,,,,9.74,,,,,,,,,,,,11.47,,,,,,,,,
東洋炭素,T5310,,,,,,,,,,,,17.03,,,,,,,,,,,,14.85,,,,,,,,,,,,16.7,,,,,,,,,,,,15.64
ノリタケ,T5331,,,54.18,,,,,,,,,,,,52.84,,,,,,,,,,,,49.33,,,,,,,,,,,,51.56,,,,,,,,,
ＴＯＴＯ,T5332,,,69.51,,,,,,,,,,,,66.33,,,,,,,,,,,,77.94,,,,,,,,,,,,51.17,,,,,,,,,
日本ガイシ,T5333,,,92.31,,,,,,,,,,,,87.01,,,,,,,,,,,,90.3,,,,,,,,,,,,81,,,,,,,,,
日本特殊陶業,T5334,,,63.24,,,,,,,,,,,,74.22,,,,,,,,,,,,84.68,,,,,,,,,,,,69.71,,,,,,,,,
ダントーホールディングス,T5337,,,,,,,,,,,,13.54,,,,,,,,,,,,37.94,,,,,,,,,,,,33.01,,,,,,,,,,,,26.26
ＡＳＡＨＩ　ＥＩＴＯホールディ,T5341,,,,,,,,,,,197.05,,,,,,,,,,,,99.79,,,,,,,,,,,,78.53,,,,,,,,,,,,60.67,
ジャニス工業,T5342,,,101.64,,,,,,,,,,,,117.34,,,,,,,,,,,,107.36,,,,,,,,,,,,131.5,,,,,,,,,
ニッコー,T5343,,,874.25,,,,,,,,,,,,763.19,,,,,,,,,,,,1455.47,,,,,,,,,,,,1563.45,,,,,,,,,
ＭＡＲＵＷＡ,T5344,,,20.49,,,,,,,,,,,,21.01,,,,,,,,,,,,22.34,,,,,,,,,,,,26.04,,,,,,,,,
品川リフラクトリーズ,T5351,,,77.19,,,,,,,,,,,,63.41,,,,,,,,,,,,59.81,,,,,,,,,,,,88.47,,,,,,,,,
黒崎播磨,T5352,,,129.49,,,,,,,,,,,,108.73,,,,,,,,,,,,95.29,,,,,,,,,,,,89.72,,,,,,,,,
日本ルツボ,T5355,,,169.76,,,,,,,,,,,,152.7,,,,,,,,,,,,137.11,,,,,,,,,,,,126.68,,,,,,,,,
美濃窯業,T5356,,,86.59,,,,,,,,,,,,88.59,,,,,,,,,,,,70.42,,,,,,,,,,,,67.68,,,,,,,,,
ヨータイ,T5357,,,35.11,,,,,,,,,,,,26.12,,,,,,,,,,,,21.27,,,,,,,,,,,,29,,,,,,,,,
ＴＹＫ,T5363,,,54.33,,,,,,,,,,,,49.94,,,,,,,,,,,,47.49,,,,,,,,,,,,46.28,,,,,,,,,
ニッカトー,T5367,,,38.5,,,,,,,,,,,,40.08,,,,,,,,,,,,39.37,,,,,,,,,,,,40.28,,,,,,,,,
日本インシュレーション,T5368,,,61.06,,,,,,,,,,,,46.51,,,,,,,,,,,,41.22,,,,,,,,,,,,35.04,,,,,,,,,
新東,T5380,,,,,,107.92,,,,,,,,,,,,100.27,,,,,,,,,,,,93.49,,,,,,,,,,,,109.64,,,,,,
Ｍｉｐｏｘ,T5381,,,153.7,,,,,,,,,,,,160.25,,,,,,,,,,,,170.58,,,,,,,,,,,,75.42,,,,,,,,,
フジミインコーポレーテッド,T5384,,,15.23,,,,,,,,,,,,13.96,,,,,,,,,,,,17.27,,,,,,,,,,,,20.25,,,,,,,,,
鶴弥,T5386,,,45.51,,,,,,,,,,,,39.16,,,,,,,,,,,,35.93,,,,,,,,,,,,34.15,,,,,,,,,
クニミネ工業,T5388,,,13.37,,,,,,,,,,,,16.96,,,,,,,,,,,,20.64,,,,,,,,,,,,16.73,,,,,,,,,
エーアンドエーマテリアル,T5391,,,179.77,,,,,,,,,,,,155.6,,,,,,,,,,,,160.72,,,,,,,,,,,,170.48,,,,,,,,,
ニチアス,T5393,,,86.43,,,,,,,,,,,,79.49,,,,,,,,,,,,79.79,,,,,,,,,,,,77.44,,,,,,,,,
ニチハ,T7943,,,88.82,,,,,,,,,,,,84.23,,,,,,,,,,,,66.46,,,,,,,,,,,,69.49,,,,,,,,,
日本製鉄,T5401,,,163.6,,,,,,,,,,,,246.35,,,,,,,,,,,,258,,,,,,,,,,,,232.92,,,,,,,,,
神戸製鋼所,T5406,,,195.74,,,,,,,,,,,,237.78,,,,,,,,,,,,250.69,,,,,,,,,,,,215.62,,,,,,,,,
中山製鋼所,T5408,,,63.61,,,,,,,,,,,,52.74,,,,,,,,,,,,56.55,,,,,,,,,,,,80.43,,,,,,,,,
合同製鉄,T5410,,,108.27,,,,,,,,,,,,98.95,,,,,,,,,,,,99.82,,,,,,,,,,,,106.74,,,,,,,,,
ＪＦＥホールディングス,T5411,,,141.08,,,,,,,,,,,,163.93,,,,,,,,,,,,168.29,,,,,,,,,,,,167.95,,,,,,,,,
東京製鉄,T5423,,,47.49,,,,,,,,,,,,37.28,,,,,,,,,,,,42,,,,,,,,,,,,51.83,,,,,,,,,
共英製鋼,T5440,,,34.3,,,,,,,,,,,,33.05,,,,,,,,,,,,33.9,,,,,,,,,,,,39.6,,,,,,,,,
大和工業,T5444,,,23.55,,,,,,,,,,,,25.56,,,,,,,,,,,,31.48,,,,,,,,,,,,23.89,,,,,,,,,
東京鉄鋼,T5445,,,53.62,,,,,,,,,,,,36.46,,,,,,,,,,,,38.53,,,,,,,,,,,,57.5,,,,,,,,,
北越メタル,T5446,,,49.96,,,,,,,,,,,,39.17,,,,,,,,,,,,63.46,,,,,,,,,,,,73.83,,,,,,,,,
大阪製鉄,T5449,,,30.79,,,,,,,,,,,,31.87,,,,,,,,,,,,34.79,,,,,,,,,,,,34.03,,,,,,,,,
淀川製鋼所,T5451,,,24.15,,,,,,,,,,,,18.68,,,,,,,,,,,,25.66,,,,,,,,,,,,26.75,,,,,,,,,
高砂鉄工,T5458,,,122.79,,,,,,,,,,,,99.44,,,,,,,,,,,,101.97,,,,,,,,,,,,87.84,,,,,,,,,
中部鋼鈑,T5461,,,20.33,,,,,,,,,,,,15.32,,,,,,,,,,,,14.45,,,,,,,,,,,,23.43,,,,,,,,,
丸一鋼管,T5463,,,13.08,,,,,,,,,,,,11.42,,,,,,,,,,,,12.61,,,,,,,,,,,,16.26,,,,,,,,,
モリ工業,T5464,,,39.04,,,,,,,,,,,,34.09,,,,,,,,,,,,30.79,,,,,,,,,,,,34.94,,,,,,,,,
大同特殊鋼,T5471,,,133.05,,,,,,,,,,,,129.13,,,,,,,,,,,,119.54,,,,,,,,,,,,124.77,,,,,,,,,
日本高周波鋼業,T5476,,,100.77,,,,,,,,,,,,93.62,,,,,,,,,,,,108.14,,,,,,,,,,,,120.06,,,,,,,,,
日本冶金工業,T5480,,,209.61,,,,,,,,,,,,204.54,,,,,,,,,,,,195.02,,,,,,,,,,,,212.54,,,,,,,,,
愛知製鋼,T5482,,,83.02,,,,,,,,,,,,75.76,,,,,,,,,,,,85.54,,,,,,,,,,,,86.73,,,,,,,,,
東北特殊鋼,T5484,,,15.01,,,,,,,,,,,,13.69,,,,,,,,,,,,15.81,,,,,,,,,,,,16.12,,,,,,,,,
日本金属,T5491,,,189.67,,,,,,,,,,,,206.23,,,,,,,,,,,,223.46,,,,,,,,,,,,228.57,,,,,,,,,
大平洋金属,T5541,,,12.78,,,,,,,,,,,,11.09,,,,,,,,,,,,14.73,,,,,,,,,,,,14.28,,,,,,,,,
新報国マテリアル,T5542,,,,,,,,,,,,62.92,,,,,,,,,,,,53.85,,,,,,,,,,,,55.85,,,,,,,,,,,,51.16
新日本電工,T5563,,,,,,,,,,,,52.24,,,,,,,,,,,,46.35,,,,,,,,,,,,44.69,,,,,,,,,,,,50.98
栗本鉄工所,T5602,,,105.83,,,,,,,,,,,,107.09,,,,,,,,,,,,96.99,,,,,,,,,,,,100.43,,,,,,,,,
虹技,T5603,,,132.52,,,,,,,,,,,,123.64,,,,,,,,,,,,122.75,,,,,,,,,,,,139.67,,,,,,,,,
中央可鍛工業,T5607,,,120.91,,,,,,,,,,,,98.22,,,,,,,,,,,,104.17,,,,,,,,,,,,91.58,,,,,,,,,
