,,単独決算,単独決算,単独決算,単独決算,単独決算,単独決算,単独決算,単独決算,単独決算,単独決算,単独決算,単独決算,単独決算,単独決算,単独決算,単独決算,単独決算,単独決算,単独決算,単独決算,単独決算,単独決算,単独決算,単独決算,単独決算,単独決算,単独決算,単独決算,単独決算,単独決算,単独決算,単独決算,単独決算,単独決算,単独決算,単独決算,単独決算,単独決算,単独決算,単独決算,単独決算,単独決算,単独決算,単独決算,単独決算,単独決算,単独決算,単独決算
伊勢湾海運,T9359,,,34.37,,,,,,,,,,,,28.93,,,,,,,,,,,,27.52,,,,,,,,,,,,31.79,,,,,,,,,
伏木海陸運送,T9361,,,,,,82.45,,,,,,,,,,,,84.22,,,,,,,,,,,,69.88,,,,,,,,,,,,63.29,,,,,,
兵機海運,T9362,,,283.9,,,,,,,,,,,,342.15,,,,,,,,,,,,297.07,,,,,,,,,,,,280.7,,,,,,,,,
大運,T9363,,,86.23,,,,,,,,,,,,78.99,,,,,,,,,,,,74.67,,,,,,,,,,,,78.62,,,,,,,,,
上組,T9364,,,17.27,,,,,,,,,,,,16.92,,,,,,,,,,,,16.69,,,,,,,,,,,,16.88,,,,,,,,,
トレーディア,T9365,,,261.78,,,,,,,,,,,,250.84,,,,,,,,,,,,251.24,,,,,,,,,,,,242.11,,,,,,,,,
サンリツ,T9366,,,142.1,,,,,,,,,,,,128.6,,,,,,,,,,,,125.82,,,,,,,,,,,,116.15,,,,,,,,,
大東港運,T9367,,,113.65,,,,,,,,,,,,107.48,,,,,,,,,,,,97.58,,,,,,,,,,,,88.18,,,,,,,,,
キムラユニティー,T9368,,,81,,,,,,,,,,,,76.99,,,,,,,,,,,,74.33,,,,,,,,,,,,67.44,,,,,,,,,
キユーソー流通システム,T9369,,,,,,,,,,,149.72,,,,,,,,,,,,176.89,,,,,,,,,,,,176.01,,,,,,,,,,,,166.31,
エージーピー,T9377,,,48.62,,,,,,,,,,,,49.07,,,,,,,,,,,,57.05,,,,,,,,,,,,53.99,,,,,,,,,
東海運,T9380,,,127.02,,,,,,,,,,,,134.92,,,,,,,,,,,,130.01,,,,,,,,,,,,131.9,,,,,,,,,
エーアイテイー,T9381,,41.9,,,,,,,,,,,,18.05,,,,,,,,,,,,26.44,,,,,,,,,,,,29.13,,,,,,,,,,
日本コンセプト,T9386,,,,,,,,,,,,89.71,,,,,,,,,,,,83.26,,,,,,,,,,,,90.4,,,,,,,,,,,,72.97
ＣＣＮグループ,T131A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,415.28,,,,,,,,,
ＶＲＡＩＮ　Ｓｏｌｕｔｉｏｎ,T135A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,608.82,,,,,,,,,,
Ｃｏｃｏｌｉｖｅ,T137A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.21,,,,,,,
Ｌ　ｉｓ　Ｂ,T145A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.03,,,,,,,,,,,,116.78
ソラコム,T147A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.79,,,,,,,,,
ハッチ・ワーク,T148A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,329.44,,,,,,,,,,,,910.4
シンカ,T149A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.01,,,,,,,,,,,,40.99
カウリス,T153A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,275.92
情報戦略テクノロジー,T155A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1039.47,,,,,,,,,,,,296.12
ハンモック,T173A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,288.13,,,,,,,,,
Ｗｉｌｌ　Ｓｍａｒｔ,T175A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.61,,,,,,,,,
学びエイド,T184A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,148.05,,,,,,,,
ＰｏｓｔＰｒｉｍｅ,T198A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.44,,,,,,,
メディエア,T199A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,276.88,,,
豆蔵デジタルホールディングス,T202A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.39,,,,,,,,,
クルーズ,T2138,,,141.67,,,,,,,,,,,,161.78,,,,,,,,,,,,157.83,,,,,,,,,,,,168.57,,,,,,,,,
Ｆａｂｅｒ　Ｃｏｍｐａｎｙ,T220A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.22,,,
ＮＩＣＳ,T222A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,619.57
ＩＮＳＩＧＨＴ　ＬＡＢ,T227A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,331.53
オプロ,T228A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1285.25,
ドーン,T2303,,,,,11.46,,,,,,,,,,,,13.43,,,,,,,,,,,,11.7,,,,,,,,,,,,10.71,,,,,,,
クロスキャット,T2307,,,54.88,,,,,,,,,,,,63.08,,,,,,,,,,,,67.36,,,,,,,,,,,,54.93,,,,,,,,,
ＣＡＩＣＡ　ＤＩＧＩＴＡＬ,T2315,,,,,,,,,,108.45,,,,,,,,,,,,43,,,,,,,,,,,,19.99,,,,,,,,,,,,17.31,,
システナ,T2317,,,64.1,,,,,,,,,,,,55.84,,,,,,,,,,,,49.16,,,,,,,,,,,,43.75,,,,,,,,,
ソフトフロントホールディングス,T2321,,,154.67,,,,,,,,,,,,247.14,,,,,,,,,,,,123.97,,,,,,,,,,,,34.61,,,,,,,,,
ｆｏｎｆｕｎ,T2323,,,74.37,,,,,,,,,,,,63.91,,,,,,,,,,,,57.61,,,,,,,,,,,,66.29,,,,,,,,,
デジタルアーツ,T2326,,,26.54,,,,,,,,,,,,24.43,,,,,,,,,,,,46.41,,,,,,,,,,,,58.25,,,,,,,,,
日鉄ソリューションズ,T2327,,,89.63,,,,,,,,,,,,83.54,,,,,,,,,,,,69.92,,,,,,,,,,,,69.36,,,,,,,,,
東北新社,T2329,,,29.81,,,,,,,,,,,,27.4,,,,,,,,,,,,27.66,,,,,,,,,,,,29.32,,,,,,,,,
フォーサイド,T2330,,,,,,,,,,,,16.87,,,,,,,,,,,,37.45,,,,,,,,,,,,78.57,,,,,,,,,,,,60.58
クエスト,T2332,,,42.24,,,,,,,,,,,,39.62,,,,,,,,,,,,39.15,,,,,,,,,,,,35.88,,,,,,,,,
キューブシステム,T2335,,,49.71,,,,,,,,,,,,42.45,,,,,,,,,,,,46.61,,,,,,,,,,,,41.16,,,,,,,,,
クオンタムソリューションズ,T2338,,126.03,,,,,,,,,,,,48.87,,,,,,,,,,,,104.07,,,,,,,,,,,,4.31,,,,,,,,,,
クシム,T2345,,,,,,,,,,20.59,,,,,,,,,,,,20.09,,,,,,,,,,,,8.53,,,,,,,,,,,,3.4,,
エヌアイデイ,T2349,,,50.66,,,,,,,,,,,,46.06,,,,,,,,,,,,40.97,,,,,,,,,,,,40.31,,,,,,,,,
ＡＳＪ,T2351,,,18.48,,,,,,,,,,,,22.49,,,,,,,,,,,,27.38,,,,,,,,,,,,28.46,,,,,,,,,
ＹＥ　ＤＩＧＩＴＡＬ,T2354,,178.59,,,,,,,,,,,,167.01,,,,,,,,,,,,165.17,,,,,,,,,,,,111.72,,,,,,,,,,
コア,T2359,,,62.45,,,,,,,,,,,,57.02,,,,,,,,,,,,47,,,,,,,,,,,,43.31,,,,,,,,,
ゲンダイエージェンシー,T2411,,,41.49,,,,,,,,,,,,27.91,,,,,,,,,,,,32.19,,,,,,,,,,,,38.56,,,,,,,,,
ＲＯＸＸ,T241A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.5,,,
グロースエクスパートナーズ,T244A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,216.82,,,,
コンピュータマインド,T2452,,,-,,,,,,,,,,,,-,,,,,,,,,,,,-,,,,,,,,,,,,-,,,,,,,,,
手間いらず,T2477,,,,,,8.75,,,,,,,,,,,,10.07,,,,,,,,,,,,7.05,,,,,,,,,,,,5.68,,,,,,
システム・ロケーション,T2480,,,20.11,,,,,,,,,,,,22.07,,,,,,,,,,,,20.61,,,,,,,,,,,,18.29,,,,,,,,,
出前館,T2484,,,,,,,,133.08,,,,,,,,,,,,23.91,,,,,,,,,,,,204.07,,,,,,,,,,,,27.39,,,,
キッズスター,T248A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.25
オルツ,T260A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.92
Ｈｍｃｏｍｍ,T265A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.56
Ｓａｐｅｅｔ,T269A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,
インフォメティス,T281A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108.35
Ｓｙｎｓｐｅｃｔｉｖｅ,T290A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.33
ＧＶＡ　ＴＥＣＨ,T298A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-
ラクーンホールディングス,T3031,,,,104.61,,,,,,,,,,,,102.59,,,,,,,,,,,,52.47,,,,,,,,,,,,37.88,,,,,,,,
ソリトンシステムズ,T3040,,,,,,,,,,,,106.89,,,,,,,,,,,,119.87,,,,,,,,,,,,99.8,,,,,,,,,,,,95.42
セキュアヴェイル,T3042,,,28.95,,,,,,,,,,,,30.74,,,,,,,,,,,,18.47,,,,,,,,,,,,15.75,,,,,,,,,
ビジュアル・プロセッシング・ジ,T334A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.31
ソフトクリエイトホールディング,T3371,,,11.48,,,,,,,,,,,,11.92,,,,,,,,,,,,8.59,,,,,,,,,,,,19.04,,,,,,,,,
ＺｅｎｍｕＴｅｃｈ,T338A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-
ネットイヤーグループ,T3622,,,25.06,,,,,,,,,,,,31.2,,,,,,,,,,,,20.82,,,,,,,,,,,,26.19,,,,,,,,,
ビリングシステム,T3623,,,,,,,,,,,,94.37,,,,,,,,,,,,167.05,,,,,,,,,,,,501.41,,,,,,,,,,,,404.93
アクセルマーク,T3624,,,,,,,,,597.83,,,,,,,,,,,,-,,,,,,,,,,,,148.54,,,,,,,,,,,,67.2,,,
テックファームホールディングス,T3625,,,,,,18.06,,,,,,,,,,,,23.62,,,,,,,,,,,,28.23,,,,,,,,,,,,27.58,,,,,,
ＴＩＳ,T3626,,,46.04,,,,,,,,,,,,51.03,,,,,,,,,,,,61.66,,,,,,,,,,,,63.15,,,,,,,,,
テクミラホールディングス,T3627,,38.59,,,,,,,,,,,,23.68,,,,,,,,,,,,8.69,,,,,,,,,,,,41.33,,,,,,,,,,
データホライゾン,T3628,,,,,,40.97,,,,,,,,,,,,49.58,,,,,,,,,,,,41.53,,,,,,,,,,,,77.89,,,,,,
グリーホールディングス,T3632,,,,,,7.72,,,,,,,,,,,,9.41,,,,,,,,,,,,16.06,,,,,,,,,,,,21.91,,,,,,
ＧＭＯペパボ,T3633,,,,,,,,,,,,258.77,,,,,,,,,,,,223.17,,,,,,,,,,,,198.41,,,,,,,,,,,,261.12
ソケッツ,T3634,,,19.78,,,,,,,,,,,,19.79,,,,,,,,,,,,20.99,,,,,,,,,,,,24.72,,,,,,,,,
コーエーテクモホールディングス,T3635,,,0.54,,,,,,,,,,,,0.6,,,,,,,,,,,,0.66,,,,,,,,,,,,49.71,,,,,,,,,
三菱総合研究所,T3636,,,,,,,,,32.67,,,,,,,,,,,,35.93,,,,,,,,,,,,37.8,,,,,,,,,,,,36.37,,,
ボルテージ,T3639,,,,,,36.94,,,,,,,,,,,,30.01,,,,,,,,,,,,31.77,,,,,,,,,,,,39.83,,,,,,
電算,T3640,,,153.68,,,,,,,,,,,,141.22,,,,,,,,,,,,189.87,,,,,,,,,,,,179.06,,,,,,,,,
パピレス,T3641,,,71.32,,,,,,,,,,,,67.78,,,,,,,,,,,,62.74,,,,,,,,,,,,55.6,,,,,,,,,
メディカルネット,T3645,,,,,11.84,,,,,,,,,,,,49.66,,,,,,,,,,,,43.08,,,,,,,,,,,,58.06,,,,,,,
駅探,T3646,,,14.89,,,,,,,,,,,,14.81,,,,,,,,,,,,12.34,,,,,,,,,,,,12.02,,,,,,,,,
ジー・スリーホールディングス,T3647,,,,,,,,250.29,,,,,,,,,,,,50.21,,,,,,,,,,,,34.52,,,,,,,,,,,,41.26,,,,
ＡＧＳ,T3648,,,40.58,,,,,,,,,,,,35.9,,,,,,,,,,,,41.17,,,,,,,,,,,,37.08,,,,,,,,,
ファインデックス,T3649,,,,,,,,,,,,21.4,,,,,,,,,,,,21.91,,,,,,,,,,,,27.43,,,,,,,,,,,,22.47
ディジタルメディアプロフェッシ,T3652,,,19.27,,,,,,,,,,,,8.41,,,,,,,,,,,,7.08,,,,,,,,,,,,12.29,,,,,,,,,
モルフォ,T3653,,,,,,,,,,6.06,,,,,,,,,,,,4.71,,,,,,,,,,,,5.44,,,,,,,,,,,,10.32,,
ブレインパッド,T3655,,,,,,42.77,,,,,,,,,,,,23.32,,,,,,,,,,,,23.58,,,,,,,,,,,,26.82,,,,,,
ＫＬａｂ,T3656,,,,,,,,,,,,40.37,,,,,,,,,,,,40.25,,,,,,,,,,,,45.78,,,,,,,,,,,,58.98
ポールトゥウィンホールディング,T3657,1.26,,,,,,,,,,,,0.99,,,,,,,,,,,,0.96,,,,,,,,,,,,19,,,,,,,,,,,
ネクソン,T3659,,,,,,,,,,,,4.52,,,,,,,,,,,,2.76,,,,,,,,,,,,2.78,,,,,,,,,,,,3.44
アイスタイル,T3660,,,,,,111.58,,,,,,,,,,,,383.74,,,,,,,,,,,,269,,,,,,,,,,,,226.85,,,,,,
エムアップホールディングス,T3661,,,19.98,,,,,,,,,,,,26.14,,,,,,,,,,,,48.05,,,,,,,,,,,,32.76,,,,,,,,,
エイチームホールディングス,T3662,,,,,,,62.81,,,,,,,,,,,,59.53,,,,,,,,,,,,64.07,,,,,,,,,,,,81.05,,,,,
セルシス,T3663,,,,,,,,,,,,72.24,,,,,,,,,,,,14,,,,,,,,,,,,5.31,,,,,,,,,,,,23.45
モブキャストホールディングス,T3664,,,,,,,,,,,,70.22,,,,,,,,,,,,8.62,,,,,,,,,,,,113.17,,,,,,,,,,,,3.91
エニグモ,T3665,29.74,,,,,,,,,,,,19.85,,,,,,,,,,,,38.3,,,,,,,,,,,,26.04,,,,,,,,,,,
ｅｎｉｓｈ,T3667,,,,,,,,,,,,154.84,,,,,,,,,,,,154.81,,,,,,,,,,,,174.87,,,,,,,,,,,,99.82
コロプラ,T3668,,,,,,,,,6.45,,,,,,,,,,,,11.79,,,,,,,,,,,,4.64,,,,,,,,,,,,7.63,,,
協立情報通信,T3670,,70.28,,,,,,,,,,,,56.92,,,,,,,,,,,,59.47,,,,,,,,,,,,,62.03,,,,,,,,,
ソフトマックス,T3671,,,,,,,,,,,,182.62,,,,,,,,,,,,151.79,,,,,,,,,,,,119.92,,,,,,,,,,,,123.06
オルトプラス,T3672,,,,,,,,,60.42,,,,,,,,,,,,19.88,,,,,,,,,,,,34.74,,,,,,,,,,,,39.33,,,
ブロードリーフ,T3673,,,,,,,,,,,,29.39,,,,,,,,,,,,28.22,,,,,,,,,,,,36.09,,,,,,,,,,,,54.21
オークファン,T3674,,,,,,,,,62.39,,,,,,,,,,,,59.08,,,,,,,,,,,,47.37,,,,,,,,,,,,41.86,,,
クロス・マーケティンググループ,T3675,,,,,,,,,,,,82.53,,,,,,,,,,,,138.6,,,,,,105.91,,,,,,,,,,,,81.74,,,,,,
デジタルハーツホールディングス,T3676,,,74.87,,,,,,,,,,,,67.45,,,,,,,,,,,,128.99,,,,,,,,,,,,228.56,,,,,,,,,
メディアドゥ,T3678,,141.22,,,,,,,,,,,,113.75,,,,,,,,,,,,241.34,,,,,,,,,,,,199.17,,,,,,,,,,
じげん,T3679,,,59.88,,,,,,,,,,,,37.32,,,,,,,,,,,,64.22,,,,,,,,,,,,46.9,,,,,,,,,
ホットリンク,T3680,,,,,,,,,,,,26.34,,,,,,,,,,,,28.76,,,,,,,,,,,,33.53,,,,,,,,,,,,30.57
ブイキューブ,T3681,,,,,,,,,,,,119.84,,,,,,,,,,,,182.94,,,,,,,,,,,,208.72,,,,,,,,,,,,211.86
エンカレッジ・テクノロジ,T3682,,,24.91,,,,,,,,,,,,19.2,,,,,,,,,,,,23,,,,,,,,,,,,34.9,,,,,,,,,
サイバーリンクス,T3683,,,,,,,,,,,,101.65,,,,,,,,,,,,73.11,,,,,,,,,,,,61.75,,,,,,,,,,,,57.15
ディー・エル・イー,T3686,,,,,,22.22,,,,,,,,,14.06,,,,,,,,,,,,9.14,,,,,,,,,,,,8.62,,,,,,,,,
フィックスターズ,T3687,,,,,,,,,24.07,,,,,,,,,,,,151.65,,,,,,,,,,,,125.05,,,,,,,,,,,,97.86,,,
ＣＡＲＴＡ　ＨＯＬＤＩＮＧＳ,T3688,,,,,,,,,,,,56.05,,,,,,,,,,,,45.39,,,,,,,,,,,,73.74,,,,,,,,,,,,28.79
イルグルム,T3690,,,,,,,,,97.66,,,,,,,,,,,,123.91,,,,,,,,,,,,92.88,,,,,,,,,,,,66.64,,,
デジタルプラス,T3691,,,,,,,,,51.32,,,,,,,,,,,,51.74,,,,,,,,,,,,62.21,,,,,,,,,,,,134.93,,,
ＦＦＲＩセキュリティ,T3692,,,79.3,,,,,,,,,,,,58.79,,,,,,,,,,,,44.19,,,,,,,,,,,,42.29,,,,,,,,,
オプティム,T3694,,,30.38,,,,,,,,,,,,52.82,,,,,,,,,,,,42.8,,,,,,,,,,,,39.85,,,,,,,,,
ＧＭＯリサーチ＆ＡＩ,T3695,,,,,,,,,,,,49.27,,,,,,,,,,,,49.59,,,,,,,,,,,,66.54,,,,,,,,,,,,58.63
セレス,T3696,,,,,,,,,,,,85.83,,,,,,,,,,,,119.98,,,,,,,,,,,,133.49,,,,,,,,,,,,160.33
ＳＨＩＦＴ,T3697,,,,,,,,60.06,,,,,,,,,,,,75.4,,,,,,,,,,,,37.9,,,,,,,,,,,,41.13,,,,
ＣＲＩ・ミドルウェア,T3698,,,,,,,,,60.17,,,,,,,,,,,,38.39,,,,,,,,,,,,35.6,,,,,,,,,,,,40.83,,,
ジョルダン,T3710,,,,,,,,,17.37,,,,,,,,,,,,13.07,,,,,,,,,,,,13.09,,,,,,,,,,,,16.76,,,
情報企画,T3712,,,,,,,,,29.8,,,,,,,,,,,,30.57,,,,,,,,,,,,26.18,,,,,,,,,,,,24.15,,,
ＡＩストーム,T3719,,,,,,,,,,,,23.33,,,,,,,,,,,,29.95,,,,,,,,,,,,18.82,,,,,,,,,,,,15.07
日本ファルコム,T3723,,,,,,,,,8.62,,,,,,,,,,,,12.61,,,,,,,,,,,,7.7,,,,,,,,,,,,9.78,,,
アプリックス,T3727,,,,,,,,,,,,6.45,,,,,,,,,,,,15.35,,,,,,,,,,,,14.09,,,,,,,,,,,,9.42
ソフトウェア・サービス,T3733,,,,,,,,,,18.44,,,,,,,,,,,,15.97,,,,,,,,,,,,20.67,,,,,,,,,,,,22.81,,
コムシード,T3739,,,46.14,,,,,,,,,,,,48.07,,,,,,,,,,,,44.39,,,,,,,,,,,,41.92,,,,,,,,,
セック,T3741,,,21.53,,,,,,,,,,,,20.2,,,,,,,,,,,,20.67,,,,,,,,,,,,18.82,,,,,,,,,
サイオス,T3744,,,,,,,,,,,,76.52,,,,,,,,,,,,68.84,,,,,,,,,,,,55.49,,,,,,,,,,,,50.82
インタートレード,T3747,,,,,,,,,63.69,,,,,,,,,,,,71.3,,,,,,,,,,,,34.85,,,,,,,,,,,,26.13,,,
ＡＤＲ１２０Ｓ,T3750,,,1.02,,,,,,,,,,,,149.02,,,,,,,,,,,,80.41,,,,,,,,,,,,70.57,,,,,,,,,
フライトソリューションズ,T3753,,,51.11,,,,,,,,,,,,104.17,,,,,,,,,,,,138.26,,,,,,,,,,,,116.67,,,,,,,,,
アエリア,T3758,,,,,,,,,,,,21.84,,,,,,,,,,,,26.87,,,,,,,,,,,,28.91,,,,,,,,,,,,23.18
ケイブ,T3760,,,,,13.82,,,,,,,,,,,,24.52,,,,,,,,,,,,25.81,,,,,,,,,,,,49.66,,,,,,,
テクマトリックス,T3762,,,127.73,,,,,,,,,,,,116.17,,,,,,,,,,,,158.95,,,,,,,,,,,,195.58,,,,,,,,,
プロシップ,T3763,,,16.91,,,,,,,,,,,,18.72,,,,,,,,,,,,18.88,,,,,,,,,,,,20.16,,,,,,,,,
ガンホー・オンライン・エンター,T3765,,,,,,,,,,,,9.35,,,,,,,,,,,,8.38,,,,,,,,,,,,8.25,,,,,,,,,,,,7.12
システムズ・デザイン,T3766,,,42.78,,,,,,,,,,,,35.73,,,,,,,,,,,,36.76,,,,,,,,,,,,31.47,,,,,,,,,
リスクモンスター,T3768,,,23.05,,,,,,,,,,,,21.22,,,,,,,,,,,,25.19,,,,,,,,,,,,18.52,,,,,,,,,
ＧＭＯペイメントゲートウェイ,T3769,,,,,,,,,334.02,,,,,,,,,,,,420.88,,,,,,,,,,,,233.57,,,,,,,,,,,,228.93,,,
ザッパラス,T3770,,,,2.94,,,,,,,,,,,,1.62,,,,,,,,,,,,2.35,,,,,,,,,,,,4.02,,,,,,,,
システムリサーチ,T3771,,,77.73,,,,,,,,,,,,69.41,,,,,,,,,,,,57.79,,,,,,,,,,,,57.19,,,,,,,,,
アドバンスト・メディア,T3773,,,7.44,,,,,,,,,,,,8.22,,,,,,,,,,,,9.23,,,,,,,,,,,,12.06,,,,,,,,,
インターネットイニシアティブ,T3774,,,121.04,,,,,,,,,,,,123.43,,,,,,,,,,,,111.06,,,,,,,,,,,,97.21,,,,,,,,,
ガイアックス,T3775,,,,,,,,,,,,384.91,,,,,,,,,,,,167.53,,,,,,,,,,,,176.86,,,,,,,,,,,,281.65
ブロードバンドタワー,T3776,,,,,,,,,,,,94.67,,,,,,,,,,,,85.77,,,,,,,,,,,,72.03,,,,,,,,,,,,88.22
環境フレンドリーホールディング,T3777,,,,,,,,,,,,2.75,,,,,,,,,,,,39.06,,,,,,,,,,,,0.68,,,,,,,,,,,,2.52
さくらインターネット,T3778,,,288.57,,,,,,,,,,,,269.51,,,,,,,,,,,,233.21,,,,,,,,,,,,220.23,,,,,,,,,
ジェイ・エスコムホールディング,T3779,,,2.08,,,,,,,,,,,,3.55,,,,,,,,,,,,2.96,,,,,,,,,,,,2.4,,,,,,,,,
テクノマセマティカル,T3787,,,4.32,,,,,,,,,,,,3.15,,,,,,,,,,,,3.54,,,,,,,,,,,,4.02,,,,,,,,,
ＧＭＯグローバルサイン・ホール,T3788,,,,,,,,,,,,44.8,,,,,,,,,,,,48.18,,,,,,,,,,,,63.4,,,,,,,,,,,,112.57
ＩＧポート,T3791,,,,,4.99,,,,,,,,,,,,5.91,,,,,,,,,,,,3.82,,,,,,,,,,,,16.56,,,,,,,
ドリコム,T3793,,,415.06,,,,,,,,,,,,200,,,,,,,,,,,,159.24,,,,,,,,,,,,121.15,,,,,,,,,
いい生活,T3796,,,24.34,,,,,,,,,,,,22.8,,,,,,,,,,,,20.46,,,,,,,,,,,,29.48,,,,,,,,,
ＵＬＳグループ,T3798,,,7.26,,,,,,,,,,,,6.87,,,,,,,,,,,,13.18,,,,,,,,,,,,7.66,,,,,,,,,
キーウェアソリューションズ,T3799,,,102.05,,,,,,,,,,,,84.91,,,,,,,,,,,,149.85,,,,,,,,,,,,96.36,,,,,,,,,
ユニリタ,T3800,,,20.34,,,,,,,,,,,,25.06,,,,,,,,,,,,24.72,,,,,,,,,,,,22.04,,,,,,,,,
エコミック,T3802,,,29.67,,,,,,,,,,,,38.81,,,,,,,,,,,,12.09,,,,,,,,,,,,22.69,,,,,,,,,
イメージ情報開発,T3803,,,73.23,,,,,,,,,,,,66.26,,,,,,,,,,,,40.31,,,,,,,,,,,,11.14,,,,,,,,,
システム　ディ,T3804,,,,,,,,,,60.64,,,,,,,,,,,,51.9,,,,,,,,,,,,50.02,,,,,,,,,,,,63.4,,
フィスコ,T3807,,,,,,,,,,,,22.97,,,,,,,,,,,,18.96,,,,,,,,,,,,48.6,,,,,,,,,,,,85.88
オウケイウェイヴ,T3808,,,,,,163.69,,,,,,,,,,,,2601.91,,,,,,,,,,,,66.59,,,,,,,,,,,,287.28,,,,,,
サイバーステップ,T3810,,,,,28.69,,,,,,,,,,,,22.52,,,,,,,,,,,,28.83,,,,,,,,,,,,46.75,,,,,,,
アルファクス・フード・システム,T3814,,,,,,,,,226.22,,,,,,,,,,,,5095.24,,,,,,,,,,,,7080,,,,,,,,,,,,-,,,
メディア工房,T3815,,,,,,,,123.34,,,,,,,,,,,,171.95,,,,,,,,,,,,162.87,,,,,,,,,,,,125.63,,,,
大和コンピューター,T3816,,,,,,,23.91,,,,,,,,,,,,21.73,,,,,,,,,,,,20.9,,,,,,,,,,,,19.15,,,,,
ＳＲＡホールディングス,T3817,,,10.8,,,,,,,,,,,,3.53,,,,,,,,,,,,14.67,,,,,,,,,,,,12.47,,,,,,,,,
ＴＨＥ　ＷＨＹ　ＨＯＷ　ＤＯ,T3823,,,,,,,,27.56,,,,,,,,,,,,29.65,,,,,,,,,,,,63.26,,,,,,,,,,,,35.2,,,,
メディアファイブ,T3824,,,,,44.79,,,,,,,,,,,,117.91,,,,,,,,,,,,115.05,,,,,,,,,,,,128.9,,,,,,,
システムインテグレータ,T3826,,36.14,,,,,,,,,,,,45.23,,,,,,,,,,,,43.85,,,,,,,,,,,,31.91,,,,,,,,,,
朝日ネット,T3834,,,14.58,,,,,,,,,,,,14.32,,,,,,,,,,,,17.24,,,,,,,,,,,,14.71,,,,,,,,,
ｅＢＡＳＥ,T3835,,,10.29,,,,,,,,,,,,9.78,,,,,,,,,,,,7.21,,,,,,,,,,,,6.65,,,,,,,,,
アバントグループ,T3836,,,,,,67.38,,,,,,,,,,,,38.37,,,,,,,,,,,,43.08,,,,,,,,,,,,67.59,,,,,,
アドソル日進,T3837,,,67.88,,,,,,,,,,,,68.96,,,,,,,,,,,,52.42,,,,,,,,,,,,35.84,,,,,,,,,
ＯＤＫソリューションズ,T3839,,,41.08,,,,,,,,,,,,33.29,,,,,,,,,,,,40.7,,,,,,,,,,,,37.72,,,,,,,,,
パス,T3840,,,31.16,,,,,,,,,,,,7.77,,,,,,,,,,,,34.25,,,,,,,,,,,,201.24,,,,,,,,,
ジーダット,T3841,,,16.24,,,,,,,,,,,,18.62,,,,,,,,,,,,14.49,,,,,,,,,,,,39.23,,,,,,,,,
ネクストジェン,T3842,,,120.99,,,,,,,,,,,,119.45,,,,,,,,,,,,78.4,,,,,,,,,,,,65.35,,,,,,,,,
フリービット,T3843,,,,163.76,,,,,,,,,,,,151.7,,,,,,,,,,,,157.09,,,,,,,,,,,,261.5,,,,,,,,
