,code,îNî≈,åéïΩãœécã∆éûä‘,óLãxéÊìæó¶/ëOä˙,ä«óùêEÅEèóê´î‰ó¶,ïΩãœîNóÓçáåv/ëOä˙,fusaiRate,é©å»ìsçáó£êEó¶,ÉÅÉìÉ^ÉãÉwÉãÉXãxêEé“ó¶,ïΩãœîNä‘ããó^/ëOä˙ÅiëŒêîÅj,è]ã∆àıêîçáåv/ëOä˙ÅiëŒêîÅj
208,2216,2018,19.6,54.1,7.7,38.8,81.81,0.027253668763102725,0.0020964360587002098,6.745777217889759,2.678518379040114
209,2216,2019,20.8,51.4,8.3,38.8,87.65,0.020618556701030927,0.002061855670103093,6.772908194971272,2.6857417386022635
210,2216,2020,21.3,52.5,10.2,38.9,77.04,0.01845018450184502,0.0,6.794766797940821,2.733999286538387
211,2216,2021,18.4,67.4,12.3,38.5,76.99,0.025951557093425604,0.0034602076124567475,6.813580988568192,2.761927838420529
212,4008,2019,19.0,69.6,2.3,37.0,55.95,0.028784648187633263,0.0010660980810234541,6.79343701013035,2.9722028383790646
213,4008,2020,17.4,76.0,2.2,36.8,31.87,0.0,0.004008016032064128,6.790570634649024,2.999130541287371
214,4008,2021,15.6,76.5,2.5,37.1,34.76,0.03216374269005848,0.00682261208576998,6.786601735067714,3.0111473607757975
215,2805,2017,7.8,59.5,10.3,43.0,149.89,0.008914100486223663,0.0032414910858995136,6.762871815522495,3.091315159697223
216,2805,2018,8.9,57.3,13.8,42.6,134.33,0.015772870662460567,0.0031545741324921135,6.754899264854483,3.1031192535457137
217,2805,2019,9.5,57.7,16.3,42.1,129.97,0.012102874432677761,0.0015128593040847202,6.751811558215836,3.1212314551496214
218,2805,2020,11.0,62.1,15.9,41.8,123.25,0.01639344262295082,0.002851033499643621,6.749346357386066,3.1470576710283598
219,2805,2021,12.0,83.0,16.9,41.6,101.68,0.012578616352201259,0.004891684136967156,6.75156876802467,3.1556396337597765
220,4118,2019,15.6,61.0,2.5,40.3,78.94,0.01730496453900709,0.01078014184397163,6.873601087549059,3.5471591213274176
221,4118,2020,15.7,64.0,2.6,40.7,85.97,0.024684431977559606,0.009817671809256662,6.876993276037705,3.5520595341878844
222,4118,2021,15.8,68.3,3.2,40.8,85.35,0.02393018018018018,0.013795045045045045,6.883788525751526,3.5504729571065634
223,5269,2020,29.0,42.6,1.8,42.7,115.54,0.01485148514851485,0.0024752475247524753,6.786467476740283,2.606381365110605
224,5269,2021,23.0,68.1,1.6,42.3,113.44,0.03341288782816229,0.0,6.77981286317058,2.622214022966295
225,3205,2017,5.6,50.9,0.0,49.2,98.85,0.0,0.0,6.719165494089213,1.792391689498254
226,4061,2017,9.9,50.5,0.5,39.9,116.54,0.017821116341627436,0.003698722259583053,6.79901677600197,3.4733409641859354
227,4061,2018,10.0,50.8,0.3,40.1,113.55,0.014527027027027028,0.004054054054054054,6.8102140298333715,3.4712917110589387
228,4061,2019,10.8,55.1,0.6,40.5,110.87,0.013616738625041515,0.005645964795748921,6.824349890294187,3.4787107555127594
229,4061,2020,12.0,62.4,1.1,40.7,123.33,0.014153846153846154,0.004,6.849328491149329,3.5118833609788744
230,4061,2021,11.0,64.9,1.2,40.7,102.6,0.014034040011943864,0.00477754553598089,6.859648638734256,3.524915147539867
231,4502,2017,17.2,62.2,6.5,40.0,102.21,0.020501474926253687,0.004572271386430678,6.982090239295793,3.8312296938670634
232,4502,2018,16.1,66.5,8.3,40.1,88.37,0.0326905694486291,0.004519433564326604,7.00650882777529,3.822037248072585
233,4502,2019,13.9,71.2,9.0,40.7,105.2,0.044955943175687824,0.0035964754540550262,7.0165319409572655,3.7451528950769
234,4502,2020,13.9,74.2,10.2,41.5,126.22,0.025495750708215296,0.0034994167638726877,7.039017321997412,3.7782236267660965
235,2109,2017,18.6,46.6,6.7,41.4,33.68,0.014925373134328358,0.0,6.859061162628323,2.525044807036845
236,2109,2018,18.2,48.4,6.7,41.5,36.13,0.008928571428571428,0.0,6.876833732225934,2.526339277389844
237,2109,2019,15.4,55.9,7.0,41.4,30.61,0.0029411764705882353,0.0,6.857056631838979,2.531478917042255
238,2267,2017,8.9,55.5,6.1,41.6,86.91,0.018454038997214484,0.005222841225626741,6.893404417578956,3.4581844355702627
239,2267,2018,8.9,58.9,6.0,41.9,118.05,0.015034965034965035,0.0024475524475524478,6.891438210880421,3.456366033129043
240,2267,2019,8.5,58.8,6.2,42.1,104.83,0.01544943820224719,0.0035112359550561797,6.893780675364921,3.4545399849648186
241,2267,2020,10.5,70.9,6.7,42.2,94.43,0.014255910987482615,0.0034770514603616135,6.893536957877454,3.458788881710845
242,2267,2021,10.7,76.9,7.0,42.1,73.29,0.015614156835530881,0.004163775156141568,6.892291827817598,3.4596939764779706
243,1821,2017,42.3,37.0,0.9,46.5,453.12,0.016849529780564265,0.006269592476489028,6.850033257689769,3.4068806700491248
244,1821,2018,42.2,37.5,1.2,46.5,318.02,0.012609858616736722,0.0045854031333588076,6.873146151328256,3.417803722639881
245,1821,2019,41.3,39.1,1.8,46.4,271.47,0.013079222720478326,0.007100149476831091,6.9086458389071135,3.4274861090957853
246,1821,2020,40.4,39.6,1.8,46.3,265.97,0.015367727771679473,0.0029271862422246614,6.9226735678585545,3.436639631692661
247,1821,2021,28.6,41.3,1.9,46.1,257.04,0.021801286633309505,0.006075768406004289,6.934144811792477,3.446847710155809
248,1963,2020,24.9,53.0,1.8,43.6,46.13,0.030755711775043937,0.0017574692442882249,6.980645107342196,3.3571722577230334
249,1963,2021,25.0,63.9,2.3,45.7,44.7,0.5042372881355932,0.012711864406779662,6.936977797487339,2.3729120029701067
250,5715,2017,23.8,54.6,1.1,44.8,164.32,0.009345794392523364,0.004672897196261682,6.8720261981047175,2.330413773349191
251,5715,2018,20.7,58.9,1.0,45.8,152.4,0.019138755980861243,0.004784688995215311,6.89673477205251,2.3201462861110542
252,5715,2019,9.2,58.3,1.2,46.8,165.36,0.01485148514851485,0.0049504950495049506,6.889572561743195,2.305351369446624
253,5715,2020,9.0,64.7,2.3,46.4,167.59,0.009523809523809525,0.0,6.881828084102187,2.322219294733919
254,5715,2021,12.4,55.2,1.4,46.0,137.71,0.014705882352941176,0.0,6.888925244236991,2.3096301674258988
255,4404,2020,6.4,54.7,2.5,41.5,112.38,0.012024048096192385,0.004008016032064128,6.810061926430045,2.6981005456233897
256,4404,2021,9.1,62.2,6.2,41.5,103.75,0.005928853754940711,0.0,6.817788606963768,2.7041505168397992
257,4021,2017,19.0,77.4,2.5,40.6,45.52,0.007475560667050029,0.007475560667050029,6.894700221187763,3.2402995820027125
258,4021,2018,19.5,77.2,2.3,40.2,41.75,0.006207674943566591,0.01072234762979684,6.894459289769612,3.248463717551032
259,4021,2019,19.3,77.4,2.3,40.1,38.43,0.009345794392523364,0.007696536558548653,6.899787081250932,3.2598326990634834
260,4021,2020,19.7,75.8,2.5,40.0,37.17,0.013433637829124127,0.004298764105319721,6.900803279930034,3.269746373130767
261,4021,2021,18.9,73.2,2.8,40.0,36.19,0.013227513227513227,0.0015873015873015873,6.904570251365979,3.2764618041732443
262,2607,2020,12.5,57.6,10.3,43.2,94.13,0.018794048551292093,0.01644479248238058,6.877612444848782,3.1061908972634154
263,2607,2021,20.0,79.2,10.1,43.8,90.29,0.01873536299765808,0.0039032006245121,6.878792628069967,3.1075491297446862
264,5332,2017,19.6,73.7,7.0,42.4,97.94,0.0052176300974872995,0.010572566250171632,6.8310872116581205,3.8623103099542706
265,5332,2018,20.7,78.8,8.4,41.7,76.87,0.003979307600477517,0.01021355617455896,6.827552517001598,3.8773137433122384
266,5332,2019,17.4,74.6,8.6,42.6,69.51,0.009798994974874372,0.011809045226130653,6.826771577788187,3.900913067737669
267,5332,2020,16.1,80.8,10.7,42.9,66.33,0.011700273836196167,0.013691809808314663,6.831446402699793,3.904931827395653
268,5332,2021,15.1,89.8,11.7,43.2,77.94,0.007467254253886645,0.010894846370424777,6.832164661794034,3.912168896059627
269,3943,2017,8.4,43.2,0.0,39.9,48.4,0.023529411764705882,0.0029411764705882353,6.699943729326904,2.531478917042255
270,3943,2018,11.4,39.9,0.0,40.4,48.75,0.014749262536873156,0.0058997050147492625,6.705766754622597,2.530199698203082
271,3943,2019,15.7,39.5,0.0,41.0,47.34,0.02127659574468085,0.00303951367781155,6.716132026067817,2.5171958979499744
272,3943,2020,19.9,45.2,0.0,41.5,46.37,0.027777777777777776,0.006172839506172839,6.727409647487505,2.510545010206612
273,3943,2021,14.7,61.8,0.0,41.5,43.24,0.030864197530864196,0.0030864197530864196,6.726635125575627,2.510545010206612
274,8111,2017,12.0,58.0,12.3,37.1,127.2,0.002152852529601722,0.005382131324004306,6.636798611642854,3.269045709657623
275,8111,2018,12.0,59.0,13.9,38.2,149.46,0.008087810514153668,0.005199306759098787,6.636934698888497,3.238297067875394
276,8111,2020,8.8,70.3,4.4,43.0,107.57,0.00894187779433681,0.01788375558867362,6.811841934504626,2.826722520168992
277,8111,2021,9.2,81.7,3.9,43.4,101.71,0.018518518518518517,0.023809523809523808,6.833177020444142,2.8785217955012063
278,1801,2017,40.2,34.6,1.1,42.8,214.39,0.010901883052527254,0.0009910802775024777,6.962614403724749,3.906981153228854
279,1801,2018,40.3,37.3,1.5,42.9,199.17,0.0112893642305407,0.0016636957813428402,6.97773699963842,3.9250541203118425
280,1801,2019,37.2,42.9,1.7,43.0,168.17,0.01011645688742501,0.0012939654158334313,6.9944439903761895,3.9294700161774894
281,1801,2020,37.8,47.5,3.2,43.0,173.25,0.010836277974087162,0.001531213191990577,7.021670726755725,3.928907690243953
282,1801,2021,41.5,46.2,3.8,43.0,145.77,0.012577877042435641,0.001880804043728694,7.004460411757105,3.929776432804902
283,2002,2019,20.9,72.8,11.5,42.4,23.88,0.02622950819672131,0.02622950819672131,6.9358516930113305,2.484299839346786
284,2002,2020,21.2,78.5,12.4,42.6,31.65,0.008902077151335312,0.02373887240356083,6.937188184524162,2.5276299008713385
285,2002,2021,19.1,69.1,7.5,41.0,32.04,0.014631043256997456,0.010814249363867684,6.941399266818587,3.196452541703389
286,4042,2017,14.6,82.0,0.4,40.6,70.2,0.004194128220491312,0.0017974835230677051,6.8781769804915065,3.5234863323432277
287,4042,2018,16.7,78.4,0.6,40.3,52.44,0.005993407252022775,0.0014983518130056938,6.879554600938975,3.5233562066547925
288,4042,2019,15.9,77.7,1.4,39.9,39.46,0.0032314923619271444,0.0011750881316098707,6.887954703808801,3.53198955141255
289,4042,2020,16.2,75.5,1.0,39.5,30.6,0.008854612967723507,0.0022850614110254213,6.899711094571145,3.5441921107650325
290,4042,2021,16.9,79.2,1.4,39.1,36.43,0.008948545861297539,0.0041946308724832215,6.906442793817033,3.55339751012388
291,4182,2017,13.8,90.6,1.3,40.1,69.5,0.015358361774744027,0.008105802047781569,6.8805111380256125,3.369957607346053
292,4182,2018,13.8,83.7,1.4,41.4,65.62,0.008609556607834697,0.003013344812742144,6.917737246486669,3.3660492098002353
293,4182,2019,14.0,82.8,1.4,40.1,57.08,0.007423580786026201,0.0013100436681222707,6.922820919645016,3.359835482339888
294,4182,2020,13.7,84.0,2.0,40.2,46.32,0.008492569002123142,0.0016985138004246285,6.9364491464241205,3.371990911464915
295,4182,2021,12.0,84.6,2.3,40.6,53.24,0.0075282308657465494,0.005855290673358427,6.943817247908146,3.378579576115775
296,4114,2017,15.2,62.6,1.4,37.6,39.36,0.011965025310630465,0.0027611596870685687,6.902927096017263,3.3370597263205246
297,4114,2018,16.4,64.2,1.8,37.9,39.34,0.014952424105120073,0.0031717263253285004,6.906173363644049,3.343802333161655
298,4114,2019,16.1,66.1,2.3,37.8,33.76,0.013759431868619618,0.0031069684864624943,6.890923771489014,3.3527611917238307
299,4114,2020,15.8,71.6,2.8,38.0,32.6,0.017346053772766695,0.003469210754553339,6.90156729002845,3.36285930295868
300,4114,2021,15.4,69.0,3.3,38.3,32.7,0.014874628134296642,0.004674883127921802,6.9086458389071135,3.3716219271760215
301,5191,2017,25.1,60.8,0.6,39.8,179.95,0.021211084502223743,0.013000342114266164,6.846893543316625,3.4658288153574364
302,5191,2018,28.7,62.4,1.2,38.9,175.09,0.020422291450328832,0.01107649705780547,6.852723910791206,3.460747541844197
303,5191,2019,28.1,66.7,1.4,40.1,186.6,0.022727272727272728,0.012550881953867029,6.85533740446954,3.469527479187014
304,5191,2020,25.9,68.5,1.2,40.3,158.1,0.01912298054731289,0.01153972964061985,6.850707485374537,3.4818724103106633
305,5191,2021,23.5,75.1,1.4,40.2,178.55,0.026221692491060787,0.008939213349225268,6.835183069849044,3.5258219521566625
306,2201,2021,13.9,65.8,9.4,42.4,74.82,0.009193776520509194,0.010608203677510608,6.893817778550791,3.150449409460881
307,3861,2017,21.8,54.9,3.0,43.2,214.48,0.296,0.058666666666666666,6.93214319965587,2.574031267727719
308,3861,2018,21.9,60.6,3.2,43.5,204.87,0.02127659574468085,0.047872340425531915,6.9444053805956525,2.575187844927661
309,3861,2019,11.7,72.3,3.3,43.6,184.95,0.016853932584269662,0.016853932584269662,6.942276984149602,2.5514499979728753
310,3861,2020,11.6,76.6,3.6,43.6,178.39,0.039755351681957186,0.039755351681957186,6.909421066772972,2.514547752660286
311,3861,2021,12.4,74.9,10.5,44.5,178.59,0.032520325203252036,0.005420054200542005,6.921236760936951,2.56702636615906
312,5805,2021,20.0,70.0,2.7,43.8,126.28,0.0241305890702626,0.0028388928317956,6.765072201102792,3.1489109931093564
313,4208,2017,16.6,66.5,1.1,41.6,180.33,0.005144868670457623,0.010018954779312212,6.809339751068024,3.5673793076509788
314,4208,2018,16.6,70.1,1.4,41.5,174.06,0.007198228128460687,0.007751937984496124,6.824000020051317,3.5577477416414682
315,4208,2019,16.2,73.7,1.5,41.4,166.17,0.01490857946554149,0.012658227848101266,6.81861486834632,3.550839605065785
316,4208,2020,16.6,78.2,2.4,41.5,162.69,0.011825348696179502,0.013341419041843541,6.838392148876898,3.5182506513085
317,2815,2020,11.6,39.6,0.0,37.5,9.12,0.009652509652509652,0.0,6.711638538232349,2.714329759745233
318,2815,2021,15.1,27.8,0.0,38.0,10.58,0.08014571948998178,0.009107468123861567,6.717004407040547,2.739572344450092
319,4206,2017,10.3,40.6,2.0,38.8,27.63,0.02281021897810219,0.0072992700729927005,6.801488502368013,3.0398105541483504
320,4206,2018,9.3,45.0,1.9,38.9,28.83,0.016408386508659983,0.0036463081130355514,6.805148386120013,3.0402066275747113
321,4206,2019,10.7,56.0,2.1,39.3,27.03,0.02297872340425532,0.006808510638297872,6.80540542522429,3.070037866607755
322,4206,2020,11.3,61.7,2.8,39.3,25.54,0.03685092127303183,0.005862646566164154,6.810815936051867,3.0770043267933502
323,4206,2021,11.1,66.7,3.1,39.5,23.01,0.03228410008071025,0.007263922518159807,6.814007468421787,3.0930713063760633
324,2602,2019,20.3,63.9,7.4,42.3,89.16,0.02009132420091324,0.0045662100456621,6.86293872637134,3.0394141191761372
325,2602,2020,19.4,63.4,8.6,42.3,97.41,0.02054794520547945,0.004280821917808219,6.862034905112554,3.0674428427763805
326,2602,2021,19.8,67.6,8.6,42.4,100.93,0.01839464882943144,0.002508361204013378,6.8756246699258075,3.077731179652392
327,3591,2018,6.8,77.7,19.7,40.5,13.98,0.03462397617274758,0.011355174981384959,6.649350827991415,3.7301360039966776
328,3591,2019,6.2,81.8,21.1,41.9,14.7,0.03698786039453718,0.01270864946889226,6.632861938960376,3.7219754015859534
329,3591,2020,6.2,86.6,22.8,42.2,19.17,0.03371219418223849,0.013484877672895397,6.636970066573492,3.7152510288788494
330,3591,2021,5.9,87.0,23.7,42.7,37.01,0.031225756400310316,0.016485647788983707,6.648205491773278,3.7123129086813655
331,4528,2017,16.3,45.5,3.4,40.2,21.59,0.011371467953135768,0.002067539627842867,6.943259448532932,3.4626974081017172
332,4528,2018,15.2,50.3,3.9,40.9,15.48,0.010124101894186806,0.0016329196603527107,6.952692984514144,3.486005186362242
333,4528,2019,15.4,56.8,3.9,41.4,16.64,0.012503907471084715,0.0034385745545482964,6.95689392226568,3.505014240084107
334,4528,2020,15.0,57.5,4.5,41.8,18.06,0.013702801461632157,0.0027405602923264312,6.96237932859057,3.516403148447403
335,4528,2021,13.6,65.0,4.6,41.9,16.55,0.018862184362640706,0.004563431700638881,6.967696303635033,3.5167997040816243
336,5208,2021,14.4,55.3,3.6,43.3,23.26,0.009771986970684038,0.003257328990228013,6.76544501809015,2.788168371141168
337,5210,2017,4.8,66.3,0.0,42.0,70.84,0.03233830845771144,0.0012437810945273632,6.785750327461439,2.905256048748451
338,5210,2018,5.1,58.7,0.9,42.1,76.6,0.02303030303030303,0.0,6.7943972047818875,2.916453948549925
339,5210,2019,5.2,58.5,3.8,42.3,85.89,0.019230769230769232,0.0,6.803296957101637,2.920123326290724
340,5210,2020,5.7,64.8,3.8,42.2,100.34,0.022809123649459785,0.0012004801920768306,6.804527601256624,2.9206450014067875
341,5210,2021,5.4,71.3,3.7,42.9,100.7,0.03618817852834741,0.0012062726176115801,6.783184255095786,2.9185545305502734
342,5121,2019,14.1,58.4,3.6,41.2,45.85,0.02608695652173913,0.006956521739130435,6.75899352300906,2.7596678446896306
343,5121,2020,15.8,58.8,3.4,40.6,47.13,0.022950819672131147,0.003278688524590164,6.764143615148986,2.785329835010767
344,5121,2021,15.3,78.6,3.2,41.4,40.76,0.02635658914728682,0.0031007751937984496,6.739812919665543,2.8095597146352675
345,7970,2017,10.5,57.8,2.0,46.5,38.66,0.013071895424836602,0.0,6.817525441717245,2.7867514221455614
346,7970,2018,11.9,56.3,2.1,47.0,53.39,0.014827018121911038,0.0,6.827391827345268,2.7831886910752575
347,7970,2019,11.8,61.8,2.8,45.2,51.23,0.009813542688910697,0.0,6.778295991088834,3.0081741840064264
348,3941,2017,22.2,56.3,3.3,39.4,226.94,0.018206521739130434,0.0038043478260869567,6.831465161115226,3.5658478186735176
349,3941,2018,24.1,56.0,3.7,39.8,226.7,0.015675675675675675,0.0037837837837837837,6.842145682456795,3.568201724066995
350,3941,2019,24.0,57.6,4.2,40.0,226.56,0.026005361930294905,0.003485254691689008,6.850679801357829,3.571708831808688
351,3941,2020,22.9,58.6,4.8,39.8,243.21,0.02881844380403458,0.006025674613570867,6.855605339730536,3.581722159949099
352,3941,2021,20.8,64.6,4.7,40.3,221.16,0.034636318654131616,0.0014844136566056407,6.85584472418211,3.606596309179285
353,5401,2018,29.3,70.0,1.2,37.9,156.55,0.008419950044315526,0.0031826605430666345,6.775201953613678,4.394836771279156
354,5401,2020,31.5,77.5,1.3,37.2,246.35,0.014301844185171246,0.007339104252916824,6.78750701875742,4.424391554410278
355,5401,2021,29.2,81.3,1.5,37.2,258.0,0.015131384706229703,0.00741806908768822,6.787178623021376,4.432905183636574
356,7995,2019,10.8,41.5,9.4,45.3,50.38,0.03294117647058824,0.009411764705882352,6.833910187207716,2.6283889300503116
357,7995,2021,13.4,67.0,8.6,45.8,45.86,0.03881278538812785,0.01598173515981735,6.847944241404931,2.6414741105040997
358,1911,2017,15.0,32.8,2.8,41.5,158.71,0.022639800769753225,0.004754358161648178,6.928594261069163,3.6451273992583912
359,1911,2018,9.4,35.9,3.2,41.8,150.43,0.023411371237458192,0.005351170568561873,6.930358233390934,3.651762447380111
360,1911,2019,30.2,47.4,3.4,42.0,158.68,0.021308331557639035,0.002983166418069465,6.936305844614797,3.6714505542124947
361,1911,2020,20.0,53.2,3.7,42.2,173.44,0.023424543946932008,0.00041459369817578774,6.934160580140959,3.683407299132095
362,7305,2017,8.3,61.8,0.0,38.1,63.3,0.017361111111111112,0.0,6.67449371729635,2.459392487759231
363,7305,2018,3.8,64.1,0.0,38.6,64.12,0.06315789473684211,0.0035087719298245615,6.689220037263835,2.45484486000851
364,7305,2019,4.2,59.8,2.2,38.9,67.98,0.05,0.0,6.704322140822235,2.4471580313422194
365,7305,2020,5.0,66.7,2.1,38.4,73.52,0.032490974729241874,0.0,6.701999474889637,2.4424797690644486
366,4091,2017,16.9,49.5,1.8,42.8,98.19,0.007258064516129033,0.0,6.928575729683841,3.093421685162235
367,4091,2018,15.6,55.1,1.8,42.8,92.3,0.012997562956945572,0.0016246953696181965,6.925078479342951,3.090258052931316
368,4091,2019,17.4,60.0,2.1,43.5,333.67,0.008759124087591242,0.00291970802919708,6.934184282126171,3.1367205671564067
369,4091,2020,15.7,61.3,2.0,42.6,324.38,0.011180992313067784,0.0034940600978336828,6.928491458218132,3.1556396337597765
370,4091,2021,15.7,62.5,2.1,43.3,271.6,0.012211668928086838,0.006105834464043419,6.914718783668317,3.1684974835230326
371,2593,2017,39.9,34.8,2.0,36.7,109.19,0.04400749063670412,0.0048689138576779025,6.736744913687646,3.727541257028556
372,2593,2018,37.1,35.2,2.1,37.3,108.93,0.03630974434975917,0.003890329751759911,6.75470686293016,3.732232880220498
373,2593,2019,36.1,37.9,2.3,37.7,97.42,0.0365296803652968,0.0038356164383561643,6.751277101911967,3.738384123512156
374,2593,2020,36.2,47.0,2.6,38.3,89.42,0.04363098539471252,0.004991680532445923,6.75269947820018,3.7331169814420644
375,2593,2021,32.6,52.0,2.6,38.8,80.21,0.03553581343697946,0.0040718119563205625,6.770890875578842,3.732634967539196
376,4619,2017,13.9,50.3,0.9,42.3,77.1,0.017857142857142856,0.0,6.826441529428736,2.7024305364455254
377,4619,2018,15.1,49.5,0.8,42.5,87.86,0.011472275334608031,0.0,6.8281312047211,2.718501688867274
378,4619,2019,16.9,58.0,0.8,41.6,79.92,0.012658227848101266,0.0,6.832700470960567,2.7427251313046983
379,4619,2020,14.5,59.2,0.8,41.0,75.62,0.01903114186851211,0.0017301038062283738,6.823038411901194,2.761927838420529
380,4619,2021,15.5,58.1,0.8,40.7,71.57,0.026936026936026935,0.003367003367003367,6.813512269872735,2.7737864449811935
381,4634,2018,6.7,61.7,6.1,41.7,41.38,0.016203703703703703,0.006944444444444444,6.86281217472668,2.635483746814912
382,4634,2019,6.2,59.6,3.2,41.9,43.24,0.0022727272727272726,0.00909090909090909,6.866610133290684,2.6434526764861874
383,4634,2020,7.6,59.2,4.8,41.9,41.54,0.02195121951219512,0.014634146341463415,6.873157260098198,2.6127838567197355
384,4634,2021,7.7,61.4,4.0,42.0,52.98,0.01707317073170732,0.014634146341463415,6.873157783541081,2.6127838567197355
385,2802,2017,22.3,82.1,6.7,42.6,169.97,0.011216566005176877,0.012366983031348864,6.9782676867549895,3.5412046906832586
386,2802,2018,18.9,88.8,6.9,43.0,169.94,0.01676785198034114,0.012142237640936688,6.978858920140899,3.5389505620143615
387,2802,2019,19.8,87.0,7.6,43.1,198.24,0.013856812933025405,0.012990762124711317,6.975806564696852,3.539577883345309
388,4228,2017,17.4,45.7,3.8,42.3,89.76,0.025943396226415096,0.0,6.846089580357984,2.6273658565927325
389,4228,2018,17.0,41.1,4.2,42.7,95.88,0.023980815347721823,0.0,6.845841907421757,2.6201360549737576
390,4228,2020,14.4,49.0,3.9,43.1,108.21,0.0332541567695962,0.009501187648456057,6.848497018090367,2.6242820958356683
391,4228,2021,15.7,62.4,4.8,43.5,102.87,0.03981264637002342,0.00702576112412178,6.85302861471299,2.630427875025024
392,5711,2017,20.7,83.6,1.5,41.2,164.83,0.010607734806629835,0.011712707182320443,6.871923031882374,3.655618583541222
393,5711,2018,18.3,82.4,1.3,41.1,154.24,0.012008733624454149,0.01222707423580786,6.863648696688769,3.660865478003869
394,5711,2019,18.8,79.3,1.5,41.7,173.74,0.010934819897084048,0.012006861063464836,6.844659491450232,3.668758541750958
395,5711,2020,20.7,85.1,1.5,41.2,238.41,0.016434366548783025,0.012273767422508842,6.856432031118981,3.681874122128647
396,5711,2021,20.0,89.1,1.8,41.3,260.86,0.021402364451691806,0.014879739094985732,6.815758135643552,3.690727543870367
397,4205,2017,13.8,57.6,3.1,39.1,76.64,0.01293103448275862,0.009852216748768473,6.84951713441739,3.2105860249051563
398,4205,2018,15.0,55.9,3.0,39.0,84.69,0.010691823899371069,0.008176100628930818,6.851206352605215,3.2013971243204513
399,4205,2019,19.5,50.7,3.5,39.9,81.81,0.02125,0.0075,6.8519126004737325,3.2041199826559246
400,4205,2020,16.5,55.8,3.5,40.5,68.31,0.022938623682579044,0.005579665220086794,6.900039235487324,3.2076343673889616
401,4205,2021,16.3,60.2,4.0,40.3,65.62,0.03,0.0125,6.8671597192003,3.2041199826559246
402,5232,2019,11.0,75.0,1.6,40.9,71.13,0.012690355329949238,0.004230118443316413,6.841877123703317,3.0726174765452368
403,5232,2020,10.5,77.1,1.9,41.1,67.89,0.024451939291736932,0.002529510961214165,6.843479078455494,3.074084689028244
404,5232,2021,10.3,80.0,2.1,41.5,69.39,0.01839464882943144,0.002508361204013378,6.842802881788939,3.077731179652392
405,4272,2017,11.5,56.5,5.5,40.3,34.6,0.012319228709159078,0.0010712372790573112,6.875878184234047,3.2711443179490782
406,4272,2018,11.5,60.5,6.8,40.3,29.86,0.013469827586206896,0.0010775862068965517,6.872415955660439,3.268577971882843
407,4272,2019,12.3,54.3,7.0,40.6,28.61,0.016260162601626018,0.0032520325203252032,6.873808458419344,3.265996370495079
408,4272,2020,12.6,61.1,7.7,40.2,34.02,0.02068302068302068,0.003367003367003367,6.872740224664465,3.317854489331469
409,4272,2021,12.1,55.8,8.4,40.1,27.92,0.016916384726921217,0.005799903334944417,6.85575198895942,3.3157604906657347
410,5801,2017,22.6,57.1,3.1,44.1,219.77,0.020820575627679118,0.012859767299448868,6.858555603566227,3.5140161804006493
411,5801,2018,22.5,56.9,2.8,44.4,205.86,0.012031719989062073,0.012578616352201259,6.862904427074413,3.5631249603380444
412,5801,2019,23.5,60.3,3.3,44.5,185.85,0.01376889848812095,0.012688984881209503,6.868715189134396,3.5686709780098966
413,5801,2020,23.1,63.2,3.2,44.2,182.27,0.01650943396226415,0.012840670859538784,6.866333838602565,3.5816083660320577
414,5801,2021,23.1,64.4,3.4,44.1,199.95,0.0,0.013503184713375796,6.857798931476477,3.5938396610812715
415,5951,2017,2.0,44.2,0.0,38.2,17.87,0.011811023622047244,0.0,6.694218987719229,2.7058637122839193
416,5110,2017,22.4,66.3,2.1,40.6,115.25,0.0090330223604324,0.0011846586702206428,6.806586934327803,3.8294967497201826
417,5110,2018,21.8,61.8,2.4,40.6,139.41,0.01006157080642739,0.002853281273464484,6.814780145745805,3.8234090148925444
418,5110,2019,22.7,61.9,2.5,40.7,135.13,0.0093009300930093,0.0031503150315031502,6.813514271541883,3.8238653093245114
419,5110,2020,24.1,70.1,2.6,40.7,130.24,0.012682926829268294,0.0015331010452961672,6.8256208250035,3.85582190540603
420,5110,2021,26.9,77.3,3.4,40.7,111.37,0.01242320819112628,0.0020477815699658703,6.824587880520284,3.864807629026147
421,4507,2017,3.2,60.1,8.4,41.4,26.41,0.012083847102342787,0.009864364981504316,6.949452023372531,3.6079908585471747
422,4507,2018,4.2,57.6,9.2,41.7,16.89,0.009971874200971618,0.008693428790590641,6.967395852912721,3.5922878159521305
423,4507,2019,6.9,53.0,8.7,41.4,14.84,0.014685885232526516,0.018221376121838457,6.963492595595569,3.5654936298688624
424,4507,2020,5.8,54.0,9.8,41.7,9.49,0.01557285873192436,0.01946607341490545,6.956270746657221,3.5558196830611912
425,4507,2021,8.6,59.4,10.7,41.3,15.05,0.01724784401949756,0.02099737532808399,6.974571743729063,3.4260230156898763
426,3401,2017,11.5,85.2,3.9,41.9,157.0,0.01615466101694915,0.0030455508474576272,6.872028180708996,3.8780619812900126
427,3401,2018,11.8,81.6,4.2,42.2,136.07,0.015076071922544952,0.007468879668049793,6.888762113787847,3.859138297294531
428,3401,2019,11.9,78.0,4.3,42.7,126.43,0.01194921583271098,0.007318894697535474,6.89855691471973,3.8257505813480277
