,code,îNî≈,åéïΩãœécã∆éûä‘,óLãxéÊìæó¶/ëOä˙,ä«óùêEÅEèóê´î‰ó¶,ïΩãœîNóÓçáåv/ëOä˙,fusaiRate,é©å»ìsçáó£êEó¶,ÉÅÉìÉ^ÉãÉwÉãÉXãxêEé“ó¶,ïΩãœîNä‘ããó^/ëOä˙ÅiëŒêîÅj,è]ã∆àıêîçáåv/ëOä˙ÅiëŒêîÅj
429,3401,2020,12.6,77.9,5.2,42.9,118.29,0.013377013377013377,0.007644007644007644,6.904293918189276,3.864866914328526
430,3401,2021,13.3,80.6,5.1,43.2,134.15,0.012613590126135901,0.0086803200868032,6.913872690003941,3.8676442339030985
431,5727,2020,18.1,86.0,1.9,40.4,81.12,0.038461538461538464,0.013647642679900745,6.725584972270695,2.906335041805091
432,5727,2021,18.7,86.0,1.4,40.4,110.72,0.02576112412177986,0.0117096018735363,6.805024844429806,2.931457870689005
433,1808,2019,28.2,61.5,3.8,41.2,97.65,0.018836333193804938,0.007534533277521975,6.956626695970599,3.378216149749878
434,1808,2020,31.8,63.5,3.8,41.3,95.15,0.021346469622331693,0.0090311986863711,6.970551978460741,3.3866772839608377
435,1808,2021,27.4,67.9,4.3,41.6,134.43,0.02181818181818182,0.007676767676767677,6.972880188939161,3.3935752032695876
436,8011,2017,8.0,48.7,4.4,43.8,62.42,0.009167303284950344,0.0030557677616501145,6.837209527801207,3.116939646550756
437,8011,2018,8.6,62.8,8.4,44.6,55.88,0.025236593059936908,0.003943217665615142,6.816837630902035,3.1031192535457137
438,8011,2019,10.5,50.1,8.9,44.4,62.12,0.03008298755186722,0.00933609958506224,6.812913356642856,2.984077033902831
439,8011,2020,13.0,51.9,8.8,41.3,60.8,0.0461361014994233,0.0,6.728597243383431,3.2390490931401916
440,8011,2021,8.8,56.5,7.8,40.2,57.74,0.0663659793814433,0.0006443298969072165,6.71474876072506,3.1908917169221698
441,5192,2018,14.8,57.2,1.7,40.1,63.26,0.014265335235378032,0.0,6.8061799739838875,2.8457180179666586
442,5192,2021,10.4,67.4,2.4,40.3,62.78,0.02200825309491059,0.0068775790921595595,6.8061799739838875,2.8615344108590377
443,4631,2017,12.1,59.6,2.6,41.8,144.73,0.012566322256352975,0.007539793353811784,6.880427126867041,3.554004321011903
444,4631,2018,12.2,62.8,3.1,42.3,142.5,0.01225071225071225,0.008831908831908831,6.888747693878479,3.545307116465824
445,4631,2019,12.3,63.8,4.5,42.7,132.39,0.013131601484441906,0.008849557522123894,6.891120022217331,3.5444401373176926
446,3551,2017,16.7,52.9,3.9,41.7,168.38,0.015025041736227046,0.01001669449081803,6.732354108535233,2.7774268223893115
447,3551,2018,17.8,59.3,3.9,41.8,156.94,0.01680672268907563,0.0067226890756302525,6.74006039431403,2.7745169657285498
448,3551,2019,16.8,56.1,3.9,42.2,157.63,0.011666666666666667,0.006666666666666667,6.747779753452665,2.7781512503836434
449,3551,2020,17.4,56.4,3.1,42.4,155.75,0.03171953255425709,0.00667779632721202,6.744480119807597,2.7774268223893115
450,3551,2021,14.4,58.1,3.0,42.3,148.75,0.02138157894736842,0.006578947368421052,6.7436350178890105,2.783903579272735
451,3580,2017,9.5,38.9,4.2,38.2,31.6,0.02199223803363519,0.00517464424320828,6.730782275666389,2.888179493918325
452,3580,2018,5.4,40.7,2.9,39.5,31.97,0.027707808564231738,0.007556675062972292,6.726718571939734,2.8998205024270964
453,3580,2019,4.9,40.1,2.9,38.2,31.24,0.023485784919653894,0.003708281829419036,6.744649193229172,2.9079485216122722
454,3580,2020,5.1,41.2,5.4,39.0,30.88,0.025609756097560974,0.004878048780487805,6.751868005179947,2.9138138523837167
455,5632,2019,17.5,61.7,2.4,42.1,94.54,0.02699228791773779,0.0012853470437017994,6.811507979945326,2.890979596989689
456,5632,2020,12.8,61.8,3.2,41.8,158.24,0.021464646464646464,0.0012626262626262627,6.809438499260642,2.8987251815894934
457,5632,2021,10.8,66.2,3.3,42.0,170.88,0.02574002574002574,0.005148005148005148,6.7954211600518715,2.890421018800914
458,4004,2017,17.9,69.7,3.0,40.2,211.67,0.014634146341463415,0.0,6.842238870642626,3.56702636615906
459,4004,2018,18.2,69.7,3.4,40.1,184.06,0.013709898546750754,0.0,6.847251199298123,3.561935763313781
460,4004,2019,18.8,70.1,6.7,40.0,152.9,0.017699115044247787,0.0,6.856443515302899,3.5582284218033258
461,4004,2020,18.9,70.5,4.6,39.9,131.76,0.016432626232446967,0.008365700627427548,6.881051417667607,3.5246557123577773
462,4004,2021,16.8,74.1,4.9,40.1,202.12,0.016293279022403257,0.007273785277858598,6.911209454544689,3.536179532137225
463,3101,2017,10.7,65.7,2.6,40.5,147.92,0.018561484918793503,0.003314550878355983,6.796328741710977,3.4795753101749884
464,3101,2018,10.4,64.9,2.4,40.7,142.0,0.018867924528301886,0.004303210857332009,6.802215691780908,3.4801507252732806
465,3101,2019,10.0,66.2,2.8,40.8,156.43,0.016233766233766232,0.003246753246753247,6.80113790633493,3.4885507165004443
466,3101,2020,10.3,68.2,2.2,41.0,160.21,0.029922779922779922,0.0006435006435006435,6.804556618209244,3.4924810101288766
467,3101,2021,10.1,72.5,2.9,41.3,171.8,0.04212511788745677,0.0028292989625903803,6.800854491503561,3.502563669107363
468,5713,2017,14.6,78.3,0.6,42.8,63.99,0.010145566828407587,0.0022055580061755625,6.918449742401158,3.3554515201265174
469,5713,2018,15.6,85.5,0.6,43.3,61.28,0.01228609039052216,0.00307152259763054,6.894039000804609,3.3577443251803754
470,5713,2019,14.6,84.6,0.4,42.5,65.45,0.01386481802426343,0.0030329289428076256,6.889021422095225,3.363235804483694
471,5713,2020,13.6,84.6,1.2,42.4,56.16,0.016701461377870562,0.005427974947807933,6.913548957906518,3.379305517750582
472,5713,2021,17.3,89.6,1.5,43.0,61.57,0.02018121911037891,0.004118616144975288,6.913018683747961,3.38524868240322
473,2217,2017,8.7,52.9,8.5,45.3,57.19,0.01278409090909091,0.0014204545454545455,6.710296633314683,2.847572659142112
474,2217,2018,10.1,55.4,8.9,45.8,50.96,0.022058823529411766,0.004411764705882353,6.714058534461177,2.832508912706236
475,2217,2019,10.1,55.8,8.5,46.3,46.96,0.0364741641337386,0.004559270516717325,6.713035261361932,2.8182258936139557
476,2217,2020,10.2,61.1,9.7,46.3,42.72,0.04326923076923077,0.0016025641025641025,6.7221353493447005,2.795184589682424
477,2217,2021,10.5,71.1,12.4,45.4,43.28,0.03164556962025317,0.006329113924050633,6.718198490347077,2.800717078282385
478,5943,2017,14.8,41.7,2.1,41.8,71.7,0.013934970139349702,0.011944260119442602,6.7836149060998245,3.479143247978613
479,5943,2018,18.4,41.6,2.3,42.3,65.3,0.015796703296703296,0.010302197802197802,6.7748275029672875,3.4641913706409997
480,5943,2019,19.6,51.8,2.3,42.7,66.62,0.017525035765379112,0.011802575107296138,6.779509335048813,3.446537167073644
481,5943,2020,20.5,55.0,2.5,43.0,66.1,0.01685796269727403,0.012195121951219513,6.7959379657335095,3.4452927694259716
482,1827,2017,31.3,36.0,4.3,46.1,212.11,0.022222222222222223,0.005555555555555556,6.802655526395408,2.8573324964312685
483,1827,2018,33.3,45.2,4.3,46.2,210.53,0.026874115983026876,0.004243281471004243,6.824760533718158,2.8494194137968996
484,1827,2019,32.2,48.2,5.3,45.8,188.84,0.022377622377622378,0.002797202797202797,6.828286719818638,2.8543060418010806
485,1827,2020,29.3,50.0,5.2,46.0,148.21,0.027816411682892908,0.004172461752433936,6.832932334948411,2.8567288903828825
486,1827,2021,37.7,49.7,6.3,46.1,133.26,0.03467406380027739,0.018030513176144243,6.837681915112046,2.857935264719429
487,2503,2020,21.7,79.0,5.2,42.8,86.74,0.011681608258625374,0.0016299918500407497,6.969741976762855,3.5659658174466666
488,2503,2021,21.5,79.0,10.0,42.6,99.53,0.011280167890870933,0.001049317943336831,6.976808337338066,3.5811528919662887
489,1899,2018,40.3,30.6,0.0,45.1,116.8,0.021151586368977675,0.0035252643948296123,6.9778105926186775,2.929929560084588
490,1899,2019,33.1,30.5,0.0,45.0,97.95,0.02937720329024677,0.0035252643948296123,6.938505815522181,2.929929560084588
491,1899,2020,28.3,31.1,0.2,45.1,109.47,0.026806526806526808,0.005827505827505828,6.92547525653882,2.9334872878487053
492,1899,2021,36.8,34.4,0.2,44.5,92.01,0.0378619153674833,0.0033407572383073497,6.904782063498492,2.9532763366673045
493,4116,2017,7.2,55.1,0.9,43.0,147.46,0.0034223134839151265,0.0027378507871321013,6.879795636820908,3.1646502159342966
494,4116,2018,7.3,57.5,0.9,42.7,141.69,0.006126616746085773,0.0040844111640571815,6.871560268438761,3.1670217957902564
495,4116,2019,7.1,55.2,0.9,42.8,131.6,0.01680672268907563,0.0028011204481792717,6.878150533371493,3.1547282074401557
496,4116,2020,11.7,60.8,0.9,42.4,130.32,0.01667824878387769,0.0034746351633078527,6.890331859109033,3.158060793936605
497,4116,2021,7.8,67.3,0.6,42.3,131.35,0.01845522898154477,0.001367053998632946,6.877002442116295,3.1652443261253107
498,5142,2017,4.2,48.9,1.6,42.3,83.78,0.010362694300518135,0.0022205773501110288,6.753123244681713,3.130655349022031
499,4401,2017,14.7,72.5,2.8,38.9,43.25,0.012812299807815503,0.005124919923126201,6.840506941455343,3.1934029030624176
500,4401,2018,15.2,63.7,3.0,38.8,44.09,0.009416195856873822,0.005649717514124294,6.843392571559062,3.2022157758011316
501,4401,2019,15.9,65.3,2.5,38.8,48.47,0.01525320317266626,0.004270896888346553,6.846273262435706,3.214578953570499
502,4401,2020,15.1,69.2,3.0,38.5,44.66,0.012338425381903642,0.0,6.846247460041565,3.230959555748569
503,4401,2021,14.6,78.1,2.9,38.3,42.59,0.01355166572557877,0.00282326369282891,6.8471191275486305,3.248218561190075
504,5482,2017,30.1,52.5,1.0,39.5,80.54,0.011303996770286637,0.0072668550666128385,6.859198361533878,3.3939260065858368
505,5482,2018,30.5,55.5,1.0,39.4,71.64,0.00753669178897263,0.011503371677905593,6.839534608818716,3.401572845676446
506,5482,2019,30.8,63.5,1.3,39.4,83.02,0.011188271604938271,0.010030864197530864,6.8513317444010635,3.413634997198556
507,5482,2020,28.2,66.5,1.2,39.4,75.76,0.012767555388659407,0.011265490048817123,6.860565577148221,3.425371166438941
508,5482,2021,23.2,68.0,1.2,39.6,85.54,0.016747301823595087,0.0148864905098623,6.850640109688784,3.4292676664331685
509,5802,2017,20.8,60.5,3.1,42.9,75.01,0.007472092185812028,0.0109830752610731,6.896526217489555,4.04563587107822
510,5802,2018,20.2,70.5,1.5,43.1,74.38,0.008731659015212891,0.012332343145197587,6.899820502427096,4.045674966769105
511,5802,2019,19.3,80.0,1.6,43.2,72.54,0.008571428571428572,0.011517857142857142,6.905256048748451,4.049218022670182
512,5802,2020,18.7,82.5,1.9,43.1,72.42,0.012171458811077791,0.010407479273240431,6.907411360774586,4.054536452654951
513,5802,2021,17.5,84.5,2.1,43.0,80.55,0.012463793557447556,0.008689546212586677,6.904715545278681,4.056638097379652
514,3103,2017,8.9,56.5,4.6,40.0,315.39,0.0703862660944206,0.006008583690987125,6.675209263114973,3.0663259253620376
515,3103,2018,9.3,59.2,4.5,40.0,366.3,0.0,0.00539568345323741,6.729526901864285,3.0461047872460387
516,3103,2019,9.3,62.0,4.2,40.1,349.75,0.018404907975460124,0.009640666082383873,6.743404470830071,3.0572856444182146
517,3103,2020,10.5,62.6,4.4,41.0,367.06,0.05110732538330494,0.00596252129471891,6.755383901701773,3.0696680969115957
518,3103,2021,10.2,74.1,3.4,40.4,334.92,0.03015075376884422,0.007896625987078248,6.714127237401887,3.1439511164239633
519,5947,2017,14.7,42.3,0.4,36.5,26.04,0.021514389494272142,0.002794076557697681,6.781289676225231,3.553761698390004
520,5947,2018,14.5,50.3,0.4,36.8,24.8,0.02059308072487644,0.003844041735310269,6.788346154995963,3.5613399414589013
521,5947,2019,17.4,53.3,0.4,37.1,23.15,0.02373806275579809,0.004638472032742156,6.789812039261104,3.564073978977147
522,5947,2020,18.7,57.1,0.4,37.7,22.43,0.025661804430037818,0.005132360886007563,6.792462571780549,3.5684364144168854
523,5947,2021,16.6,58.0,0.5,38.2,23.97,0.024481106971793506,0.005055880787653007,6.800020824688683,3.5749567757645067
524,4023,2017,11.1,73.2,2.1,42.8,79.12,0.010485651214128035,0.0033112582781456954,6.856366323659248,3.2581581933407944
525,4023,2018,10.2,76.3,2.5,42.9,48.8,0.011720831113478956,0.002131060202450719,6.830010935936118,3.273464272621346
526,4023,2019,11.8,82.5,3.3,42.9,45.37,0.020708446866485014,0.0016348773841961854,6.809425028797034,3.263636068588108
527,4023,2020,12.1,76.6,3.4,43.2,34.64,0.017146017699115043,0.0027654867256637168,6.832733793468651,3.2571984261393445
528,4023,2021,12.9,81.8,4.3,43.4,30.11,0.01592920353982301,0.002359882005899705,6.854510142610749,3.229169702539101
529,1905,2019,44.3,42.6,1.5,43.1,45.43,0.0625,0.005681818181818182,6.823932604770447,2.24551266781415
530,1905,2020,42.1,39.3,1.4,42.2,55.74,0.0,0.005319148936170213,6.813266194466392,2.27415784926368
531,1905,2021,32.1,47.1,1.4,42.2,47.21,0.057291666666666664,0.015625,6.811533383988331,2.2833012287035497
532,1946,2017,38.1,51.0,0.7,41.9,124.36,0.009465713083718973,0.00715187210769878,6.838691205438592,3.6770591773921613
533,1946,2018,35.7,53.6,1.1,41.6,149.77,0.012507817385866166,0.008547008547008548,6.848137368182926,3.680969718465897
534,1946,2019,32.5,51.3,1.6,41.4,170.27,0.013379991766158913,0.009674763277068753,6.840226073698741,3.6864575104691117
535,1946,2020,29.7,56.0,1.7,41.2,185.61,0.01821158174749335,0.007571107018620831,6.834482759484143,3.689042339028172
536,1946,2021,34.1,65.3,1.5,41.3,182.02,0.018320296418279126,0.008233841086867023,6.837159234169428,3.6864575104691117
537,2811,2017,17.1,51.8,2.1,40.8,112.45,0.019500304692260818,0.009140767824497258,6.847382984030005,3.215108581053093
538,2811,2018,15.9,70.5,3.6,40.9,67.41,0.014012738853503185,0.008917197452229299,6.87069189567982,3.1958996524092336
539,2811,2019,14.9,81.4,4.5,41.2,62.93,0.011508951406649617,0.011508951406649617,6.895358502220218,3.1942367487238292
540,2811,2020,13.2,84.9,5.2,41.2,56.03,0.010050251256281407,0.01193467336683417,6.888617107375375,3.20194306340165
541,2811,2021,16.0,86.2,6.5,41.2,74.44,0.01303538175046555,0.01303538175046555,6.8849337838706095,3.207095540419218
542,1848,2018,20.0,32.3,2.8,44.6,187.58,0.040214477211796246,0.005361930294906166,6.784802167167973,2.571708831808688
543,1848,2019,22.5,43.6,2.9,44.2,177.87,0.03307888040712468,0.002544529262086514,6.80952187213407,2.5943925503754266
544,4410,2017,11.3,67.7,0.0,41.0,38.66,0.027586206896551724,0.004597701149425287,6.830588668685144,2.6384892569546374
545,4410,2018,13.0,62.3,0.0,40.0,30.27,0.0,0.0022222222222222222,6.8316778491914665,2.6532125137753435
546,4410,2019,10.3,61.0,0.0,39.9,30.53,0.02207505518763797,0.002207505518763797,6.836513998890672,2.656098202012832
547,4410,2020,13.2,69.4,0.0,40.3,37.96,0.02869757174392936,0.002207505518763797,6.84142204440236,2.656098202012832
548,4410,2021,15.3,79.4,0.0,40.7,32.58,0.024175824175824177,0.015384615384615385,6.847609671299165,2.6580113966571126
549,5214,2017,22.2,47.9,0.3,44.0,36.69,0.011459589867310011,0.007840772014475271,6.8565476448567475,3.2195845262142546
550,5214,2018,22.0,51.3,0.3,44.4,41.28,0.006082725060827251,0.009124087591240875,6.877371345869774,3.215901813204032
551,5214,2019,20.4,58.3,0.6,44.7,35.06,0.011557177615571776,0.01338199513381995,6.871105700985585,3.215901813204032
552,5214,2020,18.9,57.5,0.6,45.0,36.53,0.013110846245530394,0.011918951132300357,6.8938726787950815,3.2247919564926817
553,5214,2021,18.1,67.9,0.9,45.1,38.05,0.01072066706372841,0.012507444907683145,6.883150199683278,3.225050696138049
554,4540,2018,15.5,60.0,4.9,43.7,50.46,0.005048380311316786,0.010096760622633571,6.915874502857691,3.3760291817281805
555,4540,2019,17.7,62.0,5.4,43.7,40.1,0.011503697617091208,0.009038619556285949,6.905418068702542,3.386320573894046
556,4540,2020,14.5,65.2,5.6,43.7,37.63,0.009626955475330927,0.010830324909747292,6.908922470816358,3.3967222785037734
557,4540,2021,13.6,61.7,7.0,43.7,36.12,0.009076558800315706,0.007892659826361484,6.90830338146697,3.4038066105474227
558,5816,2018,10.0,28.6,1.8,48.5,83.21,0.15079365079365079,0.0,6.7363965022766426,2.100370545117563
559,5816,2019,10.0,26.8,1.8,48.5,71.37,0.08333333333333333,0.0,6.743744878592461,2.0791812460476247
560,5816,2020,10.0,27.8,1.9,48.8,70.04,0.12096774193548387,0.0,6.7419390777291985,2.093421685162235
561,1952,2017,36.7,38.2,1.6,44.0,113.57,0.02644466209598433,0.004897159647404506,6.903495645670772,3.0090257420869104
562,1952,2018,34.6,35.3,2.3,43.8,125.46,0.01452081316553727,0.003872216844143272,6.927432063380184,3.0141003215196207
563,1952,2019,32.3,43.7,2.2,43.9,134.5,0.0,0.010367577756833177,6.931582750537067,3.025715383901341
564,1952,2020,32.6,38.3,2.2,44.3,119.19,0.026703499079189688,0.01289134438305709,6.930761322441568,3.035829825252828
565,1952,2021,44.9,48.5,2.0,44.2,90.94,0.020018198362147407,0.009099181073703366,6.899463183816004,3.0409976924234905
566,4183,2017,21.3,76.4,2.3,42.8,208.86,0.012285581826611033,0.011821974965229486,6.91921693976334,3.6348801407665263
567,4183,2018,21.4,70.0,7.6,42.9,200.09,0.01284796573875803,0.011896264572924102,6.928017164737982,3.623559390005437
568,4183,2019,21.4,69.0,7.4,42.5,197.36,0.0062681547164042195,0.007185445650512154,6.937836174396285,3.8156441491319653
569,4183,2020,21.1,73.8,7.7,42.2,208.43,0.010044977511244379,0.010044977511244379,6.929470220527274,3.824125833916549
570,4183,2021,20.9,79.1,8.1,42.1,181.56,0.011073379595452532,0.01063044441163443,6.928210623039168,3.830781075606361
571,4043,2017,8.3,76.6,1.3,42.2,302.57,0.03760593220338983,0.006355932203389831,6.779934344800749,3.27600198996205
572,4043,2018,7.7,73.6,1.6,42.6,215.48,0.018726591760299626,0.002140181915462814,6.781312168207195,3.271609301378832
573,4043,2019,11.0,73.2,1.9,42.8,159.82,0.0109375,0.0015625,6.813992872609963,3.2833012287035497
574,4043,2020,12.8,75.6,1.3,42.5,139.03,0.010395010395010396,0.002598752598752599,6.8538126095820635,3.284205067701794
575,4043,2021,10.4,72.4,1.3,42.0,108.73,0.005332040717401842,0.004847309743092583,6.8595747150945465,3.3144992279731516
576,1949,2017,33.1,31.9,2.0,42.9,85.29,0.015806988352745424,0.009983361064891847,6.879911265929498,3.079904467666721
577,1949,2018,34.5,30.7,2.2,43.3,76.23,0.015510204081632653,0.007346938775510204,6.886412206656983,3.0881360887005513
578,1949,2019,35.5,34.4,1.3,43.7,79.83,0.02037617554858934,0.006269592476489028,6.892106796172064,3.1058506743851435
579,1949,2020,37.8,32.8,0.9,43.5,82.09,0.014189693801344288,0.0074682598954443615,6.891480309901984,3.126780577012009
580,1949,2021,38.3,40.4,0.8,43.6,71.78,0.01498371335504886,0.009771986970684038,6.889022263207028,3.1861083798132053
581,4536,2019,14.3,60.5,10.6,42.4,21.36,0.032240133407448586,0.005002779321845469,6.913548957906518,3.2550311633455515
582,4536,2020,11.9,60.5,10.7,42.7,19.97,0.030353200883002206,0.005518763796909493,6.913389943631755,3.2581581933407944
583,4536,2021,11.2,83.5,12.6,42.9,20.21,0.03152173913043478,0.004891304347826087,6.918449742401158,3.2648178230095364
584,2001,2017,19.2,57.9,6.1,39.9,57.07,0.016293279022403257,0.0,6.85167122150671,2.9921114877869495
585,2001,2018,18.8,55.4,6.8,40.1,58.75,0.027663934426229508,0.0020491803278688526,6.8544739567821935,2.9894498176666917
586,2001,2019,17.4,61.9,6.8,39.9,76.86,0.02142857142857143,0.0010204081632653062,6.853178998699173,2.9912260756924947
587,2001,2020,17.0,66.7,8.0,40.0,71.7,0.017964071856287425,0.005988023952095809,6.8620667672371845,3.0008677215312267
588,2001,2021,15.4,75.5,8.2,40.0,69.92,0.027317073170731707,0.00975609756097561,6.860720257054844,3.010723865391773
589,2801,2017,11.3,78.7,7.1,42.7,152.75,0.05145413870246085,0.015659955257270694,6.911873949900377,2.6503075231319366
590,2801,2018,12.1,74.6,7.4,42.7,134.91,0.06150341685649203,0.011389521640091117,6.903126791889699,2.6424645202421213
591,2801,2019,12.6,69.8,7.1,43.0,140.1,0.02696629213483146,0.008988764044943821,6.90763860717228,2.6483600109809315
592,2801,2020,12.0,76.7,9.7,43.2,154.02,0.043859649122807015,0.015350877192982455,6.901565655700932,2.658964842664435
593,2801,2021,11.3,77.8,8.0,42.8,156.84,0.02536997885835095,0.008456659619450317,6.900930253674231,2.6748611407378116
594,5930,2018,15.0,27.9,0.0,43.4,110.47,0.019311064718162838,0.0015657620041753654,6.841418665639465,3.2823955047425257
595,5930,2019,15.0,30.6,0.3,43.3,108.85,0.016897081413210446,0.002048131080389145,6.813758339298704,3.2907022432878543
596,5930,2020,21.0,51.2,0.8,43.4,104.58,0.019517205957883924,0.004622496147919877,6.808241906017398,3.2893659515200318
597,5930,2021,25.0,62.1,0.8,43.4,87.08,0.017930327868852458,0.007172131147540984,6.841302332566383,3.290479813330673
598,3407,2017,18.4,77.5,2.6,43.5,130.91,0.01697792869269949,0.08743633276740238,6.964655124871288,3.0711452904510828
599,3407,2018,18.7,77.5,3.0,43.1,117.51,0.0076128330614464385,0.016856987493202826,6.886673372451748,3.8666417205660397
600,3407,2019,18.7,77.8,3.3,42.7,126.05,0.01027214514407684,0.01507470651013874,6.883389248772629,3.874829577879722
601,3407,2020,19.5,75.1,3.4,42.3,157.89,0.009565106491518939,0.03290396633082515,6.896066658411816,3.8943714538562375
602,3407,2021,19.6,88.2,3.7,41.8,189.66,0.011510965709438992,0.02823215800315037,6.88598399717888,3.916611845109346
603,1820,2017,50.7,16.0,0.0,43.4,128.38,0.017024726388325903,0.0044588569112282124,6.875487415611358,3.392169149489736
604,1820,2018,35.6,19.8,0.0,43.5,106.98,0.014776357827476038,0.006389776357827476,6.8882099440292315,3.398634324538392
605,1820,2019,36.8,23.5,1.2,44.0,134.5,0.013012618296529969,0.005520504731861199,6.905113853448004,3.404149249209695
606,1820,2020,37.0,29.3,1.5,44.4,149.56,0.015349194167306216,0.005372217958557176,6.922383491609524,3.415974411376566
607,1820,2021,36.1,41.9,0.0,44.3,128.42,0.01825633383010432,0.004843517138599106,6.937952270092834,3.4287825114969546
608,4523,2017,9.2,54.9,6.2,42.8,61.7,0.0273972602739726,0.007420091324200913,7.039015575288488,3.544564097496043
609,4523,2018,8.6,59.3,6.0,42.8,62.19,0.036489462094998426,0.008493236866939289,7.016584405979757,3.5022905279147727
610,4523,2019,9.7,62.2,7.2,44.7,66.35,0.02742749054224464,0.008511979823455234,7.018976213083718,3.501333178645566
611,4523,2020,10.5,65.5,8.2,45.3,43.26,0.024203821656050957,0.013057324840764332,7.041082527654154,3.496929648073215
612,5803,2017,30.8,53.3,1.5,40.9,246.0,0.011829652996845425,0.006309148264984227,6.847264101770764,3.404149249209695
613,5803,2018,30.8,55.8,1.8,40.5,245.91,0.017066233238520925,0.005282405526208858,6.85769425778655,3.3911116137028023
614,5803,2019,29.3,60.3,2.1,41.6,275.64,0.015408320493066256,0.009244992295839754,6.868703202278537,3.4143046881283317
615,5803,2020,27.1,62.1,2.9,41.6,354.63,0.023880597014925373,0.011940298507462687,6.854670331895336,3.428134794028789
616,5803,2021,25.3,68.1,3.4,41.6,432.28,0.025140712945590993,0.010131332082551596,6.846769953537219,3.425697213362591
617,2809,2017,23.5,63.1,6.4,37.9,59.47,0.02896825396825397,0.005952380952380952,6.77056918650153,3.401400540781544
618,2809,2018,25.9,56.0,7.0,38.7,69.97,0.026294820717131476,0.006374501992031873,6.780073015816539,3.399673721481038
619,2809,2019,21.5,60.8,7.6,39.2,70.56,0.027348394768133173,0.008719778042013475,6.775384323034728,3.4019172505175748
620,2809,2020,18.7,59.6,8.4,39.8,69.41,0.02711323763955343,0.01076555023923445,6.779480615844198,3.399327532158679
621,2809,2021,18.4,74.6,9.4,40.3,60.52,0.025745811197384554,0.009807928075194115,6.77920003467597,3.388633969351789
622,5986,2017,12.7,45.8,0.0,36.3,62.89,0.012698412698412698,0.009523809523809525,6.694887354802197,2.4983105537896004
623,5986,2018,14.9,49.7,1.7,37.9,77.95,0.046296296296296294,0.0,6.701306984591611,2.510545010206612
624,5986,2019,16.2,64.6,1.6,38.0,82.91,0.0672782874617737,0.0,6.716857145248016,2.514547752660286
625,3512,2017,1.1,51.1,2.1,42.4,34.39,0.004282655246252677,0.0,6.77711842909068,2.6693168805661123
626,3512,2018,1.4,53.4,2.8,43.5,33.0,0.013100436681222707,0.008733624454148471,6.785821590785035,2.660865478003869
627,3512,2019,1.3,54.3,2.9,43.8,30.89,0.008771929824561403,0.0043859649122807015,6.794645493434327,2.658964842664435
628,3512,2020,1.3,60.5,3.0,43.9,31.66,0.004424778761061947,0.0022123893805309734,6.7988075568980895,2.655138434811382
629,3512,2021,1.5,54.6,4.4,44.0,32.34,0.027149321266968326,0.004524886877828055,6.795325990761194,2.645422269349092
630,1869,2017,29.1,44.0,0.0,41.6,98.93,0.03205128205128205,0.002136752136752137,6.884115362011669,2.971275848738105
631,1869,2018,27.8,47.1,0.0,41.4,86.63,0.019027484143763214,0.0021141649048625794,6.919078092376074,2.975891136401793
632,1869,2019,27.2,51.4,0.5,41.2,81.18,0.012396694214876033,0.0010330578512396695,6.919078092376074,2.9858753573083936
633,1869,2020,31.6,54.6,0.6,41.2,76.11,0.025510204081632654,0.003061224489795918,6.921842481405858,2.9912260756924947
634,1869,2021,39.9,54.5,0.6,41.3,73.23,0.01820020222446916,0.006066734074823054,6.92895884088083,2.9951962915971793
635,4088,2021,15.9,53.9,3.6,43.5,133.11,0.023989898989898988,0.0012626262626262627,6.837217614675825,2.8987251815894934
636,8113,2017,25.4,54.9,9.5,40.5,57.07,0.023901310717039322,0.007710100231303007,6.936489111653576,3.11293997608408
637,8113,2018,22.0,54.8,9.1,41.1,63.55,0.03160270880361174,0.006772009029345372,6.9379140927145615,3.123524980942732
638,8113,2019,19.7,55.6,7.0,41.0,43.95,0.0357653791130186,0.00357653791130186,6.93396368743131,3.1455071714096627
639,8113,2020,19.6,60.0,10.7,41.0,40.6,0.03465003465003465,0.002079002079002079,6.930942921471813,3.159266331093494
640,8113,2021,17.6,63.4,11.9,41.4,45.96,0.037422037422037424,0.002772002772002772,6.925590116009426,3.159266331093494
641,4186,2018,18.9,74.8,1.6,43.0,13.86,0.01854974704890388,0.003372681281618887,6.895643504824079,3.074084689028244
642,4186,2019,19.1,74.7,2.5,43.1,21.2,0.01097972972972973,0.005067567567567568,6.910410939914688,3.073351702386901
643,4186,2020,20.2,75.3,3.0,43.3,20.46,0.012510425354462052,0.0025020850708924102,6.912168896059627,3.0788191830988487
644,4186,2021,17.5,78.3,3.3,43.3,22.57,0.008123476848090982,0.0008123476848090983,6.896029912396227,3.090258052931316
645,4620,2017,17.6,74.3,1.2,39.9,35.11,0.020512820512820513,0.002564102564102564,6.83459680204685,2.591064607026499
646,4620,2018,18.0,67.2,1.1,40.2,33.59,0.010282776349614395,0.0,6.84048223639357,2.5899496013257077
647,4620,2019,18.3,68.6,1.1,40.3,30.56,0.02030456852791878,0.0025380710659898475,6.839474087797196,2.595496221825574
648,4620,2020,16.6,72.6,1.0,40.7,25.63,0.022167487684729065,0.0049261083743842365,6.835254282719457,2.6085260335771943
649,4620,2021,13.9,70.8,1.0,40.7,26.88,0.007042253521126761,0.002347417840375587,6.834149741499633,2.629409599102719
