,code,fiscal_year,fusaiRate
4107,5273,2019,68.31
4108,5273,2020,55.27
4109,5273,2021,68.54
4110,5279,2016,146.98
4111,5279,2017,131.0
4112,5279,2018,127.12
4113,5279,2019,101.18
4114,5279,2020,96.05
4115,5279,2021,91.33
4116,5282,2016,83.23
4117,5282,2017,82.06
4118,5282,2018,65.51
4119,5282,2019,56.0
4120,5282,2020,62.49
4121,5282,2021,63.88
4122,5284,2016,411.8
4123,5284,2017,286.85
4124,5284,2018,252.58
4125,5284,2019,280.22
4126,5284,2020,234.16
4127,5284,2021,114.47
4128,5285,2016,250.02
4129,5285,2017,237.29
4130,5285,2018,229.46
4131,5285,2019,200.0
4132,5285,2020,174.73
4133,5285,2021,139.69
4134,5287,2016,39.25
4135,5287,2017,34.89
4136,5287,2018,51.18
4137,5287,2019,69.33
4138,5287,2020,84.53
4139,5287,2021,75.78
4140,5288,2016,3.26
4141,5288,2017,2.99
4142,5288,2018,2.73
4143,5288,2019,2.6
4144,5288,2020,2.76
4145,5288,2021,3.1
4148,5290,2018,7.51
4149,5290,2019,14.91
4150,5290,2020,14.09
4151,5290,2021,18.5
4152,5301,2016,43.98
4153,5301,2017,44.29
4154,5301,2018,87.3
4155,5301,2019,140.48
4156,5301,2020,152.09
4157,5301,2021,164.32
4158,5302,2016,38.82
4159,5302,2017,39.26
4160,5302,2018,53.87
4161,5302,2019,33.55
4162,5302,2020,20.78
4163,5302,2021,26.81
4164,5304,2016,16.13
4165,5304,2017,14.04
4166,5304,2018,32.9
4167,5304,2019,18.71
4168,5304,2020,9.74
4169,5304,2021,11.47
4170,5310,2016,21.8
4171,5310,2017,22.37
4172,5310,2018,18.1
4173,5310,2019,17.03
4174,5310,2020,14.85
4175,5310,2021,16.7
4176,5331,2016,86.55
4177,5331,2017,70.56
4178,5331,2018,54.18
4179,5331,2019,52.84
4180,5331,2020,49.33
4181,5331,2021,51.56
4182,5332,2016,97.94
4183,5332,2017,76.87
4184,5332,2018,69.51
4185,5332,2019,66.33
4186,5332,2020,77.94
4187,5332,2021,51.17
4188,5333,2016,99.28
4189,5333,2017,83.72
4190,5333,2018,92.31
4191,5333,2019,87.01
4192,5333,2020,90.3
4193,5333,2021,81.0
4194,5334,2016,66.62
4195,5334,2017,62.73
4196,5334,2018,63.24
4197,5334,2019,74.22
4198,5334,2020,84.68
4199,5334,2021,69.71
4200,5337,2016,11.28
4201,5337,2017,15.6
4202,5337,2018,13.49
4203,5337,2019,13.54
4204,5337,2020,37.94
4205,5337,2021,33.01
4206,5341,2016,105.62
4207,5341,2017,113.96
4208,5341,2018,164.42
4209,5341,2019,197.05
4210,5341,2020,99.79
4211,5341,2021,78.53
4212,5342,2016,85.49
4213,5342,2017,79.25
4214,5342,2018,101.64
4215,5342,2019,117.34
4216,5342,2020,107.36
4217,5342,2021,131.5
4218,5343,2016,1203.48
4219,5343,2017,1006.72
4220,5343,2018,874.25
4221,5343,2019,763.19
4222,5343,2020,1455.47
4223,5343,2021,1563.45
4224,5344,2016,15.79
4225,5344,2017,20.3
4226,5344,2018,20.49
4227,5344,2019,21.01
4228,5344,2020,22.34
4229,5344,2021,26.04
4230,5351,2016,89.75
4231,5351,2017,82.71
4232,5351,2018,77.19
4233,5351,2019,63.41
4234,5351,2020,59.81
4235,5351,2021,88.47
4236,5352,2016,133.0
4237,5352,2017,129.38
4238,5352,2018,129.49
4239,5352,2019,108.73
4240,5352,2020,95.29
4241,5352,2021,89.72
4242,5355,2016,174.41
4243,5355,2017,172.86
4244,5355,2018,169.76
4245,5355,2019,152.7
4246,5355,2020,137.11
4247,5355,2021,126.68
4248,5356,2016,94.24
4249,5356,2017,91.66
4250,5356,2018,86.59
4251,5356,2019,88.59
4252,5356,2020,70.42
4253,5356,2021,67.68
4254,5357,2016,31.33
4255,5357,2017,30.83
4256,5357,2018,35.11
4257,5357,2019,26.12
4258,5357,2020,21.27
4259,5357,2021,29.0
4260,5363,2016,51.4
4261,5363,2017,50.34
4262,5363,2018,54.33
4263,5363,2019,49.94
4264,5363,2020,47.49
4265,5363,2021,46.28
4266,5367,2016,38.45
4267,5367,2017,38.51
4268,5367,2018,38.5
4269,5367,2019,40.08
4270,5367,2020,39.37
4271,5367,2021,40.28
4273,5368,2017,75.49
4274,5368,2018,61.06
4275,5368,2019,46.51
4276,5368,2020,41.22
4277,5368,2021,35.04
4278,5380,2016,121.94
4279,5380,2017,112.92
4280,5380,2018,111.97
4281,5380,2019,107.92
4282,5380,2020,100.27
4283,5380,2021,93.49
4284,5381,2016,144.71
4285,5381,2017,152.83
4286,5381,2018,153.7
4287,5381,2019,160.25
4288,5381,2020,170.58
4289,5381,2021,75.42
4290,5384,2016,16.61
4291,5384,2017,16.43
4292,5384,2018,15.23
4293,5384,2019,13.96
4294,5384,2020,17.27
4295,5384,2021,20.25
4296,5386,2016,50.04
4297,5386,2017,48.12
4298,5386,2018,45.51
4299,5386,2019,39.16
4300,5386,2020,35.93
4301,5386,2021,34.15
4302,5388,2016,16.81
4303,5388,2017,14.27
4304,5388,2018,13.37
4305,5388,2019,16.96
4306,5388,2020,20.64
4307,5388,2021,16.73
4308,5391,2016,212.55
4309,5391,2017,194.93
4310,5391,2018,179.77
4311,5391,2019,155.6
4312,5391,2020,160.72
4313,5391,2021,170.48
4314,5393,2016,84.63
4315,5393,2017,83.42
4316,5393,2018,86.43
4317,5393,2019,79.49
4318,5393,2020,79.79
4319,5393,2021,77.44
4320,5401,2016,162.37
4321,5401,2017,156.55
4322,5401,2018,163.6
4323,5401,2019,246.35
4324,5401,2020,258.0
4325,5401,2021,232.92
4326,5406,2016,212.94
4327,5406,2017,192.02
4328,5406,2018,195.74
4329,5406,2019,237.78
4330,5406,2020,250.69
4331,5406,2021,215.62
4332,5408,2016,57.1
4333,5408,2017,59.54
4334,5408,2018,63.61
4335,5408,2019,52.74
4336,5408,2020,56.55
4337,5408,2021,80.43
4338,5410,2016,86.93
4339,5410,2017,97.47
4340,5410,2018,108.27
4341,5410,2019,98.95
4342,5410,2020,99.82
4343,5410,2021,106.74
4344,5411,2016,138.48
4345,5411,2017,141.2
4346,5411,2018,141.08
4347,5411,2019,163.93
4348,5411,2020,168.29
4349,5411,2021,167.95
4350,5423,2016,37.69
4351,5423,2017,47.7
4352,5423,2018,47.49
4353,5423,2019,37.28
4354,5423,2020,42.0
4355,5423,2021,51.83
4356,5440,2016,18.05
4357,5440,2017,24.6
4358,5440,2018,34.3
4359,5440,2019,33.05
4360,5440,2020,33.9
4361,5440,2021,39.6
4362,5444,2016,25.62
4363,5444,2017,19.13
4364,5444,2018,23.55
4365,5444,2019,25.56
4366,5444,2020,31.48
4367,5444,2021,23.89
4368,5445,2016,45.17
4369,5445,2017,54.76
4370,5445,2018,53.62
4371,5445,2019,36.46
4372,5445,2020,38.53
4373,5445,2021,57.5
4374,5446,2016,43.07
4375,5446,2017,53.23
4376,5446,2018,49.96
4377,5446,2019,39.17
4378,5446,2020,63.46
4379,5446,2021,73.83
4380,5449,2016,27.5
4381,5449,2017,31.45
4382,5449,2018,30.79
4383,5449,2019,31.87
4384,5449,2020,34.79
4385,5449,2021,34.03
4386,5451,2016,26.8
4387,5451,2017,24.86
4388,5451,2018,24.15
4389,5451,2019,18.68
4390,5451,2020,25.66
4391,5451,2021,26.75
4392,5458,2016,200.19
4393,5458,2017,161.49
4394,5458,2018,122.79
4395,5458,2019,99.44
4396,5458,2020,101.97
4397,5458,2021,87.84
4398,5461,2016,15.94
4399,5461,2017,19.59
4400,5461,2018,20.33
4401,5461,2019,15.32
4402,5461,2020,14.45
4403,5461,2021,23.43
4404,5463,2016,12.69
4405,5463,2017,13.58
4406,5463,2018,13.08
4407,5463,2019,11.42
4408,5463,2020,12.61
4409,5463,2021,16.26
4410,5464,2016,40.88
4411,5464,2017,41.08
4412,5464,2018,39.04
4413,5464,2019,34.09
4414,5464,2020,30.79
4415,5464,2021,34.94
4416,5471,2016,124.23
4417,5471,2017,127.94
4418,5471,2018,133.05
4419,5471,2019,129.13
4420,5471,2020,119.54
4421,5471,2021,124.77
4422,5476,2016,68.05
4423,5476,2017,78.93
4424,5476,2018,100.77
4425,5476,2019,93.62
4426,5476,2020,108.14
4427,5476,2021,120.06
4428,5480,2016,229.42
4429,5480,2017,235.01
4430,5480,2018,209.61
4431,5480,2019,204.54
4432,5480,2020,195.02
4433,5480,2021,212.54
4434,5482,2016,80.54
4435,5482,2017,71.64
4436,5482,2018,83.02
4437,5482,2019,75.76
4438,5482,2020,85.54
4439,5482,2021,86.73
4440,5484,2016,19.71
4441,5484,2017,18.8
4442,5484,2018,15.01
4443,5484,2019,13.69
4444,5484,2020,15.81
4445,5484,2021,16.12
4446,5491,2016,218.58
4447,5491,2017,201.8
4448,5491,2018,189.67
4449,5491,2019,206.23
4450,5491,2020,223.46
4451,5491,2021,228.57
4452,5541,2016,13.93
4453,5541,2017,14.09
4454,5541,2018,12.78
4455,5541,2019,11.09
4456,5541,2020,14.73
4457,5541,2021,14.28
4458,5542,2016,102.86
4459,5542,2017,83.54
4460,5542,2018,73.41
4461,5542,2019,62.92
4462,5542,2020,53.85
4463,5542,2021,55.85
4464,5563,2016,33.74
4465,5563,2017,38.42
4466,5563,2018,39.53
4467,5563,2019,52.24
4468,5563,2020,46.35
4469,5563,2021,44.69
4470,5602,2016,100.1
4471,5602,2017,102.62
4472,5602,2018,105.83
4473,5602,2019,107.09
4474,5602,2020,96.99
4475,5602,2021,100.43
4476,5603,2016,135.55
4477,5603,2017,144.04
4478,5603,2018,132.52
4479,5603,2019,123.64
4480,5603,2020,122.75
4481,5603,2021,139.67
4482,5607,2016,69.63
4483,5607,2017,89.07
4484,5607,2018,120.91
4485,5607,2019,98.22
4486,5607,2020,104.17
4487,5607,2021,91.58
4488,5609,2016,95.76
4489,5609,2017,105.01
4490,5609,2018,102.71
4491,5609,2019,92.47
4492,5609,2020,84.34
4493,5609,2021,89.02
4494,5612,2016,58.11
4495,5612,2017,60.23
4496,5612,2018,113.53
4497,5612,2019,113.75
4498,5612,2020,109.98
4499,5612,2021,119.16
4500,5632,2016,98.72
4501,5632,2017,91.23
4502,5632,2018,94.54
4503,5632,2019,158.24
4504,5632,2020,170.88
4505,5632,2021,145.22
4506,5644,2016,124.82
4507,5644,2017,122.57
4508,5644,2018,112.86
4509,5644,2019,106.71
4510,5644,2020,104.07
4511,5644,2021,128.14
4512,5658,2016,21.2
4513,5658,2017,20.98
4514,5658,2018,22.74
4515,5658,2019,21.48
4516,5658,2020,19.26
4517,5658,2021,22.93
4518,5659,2016,41.28
4519,5659,2017,46.68
4520,5659,2018,38.4
4521,5659,2019,37.12
4522,5659,2020,40.52
4523,5659,2021,45.15
4524,5660,2016,118.87
4525,5660,2017,115.7
4526,5660,2018,101.43
4527,5660,2019,95.76
4528,5660,2020,97.83
4529,5660,2021,100.33
4530,5695,2016,35.37
4531,5695,2017,35.48
4532,5695,2018,28.04
4533,5695,2019,25.4
4534,5695,2020,19.58
4535,5695,2021,24.8
4536,5697,2016,83.89
4537,5697,2017,86.17
4538,5697,2018,100.29
4539,5697,2019,76.73
4540,5697,2020,83.78
4541,5697,2021,86.48
4542,5698,2016,16.1
4543,5698,2017,21.96
4544,5698,2018,25.98
4545,5698,2019,16.72
4546,5698,2020,87.0
4547,5698,2021,34.2
4548,5699,2016,118.85
4549,5699,2017,133.16
4550,5699,2018,70.99
4551,5699,2019,52.17
4552,5699,2020,64.88
4553,5699,2021,60.21
4554,5702,2016,148.64
4555,5702,2017,150.76
4556,5702,2018,124.83
4557,5702,2019,100.15
4558,5702,2020,107.38
4559,5702,2021,133.63
4560,5703,2016,115.63
4561,5703,2017,107.58
4562,5703,2018,102.43
4563,5703,2019,99.51
4564,5703,2020,104.83
4565,5703,2021,105.82
4566,5704,2016,36.16
4567,5704,2017,34.08
4568,5704,2018,60.54
4569,5704,2019,63.31
4570,5704,2020,81.44
4571,5704,2021,73.09
4572,5706,2016,229.14
4573,5706,2017,236.96
4574,5706,2018,178.03
4575,5706,2019,199.18
4576,5706,2020,243.6
4577,5706,2021,200.36
4578,5707,2016,139.22
4579,5707,2017,131.29
4580,5707,2018,143.45
4581,5707,2019,191.06
4582,5707,2020,155.01
4583,5707,2021,207.65
4584,5711,2016,164.83
4585,5711,2017,154.24
4586,5711,2018,173.74
4587,5711,2019,238.41
4588,5711,2020,260.86
4589,5711,2021,280.14
4590,5713,2016,63.99
4591,5713,2017,61.28
4592,5713,2018,65.45
4593,5713,2019,56.16
4594,5713,2020,61.57
4595,5713,2021,57.35
4596,5714,2016,108.57
4597,5714,2017,128.91
4598,5714,2018,123.63
4599,5714,2019,138.86
4600,5714,2020,158.9
4601,5714,2021,172.25
4602,5715,2016,164.32
4603,5715,2017,152.4
4604,5715,2018,165.36
4605,5715,2019,167.59
4606,5715,2020,137.71
4607,5715,2021,128.02
4608,5721,2016,6.17
4609,5721,2017,8.16
4610,5721,2018,7.4
4611,5721,2019,7.32
4612,5721,2020,7.68
4613,5721,2021,5.49
4614,5724,2016,116.54
4615,5724,2017,105.29
4616,5724,2018,104.71
4617,5724,2019,102.29
4618,5724,2020,117.93
4619,5724,2021,101.23
4620,5726,2016,170.35
4621,5726,2017,155.88
4622,5726,2018,135.91
4623,5726,2019,119.12
4624,5726,2020,161.69
4625,5726,2021,188.91
4626,5727,2016,117.68
4627,5727,2017,102.42
4628,5727,2018,86.38
4629,5727,2019,81.12
4630,5727,2020,110.72
4631,5727,2021,113.53
4632,5729,2016,62.73
4633,5729,2017,58.47
4634,5729,2018,51.02
4635,5729,2019,37.02
4636,5729,2020,45.66
4637,5729,2021,58.15
4638,5741,2016,211.6
4639,5741,2017,203.68
4640,5741,2018,205.07
4641,5741,2019,187.01
4642,5741,2020,191.85
4643,5741,2021,180.21
4644,5742,2016,72.82
4645,5742,2017,80.36
4646,5742,2018,69.49
4647,5742,2019,58.71
4648,5742,2020,73.21
4649,5742,2021,87.38
4650,5753,2016,99.39
4651,5753,2017,94.52
4652,5753,2018,71.15
4653,5753,2019,40.67
4654,5753,2020,48.9
4655,5753,2021,63.11
4656,5757,2016,13.54
4657,5757,2017,15.24
4658,5757,2018,14.51
4659,5757,2019,16.92
4660,5757,2020,18.79
4661,5757,2021,16.68
4662,5801,2016,219.77
4663,5801,2017,205.86
4664,5801,2018,185.85
4665,5801,2019,182.27
4666,5801,2020,199.95
4667,5801,2021,231.51
4668,5802,2016,75.01
4669,5802,2017,74.38
4670,5802,2018,72.54
4671,5802,2019,72.42
4672,5802,2020,80.55
4673,5802,2021,80.92
4674,5803,2016,246.0
4675,5803,2017,245.91
4676,5803,2018,275.64
4677,5803,2019,354.63
4678,5803,2020,432.28
4679,5803,2021,295.54
4680,5805,2016,174.98
4681,5805,2017,171.26
4682,5805,2018,167.85
4683,5805,2019,154.09
4684,5805,2020,126.28
4685,5805,2021,126.12
4686,5816,2016,104.14
4687,5816,2017,83.21
4688,5816,2018,71.37
4689,5816,2019,70.04
4690,5816,2020,70.71
4691,5816,2021,73.22
4692,5817,2016,48.7
4693,5817,2017,52.65
4694,5817,2018,73.03
4695,5817,2019,93.23
4696,5817,2020,90.97
4697,5817,2021,92.52
4698,5819,2016,17.51
4699,5819,2017,13.75
4700,5819,2018,14.29
4701,5819,2019,13.02
4702,5819,2020,10.38
4703,5819,2021,10.48
4704,5820,2016,90.59
4705,5820,2017,78.21
4706,5820,2018,71.99
4707,5820,2019,59.53
4708,5820,2020,56.02
4709,5820,2021,56.94
4710,5821,2016,49.03
4711,5821,2017,48.73
4712,5821,2018,48.09
4713,5821,2019,54.08
4714,5821,2020,52.1
4715,5821,2021,51.6
4716,5851,2016,121.02
4717,5851,2017,111.23
4718,5851,2018,116.91
4719,5851,2019,113.04
4720,5851,2020,119.75
4721,5851,2021,133.84
4722,5852,2016,86.1
4723,5852,2017,90.09
4724,5852,2018,92.16
4725,5852,2019,96.5
4726,5852,2020,118.38
4727,5852,2021,146.88
4728,5857,2016,60.2
4729,5857,2017,39.39
4730,5857,2018,37.62
4731,5857,2019,42.76
4732,5857,2020,47.61
4733,5857,2021,49.75
4739,5858,2021,387.8
4740,5900,2016,26.96
4741,5900,2017,26.02
4742,5900,2018,24.9
4743,5900,2019,24.56
4744,5900,2020,23.28
4745,5900,2021,23.57
4746,5901,2016,47.56
4747,5901,2017,42.47
4748,5901,2018,52.86
4749,5901,2019,47.16
4750,5901,2020,44.88
4751,5901,2021,41.97
4752,5902,2016,139.43
4753,5902,2017,131.51
4754,5902,2018,176.36
4755,5902,2019,175.63
4756,5902,2020,191.26
4757,5902,2021,142.82
4758,5903,2016,28.3
4759,5903,2017,24.24
4760,5903,2018,27.4
4761,5903,2019,25.82
4762,5903,2020,25.32
4763,5903,2021,27.62
4764,5905,2016,117.42
4765,5905,2017,115.0
4766,5905,2018,106.91
4767,5905,2019,110.93
4768,5905,2020,101.25
4769,5905,2021,103.42
4770,5906,2016,91.18
4771,5906,2017,93.42
4772,5906,2018,112.37
4773,5906,2019,111.48
4774,5906,2020,106.15
4775,5906,2021,103.95
4776,5909,2016,40.86
4777,5909,2017,42.46
4778,5909,2018,41.82
4779,5909,2019,40.92
4780,5909,2020,41.56
4781,5909,2021,41.39
4782,5911,2016,33.66
4783,5911,2017,21.36
4784,5911,2018,38.02
4785,5911,2019,39.7
4786,5911,2020,38.0
4787,5911,2021,22.69
4788,5915,2016,95.85
4789,5915,2017,96.73
4790,5915,2018,90.49
4791,5915,2019,86.72
4792,5915,2020,73.01
4793,5915,2021,73.01
4794,5918,2016,34.9
4795,5918,2017,31.24
4796,5918,2018,33.13
4797,5918,2019,30.01
4798,5918,2020,31.67
4799,5918,2021,39.13
4800,5921,2016,23.5
4801,5921,2017,23.01
4802,5921,2018,27.52
4803,5921,2019,16.85
4804,5921,2020,20.55
4805,5921,2021,17.08
4806,5922,2016,120.48
4807,5922,2017,158.69
4808,5922,2018,152.39
4809,5922,2019,98.01
4810,5922,2020,88.74
4811,5922,2021,81.11
4812,5923,2016,59.99
4813,5923,2017,59.18
4814,5923,2018,43.8
4815,5923,2019,38.5
4816,5923,2020,41.5
4817,5923,2021,28.94
4818,5928,2016,28.49
4819,5928,2017,26.5
4820,5928,2018,27.24
4821,5928,2019,26.25
4822,5928,2020,26.92
4823,5928,2021,29.34
4824,5929,2016,51.68
4825,5929,2017,59.07
4826,5929,2018,55.6
4827,5929,2019,65.07
4828,5929,2020,73.32
4829,5929,2021,59.62
4830,5930,2016,102.96
4831,5930,2017,110.47
4832,5930,2018,108.85
4833,5930,2019,104.58
4834,5930,2020,87.08
4835,5930,2021,94.02
4836,5932,2016,188.33
4837,5932,2017,180.66
4838,5932,2018,208.19
4839,5932,2019,213.99
4840,5932,2020,205.22
4841,5932,2021,202.98
4842,5933,2016,81.66
4843,5933,2017,82.45
4844,5933,2018,93.36
4845,5933,2019,88.22
4846,5933,2020,87.76
4847,5933,2021,96.96
4848,5936,2016,183.41
4849,5936,2017,179.22
4850,5936,2018,188.95
4851,5936,2019,152.47
4852,5936,2020,133.8
4853,5936,2021,135.8
4854,5938,2016,47.17
4855,5938,2017,44.96
4856,5938,2018,40.32
4857,5938,2019,23.44
4858,5938,2020,171.35
4859,5938,2021,150.27
4860,5939,2016,104.05
4861,5939,2017,91.15
4862,5939,2018,90.59
4863,5939,2019,69.83
4864,5939,2020,70.73
4865,5939,2021,69.95
4866,5940,2016,366.49
4867,5940,2017,357.0
4868,5940,2018,351.07
4869,5940,2019,352.47
4870,5940,2020,324.51
4871,5940,2021,280.2
4872,5941,2016,58.95
4873,5941,2017,72.37
4874,5941,2018,69.61
4875,5941,2019,63.5
4876,5941,2020,58.24
4877,5941,2021,52.69
4878,5942,2016,86.91
4879,5942,2017,69.72
4880,5942,2018,57.15
4881,5942,2019,66.46
4882,5942,2020,64.13
4883,5942,2021,63.59
4884,5943,2016,71.7
4885,5943,2017,65.3
4886,5943,2018,66.62
4887,5943,2019,66.1
4888,5943,2020,61.76
4889,5943,2021,49.57
4890,5945,2016,10.28
4891,5945,2017,11.8
4892,5945,2018,9.3
4893,5945,2019,7.61
4894,5945,2020,9.84
4895,5945,2021,10.68
4896,5946,2016,6.01
4897,5946,2017,6.38
4898,5946,2018,5.41
4899,5946,2019,5.47
4900,5946,2020,5.34
4901,5946,2021,5.02
4902,5947,2016,26.04
4903,5947,2017,24.8
4904,5947,2018,23.15
4905,5947,2019,22.43
4906,5947,2020,23.97
4907,5947,2021,23.7
4908,5950,2016,145.95
4909,5950,2017,136.43
4910,5950,2018,128.69
4911,5950,2019,236.37
4912,5950,2020,245.21
4913,5950,2021,135.16
4914,5951,2016,17.87
4915,5951,2017,18.22
4916,5951,2018,19.33
4917,5951,2019,18.77
4918,5951,2020,19.91
4919,5951,2021,15.53
4920,5952,2016,312.47
4921,5952,2017,287.74
4922,5952,2018,311.81
4923,5952,2019,335.62
4924,5952,2020,330.21
4925,5952,2021,354.13
4926,5953,2016,254.69
4927,5953,2017,209.27
4928,5953,2018,214.96
4929,5953,2019,219.38
4930,5953,2020,184.78
4931,5953,2021,196.74
4932,5955,2016,19.13
4933,5955,2017,19.38
4934,5955,2018,19.76
4935,5955,2019,20.35
4936,5955,2020,20.53
4937,5955,2021,22.74
4938,5956,2016,90.73
4939,5956,2017,85.53
4940,5956,2018,83.72
4941,5956,2019,88.04
4942,5956,2020,70.46
4943,5956,2021,59.15
4944,5957,2016,42.34
4945,5957,2017,41.99
4946,5957,2018,41.0
4947,5957,2019,37.4
4948,5957,2020,33.77
4949,5957,2021,35.97
4950,5958,2016,67.85
4951,5958,2017,66.36
4952,5958,2018,72.4
4953,5958,2019,69.17
4954,5958,2020,54.33
4955,5958,2021,56.11
4956,5959,2016,61.07
4957,5959,2017,61.67
4958,5959,2018,55.56
4959,5959,2019,51.25
4960,5959,2020,49.13
4961,5959,2021,48.23
4962,5965,2016,124.47
4963,5965,2017,114.35
4964,5965,2018,102.2
4965,5965,2019,101.01
4966,5965,2020,75.65
4967,5965,2021,82.16
4968,5966,2016,39.61
4969,5966,2017,33.8
4970,5966,2018,34.41
4971,5966,2019,34.48
4972,5966,2020,29.71
4973,5966,2021,32.35
4974,5967,2016,53.34
4975,5967,2017,41.81
4976,5967,2018,32.87
4977,5967,2019,22.83
4978,5967,2020,20.64
4979,5967,2021,17.24
4980,5969,2016,100.95
4981,5969,2017,104.48
4982,5969,2018,99.37
4983,5969,2019,97.54
4984,5969,2020,99.94
4985,5969,2021,93.3
4986,5970,2016,65.39
4987,5970,2017,63.26
4988,5970,2018,62.53
4989,5970,2019,66.23
4990,5970,2020,56.14
4991,5970,2021,64.33
4992,5971,2016,14.98
4993,5971,2017,19.59
4994,5971,2018,22.99
4995,5971,2019,19.53
4996,5971,2020,16.15
4997,5971,2021,18.76
4998,5973,2016,22.55
4999,5973,2017,25.05
5000,5973,2018,29.52
5001,5973,2019,29.01
5002,5973,2020,24.08
5003,5973,2021,41.35
5004,5974,2016,114.72
5005,5974,2017,120.7
5006,5974,2018,122.3
5007,5974,2019,126.42
5008,5974,2020,120.58
5009,5974,2021,135.97
5010,5975,2016,63.49
5011,5975,2017,51.98
5012,5975,2018,53.34
5013,5975,2019,92.4
5014,5975,2020,103.97
5015,5975,2021,88.86
5016,5976,2016,22.38
5017,5976,2017,27.02
5018,5976,2018,27.09
5019,5976,2019,23.0
5020,5976,2020,21.67
5021,5976,2021,23.59
5022,5979,2016,14.01
5023,5979,2017,14.35
5024,5979,2018,15.02
5025,5979,2019,15.51
5026,5979,2020,15.01
5027,5979,2021,15.57
5028,5981,2016,249.39
5029,5981,2017,253.32
5030,5981,2018,246.1
5031,5981,2019,317.28
5032,5981,2020,343.86
5033,5981,2021,321.24
5034,5982,2016,50.3
5035,5982,2017,51.92
5036,5982,2018,50.12
5037,5982,2019,45.41
5038,5982,2020,38.06
5039,5982,2021,44.4
5040,5983,2016,24.29
5041,5983,2017,22.38
5042,5983,2018,22.1
5043,5983,2019,22.47
5044,5983,2020,20.3
5045,5983,2021,19.6
5046,5984,2016,19.4
5047,5984,2017,21.05
5048,5984,2018,21.55
5049,5984,2019,17.34
5050,5984,2020,15.04
5051,5984,2021,24.86
5052,5985,2016,24.07
5053,5985,2017,25.3
5054,5985,2018,26.04
5055,5985,2019,27.54
5056,5985,2020,34.11
5057,5985,2021,45.0
5058,5986,2016,62.89
5059,5986,2017,77.95
5060,5986,2018,82.91
5061,5986,2019,64.0
5062,5986,2020,63.39
5063,5986,2021,70.29
5064,5987,2016,70.1
5065,5987,2017,77.85
5066,5987,2018,78.83
5067,5987,2019,74.79
5068,5987,2020,73.23
5069,5987,2021,81.39
5070,5988,2016,19.3
5071,5988,2017,17.85
5072,5988,2018,16.77
5073,5988,2019,15.24
5074,5988,2020,18.28
5075,5988,2021,16.9
5076,5989,2016,104.0
5077,5989,2017,90.98
5078,5989,2018,83.68
5079,5989,2019,75.87
5080,5989,2020,81.98
5081,5989,2021,97.82
5082,5990,2016,41.47
5083,5990,2017,35.65
5084,5990,2018,33.03
5085,5990,2019,28.51
5086,5990,2020,30.29
5087,5990,2021,28.59
5088,5991,2016,103.24
5089,5991,2017,104.77
5090,5991,2018,118.58
5091,5991,2019,117.83
5092,5991,2020,122.55
5093,5991,2021,102.85
5094,5992,2016,50.84
5095,5992,2017,42.9
5096,5992,2018,37.94
5097,5992,2019,38.17
5098,5992,2020,41.54
5099,5992,2021,41.85
5100,5994,2016,128.2
5101,5994,2017,145.0
5102,5994,2018,163.75
5103,5994,2019,163.13
5104,5994,2020,172.88
5105,5994,2021,188.42
5106,5997,2016,92.4
5107,5997,2017,90.14
5108,5997,2018,93.53
5109,5997,2019,85.69
5110,5997,2020,75.01
5111,5997,2021,74.58
5112,5998,2016,481.82
5113,5998,2017,612.16
5114,5998,2018,767.97
5115,5998,2019,769.54
5116,5998,2020,661.36
5117,5998,2021,527.47
5118,6330,2016,600.07
5119,6330,2017,10906.32
5120,6330,2018,1259.51
5121,6330,2019,1637.12
5122,6330,2020,1277.5
5123,6330,2021,1226.32
5124,6366,2016,234.25
5125,6366,2017,188.42
5127,6366,2019,1734.73
5128,6366,2020,1193.04
5130,6379,2016,84.94
5131,6379,2017,64.17
5132,6379,2018,67.73
5133,6379,2019,48.14
5134,6379,2020,32.14
5135,6379,2021,31.2
5136,6776,2016,228.71
5137,6776,2017,184.98
5138,6776,2018,158.92
5139,6776,2019,147.07
5140,6776,2020,140.25
5141,6776,2021,148.76
5142,6988,2016,46.99
5143,6988,2017,47.28
5144,6988,2018,42.35
5145,6988,2019,46.35
5146,6988,2020,50.11
5147,6988,2021,49.65
5148,7305,2016,63.3
5149,7305,2017,64.12
5150,7305,2018,67.98
5151,7305,2019,73.52
5152,7305,2020,64.67
5153,7305,2021,73.7
5154,7871,2016,62.89
5155,7871,2017,62.39
5156,7871,2018,59.62
5157,7871,2019,56.59
5158,7871,2020,49.68
5159,7871,2021,49.89
5160,7874,2016,49.85
5161,7874,2017,84.38
5162,7874,2018,83.21
5163,7874,2019,114.22
5164,7874,2020,105.85
5165,7874,2021,109.75
5166,7877,2016,33.92
5167,7877,2017,35.4
5168,7877,2018,38.2
5169,7877,2019,29.14
5170,7877,2020,34.47
5171,7877,2021,33.76
5172,7886,2016,266.54
5173,7886,2017,291.05
5174,7886,2018,295.87
5175,7886,2019,290.84
5176,7886,2020,385.62
5177,7886,2021,352.07
5178,7888,2016,115.4
5179,7888,2017,110.11
5180,7888,2018,112.02
5181,7888,2019,90.96
5182,7888,2020,90.52
5183,7888,2021,106.5
5184,7894,2016,128.97
5185,7894,2017,112.03
5186,7894,2018,99.2
5187,7894,2019,100.15
5188,7894,2020,111.13
5189,7894,2021,92.77
5190,7908,2016,30.15
