,code,fiscal_year,fusaiRate
2944,4464,2020,8.79
2945,4464,2021,8.09
2946,4465,2016,80.42
2947,4465,2017,79.72
2948,4465,2018,77.38
2949,4465,2019,73.85
2950,4465,2020,67.16
2951,4465,2021,79.8
2952,4471,2016,39.14
2953,4471,2017,42.67
2954,4471,2018,40.72
2955,4471,2019,31.37
2956,4471,2020,32.42
2957,4471,2021,34.62
2958,4502,2016,102.21
2959,4502,2017,88.37
2960,4502,2018,105.2
2961,4502,2019,126.22
2962,4502,2020,144.84
2963,4502,2021,124.53
2964,4503,2016,118.6
2965,4503,2017,93.51
2966,4503,2018,118.28
2967,4503,2019,98.36
2968,4503,2020,71.55
2969,4503,2021,58.98
2970,4506,2016,24.54
2971,4506,2017,20.46
2972,4506,2018,16.1
2973,4506,2019,54.0
2974,4506,2020,44.73
2975,4506,2021,39.69
2976,4507,2016,26.41
2977,4507,2017,16.89
2978,4507,2018,14.84
2979,4507,2019,9.49
2980,4507,2020,15.05
2981,4507,2021,23.67
2982,4512,2016,28.72
2983,4512,2017,26.56
2984,4512,2018,29.09
2985,4512,2019,33.78
2986,4512,2020,27.98
2987,4512,2021,30.24
2988,4516,2016,30.76
2989,4516,2017,22.23
2990,4516,2018,21.4
2991,4516,2019,18.3
2992,4516,2020,21.1
2993,4516,2021,18.06
2994,4519,2016,20.94
2995,4519,2017,20.28
2996,4519,2018,20.55
2997,4519,2019,21.65
2998,4519,2020,28.56
2999,4519,2021,30.8
3000,4521,2016,28.75
3001,4521,2017,32.56
3002,4521,2018,27.61
3003,4521,2019,21.41
3004,4521,2020,20.28
3005,4521,2021,18.46
3006,4523,2016,61.7
3007,4523,2017,62.19
3008,4523,2018,66.35
3009,4523,2019,43.26
3010,4523,2020,47.26
3011,4523,2021,76.48
3012,4524,2016,54.4
3013,4524,2017,44.8
3014,4524,2018,44.83
3015,4524,2019,43.73
3016,4524,2020,40.6
3017,4524,2021,38.4
3018,4526,2016,88.62
3019,4526,2017,81.82
3020,4526,2018,75.85
3021,4526,2019,111.28
3022,4526,2020,142.57
3023,4526,2021,58.51
3024,4527,2016,32.36
3025,4527,2017,33.03
3026,4527,2018,32.16
3027,4527,2019,37.79
3028,4527,2020,33.55
3029,4527,2021,40.63
3030,4528,2016,21.59
3031,4528,2017,15.48
3032,4528,2018,16.64
3033,4528,2019,18.06
3034,4528,2020,16.55
3035,4528,2021,10.47
3036,4530,2016,16.41
3037,4530,2017,17.41
3038,4530,2018,14.04
3039,4530,2019,17.99
3040,4530,2020,14.24
3041,4530,2021,14.4
3042,4531,2016,78.4
3043,4531,2017,92.96
3044,4531,2018,98.41
3045,4531,2019,91.97
3046,4531,2020,91.83
3047,4531,2021,92.4
3048,4534,2016,26.36
3049,4534,2017,24.65
3050,4534,2018,24.26
3051,4534,2019,25.15
3052,4534,2020,24.59
3053,4534,2021,24.09
3054,4536,2016,22.08
3055,4536,2017,20.79
3056,4536,2018,21.36
3057,4536,2019,19.97
3058,4536,2020,20.21
3059,4536,2021,22.3
3060,4538,2016,111.36
3061,4538,2017,115.44
3062,4538,2018,118.28
3063,4538,2019,114.08
3064,4538,2020,107.45
3065,4538,2021,100.78
3066,4539,2016,201.3
3067,4539,2017,211.42
3068,4539,2018,206.06
3069,4539,2019,211.66
3070,4539,2020,213.21
3071,4539,2021,219.62
3072,4540,2016,41.2
3073,4540,2017,50.46
3074,4540,2018,40.1
3075,4540,2019,37.63
3076,4540,2020,36.12
3077,4540,2021,35.77
3078,4547,2016,14.86
3079,4547,2017,16.23
3080,4547,2018,13.86
3081,4547,2019,16.93
3082,4547,2020,20.26
3083,4547,2021,16.29
3084,4548,2016,12.79
3085,4548,2017,13.85
3086,4548,2018,9.66
3087,4548,2019,13.86
3088,4548,2020,7.84
3089,4548,2021,11.43
3090,4549,2016,44.31
3091,4549,2017,39.02
3092,4549,2018,35.02
3093,4549,2019,34.77
3094,4549,2020,33.87
3095,4549,2021,36.78
3096,4552,2016,31.63
3097,4552,2017,40.09
3098,4552,2018,38.38
3099,4552,2019,47.84
3100,4552,2020,92.51
3101,4552,2021,91.51
3102,4553,2016,110.11
3103,4553,2017,114.46
3104,4553,2018,99.14
3105,4553,2019,104.05
3106,4553,2020,97.59
3107,4553,2021,129.67
3108,4554,2016,59.39
3109,4554,2017,48.24
3110,4554,2018,42.31
3111,4554,2019,47.87
3112,4554,2020,49.73
3113,4554,2021,90.47
3114,4556,2016,59.31
3115,4556,2017,59.42
3116,4556,2018,61.16
3117,4556,2019,53.94
3118,4556,2020,49.41
3119,4556,2021,45.6
3120,4558,2016,151.65
3121,4558,2017,148.09
3122,4558,2018,150.49
3123,4558,2019,146.33
3124,4558,2020,111.45
3125,4558,2021,103.9
3126,4559,2016,78.48
3127,4559,2017,78.95
3128,4559,2018,90.06
3129,4559,2019,96.65
3130,4559,2020,129.93
3131,4559,2021,148.1
3132,4563,2016,17.89
3133,4563,2017,10.33
3134,4563,2018,4.22
3135,4563,2019,4.35
3136,4563,2020,16.4
3137,4563,2021,16.04
3138,4564,2016,5.16
3139,4564,2017,5.93
3140,4564,2018,11.71
3141,4564,2019,8.0
3142,4564,2020,9.56
3143,4564,2021,25.88
3144,4565,2016,20.53
3145,4565,2017,17.1
3146,4565,2018,15.51
3147,4565,2019,1.96
3148,4565,2020,28.57
3149,4565,2021,61.64
3150,4568,2016,64.86
3151,4568,2017,66.55
3152,4568,2018,69.24
3153,4568,2019,64.91
3154,4568,2020,67.76
3155,4568,2021,76.15
3156,4569,2016,1.97
3157,4569,2017,1.64
3158,4569,2018,62.3
3159,4569,2019,47.16
3160,4569,2020,47.18
3161,4569,2021,47.21
3162,4570,2016,153.21
3163,4570,2017,61.61
3164,4570,2018,36.05
3165,4570,2019,18.19
3166,4570,2020,6.35
3167,4570,2021,16.17
3168,4571,2016,29.2
3169,4571,2017,66.33
3170,4571,2018,46.42
3171,4571,2019,2.02
3172,4571,2020,4.31
3173,4571,2021,28.34
3174,4572,2016,46.73
3175,4572,2017,59.25
3176,4572,2018,98.54
3177,4572,2019,40.33
3178,4572,2020,26.94
3179,4572,2021,26.52
3180,4574,2016,21.73
3181,4574,2017,24.64
3182,4574,2018,23.35
3183,4574,2019,31.4
3184,4574,2020,39.57
3185,4574,2021,76.63
3186,4575,2016,4.21
3187,4575,2017,7.61
3188,4575,2018,45.09
3189,4575,2019,38.02
3190,4575,2020,679.47
3191,4575,2021,243.47
3192,4576,2016,0.92
3193,4576,2017,35.85
3194,4576,2018,63.94
3195,4576,2019,41.02
3196,4576,2020,25.53
3197,4576,2021,20.96
3198,4577,2016,83.01
3199,4577,2017,78.24
3200,4577,2018,67.36
3201,4577,2019,50.85
3202,4577,2020,49.59
3203,4577,2021,39.44
3204,4578,2016,3.46
3205,4578,2017,2.16
3206,4578,2018,7.94
3207,4578,2019,18.42
3208,4578,2020,18.83
3209,4578,2021,16.78
3210,4579,2016,6.12
3211,4579,2017,3.53
3212,4579,2018,4.71
3213,4579,2019,4.37
3214,4579,2020,5.45
3215,4579,2021,9.08
3216,4582,2016,27.57
3217,4582,2017,37.44
3218,4582,2018,30.58
3219,4582,2019,23.1
3220,4582,2020,40.05
3221,4582,2021,27.42
3222,4583,2016,4.95
3223,4583,2017,4.81
3224,4583,2018,5.82
3225,4583,2019,7.16
3226,4583,2020,12.46
3227,4583,2021,24.0
3228,4584,2016,5.9
3229,4584,2017,16.37
3230,4584,2018,15.57
3231,4584,2019,142.45
3232,4584,2020,153.08
3233,4584,2021,116.4
3234,4586,2016,20.17
3235,4586,2017,5.08
3236,4586,2018,8.74
3237,4586,2019,6.79
3238,4586,2020,7.16
3239,4586,2021,8.15
3240,4587,2016,16.73
3241,4587,2017,11.88
3242,4587,2018,12.26
3243,4587,2019,9.945
3244,4587,2020,23.89
3245,4587,2021,6.49
3246,4588,2016,20.1
3247,4588,2017,20.34
3248,4588,2018,18.26
3249,4588,2019,26.86
3250,4588,2020,39.73
3251,4588,2021,19.44
3252,4591,2016,2.34
3253,4591,2017,4.45
3254,4591,2018,73.28
3255,4591,2019,4.07
3256,4591,2020,1.93
3257,4591,2021,5.54
3258,4592,2016,21.88
3259,4592,2017,42.49
3260,4592,2018,47.52
3261,4592,2019,38.89
3262,4592,2020,53.56
3263,4592,2021,166.96
3264,4593,2016,53.32
3265,4593,2017,21.93
3266,4593,2018,39.18
3267,4593,2019,136.69
3268,4593,2020,238.27
3269,4593,2021,237.59
3270,4594,2016,3.94
3271,4594,2017,4.15
3272,4594,2018,4.14
3273,4594,2019,7.52
3274,4594,2020,6.01
3275,4594,2021,9.53
3276,4595,2016,113.13
3277,4595,2017,79.61
3278,4595,2018,76.93
3279,4595,2019,69.6
3280,4595,2020,59.95
3281,4595,2021,51.87
3285,4596,2019,7.93
3286,4596,2020,3.78
3287,4596,2021,2.08
3288,4597,2016,20.94
3289,4597,2017,11.64
3290,4597,2018,15.57
3291,4597,2019,25.95
3292,4597,2020,160.41
3293,4597,2021,108.86
3294,4598,2016,25.91
3295,4598,2017,4.99
3296,4598,2018,1.8
3297,4598,2019,5.11
3298,4598,2020,3.95
3299,4598,2021,7.38
3301,4599,2017,5.25
3302,4599,2018,2.78
3303,4599,2019,3.51
3304,4599,2020,4.0
3305,4599,2021,2.06
3306,4611,2016,135.59
3307,4611,2017,116.0
3308,4611,2018,108.16
3309,4611,2019,103.88
3310,4611,2020,102.83
3311,4611,2021,102.38
3312,4612,2016,8.42
3313,4612,2017,24.62
3314,4612,2018,18.78
3315,4612,2019,119.06
3316,4612,2020,149.92
3317,4612,2021,34.61
3318,4613,2016,93.92
3319,4613,2017,98.46
3320,4613,2018,89.78
3321,4613,2019,76.96
3322,4613,2020,89.79
3323,4613,2021,58.06
3324,4615,2016,116.6
3325,4615,2017,117.48
3326,4615,2018,126.53
3327,4615,2019,116.05
3328,4615,2020,100.29
3329,4615,2021,125.43
3330,4616,2016,299.59
3331,4616,2017,243.89
3332,4616,2018,231.51
3333,4616,2019,219.7
3334,4616,2020,196.21
3335,4616,2021,201.16
3336,4617,2016,56.94
3337,4617,2017,55.67
3338,4617,2018,65.17
3339,4617,2019,68.99
3340,4617,2020,61.7
3341,4617,2021,70.92
3342,4619,2016,77.1
3343,4619,2017,87.86
3344,4619,2018,79.92
3345,4619,2019,75.62
3346,4619,2020,71.57
3347,4619,2021,71.87
3348,4620,2016,35.11
3349,4620,2017,33.59
3350,4620,2018,30.56
3351,4620,2019,25.63
3352,4620,2020,26.88
3353,4620,2021,24.62
3354,4623,2016,50.92
3355,4623,2017,44.75
3356,4623,2018,41.09
3357,4623,2019,42.69
3358,4623,2020,43.93
3359,4623,2021,41.06
3360,4624,2016,25.01
3361,4624,2017,26.56
3362,4624,2018,24.7
3363,4624,2019,21.51
3364,4624,2020,21.6
3365,4624,2021,20.63
3366,4625,2016,53.45
3367,4625,2017,49.39
3368,4625,2018,46.14
3369,4625,2019,43.75
3370,4625,2020,49.18
3371,4625,2021,45.6
3372,4626,2016,17.15
3373,4626,2017,48.75
3374,4626,2018,40.23
3375,4626,2019,106.45
3376,4626,2020,155.19
3377,4626,2021,144.09
3378,4627,2016,25.68
3379,4627,2017,27.83
3380,4627,2018,26.98
3381,4627,2019,28.11
3382,4627,2020,27.95
3383,4627,2021,27.18
3384,4628,2016,22.67
3385,4628,2017,20.45
3386,4628,2018,20.98
3387,4628,2019,18.89
3388,4628,2020,17.93
3389,4628,2021,19.1
3390,4629,2016,65.81
3391,4629,2017,71.21
3392,4629,2018,70.7
3393,4629,2019,59.03
3394,4629,2020,50.33
3395,4629,2021,60.25
3396,4631,2016,144.73
3397,4631,2017,142.5
3398,4631,2018,132.39
3399,4631,2019,131.15
3400,4631,2020,130.28
3401,4631,2021,159.92
3402,4633,2016,69.44
3403,4633,2017,71.86
3404,4633,2018,72.69
3405,4633,2019,66.3
3406,4633,2020,63.18
3407,4633,2021,66.1
3408,4634,2016,42.73
3409,4634,2017,41.38
3410,4634,2018,43.24
3411,4634,2019,41.54
3412,4634,2020,52.98
3413,4634,2021,52.53
3414,4635,2016,102.78
3415,4635,2017,99.97
3416,4635,2018,98.51
3417,4635,2019,84.86
3418,4635,2020,89.67
3419,4635,2021,90.62
3421,4880,2017,57.49
3422,4880,2018,73.57
3423,4880,2019,14.56
3424,4880,2020,15.15
3425,4880,2021,23.83
3428,4881,2018,18.11
3429,4881,2019,9.14
3430,4881,2020,4.26
3431,4881,2021,5.92
3434,4882,2018,2.41
3435,4882,2019,12.58
3436,4882,2020,3.15
3437,4882,2021,4.7
3440,4883,2018,1.34
3441,4883,2019,2.02
3442,4883,2020,0.49
3443,4883,2021,8.72
3446,4884,2018,9.27
3447,4884,2019,16.2
3448,4884,2020,7.36
3449,4884,2021,5.15
3453,4885,2019,2476.97
3454,4885,2020,1798.81
3455,4885,2021,245.73
3458,4888,2018,119.19
3459,4888,2019,285.36
3460,4888,2020,790.0
3461,4888,2021,53.23
3465,4889,2019,62.96
3466,4889,2020,90.02
3467,4889,2021,10.77
3471,4890,2019,60.61
3472,4890,2020,82.4
3473,4890,2021,117.34
3478,4891,2020,7.64
3479,4891,2021,11.66
3484,4892,2020,41.73
3485,4892,2021,39.28
3491,4893,2021,2.03
3496,4894,2020,3.34
3497,4894,2021,3.84
3503,4896,2021,14.61
3504,4901,2016,42.71
3505,4901,2017,35.68
3506,4901,2018,56.69
3507,4901,2019,48.18
3508,4901,2020,39.17
3509,4901,2021,36.51
3510,4911,2016,56.41
3511,4911,2017,74.28
3512,4911,2018,91.38
3513,4911,2019,84.9
3514,4911,2020,85.69
3515,4911,2021,71.03
3516,4912,2016,81.98
3517,4912,2017,77.88
3518,4912,2018,69.08
3519,4912,2019,70.12
3520,4912,2020,78.9
3521,4912,2021,57.82
3522,4914,2016,109.62
3523,4914,2017,99.6
3524,4914,2018,92.68
3525,4914,2019,91.02
3526,4914,2020,87.55
3527,4914,2021,93.41
3528,4917,2016,15.64
3529,4917,2017,17.12
3530,4917,2018,15.78
3531,4917,2019,17.16
3532,4917,2020,20.38
3533,4917,2021,16.46
3534,4918,2016,176.8
3535,4918,2017,302.8
3536,4918,2018,305.23
3537,4918,2019,224.45
3538,4918,2020,212.33
3539,4918,2021,92.26
3540,4919,2016,16.13
3541,4919,2017,20.55
3542,4919,2018,19.17
3543,4919,2019,16.63
3544,4919,2020,18.18
3545,4919,2021,19.91
3546,4920,2016,234.07
3547,4920,2017,201.16
3548,4920,2018,194.12
3549,4920,2019,283.21
3550,4920,2020,421.33
3551,4920,2021,434.1
3552,4922,2016,41.74
3553,4922,2017,43.3
3554,4922,2018,39.34
3555,4922,2019,29.41
3556,4922,2020,30.19
3557,4922,2021,22.12
3558,4923,2016,29.23
3559,4923,2017,31.06
3560,4923,2018,34.13
3561,4923,2019,33.72
3562,4923,2020,35.02
3563,4923,2021,37.15
3564,4925,2016,59.61
3565,4925,2017,61.37
3566,4925,2018,41.18
3567,4925,2019,42.02
3568,4925,2020,52.1
3569,4925,2021,41.31
3570,4926,2016,26.72
3571,4926,2017,27.81
3572,4926,2018,22.95
3573,4926,2019,24.21
3574,4926,2020,25.09
3575,4926,2021,53.28
3576,4927,2016,97.05
3577,4927,2017,90.34
3578,4927,2018,108.53
3579,4927,2019,80.15
3580,4927,2020,84.24
3581,4927,2021,88.89
3582,4928,2016,0.83
3583,4928,2017,1.03
3584,4928,2018,1.17
3585,4928,2019,1.38
3586,4928,2020,1.835
3587,4928,2021,1.43
3588,4929,2016,20.92
3589,4929,2017,20.99
3590,4929,2018,22.15
3591,4929,2019,20.19
3592,4929,2020,24.29
3593,4929,2021,13.61
3595,4931,2017,223.43
3596,4931,2018,128.15
3597,4931,2019,45.59
3598,4931,2020,40.05
3599,4931,2021,34.23
3602,4932,2018,58.52
3603,4932,2019,44.79
3604,4932,2020,28.79
3605,4932,2021,25.11
3608,4933,2018,710.5
3609,4933,2019,469.24
3610,4933,2020,85.42
3611,4933,2021,60.43
3614,4934,2018,1108.33
3615,4934,2019,895.1
3616,4934,2020,372.53
3617,4934,2021,81.9
3620,4935,2018,251.67
3621,4935,2019,253.91
3622,4935,2020,171.87
3623,4935,2021,124.6
3627,4936,2019,54.73
3628,4936,2020,28.36
3629,4936,2021,14.3
3633,4937,2019,1514.52
3634,4937,2020,631.68
3635,4937,2021,137.5
3636,4951,2016,50.72
3637,4951,2017,45.81
3638,4951,2018,42.76
3639,4951,2019,40.73
3640,4951,2020,42.54
3641,4951,2021,38.04
3642,4956,2016,61.32
3643,4956,2017,67.89
3644,4956,2018,93.23
3645,4956,2019,84.75
3646,4956,2020,81.1
3647,4956,2021,82.65
3648,4957,2016,19.74
3649,4957,2017,30.18
3650,4957,2018,25.32
3651,4957,2019,39.51
3652,4957,2020,34.0
3653,4957,2021,29.16
3654,4958,2016,25.14
3655,4958,2017,25.04
3656,4958,2018,25.04
3657,4958,2019,25.17
3658,4958,2020,21.81
3659,4958,2021,22.14
3660,4960,2016,240.97
3661,4960,2017,234.78
3662,4960,2018,221.78
3663,4960,2019,215.96
3664,4960,2020,201.5
3665,4960,2021,194.1
3666,4966,2016,28.08
3667,4966,2017,23.21
3668,4966,2018,25.64
3669,4966,2019,22.73
3670,4966,2020,19.61
3671,4966,2021,20.33
3672,4967,2016,40.52
3673,4967,2017,42.54
3674,4967,2018,38.15
3675,4967,2019,35.79
3676,4967,2020,31.62
3677,4967,2021,30.14
3678,4968,2016,53.51
3679,4968,2017,51.8
3680,4968,2018,58.46
3681,4968,2019,62.82
3682,4968,2020,68.74
3683,4968,2021,76.67
3684,4970,2016,306.06
3685,4970,2017,287.1
3686,4970,2018,316.98
3687,4970,2019,270.23
3688,4970,2020,240.24
3689,4970,2021,191.92
3690,4971,2016,40.51
3691,4971,2017,34.57
3692,4971,2018,25.63
3693,4971,2019,25.63
3694,4971,2020,24.09
3695,4971,2021,20.65
3696,4972,2016,49.45
3697,4972,2017,51.83
3698,4972,2018,50.25
3699,4972,2019,44.07
3700,4972,2020,46.52
3701,4972,2021,45.69
3702,4973,2016,16.93
3703,4973,2017,20.75
3704,4973,2018,15.64
3705,4973,2019,17.87
3706,4973,2020,22.14
3707,4973,2021,18.55
3708,4974,2016,7.85
3709,4974,2017,7.32
3710,4974,2018,7.56
3711,4974,2019,9.88
3712,4974,2020,16.48
3713,4974,2021,17.61
3714,4975,2016,38.47
3715,4975,2017,35.08
3716,4975,2018,29.58
3717,4975,2019,28.67
3718,4975,2020,24.13
3719,4975,2021,19.18
3720,4976,2016,26.27
3721,4976,2017,29.05
3722,4976,2018,24.83
3723,4976,2019,22.44
3724,4976,2020,20.47
3725,4976,2021,23.63
3726,4977,2016,98.27
3727,4977,2017,102.43
3728,4977,2018,94.39
3729,4977,2019,89.7
3730,4977,2020,88.14
3731,4977,2021,90.45
3732,4978,2016,2.45
3733,4978,2017,3.81
3734,4978,2018,3.32
3735,4978,2019,5.1
3736,4978,2020,7.46
3737,4978,2021,8.48
3738,4979,2016,145.77
3739,4979,2017,90.01
3740,4979,2018,243.23
3741,4979,2019,228.01
3742,4979,2020,194.38
3743,4979,2021,155.33
3744,4980,2016,114.9
3745,4980,2017,105.16
3746,4980,2018,91.78
3747,4980,2019,87.81
3748,4980,2020,90.73
3749,4980,2021,108.89
3750,4985,2016,71.51
3751,4985,2017,88.42
3752,4985,2018,99.09
3753,4985,2019,99.34
3754,4985,2020,78.11
3755,4985,2021,68.8
3756,4990,2016,152.97
3757,4990,2017,137.13
3758,4990,2018,129.64
3759,4990,2019,123.94
3760,4990,2020,118.18
3761,4990,2021,111.62
3762,4992,2016,116.43
3763,4992,2017,90.07
3764,4992,2018,71.81
3765,4992,2019,69.36
3766,4992,2020,63.14
3767,4992,2021,56.23
3768,4994,2016,51.01
3769,4994,2017,49.8
3770,4994,2018,45.66
3771,4994,2019,40.09
3772,4994,2020,34.96
3773,4994,2021,34.87
3774,4995,2016,227.4
3775,4995,2017,203.55
3776,4995,2018,218.6
3777,4995,2019,216.48
3778,4995,2020,207.55
3779,4995,2021,194.98
3780,4996,2016,58.09
3781,4996,2017,33.93
3782,4996,2018,31.76
3783,4996,2019,42.66
3784,4996,2020,49.15
3785,4996,2021,55.72
3786,4997,2016,46.61
3787,4997,2017,42.06
3788,4997,2018,37.05
3789,4997,2019,34.79
3790,4997,2020,42.42
3791,4997,2021,40.91
3792,4998,2016,248.27
3793,4998,2017,132.78
3794,4998,2018,137.6
3795,4998,2019,119.42
3796,4998,2020,124.03
3797,4998,2021,147.29
3798,5010,2016,153.51
3799,5010,2017,151.35
3800,5010,2018,173.67
3801,5010,2019,202.45
3802,5010,2020,301.66
3803,5010,2021,318.9
3804,5011,2016,58.62
3805,5011,2017,54.68
3806,5011,2018,53.07
3807,5011,2019,53.12
3808,5011,2020,52.2
3809,5011,2021,48.54
3810,5013,2016,42.34
3811,5013,2017,40.89
3812,5013,2018,62.53
3813,5013,2019,57.05
3814,5013,2020,58.72
3815,5013,2021,65.59
3816,5015,2016,28.24
3817,5015,2017,25.64
3818,5015,2018,27.23
3819,5015,2019,25.84
3820,5015,2020,26.32
3821,5015,2021,24.12
3822,5017,2016,490.0
3823,5017,2017,422.08
3824,5017,2018,440.92
3825,5017,2019,745.53
3826,5017,2020,648.39
3827,5017,2021,658.46
3828,5018,2016,76.53
3829,5018,2017,71.3
3830,5018,2018,72.57
3831,5018,2019,69.86
3832,5018,2020,70.72
3833,5018,2021,47.92
3834,5019,2016,409.92
3835,5019,2017,276.03
3836,5019,2018,302.86
3837,5019,2019,263.24
3838,5019,2020,243.35
3839,5019,2021,226.5
3840,5020,2016,155.85
3841,5020,2017,116.52
3842,5020,2018,108.53
3843,5020,2019,127.58
3844,5020,2020,120.8
3845,5020,2021,150.34
3846,5021,2016,917.76
3847,5021,2017,858.88
3848,5021,2018,715.59
3849,5021,2019,787.11
3850,5021,2020,548.76
3851,5021,2021,533.79
3853,5070,2017,834.5
3854,5070,2018,505.07
3855,5070,2019,172.5
3856,5070,2020,95.21
3857,5070,2021,98.74
3859,5071,2017,139.37
3860,5071,2018,115.58
3861,5071,2019,52.33
3862,5071,2020,44.5
3863,5071,2021,61.85
3873,5074,2019,43.41
3874,5074,2020,37.54
3875,5074,2021,5.57
3879,5075,2019,8.06
3880,5075,2020,20.8
3881,5075,2021,4.29
3886,5077,2020,44.35
3887,5077,2021,31.99
3891,5078,2019,75.82
3892,5078,2020,64.38
3893,5078,2021,54.19
3898,5079,2020,76.94
3899,5079,2021,64.83
3900,5101,2016,141.54
3901,5101,2017,191.5
3902,5101,2018,133.18
3903,5101,2019,108.32
3904,5101,2020,91.23
3905,5101,2021,82.03
3906,5103,2016,11.3
3907,5103,2017,14.91
3908,5103,2018,16.22
3909,5103,2019,18.63
3910,5103,2020,35.62
3911,5103,2021,48.91
3912,5105,2016,202.25
3913,5105,2017,178.53
3914,5105,2018,206.83
3915,5105,2019,100.91
3916,5105,2020,103.69
3917,5105,2021,104.53
3918,5108,2016,31.34
3919,5108,2017,42.55
3920,5108,2018,37.21
3921,5108,2019,50.7
3922,5108,2020,62.23
3923,5108,2021,55.57
3924,5110,2016,115.25
3925,5110,2017,139.41
3926,5110,2018,135.13
3927,5110,2019,130.24
3928,5110,2020,111.37
3929,5110,2021,120.62
3930,5121,2016,43.28
3931,5121,2017,47.15
3932,5121,2018,45.85
3933,5121,2019,47.13
3934,5121,2020,40.76
3935,5121,2021,41.74
3936,5122,2016,67.8
3937,5122,2017,68.58
3938,5122,2018,68.19
3939,5122,2019,64.68
3940,5122,2020,64.58
3941,5122,2021,62.39
3942,5142,2016,83.78
3943,5142,2017,86.08
3944,5142,2018,88.55
3945,5142,2019,82.95
3946,5142,2020,77.62
3947,5142,2021,81.49
3948,5161,2016,78.71
3949,5161,2017,75.15
3950,5161,2018,64.93
3951,5161,2019,55.77
3952,5161,2020,59.03
3953,5161,2021,51.48
3954,5162,2016,168.24
3955,5162,2017,156.68
3956,5162,2018,147.35
3957,5162,2019,147.98
3958,5162,2020,144.85
3959,5162,2021,120.77
3960,5184,2016,88.84
3961,5184,2017,78.72
3962,5184,2018,69.48
3963,5184,2019,56.35
3964,5184,2020,48.87
3965,5184,2021,45.98
3966,5185,2016,68.81
3967,5185,2017,82.49
3968,5185,2018,105.34
3969,5185,2019,91.33
3970,5185,2020,76.43
3971,5185,2021,79.59
3972,5186,2016,24.63
3973,5186,2017,25.55
3974,5186,2018,22.62
3975,5186,2019,18.0
3976,5186,2020,20.48
3977,5186,2021,20.81
3978,5189,2016,117.49
3979,5189,2017,106.04
3980,5189,2018,104.97
3981,5189,2019,113.93
3982,5189,2020,96.39
3983,5189,2021,96.91
3984,5191,2016,179.95
3985,5191,2017,175.09
3986,5191,2018,186.6
3987,5191,2019,158.1
3988,5191,2020,178.55
3989,5191,2021,178.88
3990,5192,2016,63.42
3991,5192,2017,63.26
3992,5192,2018,70.27
3993,5192,2019,74.62
3994,5192,2020,62.78
3995,5192,2021,61.36
3996,5194,2016,83.82
3997,5194,2017,112.62
3998,5194,2018,78.43
3999,5194,2019,95.83
4000,5194,2020,77.64
4001,5194,2021,61.96
4002,5195,2016,82.23
4003,5195,2017,78.69
4004,5195,2018,69.06
4005,5195,2019,88.87
4006,5195,2020,77.86
4007,5195,2021,92.01
4008,5199,2016,225.79
4009,5199,2017,256.88
4010,5199,2018,316.31
4011,5199,2019,303.55
4012,5199,2020,279.77
4013,5199,2021,287.22
4014,5201,2016,99.26
4015,5201,2017,107.88
4016,5201,2018,118.49
4017,5201,2019,82.65
4018,5201,2020,113.51
4019,5201,2021,80.11
4020,5202,2016,120.78
4021,5202,2017,107.35
4022,5202,2018,104.78
4023,5202,2019,115.53
4024,5202,2020,119.11
4025,5202,2021,118.13
4026,5204,2016,250.05
4027,5204,2017,229.63
4028,5204,2018,202.94
4029,5204,2019,213.58
4030,5204,2020,265.99
4031,5204,2021,240.91
4032,5208,2016,26.08
4033,5208,2017,27.92
4034,5208,2018,25.03
4035,5208,2019,32.51
4036,5208,2020,23.26
4037,5208,2021,22.53
4038,5210,2016,70.84
4039,5210,2017,76.6
4040,5210,2018,85.89
4041,5210,2019,100.34
4042,5210,2020,100.7
4043,5210,2021,174.72
4044,5214,2016,36.69
4045,5214,2017,41.28
4046,5214,2018,35.06
4047,5214,2019,36.53
4048,5214,2020,38.05
4049,5214,2021,36.49
4050,5216,2016,785.93
4051,5216,2017,1098.33
4054,5216,2020,318.6
4055,5216,2021,142.65
4056,5218,2016,38.86
4057,5218,2017,33.4
4058,5218,2018,33.19
4059,5218,2019,30.57
4060,5218,2020,36.52
4061,5218,2021,33.95
4062,5232,2016,68.52
4063,5232,2017,65.97
4064,5232,2018,71.13
4065,5232,2019,67.89
4066,5232,2020,69.39
4067,5232,2021,75.5
4068,5233,2016,121.19
4069,5233,2017,109.11
4070,5233,2018,113.26
4071,5233,2019,104.95
4072,5233,2020,101.59
4073,5233,2021,110.73
4074,5237,2016,61.18
4075,5237,2017,57.01
4076,5237,2018,82.04
4077,5237,2019,62.61
4078,5237,2020,64.79
4079,5237,2021,57.95
4080,5262,2016,69.13
4081,5262,2017,68.32
4082,5262,2018,62.49
4083,5262,2019,55.82
4084,5262,2020,48.38
4085,5262,2021,49.89
4086,5268,2016,58.77
4087,5268,2017,51.99
4088,5268,2018,56.85
4089,5268,2019,45.65
4090,5268,2020,38.93
4091,5268,2021,33.92
4092,5269,2016,104.99
4093,5269,2017,120.67
4094,5269,2018,123.19
4095,5269,2019,115.54
4096,5269,2020,113.44
4097,5269,2021,123.06
4098,5271,2016,542.12
4099,5271,2017,470.1
4100,5271,2018,336.31
4101,5271,2019,324.59
4102,5271,2020,377.31
4103,5271,2021,393.3
4104,5273,2016,75.18
4105,5273,2017,72.26
4106,5273,2018,64.33
