,code,îNî≈,åéïΩãœécã∆éûä‘,óLãxéÊìæó¶/ëOä˙,ä«óùêEÅEèóê´î‰ó¶,ïΩãœîNóÓçáåv/ëOä˙,fusaiRate,ÉÅÉìÉ^ÉãÉwÉãÉXãxêEé“ó¶,ïΩãœîNä‘ããó^/ëOä˙ÅiëŒêîÅj,è]ã∆àıêîçáåv/ëOä˙ÅiëŒêîÅj,é©å»ìsçáó£êEó¶
198,8111,2018,12.0,59.0,13.9,38.2,138.01,0.005199306759098787,6.636934698888497,3.238297067875394,0.002152852529601722
199,8111,2021,9.2,81.7,3.9,43.4,77.21,0.023809523809523808,6.833177020444142,2.8785217955012063,0.00894187779433681
200,1801,2018,40.3,37.3,1.5,42.9,168.17,0.0016636957813428402,6.97773699963842,3.9250541203118425,0.010901883052527254
201,1801,2019,37.2,42.9,1.7,43.0,173.25,0.0012939654158334313,6.9944439903761895,3.9294700161774894,0.0112893642305407
202,1801,2020,37.8,47.5,3.2,43.0,145.77,0.001531213191990577,7.021670726755725,3.928907690243953,0.01011645688742501
203,1801,2021,41.5,46.2,3.8,43.0,150.35,0.001880804043728694,7.004460411757105,3.929776432804902,0.010836277974087162
204,2002,2020,21.2,78.5,12.4,42.6,32.04,0.02373887240356083,6.937188184524162,2.5276299008713385,0.02622950819672131
205,2002,2021,19.1,69.1,7.5,41.0,23.47,0.010814249363867684,6.941399266818587,3.196452541703389,0.008902077151335312
206,4042,2018,16.7,78.4,0.6,40.3,39.46,0.0014983518130056938,6.879554600938975,3.5233562066547925,0.004194128220491312
207,4042,2019,15.9,77.7,1.4,39.9,30.6,0.0011750881316098707,6.887954703808801,3.53198955141255,0.005993407252022775
208,4042,2020,16.2,75.5,1.0,39.5,36.43,0.0022850614110254213,6.899711094571145,3.5441921107650325,0.0032314923619271444
209,4042,2021,16.9,79.2,1.4,39.1,30.08,0.0041946308724832215,6.906442793817033,3.55339751012388,0.008854612967723507
210,4182,2018,13.8,83.7,1.4,41.4,57.08,0.003013344812742144,6.917737246486669,3.3660492098002353,0.015358361774744027
211,4182,2019,14.0,82.8,1.4,40.1,46.32,0.0013100436681222707,6.922820919645016,3.359835482339888,0.008609556607834697
212,4182,2020,13.7,84.0,2.0,40.2,53.24,0.0016985138004246285,6.9364491464241205,3.371990911464915,0.007423580786026201
213,4182,2021,12.0,84.6,2.3,40.6,63.97,0.005855290673358427,6.943817247908146,3.378579576115775,0.008492569002123142
214,4114,2018,16.4,64.2,1.8,37.9,33.76,0.0031717263253285004,6.906173363644049,3.343802333161655,0.011965025310630465
215,4114,2019,16.1,66.1,2.3,37.8,32.6,0.0031069684864624943,6.890923771489014,3.3527611917238307,0.014952424105120073
216,4114,2020,15.8,71.6,2.8,38.0,32.7,0.003469210754553339,6.90156729002845,3.36285930295868,0.013759431868619618
217,4114,2021,15.4,69.0,3.3,38.3,36.83,0.004674883127921802,6.9086458389071135,3.3716219271760215,0.017346053772766695
218,5191,2018,28.7,62.4,1.2,38.9,186.6,0.01107649705780547,6.852723910791206,3.460747541844197,0.021211084502223743
219,5191,2019,28.1,66.7,1.4,40.1,158.1,0.012550881953867029,6.85533740446954,3.469527479187014,0.020422291450328832
220,5191,2020,25.9,68.5,1.2,40.3,178.55,0.01153972964061985,6.850707485374537,3.4818724103106633,0.022727272727272728
221,5191,2021,23.5,75.1,1.4,40.2,178.88,0.008939213349225268,6.835183069849044,3.5258219521566625,0.01912298054731289
222,3861,2018,21.9,60.6,3.2,43.5,184.95,0.047872340425531915,6.9444053805956525,2.575187844927661,0.296
223,3861,2019,11.7,72.3,3.3,43.6,178.39,0.016853932584269662,6.942276984149602,2.5514499979728753,0.02127659574468085
224,3861,2020,11.6,76.6,3.6,43.6,178.59,0.039755351681957186,6.909421066772972,2.514547752660286,0.016853932584269662
225,3861,2021,12.4,74.9,10.5,44.5,173.88,0.005420054200542005,6.921236760936951,2.56702636615906,0.039755351681957186
226,4208,2018,16.6,70.1,1.4,41.5,166.17,0.007751937984496124,6.824000020051317,3.5577477416414682,0.005144868670457623
227,4208,2019,16.2,73.7,1.5,41.4,162.69,0.012658227848101266,6.81861486834632,3.550839605065785,0.007198228128460687
228,4208,2020,16.6,78.2,2.4,41.5,169.96,0.013341419041843541,6.838392148876898,3.5182506513085,0.01490857946554149
229,2815,2021,15.1,27.8,0.0,38.0,10.5,0.009107468123861567,6.717004407040547,2.739572344450092,0.009652509652509652
230,4206,2018,9.3,45.0,1.9,38.9,27.03,0.0036463081130355514,6.805148386120013,3.0402066275747113,0.02281021897810219
231,4206,2019,10.7,56.0,2.1,39.3,25.54,0.006808510638297872,6.80540542522429,3.070037866607755,0.016408386508659983
232,4206,2020,11.3,61.7,2.8,39.3,23.01,0.005862646566164154,6.810815936051867,3.0770043267933502,0.02297872340425532
233,4206,2021,11.1,66.7,3.1,39.5,27.66,0.007263922518159807,6.814007468421787,3.0930713063760633,0.03685092127303183
234,2602,2020,19.4,63.4,8.6,42.3,100.93,0.004280821917808219,6.862034905112554,3.0674428427763805,0.02009132420091324
235,2602,2021,19.8,67.6,8.6,42.4,124.2,0.002508361204013378,6.8756246699258075,3.077731179652392,0.02054794520547945
236,3591,2019,6.2,81.8,21.1,41.9,19.17,0.01270864946889226,6.632861938960376,3.7219754015859534,0.03462397617274758
237,3591,2020,6.2,86.6,22.8,42.2,37.01,0.013484877672895397,6.636970066573492,3.7152510288788494,0.03698786039453718
238,3591,2021,5.9,87.0,23.7,42.7,19.49,0.016485647788983707,6.648205491773278,3.7123129086813655,0.03371219418223849
239,4528,2018,15.2,50.3,3.9,40.9,16.64,0.0016329196603527107,6.952692984514144,3.486005186362242,0.011371467953135768
240,4528,2019,15.4,56.8,3.9,41.4,18.06,0.0034385745545482964,6.95689392226568,3.505014240084107,0.010124101894186806
241,4528,2020,15.0,57.5,4.5,41.8,16.55,0.0027405602923264312,6.96237932859057,3.516403148447403,0.012503907471084715
242,4528,2021,13.6,65.0,4.6,41.9,10.47,0.004563431700638881,6.967696303635033,3.5167997040816243,0.013702801461632157
243,5210,2018,5.1,58.7,0.9,42.1,85.89,0.0,6.7943972047818875,2.916453948549925,0.03233830845771144
244,5210,2019,5.2,58.5,3.8,42.3,100.34,0.0,6.803296957101637,2.920123326290724,0.02303030303030303
245,5210,2020,5.7,64.8,3.8,42.2,100.7,0.0012004801920768306,6.804527601256624,2.9206450014067875,0.019230769230769232
246,5210,2021,5.4,71.3,3.7,42.9,174.72,0.0012062726176115801,6.783184255095786,2.9185545305502734,0.022809123649459785
247,5121,2020,15.8,58.8,3.4,40.6,40.76,0.003278688524590164,6.764143615148986,2.785329835010767,0.02608695652173913
248,5121,2021,15.3,78.6,3.2,41.4,41.74,0.0031007751937984496,6.739812919665543,2.8095597146352675,0.022950819672131147
249,7970,2018,11.9,56.3,2.1,47.0,51.23,0.0,6.827391827345268,2.7831886910752575,0.013071895424836602
250,7970,2019,11.8,61.8,2.8,45.2,38.96,0.0,6.778295991088834,3.0081741840064264,0.014827018121911038
251,3941,2018,24.1,56.0,3.7,39.8,226.56,0.0037837837837837837,6.842145682456795,3.568201724066995,0.018206521739130434
252,3941,2019,24.0,57.6,4.2,40.0,243.21,0.003485254691689008,6.850679801357829,3.571708831808688,0.015675675675675675
253,3941,2020,22.9,58.6,4.8,39.8,221.16,0.006025674613570867,6.855605339730536,3.581722159949099,0.026005361930294905
254,3941,2021,20.8,64.6,4.7,40.3,224.47,0.0014844136566056407,6.85584472418211,3.606596309179285,0.02881844380403458
255,5401,2021,29.2,81.3,1.5,37.2,232.92,0.00741806908768822,6.787178623021376,4.432905183636574,0.014301844185171246
256,1911,2018,9.4,35.9,3.2,41.8,158.68,0.005351170568561873,6.930358233390934,3.651762447380111,0.022639800769753225
257,1911,2019,30.2,47.4,3.4,42.0,173.44,0.002983166418069465,6.936305844614797,3.6714505542124947,0.023411371237458192
258,1911,2020,20.0,53.2,3.7,42.2,164.35,0.00041459369817578774,6.934160580140959,3.683407299132095,0.021308331557639035
259,7305,2018,3.8,64.1,0.0,38.6,67.98,0.0035087719298245615,6.689220037263835,2.45484486000851,0.017361111111111112
260,7305,2019,4.2,59.8,2.2,38.9,73.52,0.0,6.704322140822235,2.4471580313422194,0.06315789473684211
261,7305,2020,5.0,66.7,2.1,38.4,64.67,0.0,6.701999474889637,2.4424797690644486,0.05
262,4091,2018,15.6,55.1,1.8,42.8,333.67,0.0016246953696181965,6.925078479342951,3.090258052931316,0.007258064516129033
263,4091,2019,17.4,60.0,2.1,43.5,324.38,0.00291970802919708,6.934184282126171,3.1367205671564067,0.012997562956945572
264,4091,2020,15.7,61.3,2.0,42.6,271.6,0.0034940600978336828,6.928491458218132,3.1556396337597765,0.008759124087591242
265,4091,2021,15.7,62.5,2.1,43.3,272.49,0.006105834464043419,6.914718783668317,3.1684974835230326,0.011180992313067784
266,2593,2018,37.1,35.2,2.1,37.3,97.42,0.003890329751759911,6.75470686293016,3.732232880220498,0.04400749063670412
267,2593,2019,36.1,37.9,2.3,37.7,89.42,0.0038356164383561643,6.751277101911967,3.738384123512156,0.03630974434975917
268,2593,2020,36.2,47.0,2.6,38.3,80.21,0.004991680532445923,6.75269947820018,3.7331169814420644,0.0365296803652968
269,2593,2021,32.6,52.0,2.6,38.8,97.08,0.0040718119563205625,6.770890875578842,3.732634967539196,0.04363098539471252
270,4619,2018,15.1,49.5,0.8,42.5,79.92,0.0,6.8281312047211,2.718501688867274,0.017857142857142856
271,4619,2019,16.9,58.0,0.8,41.6,75.62,0.0,6.832700470960567,2.7427251313046983,0.011472275334608031
272,4619,2020,14.5,59.2,0.8,41.0,71.57,0.0017301038062283738,6.823038411901194,2.761927838420529,0.012658227848101266
273,4619,2021,15.5,58.1,0.8,40.7,71.87,0.003367003367003367,6.813512269872735,2.7737864449811935,0.01903114186851211
274,4634,2019,6.2,59.6,3.2,41.9,41.54,0.00909090909090909,6.866610133290684,2.6434526764861874,0.016203703703703703
275,4634,2020,7.6,59.2,4.8,41.9,52.98,0.014634146341463415,6.873157260098198,2.6127838567197355,0.0022727272727272726
276,4634,2021,7.7,61.4,4.0,42.0,52.53,0.014634146341463415,6.873157783541081,2.6127838567197355,0.02195121951219512
277,2802,2018,18.9,88.8,6.9,43.0,198.24,0.012142237640936688,6.978858920140899,3.5389505620143615,0.011216566005176877
278,2802,2019,19.8,87.0,7.6,43.1,225.05,0.012990762124711317,6.975806564696852,3.539577883345309,0.01676785198034114
279,4228,2018,17.0,41.1,4.2,42.7,110.91,0.0,6.845841907421757,2.6201360549737576,0.025943396226415096
280,4228,2021,15.7,62.4,4.8,43.5,135.68,0.00702576112412178,6.85302861471299,2.630427875025024,0.0332541567695962
281,5711,2018,18.3,82.4,1.3,41.1,173.74,0.01222707423580786,6.863648696688769,3.660865478003869,0.010607734806629835
282,5711,2019,18.8,79.3,1.5,41.7,238.41,0.012006861063464836,6.844659491450232,3.668758541750958,0.012008733624454149
283,5711,2020,20.7,85.1,1.5,41.2,260.86,0.012273767422508842,6.856432031118981,3.681874122128647,0.010934819897084048
284,5711,2021,20.0,89.1,1.8,41.3,280.14,0.014879739094985732,6.815758135643552,3.690727543870367,0.016434366548783025
285,4205,2018,15.0,55.9,3.0,39.0,81.81,0.008176100628930818,6.851206352605215,3.2013971243204513,0.01293103448275862
286,4205,2019,19.5,50.7,3.5,39.9,68.31,0.0075,6.8519126004737325,3.2041199826559246,0.010691823899371069
287,4205,2020,16.5,55.8,3.5,40.5,65.62,0.005579665220086794,6.900039235487324,3.2076343673889616,0.02125
288,4205,2021,16.3,60.2,4.0,40.3,67.73,0.0125,6.8671597192003,3.2041199826559246,0.022938623682579044
289,5232,2020,10.5,77.1,1.9,41.1,69.39,0.002529510961214165,6.843479078455494,3.074084689028244,0.012690355329949238
290,5232,2021,10.3,80.0,2.1,41.5,75.5,0.002508361204013378,6.842802881788939,3.077731179652392,0.024451939291736932
291,4272,2018,11.5,60.5,6.8,40.3,28.61,0.0010775862068965517,6.872415955660439,3.268577971882843,0.012319228709159078
292,4272,2019,12.3,54.3,7.0,40.6,34.02,0.0032520325203252032,6.873808458419344,3.265996370495079,0.013469827586206896
293,4272,2020,12.6,61.1,7.7,40.2,27.92,0.003367003367003367,6.872740224664465,3.317854489331469,0.016260162601626018
294,4272,2021,12.1,55.8,8.4,40.1,27.94,0.005799903334944417,6.85575198895942,3.3157604906657347,0.02068302068302068
295,5801,2018,22.5,56.9,2.8,44.4,185.85,0.012578616352201259,6.862904427074413,3.5631249603380444,0.020820575627679118
296,5801,2019,23.5,60.3,3.3,44.5,182.27,0.012688984881209503,6.868715189134396,3.5686709780098966,0.012031719989062073
297,5801,2020,23.1,63.2,3.2,44.2,199.95,0.012840670859538784,6.866333838602565,3.5816083660320577,0.01376889848812095
298,5801,2021,23.1,64.4,3.4,44.1,231.51,0.013503184713375796,6.857798931476477,3.5938396610812715,0.01650943396226415
299,5110,2018,21.8,61.8,2.4,40.6,135.13,0.002853281273464484,6.814780145745805,3.8234090148925444,0.0090330223604324
300,5110,2019,22.7,61.9,2.5,40.7,130.24,0.0031503150315031502,6.813514271541883,3.8238653093245114,0.01006157080642739
301,5110,2020,24.1,70.1,2.6,40.7,111.37,0.0015331010452961672,6.8256208250035,3.85582190540603,0.0093009300930093
302,5110,2021,26.9,77.3,3.4,40.7,120.62,0.0020477815699658703,6.824587880520284,3.864807629026147,0.012682926829268294
303,4507,2018,4.2,57.6,9.2,41.7,14.84,0.008693428790590641,6.967395852912721,3.5922878159521305,0.012083847102342787
304,4507,2019,6.9,53.0,8.7,41.4,9.49,0.018221376121838457,6.963492595595569,3.5654936298688624,0.009971874200971618
305,4507,2020,5.8,54.0,9.8,41.7,15.05,0.01946607341490545,6.956270746657221,3.5558196830611912,0.014685885232526516
306,4507,2021,8.6,59.4,10.7,41.3,23.67,0.02099737532808399,6.974571743729063,3.4260230156898763,0.01557285873192436
307,3401,2018,11.8,81.6,4.2,42.2,126.43,0.007468879668049793,6.888762113787847,3.859138297294531,0.01615466101694915
308,3401,2019,11.9,78.0,4.3,42.7,118.29,0.007318894697535474,6.89855691471973,3.8257505813480277,0.015076071922544952
309,3401,2020,12.6,77.9,5.2,42.9,134.15,0.007644007644007644,6.904293918189276,3.864866914328526,0.01194921583271098
310,3401,2021,13.3,80.6,5.1,43.2,141.5,0.0086803200868032,6.913872690003941,3.8676442339030985,0.013377013377013377
311,5727,2021,18.7,86.0,1.4,40.4,113.53,0.0117096018735363,6.805024844429806,2.931457870689005,0.038461538461538464
312,1808,2020,31.8,63.5,3.8,41.3,134.43,0.0090311986863711,6.970551978460741,3.3866772839608377,0.018836333193804938
313,1808,2021,27.4,67.9,4.3,41.6,149.24,0.007676767676767677,6.972880188939161,3.3935752032695876,0.021346469622331693
314,8011,2018,8.6,62.8,8.4,44.6,62.12,0.003943217665615142,6.816837630902035,3.1031192535457137,0.009167303284950344
315,8011,2019,10.5,50.1,8.9,44.4,60.8,0.00933609958506224,6.812913356642856,2.984077033902831,0.025236593059936908
316,8011,2020,13.0,51.9,8.8,41.3,57.74,0.0,6.728597243383431,3.2390490931401916,0.03008298755186722
317,8011,2021,8.8,56.5,7.8,40.2,52.07,0.0006443298969072165,6.71474876072506,3.1908917169221698,0.0461361014994233
318,4631,2018,12.2,62.8,3.1,42.3,132.39,0.008831908831908831,6.888747693878479,3.545307116465824,0.012566322256352975
319,4631,2019,12.3,63.8,4.5,42.7,131.15,0.008849557522123894,6.891120022217331,3.5444401373176926,0.01225071225071225
320,3551,2018,17.8,59.3,3.9,41.8,157.63,0.0067226890756302525,6.74006039431403,2.7745169657285498,0.015025041736227046
321,3551,2019,16.8,56.1,3.9,42.2,155.75,0.006666666666666667,6.747779753452665,2.7781512503836434,0.01680672268907563
322,3551,2020,17.4,56.4,3.1,42.4,148.75,0.00667779632721202,6.744480119807597,2.7774268223893115,0.011666666666666667
323,3551,2021,14.4,58.1,3.0,42.3,145.32,0.006578947368421052,6.7436350178890105,2.783903579272735,0.03171953255425709
324,3580,2018,5.4,40.7,2.9,39.5,31.24,0.007556675062972292,6.726718571939734,2.8998205024270964,0.02199223803363519
325,3580,2019,4.9,40.1,2.9,38.2,30.88,0.003708281829419036,6.744649193229172,2.9079485216122722,0.027707808564231738
326,3580,2020,5.1,41.2,5.4,39.0,27.2,0.004878048780487805,6.751868005179947,2.9138138523837167,0.023485784919653894
327,5632,2020,12.8,61.8,3.2,41.8,170.88,0.0012626262626262627,6.809438499260642,2.8987251815894934,0.02699228791773779
328,5632,2021,10.8,66.2,3.3,42.0,145.22,0.005148005148005148,6.7954211600518715,2.890421018800914,0.021464646464646464
329,4004,2018,18.2,69.7,3.4,40.1,152.9,0.0,6.847251199298123,3.561935763313781,0.014634146341463415
330,4004,2019,18.8,70.1,6.7,40.0,131.76,0.0,6.856443515302899,3.5582284218033258,0.013709898546750754
331,4004,2020,18.9,70.5,4.6,39.9,202.12,0.008365700627427548,6.881051417667607,3.5246557123577773,0.017699115044247787
332,4004,2021,16.8,74.1,4.9,40.1,165.06,0.007273785277858598,6.911209454544689,3.536179532137225,0.016432626232446967
333,3101,2018,10.4,64.9,2.4,40.7,156.43,0.004303210857332009,6.802215691780908,3.4801507252732806,0.018561484918793503
334,3101,2019,10.0,66.2,2.8,40.8,160.21,0.003246753246753247,6.80113790633493,3.4885507165004443,0.018867924528301886
335,3101,2020,10.3,68.2,2.2,41.0,171.8,0.0006435006435006435,6.804556618209244,3.4924810101288766,0.016233766233766232
336,3101,2021,10.1,72.5,2.9,41.3,186.11,0.0028292989625903803,6.800854491503561,3.502563669107363,0.029922779922779922
337,5713,2018,15.6,85.5,0.6,43.3,65.45,0.00307152259763054,6.894039000804609,3.3577443251803754,0.010145566828407587
338,5713,2019,14.6,84.6,0.4,42.5,56.16,0.0030329289428076256,6.889021422095225,3.363235804483694,0.01228609039052216
339,5713,2020,13.6,84.6,1.2,42.4,61.57,0.005427974947807933,6.913548957906518,3.379305517750582,0.01386481802426343
340,5713,2021,17.3,89.6,1.5,43.0,57.35,0.004118616144975288,6.913018683747961,3.38524868240322,0.016701461377870562
341,2217,2018,10.1,55.4,8.9,45.8,46.96,0.004411764705882353,6.714058534461177,2.832508912706236,0.01278409090909091
342,2217,2019,10.1,55.8,8.5,46.3,42.72,0.004559270516717325,6.713035261361932,2.8182258936139557,0.022058823529411766
343,2217,2020,10.2,61.1,9.7,46.3,43.28,0.0016025641025641025,6.7221353493447005,2.795184589682424,0.0364741641337386
344,2217,2021,10.5,71.1,12.4,45.4,42.87,0.006329113924050633,6.718198490347077,2.800717078282385,0.04326923076923077
345,5943,2018,18.4,41.6,2.3,42.3,66.62,0.010302197802197802,6.7748275029672875,3.4641913706409997,0.013934970139349702
346,5943,2019,19.6,51.8,2.3,42.7,66.1,0.011802575107296138,6.779509335048813,3.446537167073644,0.015796703296703296
347,5943,2020,20.5,55.0,2.5,43.0,61.76,0.012195121951219513,6.7959379657335095,3.4452927694259716,0.017525035765379112
348,1827,2018,33.3,45.2,4.3,46.2,188.84,0.004243281471004243,6.824760533718158,2.8494194137968996,0.022222222222222223
349,1827,2019,32.2,48.2,5.3,45.8,148.21,0.002797202797202797,6.828286719818638,2.8543060418010806,0.026874115983026876
350,1827,2020,29.3,50.0,5.2,46.0,133.26,0.004172461752433936,6.832932334948411,2.8567288903828825,0.022377622377622378
351,1827,2021,37.7,49.7,6.3,46.1,123.28,0.018030513176144243,6.837681915112046,2.857935264719429,0.027816411682892908
352,2503,2021,21.5,79.0,10.0,42.6,98.28,0.001049317943336831,6.976808337338066,3.5811528919662887,0.011681608258625374
353,1899,2019,33.1,30.5,0.0,45.0,109.47,0.0035252643948296123,6.938505815522181,2.929929560084588,0.021151586368977675
354,1899,2020,28.3,31.1,0.2,45.1,92.01,0.005827505827505828,6.92547525653882,2.9334872878487053,0.02937720329024677
355,1899,2021,36.8,34.4,0.2,44.5,66.27,0.0033407572383073497,6.904782063498492,2.9532763366673045,0.026806526806526808
356,4116,2018,7.3,57.5,0.9,42.7,131.6,0.0040844111640571815,6.871560268438761,3.1670217957902564,0.0034223134839151265
357,4116,2019,7.1,55.2,0.9,42.8,130.32,0.0028011204481792717,6.878150533371493,3.1547282074401557,0.006126616746085773
358,4116,2020,11.7,60.8,0.9,42.4,131.35,0.0034746351633078527,6.890331859109033,3.158060793936605,0.01680672268907563
359,4116,2021,7.8,67.3,0.6,42.3,117.6,0.001367053998632946,6.877002442116295,3.1652443261253107,0.01667824878387769
360,4401,2018,15.2,63.7,3.0,38.8,48.47,0.005649717514124294,6.843392571559062,3.2022157758011316,0.012812299807815503
361,4401,2019,15.9,65.3,2.5,38.8,44.66,0.004270896888346553,6.846273262435706,3.214578953570499,0.009416195856873822
362,4401,2020,15.1,69.2,3.0,38.5,42.59,0.0,6.846247460041565,3.230959555748569,0.01525320317266626
363,4401,2021,14.6,78.1,2.9,38.3,43.47,0.00282326369282891,6.8471191275486305,3.248218561190075,0.012338425381903642
364,5482,2018,30.5,55.5,1.0,39.4,83.02,0.011503371677905593,6.839534608818716,3.401572845676446,0.011303996770286637
365,5482,2019,30.8,63.5,1.3,39.4,75.76,0.010030864197530864,6.8513317444010635,3.413634997198556,0.00753669178897263
366,5482,2020,28.2,66.5,1.2,39.4,85.54,0.011265490048817123,6.860565577148221,3.425371166438941,0.011188271604938271
367,5482,2021,23.2,68.0,1.2,39.6,86.73,0.0148864905098623,6.850640109688784,3.4292676664331685,0.012767555388659407
368,5802,2018,20.2,70.5,1.5,43.1,72.54,0.012332343145197587,6.899820502427096,4.045674966769105,0.007472092185812028
369,5802,2019,19.3,80.0,1.6,43.2,72.42,0.011517857142857142,6.905256048748451,4.049218022670182,0.008731659015212891
370,5802,2020,18.7,82.5,1.9,43.1,80.55,0.010407479273240431,6.907411360774586,4.054536452654951,0.008571428571428572
371,5802,2021,17.5,84.5,2.1,43.0,80.92,0.008689546212586677,6.904715545278681,4.056638097379652,0.012171458811077791
372,3103,2018,9.3,59.2,4.5,40.0,349.75,0.00539568345323741,6.729526901864285,3.0461047872460387,0.0703862660944206
373,3103,2019,9.3,62.0,4.2,40.1,367.06,0.009640666082383873,6.743404470830071,3.0572856444182146,0.0
374,3103,2020,10.5,62.6,4.4,41.0,334.92,0.00596252129471891,6.755383901701773,3.0696680969115957,0.018404907975460124
375,3103,2021,10.2,74.1,3.4,40.4,326.79,0.007896625987078248,6.714127237401887,3.1439511164239633,0.05110732538330494
376,5947,2018,14.5,50.3,0.4,36.8,23.15,0.003844041735310269,6.788346154995963,3.5613399414589013,0.021514389494272142
377,5947,2019,17.4,53.3,0.4,37.1,22.43,0.004638472032742156,6.789812039261104,3.564073978977147,0.02059308072487644
378,5947,2020,18.7,57.1,0.4,37.7,23.97,0.005132360886007563,6.792462571780549,3.5684364144168854,0.02373806275579809
379,5947,2021,16.6,58.0,0.5,38.2,23.7,0.005055880787653007,6.800020824688683,3.5749567757645067,0.025661804430037818
380,4023,2018,10.2,76.3,2.5,42.9,45.37,0.002131060202450719,6.830010935936118,3.273464272621346,0.010485651214128035
381,4023,2019,11.8,82.5,3.3,42.9,34.64,0.0016348773841961854,6.809425028797034,3.263636068588108,0.011720831113478956
382,4023,2020,12.1,76.6,3.4,43.2,30.11,0.0027654867256637168,6.832733793468651,3.2571984261393445,0.020708446866485014
383,4023,2021,12.9,81.8,4.3,43.4,31.55,0.002359882005899705,6.854510142610749,3.229169702539101,0.017146017699115043
384,1905,2020,42.1,39.3,1.4,42.2,47.21,0.005319148936170213,6.813266194466392,2.27415784926368,0.0625
385,1905,2021,32.1,47.1,1.4,42.2,44.95,0.015625,6.811533383988331,2.2833012287035497,0.0
386,1946,2018,35.7,53.6,1.1,41.6,170.27,0.008547008547008548,6.848137368182926,3.680969718465897,0.009465713083718973
387,1946,2019,32.5,51.3,1.6,41.4,185.61,0.009674763277068753,6.840226073698741,3.6864575104691117,0.012507817385866166
388,1946,2020,29.7,56.0,1.7,41.2,182.02,0.007571107018620831,6.834482759484143,3.689042339028172,0.013379991766158913
389,1946,2021,34.1,65.3,1.5,41.3,161.84,0.008233841086867023,6.837159234169428,3.6864575104691117,0.01821158174749335
390,2811,2018,15.9,70.5,3.6,40.9,62.93,0.008917197452229299,6.87069189567982,3.1958996524092336,0.019500304692260818
391,2811,2019,14.9,81.4,4.5,41.2,56.03,0.011508951406649617,6.895358502220218,3.1942367487238292,0.014012738853503185
392,2811,2020,13.2,84.9,5.2,41.2,74.44,0.01193467336683417,6.888617107375375,3.20194306340165,0.011508951406649617
393,2811,2021,16.0,86.2,6.5,41.2,51.37,0.01303538175046555,6.8849337838706095,3.207095540419218,0.010050251256281407
394,1848,2019,22.5,43.6,2.9,44.2,188.77,0.002544529262086514,6.80952187213407,2.5943925503754266,0.040214477211796246
395,4410,2018,13.0,62.3,0.0,40.0,30.53,0.0022222222222222222,6.8316778491914665,2.6532125137753435,0.027586206896551724
396,4410,2019,10.3,61.0,0.0,39.9,37.96,0.002207505518763797,6.836513998890672,2.656098202012832,0.0
397,4410,2020,13.2,69.4,0.0,40.3,32.58,0.002207505518763797,6.84142204440236,2.656098202012832,0.02207505518763797
398,4410,2021,15.3,79.4,0.0,40.7,47.28,0.015384615384615385,6.847609671299165,2.6580113966571126,0.02869757174392936
399,5214,2018,22.0,51.3,0.3,44.4,35.06,0.009124087591240875,6.877371345869774,3.215901813204032,0.011459589867310011
400,5214,2019,20.4,58.3,0.6,44.7,36.53,0.01338199513381995,6.871105700985585,3.215901813204032,0.006082725060827251
401,5214,2020,18.9,57.5,0.6,45.0,38.05,0.011918951132300357,6.8938726787950815,3.2247919564926817,0.011557177615571776
402,5214,2021,18.1,67.9,0.9,45.1,36.49,0.012507444907683145,6.883150199683278,3.225050696138049,0.013110846245530394
403,4540,2019,17.7,62.0,5.4,43.7,37.63,0.009038619556285949,6.905418068702542,3.386320573894046,0.005048380311316786
404,4540,2020,14.5,65.2,5.6,43.7,36.12,0.010830324909747292,6.908922470816358,3.3967222785037734,0.011503697617091208
405,4540,2021,13.6,61.7,7.0,43.7,35.77,0.007892659826361484,6.90830338146697,3.4038066105474227,0.009626955475330927
406,5816,2019,10.0,26.8,1.8,48.5,70.04,0.0,6.743744878592461,2.0791812460476247,0.15079365079365079
407,5816,2020,10.0,27.8,1.9,48.8,70.71,0.0,6.7419390777291985,2.093421685162235,0.08333333333333333
408,1952,2018,34.6,35.3,2.3,43.8,134.5,0.003872216844143272,6.927432063380184,3.0141003215196207,0.02644466209598433
409,1952,2019,32.3,43.7,2.2,43.9,119.19,0.010367577756833177,6.931582750537067,3.025715383901341,0.01452081316553727
410,1952,2020,32.6,38.3,2.2,44.3,90.94,0.01289134438305709,6.930761322441568,3.035829825252828,0.0
411,1952,2021,44.9,48.5,2.0,44.2,82.15,0.009099181073703366,6.899463183816004,3.0409976924234905,0.026703499079189688
412,4183,2018,21.4,70.0,7.6,42.9,197.36,0.011896264572924102,6.928017164737982,3.623559390005437,0.012285581826611033
413,4183,2019,21.4,69.0,7.4,42.5,208.43,0.007185445650512154,6.937836174396285,3.8156441491319653,0.01284796573875803
414,4183,2020,21.1,73.8,7.7,42.2,181.56,0.010044977511244379,6.929470220527274,3.824125833916549,0.0062681547164042195
415,4183,2021,20.9,79.1,8.1,42.1,227.92,0.01063044441163443,6.928210623039168,3.830781075606361,0.010044977511244379
416,4043,2018,7.7,73.6,1.6,42.6,159.82,0.002140181915462814,6.781312168207195,3.271609301378832,0.03760593220338983
417,4043,2019,11.0,73.2,1.9,42.8,139.03,0.0015625,6.813992872609963,3.2833012287035497,0.018726591760299626
418,4043,2020,12.8,75.6,1.3,42.5,108.73,0.002598752598752599,6.8538126095820635,3.284205067701794,0.0109375
