東洋経済コード,負債比率,年版
7236,85.38,2017
7238,909.43,2017
7239,68.53,2017
7240,90.62,2017
7241,416.89,2017
7242,123.42,2017
7245,95.01,2017
7246,67.14,2017
7247,242.41,2017
7250,90.04,2017
7254,141.29,2017
7255,19.31,2017
7256,223.7,2017
7259,155.82,2017
7261,121.17,2017
7264,50.78,2017
7265,25.18,2017
7266,67.32,2017
7267,51.92,2017
7269,235.84,2017
7270,69.62,2017
7271,199.44,2017
7272,84.45,2017
7273,183.12,2017
7277,79.55,2017
7278,40.81,2017
7279,18.3,2017
7282,53.32,2017
7283,112.44,2017
7284,82.25,2017
7287,130.78,2017
7291,242.65,2017
7292,34.41,2017
7294,45.12,2017
7296,38.58,2017
7297,70.4,2017
7299,18.76,2017
7309,23.71,2017
7313,22.05,2017
7314,30.67,2017
7317,0,2017
7318,0,2017
7399,42.37,2017
7409,0,2017
7551,32.83,2017
4543,61.49,2017
5187,44.82,2017
6376,131.82,2017
7600,36.56,2017
7701,70.57,2017
7702,123.55,2017
7707,58.7,2017
7709,218.06,2017
7711,72.86,2017
7713,23.42,2017
7715,86.71,2017
7716,9.57,2017
7717,268.6,2017
7719,102.3,2017
7721,108.04,2017
7722,80.18,2017
7723,104.6,2017
7725,44.26,2017
7727,65.35,2017
7729,32.32,2017
7730,9.3,2017
7731,124.92,2017
7732,141.88,2017
7733,111.39,2017
7734,28.51,2017
7740,36.81,2017
7741,71.36,2017
7743,199.6,2017
7744,0.56,2017
7745,166.67,2017
7746,357.24,2017
7747,78.2,2017
7749,19.48,2017
7760,120.56,2017
7762,64.26,2017
7769,34.66,2017
7771,130.81,2017
7774,7.49,2017
7775,55.7,2017
7776,15.48,2017
7777,11.61,2017
7779,76.7,2017
7780,58.18,2017
7781,99.66,2017
7782,38.81,2017
7979,27.49,2017
8050,167.71,2017
8086,220.58,2017
1518,50.25,2017
5962,119.98,2017
7790,0,2017
7791,0,2017
7792,0,2017
7793,0,2017
7794,0,2017
7795,0,2017
7800,0,2017
7803,0,2017
7804,0,2017
7805,366.08,2017
7806,48.95,2017
7807,715.56,2017
7808,486.26,2017
7809,338.95,2017
7810,199.59,2017
7811,120.98,2017
7812,490.26,2017
7813,102.96,2017
7814,170.06,2017
7815,127.73,2017
7817,13.4,2017
7818,65.1,2017
7819,136.46,2017
7820,28.76,2017
7821,39.68,2017
7822,43.41,2017
7823,68.04,2017
7826,28.29,2017
7827,337.3,2017
7831,58.04,2017
7832,39.69,2017
7833,19.43,2017
7836,287.65,2017
7837,116.26,2017
7839,35.8,2017
7840,48.25,2017
7841,57.64,2017
7846,45.41,2017
7847,21.36,2017
7850,319.6,2017
7851,26.03,2017
7856,31.1,2017
7857,16.19,2017
7859,34.73,2017
7863,136.23,2017
7864,34.95,2017
7865,29.53,2017
7867,180.07,2017
7868,838.69,2017
7870,59.29,2017
7872,156.67,2017
7875,67.37,2017
7878,64.22,2017
7879,162.25,2017
7883,77.16,2017
7885,32.57,2017
7887,15.72,2017
7893,28.44,2017
7896,101.32,2017
7897,186.75,2017
7898,108.46,2017
7901,29.54,2017
7902,11.14,2017
7906,41.19,2017
7911,80.2,2017
7912,87.58,2017
7914,98.51,2017
7915,120.48,2017
7916,61.66,2017
7919,207.06,2017
7921,30.11,2017
7922,27.91,2017
7923,83.61,2017
7932,138.81,2017
7936,130.92,2017
7937,2.53,2017
7938,95.33,2017
7939,209.68,2017
7944,0,2017
7946,218.67,2017
7949,21.12,2017
7951,49.4,2017
7952,209.37,2017
7953,69.6,2017
7955,52.64,2017
7956,58.65,2017
7957,80.53,2017
7962,33.8,2017
7963,82.09,2017
7966,46.57,2017
7972,85.49,2017
7974,9.27,2017
7975,54.87,2017
7976,35.02,2017
7980,155.08,2017
7981,50.14,2017
7983,22.87,2017
7984,53.11,2017
7986,70.56,2017
7987,108.6,2017
7990,248.78,2017
7992,198.36,2017
7994,95.94,2017
7997,158.51,2017
8022,77.64,2017
3150,66.03,2017
7692,0,2017
9501,632.55,2017
9502,270.22,2017
9503,766.94,2017
9504,540.41,2017
9505,390.97,2017
9506,579.81,2017
9507,395.19,2017
9508,1021.9,2017
9509,997.26,2017
9511,185.61,2017
9513,283.35,2017
9514,116.59,2017
9517,22.76,2017
9519,138.67,2017
9531,115.55,2017
9532,105.01,2017
9533,91.93,2017
9534,258.7,2017
9535,169.4,2017
9536,245.2,2017
9537,30.54,2017
9539,54.05,2017
9543,98.33,2017
9551,101.2,2017
2384,669.5,2017
9001,346.14,2017
9003,293.7,2017
9005,248.1,2017
9006,638.08,2017
9007,305.22,2017
9008,213.27,2017
9009,277.06,2017
9010,383.05,2017
9012,125.23,2017
9017,296.86,2017
9020,258.56,2017
9021,275.32,2017
9022,127.91,2017
9023,166.74,2017
9024,256.52,2017
9025,129.52,2017
9027,18.2,2017
9028,98.12,2017
9029,77.03,2017
9031,275.81,2017
9033,124.35,2017
9034,67.19,2017
9035,334.04,2017
9036,26.76,2017
9037,28.14,2017
9039,48.97,2017
9040,43.09,2017
9041,548.47,2017
9042,193.29,2017
9044,377.9,2017
9045,366.47,2017
9046,535.06,2017
9048,233.54,2017
9049,273.86,2017
9051,278.28,2017
9052,213.32,2017
9057,117.36,2017
9059,82.46,2017
9060,251.76,2017
9063,247.95,2017
9064,52.62,2017
9065,192.26,2017
9067,117.77,2017
9068,64.98,2017
9069,177.55,2017
9072,66.94,2017
9073,135.88,2017
9074,61.85,2017
9075,89.95,2017
9076,33.16,2017
9081,238.01,2017
9082,139.47,2017
9083,61.78,2017
9085,39.79,2017
9087,50.31,2017
9090,92.97,2017
9142,104.65,2017
9143,137.97,2017
9145,0,2017
9146,0,2017
9149,0,2017
9101,197.84,2017
9104,295.59,2017
9107,173.33,2017
9110,76.68,2017
9115,363.41,2017
9119,169.06,2017
9127,70.54,2017
9130,146.94,2017
9171,203.76,2017
9173,225.87,2017
9308,77.66,2017
9201,86.9,2017
9202,127.38,2017
9204,0,2017
9206,372.9,2017
9233,114.54,2017
9066,135.46,2017
9193,18.61,2017
9301,54.73,2017
9302,341.25,2017
9303,78.21,2017
9304,125.17,2017
9306,147.39,2017
9307,120.56,2017
9310,120.43,2017
9311,279.26,2017
9312,166.83,2017
9313,47.49,2017
9319,24.49,2017
9322,56.86,2017
9324,78.22,2017
9325,733.1,2017
9326,0,2017
9327,0,2017
9351,110.52,2017
9353,54.71,2017
9355,132.54,2017
9357,20.05,2017
9359,38.71,2017
9361,101.12,2017
9362,441.36,2017
9363,148.17,2017
9364,17.12,2017
9365,306.07,2017
9366,186.09,2017
9367,141.1,2017
9368,91.75,2017
9369,134.95,2017
9380,127.64,2017
9381,35.05,2017
9386,131.12,2017
145A,0,2017
148A,0,2017
149A,0,2017
153A,0,2017
155A,0,2017
2138,35.46,2017
2303,13.53,2017
2307,92.5,2017
2315,348.37,2017
2317,66.66,2017
2321,5.22,2017
2323,80.16,2017
2326,31.35,2017
2327,101.56,2017
2329,39.52,2017
2330,3.73,2017
2332,29.34,2017
2335,44.97,2017
2338,164.02,2017
2345,54.16,2017
2349,69.53,2017
2351,77.69,2017
2354,369.9,2017
2359,104.34,2017
2411,48.08,2017
2452,107.33,2017
2477,9.95,2017
2480,33.86,2017
2484,35.04,2017
3031,203.68,2017
3040,124.69,2017
3042,31.79,2017
3371,4.91,2017
3622,49.53,2017
3623,71.85,2017
3624,109.55,2017
3625,39.84,2017
3626,17.53,2017
3627,62.21,2017
3628,91.93,2017
3632,7.04,2017
3633,315.19,2017
3634,72.83,2017
3635,0.72,2017
3636,25.71,2017
3639,24.66,2017
3640,103.06,2017
3641,74.61,2017
3645,14.05,2017
3646,34.46,2017
3647,12.62,2017
3648,47.24,2017
3649,18,2017
3652,12.27,2017
3653,8.4,2017
3655,45.9,2017
3656,32,2017
3657,0.59,2017
3659,5.5,2017
3660,62.95,2017
3661,35.88,2017
3662,104.08,2017
3663,3.45,2017
3664,77.46,2017
3665,56.44,2017
3667,29.16,2017
3668,15.58,2017
3670,103.45,2017
3671,177.81,2017
3672,112.02,2017
3673,34.43,2017
3674,73.12,2017
3675,92.31,2017
3676,45.42,2017
3678,145.34,2017
3679,150.66,2017
3680,77.15,2017
3681,138.11,2017
3682,22.11,2017
3683,58.2,2017
3686,545.69,2017
3687,21.17,2017
3688,135.88,2017
3690,20.54,2017
3691,229.25,2017
3692,86.68,2017
3694,34.73,2017
3695,67.49,2017
3696,35.46,2017
3697,76.72,2017
3698,33.72,2017
3710,18.04,2017
3712,38.92,2017
3719,79.34,2017
3723,8.2,2017
3727,9.37,2017
3733,21.9,2017
3739,42.53,2017
3741,20.72,2017
3744,158.87,2017
3747,17.9,2017
3750,4.5,2017
3753,177.75,2017
3758,12.76,2017
3760,73.1,2017
3762,255.31,2017
3763,17.94,2017
3765,23.11,2017
3766,29.91,2017
3768,22.32,2017
3769,149.24,2017
3770,8.42,2017
3771,96.31,2017
3773,25.26,2017
3774,69.63,2017
3775,889.55,2017
3776,51.2,2017
3777,27.63,2017
3778,319.96,2017
3779,1.86,2017
3787,3.69,2017
3788,48.23,2017
3791,12.95,2017
3793,109.98,2017
3796,25.31,2017
3798,9.25,2017
3799,136.05,2017
3800,21.26,2017
3802,20.39,2017
3803,78.22,2017
3804,113.41,2017
3807,95.77,2017
3808,17.53,2017
3810,42.35,2017
3815,79.26,2017
3816,21.94,2017
3817,3.56,2017
3823,200.52,2017
3824,51.44,2017
3826,139.71,2017
3834,9.08,2017
3835,8.72,2017
3836,79.83,2017
3837,96.89,2017
3839,46.42,2017
3840,3.47,2017
3841,13,2017
3842,97.08,2017
3843,128.54,2017
3844,64.5,2017
3845,623.61,2017
3847,51.81,2017
3848,22.57,2017
3849,23.03,2017
3850,54.51,2017
3851,21.96,2017
3853,26.19,2017
3854,135.27,2017
3858,3.71,2017
3900,65.85,2017
3901,40.85,2017
3902,13.64,2017
3903,49.34,2017
3904,97.04,2017
3905,5.46,2017
3907,41.29,2017
3908,35.73,2017
3909,12.9,2017
3910,64.01,2017
3911,46.37,2017
3912,21.21,2017
3913,28.92,2017
3914,40.81,2017
3915,74.93,2017
3916,58.31,2017
3917,22.7,2017
3918,22.67,2017
3920,22.11,2017
3921,33.91,2017
3922,73.38,2017
3923,38.39,2017
3924,64.51,2017
3925,15.03,2017
3926,18.43,2017
3927,77.09,2017
3928,86.27,2017
3929,110.27,2017
3930,24.93,2017
3931,111.44,2017
3932,24.67,2017
3933,79.97,2017
3934,46.39,2017
3935,65.71,2017
3936,82.12,2017
3937,26.3,2017
3939,36.02,2017
3940,17.74,2017
3961,16.42,2017
3962,46.12,2017
3963,40.91,2017
3964,131,2017
3965,189.44,2017
3967,21.39,2017
3968,3.57,2017
3969,47.6,2017
3970,168.56,2017
3974,43.45,2017
3976,125.58,2017
3977,164.82,2017
3979,434.25,2017
3981,108.87,2017
3983,36.35,2017
3984,18.84,2017
3985,225,2017
3986,55.28,2017
3987,202.14,2017
3988,52.97,2017
3989,175.64,2017
3991,57.05,2017
3992,102.56,2017
3993,15.72,2017
3994,64.52,2017
3996,240,2017
3997,83.73,2017
3998,37.68,2017
4011,0,2017
4012,0,2017
4013,0,2017
4014,0,2017
4015,0,2017
4016,0,2017
4017,0,2017
4018,0,2017
4019,0,2017
4020,0,2017
4051,0,2017
4052,0,2017
4053,0,2017
4054,0,2017
4055,0,2017
4056,0,2017
4057,0,2017
4058,0,2017
4059,0,2017
4060,0,2017
4068,0,2017
4069,0,2017
4071,0,2017
4072,0,2017
4073,0,2017
4074,0,2017
4075,0,2017
4076,0,2017
4165,0,2017
4166,0,2017
4167,0,2017
4168,0,2017
4169,0,2017
4170,0,2017
4171,0,2017
4172,0,2017
4174,0,2017
4175,0,2017
4176,0,2017
4177,0,2017
4178,0,2017
4179,0,2017
4180,0,2017
4192,0,2017
4193,0,2017
4194,0,2017
4196,0,2017
4197,0,2017
4198,0,2017
4199,0,2017
4255,0,2017
4256,0,2017
4258,0,2017
4259,0,2017
4260,0,2017
4261,0,2017
4262,0,2017
4263,0,2017
4264,0,2017
4265,0,2017
4270,0,2017
4284,125.22,2017
4287,8.74,2017
4288,54.6,2017
4299,35.67,2017
4307,46.41,2017
4308,18.37,2017
4316,15.27,2017
4320,9.9,2017
4323,51.65,2017
4326,45.69,2017
4333,63.53,2017
4334,30.91,2017
4335,60.44,2017
4344,23.47,2017
4356,32.45,2017
4370,0,2017
4371,0,2017
4372,0,2017
4373,0,2017
4374,0,2017
4375,0,2017
4377,0,2017
4378,0,2017
4379,0,2017
4380,244.29,2017
4381,129.69,2017
4382,336.79,2017
4384,65.64,2017
4385,123.34,2017
4386,288.69,2017
4387,12.99,2017
4388,18.03,2017
4389,36.82,2017
4390,557.92,2017
4391,76.92,2017
4392,0,2017
4393,347.56,2017
4394,22.48,2017
4395,100,2017
4396,899.63,2017
4397,1603.23,2017
4398,1397.33,2017
4412,0,2017
4413,0,2017
4414,0,2017
4415,0,2017
4416,0,2017
4417,0,2017
4418,0,2017
4419,0,2017
4420,63.68,2017
4421,679.84,2017
4422,45.92,2017
4424,129.55,2017
4425,0,2017
4426,0,2017
4427,186.84,2017
4428,144.85,2017
4429,0,2017
4430,0,2017
4431,0,2017
4432,0,2017
4433,0,2017
4434,0,2017
4436,0,2017
4437,0,2017
4438,60.31,2017
4439,0,2017
4440,0,2017
4441,0,2017
4442,0,2017
4443,0,2017
4444,0,2017
4445,0,2017
4446,0,2017
4447,0,2017
4448,0,2017
4449,0,2017
4450,0,2017
4475,0,2017
4476,0,2017
4477,0,2017
4478,0,2017
4479,0,2017
4480,0,2017
4481,0,2017
4482,0,2017
4483,0,2017
4484,0,2017
4486,0,2017
4487,0,2017
4488,0,2017
4490,0,2017
4491,0,2017
4492,0,2017
4493,0,2017
4494,0,2017
4495,0,2017
4496,0,2017
4498,0,2017
4499,0,2017
4644,6.39,2017
4662,101.42,2017
4667,98.51,2017
4674,53.64,2017
4676,43.25,2017
4684,14.22,2017
4685,129.28,2017
4686,23.03,2017
4687,49.06,2017
4689,20.25,2017
4704,96.65,2017
4709,50.53,2017
4716,64.39,2017
4719,24.99,2017
4722,12.89,2017
4725,16.78,2017
4728,13.23,2017
4733,17.68,2017
4736,149.51,2017
4743,26.24,2017
4746,17.89,2017
4752,102.77,2017
4761,35.76,2017
4762,15.92,2017
4768,81.2,2017
4769,49.11,2017
4772,25.26,2017
4776,137.81,2017
4777,4.42,2017
4783,277.81,2017
4800,107.05,2017
4811,0,2017
4812,54.23,2017
4813,3.65,2017
4814,135.32,2017
4816,25.82,2017
4819,79.7,2017
4820,65.19,2017
4825,12.83,2017
4826,16.91,2017
4828,91.26,2017
4829,9.54,2017
4832,90.25,2017
4838,57.81,2017
4839,45.95,2017
4845,158.15,2017
4847,38.5,2017
5025,0,2017
5026,0,2017
5027,0,2017
5028,0,2017
5029,0,2017
5031,0,2017
5032,0,2017
5033,0,2017
5034,0,2017
5035,0,2017
5036,0,2017
5037,0,2017
5038,0,2017
5039,0,2017
5125,0,2017
5126,0,2017
5129,0,2017
5130,0,2017
5131,0,2017
5132,0,2017
5134,0,2017
5135,0,2017
5136,0,2017
5137,0,2017
5138,0,2017
5139,0,2017
5240,0,2017
5241,0,2017
5242,0,2017
5243,0,2017
5244,0,2017
5246,0,2017
5247,0,2017
5248,0,2017
5249,0,2017
5250,0,2017
5251,0,2017
5252,0,2017
5253,0,2017
5254,0,2017
5255,0,2017
5256,0,2017
5257,0,2017
5258,0,2017
5570,0,2017
5571,0,2017
5572,0,2017
5573,0,2017
5574,0,2017
5575,0,2017
5576,0,2017
5577,0,2017
5578,0,2017
5579,0,2017
5580,0,2017
5581,0,2017
5582,0,2017
5584,0,2017
5586,0,2017
5587,0,2017
5588,0,2017
5589,0,2017
5590,0,2017
5591,0,2017
5597,0,2017
5616,0,2017
5618,0,2017
5619,0,2017
6888,52.33,2017
6942,0,2017
7527,10.23,2017
7595,48,2017
7844,49.18,2017
7849,22.67,2017
7860,111.2,2017
8023,679.85,2017
8056,92.94,2017
8157,229.58,2017
9360,463.54,2017
9401,62.8,2017
9402,26.41,2017
9404,24.7,2017
9405,49.16,2017
9407,31.27,2017
9408,14.7,2017
9409,24.34,2017
9412,15.25,2017
9413,48.73,2017
9414,11.9,2017
9416,37.31,2017
9417,68.87,2017
9418,410.84,2017
9419,103.49,2017
9421,15.17,2017
9423,90.48,2017
9424,111.58,2017
9425,115.77,2017
9428,227.21,2017
9432,49.47,2017
9433,37.6,2017
9434,176.05,2017
9435,106.63,2017
9436,18.28,2017
9438,38.42,2017
9441,88.93,2017
9444,464.96,2017
9445,226.44,2017
9446,342.72,2017
9449,131,2017
9450,1053.33,2017
9466,55.58,2017
9467,38.35,2017
9468,16.13,2017
9470,38.73,2017
9471,35.51,2017
9474,37.43,2017
9475,25.88,2017
9476,14.27,2017
9478,20.51,2017
9600,109.99,2017
9601,81.55,2017
9602,53.86,2017
9605,113.48,2017
9629,43.09,2017
9640,448.58,2017
9651,14.18,2017
9658,58.99,2017
9682,25.51,2017
9684,3.91,2017
9685,24.96,2017
9687,40.38,2017
9691,59.88,2017
9692,31.46,2017
9697,40.31,2017
9698,3.27,2017
9702,36.4,2017
9709,57.9,2017
9719,116.5,2017
9739,47.32,2017
9742,38.23,2017
9746,22.32,2017
9753,136.94,2017
9759,12.61,2017
9766,16.27,2017
9790,10.34,2017
9799,27.38,2017
9889,77.64,2017
9928,42.17,2017
9984,456.5,2017
1909,160.97,2017
5631,172.81,2017
6005,23.33,2017
6013,100.23,2017
6022,49.03,2017
6101,35.88,2017
6103,46.06,2017
6104,88.05,2017
6111,46.01,2017
6113,14.14,2017
6118,30.33,2017
6125,139.91,2017
6134,23.65,2017
6135,107.04,2017
6136,43.94,2017
6137,71.6,2017
6138,127.41,2017
6140,23.4,2017
6141,256.72,2017
6142,32.52,2017
6143,303.97,2017
6144,64.72,2017
6145,54.12,2017
6146,25.7,2017
6147,132.7,2017
6149,35.29,2017
