東洋経済コード,負債比率,年版
6150,96.08,2017
6151,15.2,2017
6155,64.54,2017
6156,8.31,2017
6157,16.59,2017
6158,44.36,2017
6159,11.97,2017
6161,17.64,2017
6165,135.39,2017
6166,123.44,2017
6167,40.27,2017
6168,0,2017
6203,68.05,2017
6208,336.09,2017
6210,93.42,2017
6217,167.57,2017
6218,311.4,2017
6222,38.92,2017
6223,0,2017
6225,0,2017
6226,0,2017
6227,0,2017
6228,0,2017
6229,0,2017
6230,0,2017
6231,0,2017
6232,40.72,2017
6233,294.02,2017
6235,167.6,2017
6237,57.57,2017
6238,35.77,2017
6239,219.02,2017
6240,73.98,2017
6245,42.56,2017
6246,68.11,2017
6247,14.19,2017
6248,22.4,2017
6249,0.37,2017
6250,258.04,2017
6254,90.95,2017
6255,48.66,2017
6257,21.52,2017
6258,223.97,2017
6262,37.2,2017
6264,72.71,2017
6265,13.24,2017
6266,180.71,2017
6267,81.34,2017
6268,82.84,2017
6269,151.57,2017
6272,34.04,2017
6273,20.51,2017
6277,38.5,2017
6278,9.98,2017
6279,36.09,2017
6282,23.03,2017
6284,57.64,2017
6286,34.1,2017
6287,97.05,2017
6289,50.56,2017
6291,57.8,2017
6292,110.79,2017
6293,75.94,2017
6294,123.97,2017
6297,106.11,2017
6298,105.48,2017
6301,49.9,2017
6302,183.45,2017
6305,129.26,2017
6306,48.88,2017
6307,74.76,2017
6309,35.21,2017
6310,131.1,2017
6312,49.18,2017
6315,48.26,2017
6316,117.05,2017
6317,110.94,2017
6322,74.7,2017
6323,54.65,2017
6324,64.59,2017
6325,38.99,2017
6326,90.86,2017
6327,573.76,2017
6328,103.59,2017
6331,107.03,2017
6332,61.85,2017
6333,21.07,2017
6334,178.25,2017
6335,159.35,2017
6336,666.34,2017
6337,9.56,2017
6338,64.18,2017
6339,47.53,2017
6340,83.34,2017
6342,87.65,2017
6343,68.54,2017
6345,48.65,2017
6346,20.24,2017
6347,270.68,2017
6349,32.72,2017
6351,24.17,2017
6356,44.34,2017
6357,48.18,2017
6358,60.91,2017
6360,136.86,2017
6361,166.77,2017
6363,109.77,2017
6364,66.45,2017
6365,45.4,2017
6367,124.45,2017
6368,90.92,2017
6369,32.87,2017
6370,22.55,2017
6371,80.07,2017
6373,171.63,2017
6378,151.82,2017
6380,157.25,2017
6381,28.89,2017
6382,84.8,2017
6383,77.78,2017
6384,60.64,2017
6387,26.58,2017
6390,159.57,2017
6391,37.03,2017
6392,47.27,2017
6393,128.02,2017
6395,63.43,2017
6396,331.74,2017
6400,299.66,2017
6402,90.29,2017
6403,86.68,2017
6405,21.38,2017
6406,54.44,2017
6407,48.61,2017
6408,148.51,2017
6411,51.28,2017
6412,25.85,2017
6413,29.61,2017
6416,35.8,2017
6417,14.51,2017
6418,45.28,2017
6419,10.31,2017
6420,59.16,2017
6424,306.34,2017
6425,197.26,2017
6428,79.74,2017
6430,62.06,2017
6432,41.23,2017
6433,45.73,2017
6436,23.13,2017
6439,107.16,2017
6440,208.18,2017
6444,747.77,2017
6445,127.48,2017
6454,30.68,2017
6457,43.27,2017
6458,49.57,2017
6459,17.33,2017
6460,58.65,2017
6463,60.5,2017
6464,257.21,2017
6465,60.54,2017
6466,45.26,2017
6467,61.19,2017
6469,126.93,2017
6470,90.64,2017
6471,175.74,2017
6472,230.83,2017
6473,130.59,2017
6474,179.79,2017
6480,72.49,2017
6481,112.9,2017
6482,17.88,2017
6484,42.54,2017
6485,21.4,2017
6486,151.44,2017
6488,20.61,2017
6489,95.01,2017
6490,38.99,2017
6492,54.38,2017
6494,12.77,2017
6495,80.85,2017
6496,28.7,2017
6497,31.59,2017
6498,69.62,2017
6586,22.48,2017
7003,288.36,2017
7004,254.77,2017
7011,179.27,2017
7013,444.06,2017
7021,41.91,2017
7022,145.45,2017
7718,54.83,2017
7726,110.27,2017
7991,69.75,2017
3105,79.94,2017
3856,53.93,2017
4062,65.91,2017
4902,94.7,2017
6276,28.03,2017
6448,92.72,2017
6479,96.25,2017
6501,171.85,2017
6503,162.49,2017
6504,190.19,2017
6505,145.12,2017
6506,80.12,2017
6507,176.03,2017
6508,221.26,2017
6513,100.96,2017
6516,60.03,2017
6517,34.58,2017
6518,108.86,2017
6521,0,2017
6522,0,2017
6523,0,2017
6524,0,2017
6526,0,2017
6527,0,2017
6588,293.08,2017
6590,183.11,2017
6592,9.53,2017
6594,159.14,2017
6596,34.38,2017
6597,170.4,2017
6599,0,2017
6612,0,2017
6613,0,2017
6614,0,2017
6615,128.21,2017
6616,43.25,2017
6617,96.2,2017
6619,90.76,2017
6622,161.17,2017
6623,48.35,2017
6626,108.98,2017
6627,62.73,2017
6629,110.5,2017
6630,56.39,2017
6632,222.42,2017
6633,80.97,2017
6634,99.88,2017
6635,315.58,2017
6637,122.95,2017
6638,213.01,2017
6643,73.52,2017
6644,63.11,2017
6645,72.29,2017
6647,114.08,2017
6648,47.15,2017
6651,12.11,2017
6652,177.73,2017
6653,124.82,2017
6654,5.76,2017
6655,86.33,2017
6656,135.38,2017
6658,162.03,2017
6659,108.68,2017
6662,11.51,2017
6663,62.82,2017
6664,1490.72,2017
6666,306,2017
6668,55.6,2017
6670,31.47,2017
6674,42.01,2017
6675,24.53,2017
6676,15.57,2017
6677,49.72,2017
6678,15.99,2017
6694,40.46,2017
6695,148.91,2017
6696,30.3,2017
6699,0,2017
6701,183.13,2017
6702,185.71,2017
6703,220.52,2017
6706,32.8,2017
6707,363.29,2017
6718,22.41,2017
6721,7.43,2017
6723,135.35,2017
6724,94.2,2017
6727,201.42,2017
6728,172.19,2017
6730,4.98,2017
6731,21.04,2017
6734,124.12,2017
6736,50.72,2017
6737,33.68,2017
6740,219.37,2017
6741,73.59,2017
6742,133.88,2017
6743,77.66,2017
6744,52.06,2017
6745,114.75,2017
6748,162.57,2017
6750,110.37,2017
6752,225.56,2017
6753,392.87,2017
6754,61.53,2017
6757,90.24,2017
6758,44.59,2017
6762,126.82,2017
6763,21.94,2017
6768,81.89,2017
6769,6.13,2017
6770,98.95,2017
6771,158.26,2017
6772,201.74,2017
6775,19.54,2017
6777,14.81,2017
6778,13,2017
6779,171.47,2017
6785,32.7,2017
6787,197.05,2017
6788,15.65,2017
6794,94.43,2017
6797,62.35,2017
6798,101.89,2017
6800,84.3,2017
6803,286.58,2017
6804,77.3,2017
6806,11.37,2017
6807,99.3,2017
6809,20.57,2017
6810,29.5,2017
6814,163.78,2017
6817,78.47,2017
6820,7.49,2017
6822,74.26,2017
6823,44.99,2017
6824,32.68,2017
6832,23.2,2017
6834,7.06,2017
6835,319.29,2017
6836,31.2,2017
6837,63.15,2017
6838,33.13,2017
6840,46.25,2017
6841,44.09,2017
6844,148.69,2017
6845,48.47,2017
6846,129.34,2017
6848,43.95,2017
6849,46.1,2017
6850,65.98,2017
6853,60.39,2017
6855,59.79,2017
6856,70.15,2017
6857,108.91,2017
6858,45.27,2017
6859,26.17,2017
6861,4.3,2017
6862,41.2,2017
6863,14.1,2017
6864,48.74,2017
6866,10.95,2017
6867,28.1,2017
6869,24.54,2017
6870,55.1,2017
6871,60.15,2017
6874,105.8,2017
6875,139.89,2017
6877,71.33,2017
6882,35.67,2017
6890,54.9,2017
6894,41.68,2017
6897,90.89,2017
6898,25.98,2017
6899,95.91,2017
6901,117.57,2017
6904,174.78,2017
6905,10.64,2017
6907,90.06,2017
6908,28.68,2017
6912,23.76,2017
6914,5.67,2017
6915,33.94,2017
6918,23.56,2017
6919,32.2,2017
6920,35.34,2017
6923,42.32,2017
6925,30.42,2017
6926,86.61,2017
6927,14.63,2017
6928,52.43,2017
6929,9.44,2017
6930,23.6,2017
6932,177.99,2017
6937,168.62,2017
6941,48.07,2017
6943,31.44,2017
6946,270.48,2017
6947,17.11,2017
6951,204.34,2017
6952,85.94,2017
6954,10.09,2017
6955,8464.73,2017
6957,104.37,2017
6958,91.12,2017
6960,53.83,2017
6961,6.3,2017
6962,87.17,2017
6963,17.91,2017
6964,40.28,2017
6965,26.23,2017
6966,30.03,2017
6969,136.23,2017
6971,26.67,2017
6976,123.26,2017
6977,278.75,2017
6981,62.49,2017
6986,11.95,2017
6989,178.69,2017
6994,24.83,2017
6996,34.65,2017
6997,116.6,2017
6998,76.37,2017
6999,26.02,2017
7244,432.17,2017
7276,54.67,2017
7280,404.55,2017
7735,138.43,2017
7739,23.73,2017
7751,111.34,2017
7752,95.71,2017
7965,33.71,2017
7999,1.54,2017
8035,126.7,2017
9880,11.52,2017
3116,184.36,2017
3526,164.89,2017
5949,51.53,2017
6016,145.35,2017
6018,68.29,2017
6023,133.37,2017
6042,102.14,2017
6201,70.16,2017
6455,50.3,2017
6493,79.95,2017
6584,118.91,2017
6902,54.67,2017
6982,180.72,2017
6995,73.48,2017
7012,355.51,2017
7014,88.77,2017
7018,292,2017
7102,361.55,2017
7105,295.74,2017
7122,621.6,2017
7201,97.62,2017
7202,88.39,2017
7203,45.99,2017
7205,112.8,2017
7208,55.38,2017
7211,98.55,2017
7212,173.77,2017
7213,342.57,2017
7214,69.3,2017
7215,243.87,2017
7217,85.8,2017
7218,157.85,2017
7219,33.7,2017
7220,243.23,2017
7222,93.08,2017
7224,59.32,2017
7226,38.33,2017
7227,263.32,2017
7228,77.41,2017
7229,48.66,2017
7231,123.5,2017
7235,53.38,2017
7236,75.8,2017
7238,474.57,2017
7239,73.73,2017
7240,81.39,2017
7241,307.09,2017
7242,121.4,2017
7245,152.56,2017
7246,62.9,2017
7247,203.27,2017
7250,70.37,2017
7254,123.23,2017
7255,19.78,2017
7256,208.88,2017
7259,192.8,2017
7261,104.02,2017
7264,46.95,2017
7265,34.12,2017
7266,64.92,2017
7267,44.95,2017
7269,244.6,2017
7270,64.98,2017
7271,214.35,2017
7272,67.02,2017
7273,156.67,2017
7277,59.56,2017
7278,57.62,2017
7279,21.92,2017
7282,61.27,2017
7283,104.63,2017
7284,91.27,2017
7287,127.47,2017
7291,243.25,2017
7292,29.16,2017
7294,56.02,2017
7296,39.3,2017
7297,76.55,2017
7299,15.77,2017
7309,29.3,2017
7313,19.7,2017
7314,23.95,2017
7317,0,2017
7318,0,2017
7399,32.94,2017
7409,0,2017
7551,30.49,2017
4543,94.57,2017
5187,39.27,2017
6376,197.78,2017
7600,33.74,2017
7701,65.24,2017
7702,123.87,2017
7707,49.45,2017
7709,203.38,2017
7711,86.33,2017
7713,25.22,2017
7715,73.41,2017
7716,9.13,2017
7717,317.86,2017
7719,88.42,2017
7721,101.3,2017
7722,80.7,2017
7723,95.24,2017
7725,33.62,2017
7727,57.98,2017
7729,37.33,2017
7730,10.95,2017
7731,134.61,2017
7732,134.29,2017
7733,78.66,2017
7734,25.96,2017
7740,37.71,2017
7741,58.33,2017
7743,212.23,2017
7744,0.2,2017
7745,176.58,2017
7746,320.72,2017
7747,59.06,2017
7749,20.24,2017
7760,106.95,2017
7762,53.9,2017
7769,31.81,2017
7771,107.66,2017
7774,6.76,2017
7775,51.25,2017
7776,24.38,2017
7777,29.87,2017
7779,1.18,2017
7780,67.79,2017
7781,77.68,2017
7782,31.66,2017
7979,25.41,2017
8050,172.73,2017
8086,231.84,2017
1518,66.11,2017
5962,105.07,2017
7790,0,2017
7791,0,2017
7792,0,2017
7793,0,2017
7794,0,2017
7795,0,2017
7800,73.63,2017
7803,187.49,2017
7804,32.96,2017
7805,210.36,2017
7806,98.18,2017
7807,388.42,2017
7808,323.47,2017
7809,295.91,2017
7810,106.9,2017
7811,110.66,2017
7812,606.28,2017
7813,101.28,2017
7814,302.01,2017
7815,425.05,2017
7817,13.34,2017
7818,37.67,2017
7819,120.34,2017
7820,34.97,2017
7821,33.75,2017
7822,47.6,2017
7823,67.3,2017
7826,32.59,2017
7827,449.51,2017
7831,71.81,2017
7832,41.18,2017
7833,16.15,2017
7836,184.18,2017
7837,109.43,2017
7839,30.4,2017
7840,59.29,2017
7841,78,2017
7846,122.97,2017
7847,26.8,2017
7850,280.22,2017
7851,25.41,2017
7856,30.58,2017
7857,25,2017
7859,37.18,2017
7863,113.49,2017
7864,33.1,2017
7865,30.15,2017
7867,151.33,2017
7868,2263.62,2017
7870,60.25,2017
7872,157.7,2017
7875,59.9,2017
7878,59.21,2017
7879,145.67,2017
7883,77.58,2017
7885,25.68,2017
7887,17.52,2017
7893,28.74,2017
7896,90.7,2017
7897,154.12,2017
7898,104.19,2017
7901,33.39,2017
7902,10.97,2017
7906,48.17,2017
7911,79.21,2017
7912,89.86,2017
7914,98.42,2017
7915,235.28,2017
7916,56.32,2017
7919,202.33,2017
7921,30.18,2017
7922,32.06,2017
7923,88.64,2017
7932,116.86,2017
7936,112.21,2017
7937,2.57,2017
7938,87.11,2017
7939,184.42,2017
7944,0,2017
7946,121.07,2017
7949,18.53,2017
7951,39.63,2017
7952,237.03,2017
7953,72.07,2017
7955,57.66,2017
7956,54.9,2017
7957,75.34,2017
7962,24.89,2017
7963,83.38,2017
7966,58.33,2017
7972,85.17,2017
7974,20.58,2017
7975,49.29,2017
7976,41.25,2017
7980,143.94,2017
7981,50.44,2017
7983,29.91,2017
7984,45.39,2017
7986,62.96,2017
7987,107.3,2017
7990,225.69,2017
7992,182.4,2017
7994,89.83,2017
7997,166.54,2017
8022,69.4,2017
3150,39.52,2017
7692,0,2017
9501,525.42,2017
9502,248.91,2017
9503,579.67,2017
9504,586.71,2017
9505,409.48,2017
9506,526.13,2017
9507,349.35,2017
9508,848.89,2017
9509,999.5,2017
9511,172.76,2017
9513,266.58,2017
9514,65.21,2017
9517,59.76,2017
9519,95.61,2017
9531,119.32,2017
9532,91.47,2017
9533,73.04,2017
9534,259.93,2017
9535,150.38,2017
9536,229.01,2017
9537,27.31,2017
9539,51.26,2017
9543,83.29,2017
9551,95.3,2017
2384,631.76,2017
9001,318.71,2017
9003,265.61,2017
9005,237.9,2017
9006,429.73,2017
9007,286.17,2017
9008,217.39,2017
9009,242.2,2017
9010,354.18,2017
9012,119.82,2017
9017,273.79,2017
9020,235.43,2017
9021,266.07,2017
9022,163.83,2017
9023,159.1,2017
9024,283.73,2017
9025,127.85,2017
9027,26.25,2017
9028,81.42,2017
9029,69.01,2017
9031,273.89,2017
9033,120.55,2017
9034,61.21,2017
9035,299.81,2017
9036,22.8,2017
9037,25.13,2017
9039,53.23,2017
9040,34.62,2017
9041,523.92,2017
9042,176.38,2017
9044,357.23,2017
9045,300.85,2017
9046,480.4,2017
9048,227.6,2017
9049,257.16,2017
9051,268.56,2017
9052,151.21,2017
9057,106.34,2017
9059,83.64,2017
9060,232.25,2017
9063,226.36,2017
9064,46.92,2017
9065,175.85,2017
9067,112.83,2017
9068,64.15,2017
9069,166.73,2017
9072,76.56,2017
9073,132.17,2017
9074,62.63,2017
9075,84.26,2017
9076,34.08,2017
9081,224.76,2017
9082,152.79,2017
9083,55.76,2017
9085,35.17,2017
9087,60.01,2017
9090,87.03,2017
9142,86.74,2017
9143,70.51,2017
9145,0,2017
9146,0,2017
9149,0,2017
9101,553.7,2017
9104,350.28,2017
9107,734.19,2017
9110,97.9,2017
9115,301.09,2017
9119,132.22,2017
9127,83.97,2017
9130,172.67,2017
9171,165.1,2017
9173,224.95,2017
9308,93.69,2017
9201,81.2,2017
9202,119.6,2017
9204,0,2017
9206,249.93,2017
9233,111.94,2017
9066,128.24,2017
9193,19,2017
9301,51.73,2017
9302,642.19,2017
9303,75.4,2017
9304,122.92,2017
9306,133.73,2017
9307,164.28,2017
9310,124.3,2017
9311,257.53,2017
9312,157.98,2017
9313,69.15,2017
9319,23.28,2017
9322,74.28,2017
9324,77.92,2017
9325,160.03,2017
9326,0,2017
9327,0,2017
9351,95.89,2017
9353,60.04,2017
9355,125.96,2017
9357,21.98,2017
9359,35.38,2017
9361,89.45,2017
9362,361.76,2017
9363,129.62,2017
9364,17.15,2017
9365,289.23,2017
9366,163.17,2017
9367,128.71,2017
9368,87.36,2017
9369,126.64,2017
9380,126.65,2017
9381,34.65,2017
9386,117.5,2017
145A,0,2017
148A,0,2017
149A,0,2017
153A,0,2017
155A,0,2017
2138,34.48,2017
2303,12.78,2017
2307,73.23,2017
2315,15.95,2017
2317,65.98,2017
2321,39.51,2017
2323,54.08,2017
2326,35.55,2017
2327,87.48,2017
2329,34.12,2017
2330,3.42,2017
2332,30.5,2017
2335,47.24,2017
2338,242.11,2017
2345,16.11,2017
2349,64.02,2017
2351,65.21,2017
2354,267.3,2017
2359,92.3,2017
2411,53.33,2017
2452,0,2017
2477,6.29,2017
2480,19.84,2017
2484,48.09,2017
3031,228.62,2017
3040,115.92,2017
3042,33.2,2017
3371,7.06,2017
3622,60.61,2017
3623,60.83,2017
3624,89.24,2017
3625,15.89,2017
3626,39.36,2017
3627,68,2017
3628,40.62,2017
3632,8.54,2017
3633,357.71,2017
3634,35.02,2017
3635,0.64,2017
3636,25.73,2017
3639,16.89,2017
3640,128.1,2017
3641,75.42,2017
3645,16.16,2017
3646,25.1,2017
3647,582.6,2017
3648,39.25,2017
3649,17.66,2017
3652,6.6,2017
3653,7.59,2017
3655,35.07,2017
3656,49.27,2017
3657,0.82,2017
3659,5.47,2017
3660,65.39,2017
3661,35.99,2017
3662,70.77,2017
3663,4.45,2017
3664,87.56,2017
3665,55.88,2017
3667,133.76,2017
3668,8.5,2017
3670,88.19,2017
3671,171.92,2017
3672,46.35,2017
3673,32.56,2017
3674,53.2,2017
3675,102.44,2017
3676,105.34,2017
3678,217.7,2017
3679,125.56,2017
3680,56.24,2017
3681,241.93,2017
3682,19.01,2017
3683,59.72,2017
3686,189.06,2017
3687,26.16,2017
3688,165.08,2017
3690,16.71,2017
3691,271.74,2017
3692,133.41,2017
3694,37.77,2017
3695,47.91,2017
3696,43.15,2017
3697,137.88,2017
3698,80.02,2017
3710,15.9,2017
3712,30.1,2017
3719,21.15,2017
3723,13.88,2017
3727,12.36,2017
3733,9.2,2017
3739,67.85,2017
3741,18.82,2017
3744,130.74,2017
3747,24.38,2017
3750,0.52,2017
3753,100.92,2017
3758,4.39,2017
3760,69.03,2017
3762,217.62,2017
3763,20.83,2017
3765,11.39,2017
3766,37.02,2017
3768,25.37,2017
3769,205.37,2017
3770,6.69,2017
3771,84.45,2017
3773,25.19,2017
3774,97.96,2017
3775,0,2017
3776,68.51,2017
3777,5.33,2017
3778,236.11,2017
3779,2.55,2017
3787,3.73,2017
3788,48.18,2017
3791,14.13,2017
3793,103.48,2017
3796,29.01,2017
3798,7.15,2017
3799,99.62,2017
3800,24.14,2017
3802,26.05,2017
3803,81.11,2017
3804,82.76,2017
3807,117.78,2017
3808,16.66,2017
3810,37.76,2017
3815,108.57,2017
3816,21.01,2017
3817,14.65,2017
3823,212.36,2017
3824,49.48,2017
3826,156.51,2017
3834,13.26,2017
3835,9.71,2017
3836,80.83,2017
3837,83.4,2017
3839,54.86,2017
3840,7.75,2017
3841,18.63,2017
3842,70.88,2017
3843,145.59,2017
3844,75.21,2017
3845,120.18,2017
3847,47.61,2017
3848,35.84,2017
3849,17.05,2017
3850,50.51,2017
3851,31.02,2017
3853,23.41,2017
3854,145.79,2017
3858,7.29,2017
3900,72.38,2017
3901,41.05,2017
3902,17.04,2017
3903,51.89,2017
3904,69.9,2017
3905,7.72,2017
3907,92.98,2017
3908,33.62,2017
3909,88.11,2017
3910,85.79,2017
3911,123.37,2017
3912,14.84,2017
3913,35.71,2017
3914,34.9,2017
3915,101.99,2017
3916,55.13,2017
3917,25.45,2017
3918,41.82,2017
3920,10.45,2017
3921,31.84,2017
3922,18.69,2017
3923,30.82,2017
3924,51.15,2017
3925,52.64,2017
3926,16.56,2017
3927,152.02,2017
3928,20.34,2017
3929,129.37,2017
3930,23.45,2017
3931,25.21,2017
3932,53.2,2017
3933,66.08,2017
3934,29.23,2017
3935,59.35,2017
3936,80.88,2017
3937,18.8,2017
3939,35.77,2017
3940,17.56,2017
3961,15.13,2017
3962,31.34,2017
3963,16.87,2017
3964,57.54,2017
3965,145.62,2017
3967,22.43,2017
3968,2.98,2017
3969,41.16,2017
3970,49.03,2017
3974,34.25,2017
3976,187.85,2017
3977,85.02,2017
3979,48.43,2017
3981,54.56,2017
3983,13.98,2017
3984,11.62,2017
3985,55.57,2017
3986,27.35,2017
3987,223.32,2017
3988,23.02,2017
3989,53.29,2017
3991,66.22,2017
3992,62.97,2017
3993,3.77,2017
3994,82.42,2017
3996,202.46,2017
3997,35.01,2017
3998,20.54,2017
4011,0,2017
4012,0,2017
4013,0,2017
4014,0,2017
4015,0,2017
4016,0,2017
4017,0,2017
4018,0,2017
4019,0,2017
4020,0,2017
4051,0,2017
4052,0,2017
4053,0,2017
4054,0,2017
4055,0,2017
4056,0,2017
4057,0,2017
4058,0,2017
4059,0,2017
4060,0,2017
4068,0,2017
4069,0,2017
4071,0,2017
4072,0,2017
4073,0,2017
4074,0,2017
4075,0,2017
4076,0,2017
4165,0,2017
4166,0,2017
4167,0,2017
4168,0,2017
4169,0,2017
4170,0,2017
4171,0,2017
4172,0,2017
4174,0,2017
4175,0,2017
4176,0,2017
4177,0,2017
4178,0,2017
4179,0,2017
4180,0,2017
4192,0,2017
4193,0,2017
4194,0,2017
4196,0,2017
4197,0,2017
4198,0,2017
4199,0,2017
4255,0,2017
4256,0,2017
4258,0,2017
4259,0,2017
4260,0,2017
4261,0,2017
4262,0,2017
4263,0,2017
4264,0,2017
4265,0,2017
4270,0,2017
4284,109.47,2017
4287,3.65,2017
4288,63.35,2017
4299,32.87,2017
4307,40.82,2017
4308,21.74,2017
4316,17.25,2017
4320,35.83,2017
4323,60.2,2017
4326,40.19,2017
4333,53.09,2017
4334,87.22,2017
4335,55.88,2017
4344,82.84,2017
4356,25.28,2017
4370,0,2017
4371,0,2017
4372,0,2017
4373,0,2017
4374,0,2017
4375,0,2017
4377,0,2017
4378,0,2017
4379,0,2017
4380,212.87,2017
4381,257.73,2017
4382,390.54,2017
4384,61.86,2017
4385,803.56,2017
4386,212.86,2017
4387,26.09,2017
4388,16.48,2017
4389,32.13,2017
4390,420.12,2017
4391,57.79,2017
4392,0,2017
4393,369.83,2017
4394,20.38,2017
4395,125.65,2017
4396,703.72,2017
4397,353.92,2017
4398,575.57,2017
4412,0,2017
4413,0,2017
4414,0,2017
4415,0,2017
4416,0,2017
4417,0,2017
4418,0,2017
4419,0,2017
4420,64.45,2017
4421,402.22,2017
4422,122.95,2017
4424,108.67,2017
4425,6.03,2017
4426,57.41,2017
4427,144.41,2017
4428,92.16,2017
4429,48.04,2017
4430,118.15,2017
4431,120.79,2017
4432,0,2017
4433,0,2017
4434,108.39,2017
4436,225.29,2017
4437,2.17,2017
4438,15.01,2017
4439,179.77,2017
4440,178.95,2017
4441,247.06,2017
4442,233.83,2017
4443,859.22,2017
4444,288.03,2017
4445,420.77,2017
4446,68.91,2017
4447,472.36,2017
4448,53.05,2017
4449,89.93,2017
4450,99.32,2017
4475,277.12,2017
4476,129.88,2017
4477,240.19,2017
4478,0,2017
4479,593.98,2017
4480,43.25,2017
4481,164.11,2017
4482,194.83,2017
4483,0,2017
4484,0,2017
4486,136.36,2017
4487,239.76,2017
4488,0,2017
4490,0,2017
4491,0,2017
4492,0,2017
4493,91.67,2017
4494,0,2017
4495,0,2017
4496,0,2017
4498,0,2017
4499,0,2017
4644,5.77,2017
4662,100.69,2017
4667,34.45,2017
4674,44.2,2017
4676,46,2017
4684,13.95,2017
4685,110.97,2017
4686,28.05,2017
4687,48.42,2017
4689,24.36,2017
4704,100.72,2017
4709,42.68,2017
4716,88.34,2017
4719,24.63,2017
4722,20.46,2017
4725,17.59,2017
4728,14.82,2017
4733,17.88,2017
4736,81.51,2017
4743,22.55,2017
4746,21.15,2017
4752,97.48,2017
4761,38.17,2017
4762,14.84,2017
4768,79.52,2017
4769,47.5,2017
4772,38.01,2017
4776,152.92,2017
4777,22.55,2017
4783,336.82,2017
4800,95.39,2017
4811,0,2017
4812,54.16,2017
4813,2.4,2017
4814,113.03,2017
4816,30.44,2017
4819,107.1,2017
4820,49.85,2017
4825,14.21,2017
4826,15.41,2017
4828,88.67,2017
4829,5.42,2017
4832,89.42,2017
4838,70.84,2017
4839,71.13,2017
4845,148.5,2017
4847,50.65,2017
5025,0,2017
5026,0,2017
5027,0,2017
5028,0,2017
5029,0,2017
5031,0,2017
5032,0,2017
5033,0,2017
5034,0,2017
5035,0,2017
5036,0,2017
5037,0,2017
5038,0,2017
5039,0,2017
5125,0,2017
5126,0,2017
5129,0,2017
5130,0,2017
5131,0,2017
5132,0,2017
5134,0,2017
5135,0,2017
5136,0,2017
5137,0,2017
5138,0,2017
5139,0,2017
5240,0,2017
5241,0,2017
5242,0,2017
5243,0,2017
5244,0,2017
5246,0,2017
5247,0,2017
5248,0,2017
5249,0,2017
5250,0,2017
5251,0,2017
5252,0,2017
5253,0,2017
5254,0,2017
5255,0,2017
5256,0,2017
5257,0,2017
5258,0,2017
5570,0,2017
5571,0,2017
5572,0,2017
5573,0,2017
5574,0,2017
5575,0,2017
5576,0,2017
5577,0,2017
5578,0,2017
5579,0,2017
5580,0,2017
5581,0,2017
5582,0,2017
5584,0,2017
5586,0,2017
5587,0,2017
5588,0,2017
5589,0,2017
5590,0,2017
5591,0,2017
5597,0,2017
5616,0,2017
5618,0,2017
5619,0,2017
6888,49.82,2017
6942,3479.17,2017
7527,13.12,2017
7595,40.9,2017
7844,54.2,2017
7849,21.81,2017
7860,144.54,2017
8023,546.74,2017
8056,101.1,2017
8157,198.27,2017
9360,452.24,2017
9401,54.74,2017
9402,24.32,2017
9404,35.22,2017
9405,46.33,2017
9407,6.03,2017
9408,13.78,2017
9409,22.89,2017
9412,13.72,2017
9413,68.82,2017
9414,11.35,2017
9416,35.63,2017
9417,64.78,2017
9418,853.85,2017
9419,80.66,2017
9421,12.39,2017
9423,65.92,2017
9424,175.11,2017
9425,98.47,2017
9428,196.65,2017
9432,52.41,2017
9433,36.37,2017
9434,170.05,2017
9435,153.96,2017
9436,17.26,2017
9438,32.04,2017
9441,95.36,2017
9444,470.73,2017
9445,220.55,2017
9446,475.97,2017
9449,341.93,2017
9450,715.34,2017
9466,45.52,2017
9467,26.73,2017
9468,35.36,2017
9470,54.12,2017
9471,33.45,2017
9474,43.32,2017
9475,23.53,2017
9476,11.86,2017
9478,17.98,2017
9600,96.9,2017
9601,76.67,2017
9602,52.46,2017
9605,98,2017
9629,48.2,2017
9640,192.5,2017
9651,16.54,2017
9658,69.93,2017
9682,21.9,2017
9684,2.53,2017
9685,22.96,2017
9687,41.26,2017
9691,71.42,2017
9692,29.36,2017
9697,51,2017
9698,4.89,2017
9702,44.73,2017
9709,57.55,2017
9719,111.48,2017
9739,45.27,2017
9742,42.95,2017
9746,20.78,2017
9753,115.17,2017
9759,12.56,2017
9766,13.31,2017
9790,9.41,2017
9799,27.11,2017
9889,77.12,2017
9928,46.8,2017
9984,238.76,2017
1909,160.97,2018
5631,172.81,2018
6005,23.33,2018
6013,100.23,2018
6022,49.03,2018
6101,35.88,2018
6103,46.06,2018
6104,88.05,2018
6111,46.01,2018
6113,14.14,2018
6118,30.33,2018
6125,139.91,2018
6134,23.65,2018
6135,107.04,2018
6136,43.94,2018
6137,71.6,2018
6138,127.41,2018
6140,23.4,2018
6141,256.72,2018
6142,32.52,2018
6143,303.97,2018
6144,64.72,2018
6145,54.12,2018
6146,25.7,2018
6147,132.7,2018
6149,35.29,2018
6150,96.08,2018
6151,15.2,2018
6155,64.54,2018
6156,8.31,2018
6157,16.59,2018
6158,44.36,2018
6159,11.97,2018
6161,17.64,2018
6165,135.39,2018
6166,123.44,2018
6167,40.27,2018
6168,0,2018
6203,68.05,2018
6208,336.09,2018
6210,93.42,2018
6217,167.57,2018
6218,311.4,2018
6222,38.92,2018
6223,0,2018
6225,0,2018
6226,0,2018
6227,0,2018
