東洋経済コード,負債比率,年版
4932,0,2018
4933,0,2018
4934,0,2018
4935,0,2018
4936,0,2018
4937,0,2018
4951,50.72,2018
4956,61.32,2018
4957,19.74,2018
4958,25.04,2018
4960,240.97,2018
4966,28.08,2018
4967,42.54,2018
4968,53.51,2018
4970,306.06,2018
4971,75.08,2018
4972,49.45,2018
4973,16.93,2018
4974,7.85,2018
4975,38.47,2018
4976,29.05,2018
4977,98.27,2018
4978,2.45,2018
4979,90.01,2018
4980,114.9,2018
4985,88.42,2018
4990,152.97,2018
4992,90.07,2018
4994,51.01,2018
4995,203.55,2018
4996,33.93,2018
4997,42.06,2018
4998,248.27,2018
5142,83.78,2018
5208,26.08,2018
6776,228.71,2018
6988,46.99,2018
7871,62.89,2018
7874,49.85,2018
7877,33.92,2018
7886,266.54,2018
7888,110.11,2018
7894,128.97,2018
7908,30.15,2018
7917,45.14,2018
7925,18.81,2018
7927,202.85,2018
7928,17.27,2018
7931,18.28,2018
7940,289.78,2018
7942,60.97,2018
7947,151.22,2018
7950,15.01,2018
7970,38.66,2018
7971,146.15,2018
7988,124.07,2018
7995,57.81,2018
8113,63.55,2018
9385,218.33,2018
9845,97.11,2018
130A,0,2018
2160,0.46,2018
4151,11.62,2018
4502,102.21,2018
4503,118.6,2018
4506,24.54,2018
4507,26.41,2018
4512,28.72,2018
4516,30.76,2018
4519,20.28,2018
4521,28.75,2018
4523,61.7,2018
4524,54.4,2018
4527,32.36,2018
4528,21.59,2018
4530,16.41,2018
4534,26.36,2018
4536,22.08,2018
4538,111.36,2018
4539,201.3,2018
4540,41.2,2018
4547,14.86,2018
4548,12.79,2018
4549,44.31,2018
4552,31.63,2018
4553,110.11,2018
4554,48.24,2018
4556,59.31,2018
4558,151.65,2018
4559,78.48,2018
4563,10.33,2018
4564,5.16,2018
4565,20.53,2018
4568,64.86,2018
4569,1.97,2018
4570,153.21,2018
4571,29.2,2018
4572,59.25,2018
4574,21.73,2018
4575,7.61,2018
4576,35.85,2018
4577,78.24,2018
4578,2.16,2018
4579,3.53,2018
4582,37.44,2018
4583,4.81,2018
4584,5.9,2018
4586,5.08,2018
4587,11.88,2018
4588,20.34,2018
4591,2.34,2018
4592,21.88,2018
4593,21.93,2018
4594,3.94,2018
4595,79.61,2018
4596,0,2018
4597,11.64,2018
4598,25.91,2018
4599,5.25,2018
4880,57.49,2018
4881,0,2018
4882,0,2018
4883,0,2018
4884,0,2018
4885,0,2018
4888,0,2018
4889,0,2018
4890,0,2018
4891,0,2018
4892,0,2018
4893,0,2018
4894,0,2018
4896,0,2018
3315,161.4,2018
5010,151.35,2018
5011,58.62,2018
5013,42.34,2018
5015,25.64,2018
5017,490,2018
5018,76.53,2018
5019,409.92,2018
5020,155.85,2018
5021,917.76,2018
5101,191.5,2018
5103,11.3,2018
5105,178.53,2018
5108,42.55,2018
5110,139.41,2018
5121,43.28,2018
5122,67.8,2018
5161,78.71,2018
5162,168.24,2018
5184,78.72,2018
5185,68.81,2018
5186,24.63,2018
5189,117.49,2018
5191,179.95,2018
5192,63.42,2018
5194,83.82,2018
5195,82.23,2018
5199,225.79,2018
3110,86.61,2018
4026,198.12,2018
5201,107.88,2018
5202,120.78,2018
5204,250.05,2018
5210,70.84,2018
5214,41.28,2018
5216,1098.33,2018
5218,33.4,2018
5232,68.52,2018
5233,121.19,2018
5237,61.18,2018
5262,69.13,2018
5268,58.77,2018
5269,104.99,2018
5271,542.12,2018
5273,75.18,2018
5279,146.98,2018
5282,83.23,2018
5284,411.8,2018
5285,250.02,2018
5287,39.25,2018
5288,3.26,2018
5290,0,2018
5301,44.29,2018
5302,39.26,2018
5304,16.13,2018
5310,22.37,2018
5331,86.55,2018
5332,97.94,2018
5333,99.28,2018
5334,66.62,2018
5337,15.6,2018
5341,113.96,2018
5342,85.49,2018
5343,1203.48,2018
5344,15.79,2018
5351,89.75,2018
5352,133,2018
5355,174.41,2018
5356,94.24,2018
5357,31.33,2018
5363,51.4,2018
5367,38.45,2018
5368,0,2018
5380,112.92,2018
5381,144.71,2018
5384,16.61,2018
5386,50.04,2018
5388,16.81,2018
5391,212.55,2018
5393,84.63,2018
7943,103.59,2018
5401,162.37,2018
5406,212.94,2018
5408,57.1,2018
5410,86.93,2018
5411,138.48,2018
5423,37.69,2018
5440,18.05,2018
5444,25.62,2018
5445,45.17,2018
5446,43.07,2018
5449,27.5,2018
5451,26.8,2018
5458,200.19,2018
5461,15.94,2018
5463,12.69,2018
5464,40.88,2018
5471,124.23,2018
5476,68.05,2018
5480,229.42,2018
5482,80.54,2018
5484,19.71,2018
5491,218.58,2018
5541,13.93,2018
5542,83.54,2018
5563,38.42,2018
5602,100.1,2018
5603,135.55,2018
5607,69.63,2018
5609,95.76,2018
5612,58.11,2018
5632,98.72,2018
5644,124.82,2018
5658,21.2,2018
5659,41.28,2018
5660,118.87,2018
5695,35.37,2018
5697,83.89,2018
5698,21.96,2018
5699,133.16,2018
7305,63.3,2018
1491,13.27,2018
5702,148.64,2018
5703,115.63,2018
5704,34.08,2018
5706,229.14,2018
5707,139.22,2018
5711,164.83,2018
5713,63.99,2018
5714,108.57,2018
5715,164.32,2018
5721,6.17,2018
5724,105.29,2018
5726,170.35,2018
5727,117.68,2018
5729,62.73,2018
5741,211.6,2018
5742,72.82,2018
5753,99.39,2018
5757,13.54,2018
5801,219.77,2018
5802,75.01,2018
5803,246,2018
5805,174.98,2018
5816,83.21,2018
5817,48.7,2018
5819,13.75,2018
5820,90.59,2018
5821,49.03,2018
5851,121.02,2018
5852,86.1,2018
5857,60.2,2018
5858,0,2018
2961,0,2018
2962,0,2018
3420,79.9,2018
3421,31.14,2018
3422,0,2018
3423,138.31,2018
3426,35.81,2018
3431,0.19,2018
3433,35.21,2018
3434,106.6,2018
3435,44.18,2018
3436,128.09,2018
3437,85.93,2018
3439,118.46,2018
3440,23.49,2018
3441,72.76,2018
3442,23.26,2018
3443,22.11,2018
3444,36.85,2018
3445,80.12,2018
3446,92.12,2018
3447,113.28,2018
3448,0,2018
3449,69.7,2018
3450,0,2018
5900,26.96,2018
5901,47.56,2018
5902,139.43,2018
5903,24.24,2018
5905,117.42,2018
5906,91.18,2018
5909,40.86,2018
5911,33.66,2018
5915,95.85,2018
5918,34.9,2018
5921,23.01,2018
5922,120.48,2018
5923,59.99,2018
5928,28.49,2018
5929,51.68,2018
5930,102.96,2018
5932,180.66,2018
5933,81.66,2018
5936,183.41,2018
5938,47.17,2018
5939,104.05,2018
5940,366.49,2018
5941,58.95,2018
5942,69.72,2018
5943,65.3,2018
5945,10.28,2018
5946,6.38,2018
5947,26.04,2018
5950,136.43,2018
5951,17.87,2018
5952,312.47,2018
5953,254.69,2018
5955,19.13,2018
5956,90.73,2018
5957,41.99,2018
5958,67.85,2018
5959,61.67,2018
5965,124.47,2018
5966,39.61,2018
5967,41.81,2018
5969,100.95,2018
5970,65.39,2018
5971,19.59,2018
5973,22.55,2018
5974,114.72,2018
5975,63.49,2018
5976,22.38,2018
5979,14.01,2018
5981,249.39,2018
5982,50.3,2018
5983,24.29,2018
5984,19.4,2018
5985,24.07,2018
5986,62.89,2018
5987,77.85,2018
5988,19.3,2018
5989,104,2018
5990,41.47,2018
5991,103.24,2018
5992,50.84,2018
5994,128.2,2018
5997,90.14,2018
5998,481.82,2018
7985,224.94,2018
7989,37.15,2018
1301,289.88,2019
1332,262.06,2019
1333,413.04,2019
1375,0,2019
1376,139.35,2019
1377,10.98,2019
1379,77.54,2019
1380,198.15,2019
1381,23.25,2019
1382,108.72,2019
1383,180.49,2019
1384,48.69,2019
1514,44.2,2019
1515,59.93,2019
1605,22.48,2019
1662,26.29,2019
1663,8.64,2019
1401,55.32,2019
1407,218.11,2019
1414,0.05,2019
1417,69.54,2019
1418,105.76,2019
1419,505.53,2019
1420,185.82,2019
1429,144.37,2019
1430,168.09,2019
1431,95.91,2019
1432,195.04,2019
1433,67.44,2019
1434,84.1,2019
1436,59.61,2019
1438,34.68,2019
1443,0.52,2019
1444,36.47,2019
1445,0,2019
1446,93.04,2019
1447,0,2019
1449,109.91,2019
144A,0,2019
1450,62.62,2019
1452,169.21,2019
1711,384.11,2019
1712,68.32,2019
1716,22.19,2019
1718,80.78,2019
1719,171.33,2019
1720,230.52,2019
1721,20.29,2019
1723,53.06,2019
1724,731.37,2019
1726,91.57,2019
1736,71.87,2019
1738,83.25,2019
1743,74.25,2019
1758,43.46,2019
1762,4.17,2019
1764,210.04,2019
1766,141.12,2019
1768,88.64,2019
1770,96.61,2019
1771,55.3,2019
1776,158.48,2019
1777,134.24,2019
1780,59.25,2019
1786,69.85,2019
1787,47.02,2019
1788,46.43,2019
1793,52,2019
1795,108.36,2019
1798,200.94,2019
1799,20.53,2019
1801,199.17,2019
1802,178.57,2019
1803,174.05,2019
1807,122.62,2019
1808,109.6,2019
1810,116.8,2019
1811,138.38,2019
1812,229.72,2019
1813,108.3,2019
1814,178.3,2019
1815,238.36,2019
1820,106.98,2019
1821,318.02,2019
1822,134.75,2019
1826,93.64,2019
1827,210.53,2019
1828,89.03,2019
1832,68.35,2019
1833,88.22,2019
1835,67.41,2019
1840,2.02,2019
1841,29.77,2019
1844,72.89,2019
1847,216.92,2019
1848,187.58,2019
1850,224.94,2019
1852,176.24,2019
1853,129.22,2019
1860,123.21,2019
1861,178.87,2019
1866,89.6,2019
1867,105.7,2019
1869,86.63,2019
1870,132.1,2019
1871,193.17,2019
1873,96.79,2019
1879,73.03,2019
1882,144.06,2019
1884,92.36,2019
1885,194.85,2019
1887,121.87,2019
1888,189.81,2019
1890,219.85,2019
1892,303.04,2019
1893,304.97,2019
1897,12.56,2019
1898,157.86,2019
1899,97.95,2019
1904,65.84,2019
1905,59.88,2019
1911,150.43,2019
1914,34.9,2019
1921,76.62,2019
1925,130.81,2019
1926,56.47,2019
1928,94.32,2019
1929,104.35,2019
1930,51.06,2019
1934,73.25,2019
1938,65.61,2019
1939,71.75,2019
1941,20.27,2019
1942,88.16,2019
1944,35.06,2019
1945,44.49,2019
1946,149.77,2019
1948,79.15,2019
1949,76.23,2019
1950,60.37,2019
1951,76.28,2019
1952,125.46,2019
1959,96.92,2019
1960,26.08,2019
1961,112.68,2019
1963,72.71,2019
1964,89.48,2019
1965,62.21,2019
1966,171.1,2019
1967,47.08,2019
1968,49.12,2019
1969,109.74,2019
1972,88.17,2019
1975,176.15,2019
1976,30.96,2019
1979,66.4,2019
1980,102.45,2019
1981,70.85,2019
1982,44.37,2019
1992,104.25,2019
1994,80.82,2019
1997,119.31,2019
1999,151.33,2019
3267,47.05,2019
5070,834.5,2019
5071,139.37,2019
5072,0,2019
5074,0,2019
5075,0,2019
5077,0,2019
5078,0,2019
5079,0,2019
6330,10906.32,2019
6366,188.42,2019
6379,64.17,2019
2001,58.75,2019
2002,12.2,2019
2003,41.11,2019
2004,108.25,2019
2009,25.65,2019
2053,60.84,2019
2055,61.54,2019
2058,84.24,2019
2060,144.52,2019
2108,50.92,2019
2109,36.13,2019
2112,200.96,2019
2114,22.03,2019
2117,15.43,2019
2201,83.69,2019
2204,57.62,2019
2206,55.77,2019
2207,49.98,2019
2208,74.53,2019
2209,69.9,2019
2211,43.72,2019
2212,82.37,2019
2215,110.51,2019
2216,87.65,2019
2217,50.96,2019
2218,195.3,2019
2220,57.46,2019
2221,36.65,2019
2222,35.96,2019
2224,299.22,2019
2226,80.9,2019
2229,29.18,2019
2264,219.25,2019
2266,76.9,2019
2267,118.05,2019
2268,95.11,2019
2269,45.25,2019
2270,136.61,2019
2281,101.86,2019
2282,108.63,2019
2286,297.18,2019
2288,53.14,2019
2291,158.71,2019
2292,56.02,2019
2293,290.16,2019
2294,35.88,2019
2296,6.91,2019
2501,136.04,2019
2502,151.54,2019
2503,73.35,2019
2531,63.97,2019
2533,109.61,2019
2540,14.15,2019
2551,267.65,2019
2573,23.85,2019
2579,43.9,2019
2585,0,2019
2586,96250,2019
2587,68.36,2019
2588,162.04,2019
2590,44.61,2019
2593,97.42,2019
2594,31.16,2019
2597,45.98,2019
2602,99.79,2019
2607,38.59,2019
2612,28.31,2019
2613,87.3,2019
2801,134.91,2019
2802,169.94,2019
2804,28.45,2019
2805,134.33,2019
2806,17.33,2019
2809,70.56,2019
2810,22.18,2019
2811,62.93,2019
2813,72.84,2019
2814,14.98,2019
2815,14.21,2019
2816,78.94,2019
2818,75.37,2019
2819,52.17,2019
2820,104.36,2019
2830,47.2,2019
2831,80.53,2019
2871,132.36,2019
2872,97.24,2019
2875,50.62,2019
2876,138.3,2019
2877,204.78,2019
2882,208.32,2019
2883,56.4,2019
2884,160,2019
2892,93.53,2019
2894,123.58,2019
2897,53.92,2019
2901,99.6,2019
2902,28.46,2019
2903,88.74,2019
2904,151.85,2019
2907,111.66,2019
2908,20.27,2019
2910,21.78,2019
2911,44.16,2019
2914,78.91,2019
2915,79.29,2019
2916,85.5,2019
2917,40.23,2019
2918,7.41,2019
2919,26.34,2019
2922,106.8,2019
2923,122.7,2019
2924,112.52,2019
2926,41.21,2019
2927,66.72,2019
2929,62.14,2019
2931,32.19,2019
2932,330.24,2019
2933,0,2019
2934,0,2019
2936,0,2019
2937,0,2019
2938,0,2019
3069,147.45,2019
409A,21.25,2019
4404,116.11,2019
4526,81.82,2019
3001,208.33,2019
3002,32.34,2019
3101,142,2019
3103,366.3,2019
3104,32.13,2019
3106,60.16,2019
3109,161.97,2019
3111,308.62,2019
3123,101.9,2019
3201,33.44,2019
3202,314.54,2019
3204,164.25,2019
3205,83.37,2019
3302,30.31,2019
3401,136.07,2019
3402,125.58,2019
3409,136.78,2019
3501,147.61,2019
3504,0.19,2019
3512,33,2019
3513,39.62,2019
3524,257.82,2019
3529,18.89,2019
3551,156.94,2019
3569,81.99,2019
3571,15.66,2019
3577,71.17,2019
3580,31.97,2019
3583,93.78,2019
3591,13.98,2019
3593,15.02,2019
3597,16.75,2019
3598,93.94,2019
3600,14.14,2019
3607,11.15,2019
3608,32.14,2019
3611,62.29,2019
3612,490.4,2019
8011,62.12,2019
8013,51.22,2019
8016,22.5,2019
8029,15.64,2019
8040,53.82,2019
8107,97.45,2019
8111,149.46,2019
8118,17.23,2019
8127,33.01,2019
8143,63.23,2019
3708,29.07,2019
3861,204.87,2019
3863,220.64,2019
3864,294.39,2019
3865,105.11,2019
3877,173.53,2019
3880,324.2,2019
3891,63.45,2019
3892,51.27,2019
3895,80.45,2019
3896,217.09,2019
3941,226.7,2019
3943,48.75,2019
3944,123.19,2019
3945,294.53,2019
3946,104.38,2019
3947,65.19,2019
3948,35.78,2019
3950,48.59,2019
3951,82.62,2019
3953,45.11,2019
3954,70.15,2019
3955,38.86,2019
3958,0,2019
2930,48.42,2019
3405,87.89,2019
3407,117.51,2019
3553,68.59,2019
3878,215.62,2019
4004,152.9,2019
4005,345.05,2019
4008,60.58,2019
4021,41.75,2019
4022,165.12,2019
4023,48.8,2019
4025,68.7,2019
4027,31.77,2019
4028,153.19,2019
4031,93.46,2019
4040,0,2019
4041,48.36,2019
4042,52.44,2019
4043,215.48,2019
4044,69.66,2019
4045,43.75,2019
4046,85.58,2019
4047,78.99,2019
4061,113.55,2019
4063,34.65,2019
4064,141.98,2019
4078,41.81,2019
4080,95.26,2019
4082,39.87,2019
4088,123.97,2019
4091,92.3,2019
4092,86.72,2019
4093,133.89,2019
4094,19.13,2019
4095,40.23,2019
4097,51.07,2019
4098,96.96,2019
4099,37.21,2019
4100,151.79,2019
4102,74.74,2019
4107,20.6,2019
4109,57.16,2019
4112,43.43,2019
4113,114.76,2019
4114,39.34,2019
4116,141.69,2019
4118,80.44,2019
4119,110.71,2019
4120,74.47,2019
4124,9.58,2019
4125,0,2019
4182,65.62,2019
4183,200.09,2019
4186,21.2,2019
4187,27.9,2019
4188,288.35,2019
4189,165.6,2019
4202,60.35,2019
4203,55.75,2019
4204,90.41,2019
4205,84.69,2019
4206,28.83,2019
4208,174.06,2019
4212,36.65,2019
4216,36.9,2019
4218,86.08,2019
4220,43.16,2019
4221,116.79,2019
4222,975.35,2019
4224,49.51,2019
4228,95.88,2019
4229,24.26,2019
4231,34.59,2019
4234,73.15,2019
4235,199.58,2019
4237,75.38,2019
4238,27.12,2019
4240,9.87,2019
4241,251.64,2019
4242,469.49,2019
4243,59.04,2019
4245,253.63,2019
4246,100.09,2019
4247,20.31,2019
4248,128.99,2019
4249,45.2,2019
4250,0,2019
4251,360.09,2019
4272,29.86,2019
4274,54.28,2019
4275,52.59,2019
4361,269.51,2019
4362,32.01,2019
4365,20.81,2019
4366,48.71,2019
4367,50.06,2019
4368,31.08,2019
4369,77.48,2019
4401,44.09,2019
4403,49.18,2019
4406,144.05,2019
4409,362.69,2019
4410,30.27,2019
4452,68.36,2019
4461,139.73,2019
4462,19.06,2019
4463,236.86,2019
4464,9.28,2019
4465,77.38,2019
4471,42.67,2019
4531,92.96,2019
4611,116,2019
4612,18.78,2019
4613,98.46,2019
4615,117.48,2019
4616,231.51,2019
4617,55.67,2019
4619,87.86,2019
4620,33.59,2019
4623,44.75,2019
4624,26.56,2019
4625,49.39,2019
4626,48.75,2019
4627,26.98,2019
4628,20.45,2019
4629,71.21,2019
4631,132.39,2019
4633,72.69,2019
4634,43.24,2019
4635,99.97,2019
4901,35.68,2019
4911,91.38,2019
4912,69.08,2019
4914,99.6,2019
4917,17.12,2019
4918,302.8,2019
4919,19.17,2019
4920,201.16,2019
4922,43.3,2019
4923,31.06,2019
4925,61.37,2019
4926,27.81,2019
4927,108.53,2019
4928,1.17,2019
4929,20.99,2019
4931,128.15,2019
4932,0,2019
4933,710.5,2019
4934,1108.33,2019
4935,251.67,2019
4936,0,2019
4937,0,2019
4951,45.81,2019
4956,67.89,2019
4957,30.18,2019
4958,25.04,2019
4960,234.78,2019
4966,23.21,2019
4967,38.15,2019
4968,51.8,2019
4970,287.1,2019
4971,25.63,2019
4972,51.83,2019
4973,20.75,2019
4974,7.32,2019
4975,35.08,2019
4976,24.83,2019
4977,102.43,2019
4978,3.81,2019
4979,243.23,2019
4980,105.16,2019
4985,99.09,2019
4990,137.13,2019
4992,71.81,2019
4994,49.8,2019
4995,218.6,2019
4996,31.76,2019
4997,37.05,2019
4998,132.78,2019
5142,86.08,2019
5208,27.92,2019
6776,184.98,2019
6988,47.28,2019
7871,62.39,2019
7874,84.38,2019
7877,35.4,2019
7886,291.05,2019
7888,112.02,2019
7894,112.03,2019
7908,29.41,2019
7917,51.48,2019
7925,16.88,2019
7927,179.71,2019
7928,16.81,2019
7931,19.49,2019
7940,243.23,2019
7942,64.81,2019
7947,153.57,2019
7950,14.2,2019
7970,53.39,2019
7971,137.13,2019
7988,67.02,2019
7995,51.33,2019
8113,43.95,2019
9385,211.6,2019
9845,87.97,2019
130A,0,2019
2160,7.44,2019
4151,13.45,2019
4502,88.37,2019
4503,93.51,2019
4506,20.46,2019
4507,16.89,2019
4512,26.56,2019
4516,22.23,2019
4519,20.55,2019
4521,32.56,2019
4523,62.19,2019
4524,44.8,2019
4527,33.03,2019
4528,15.48,2019
4530,17.41,2019
4534,24.65,2019
4536,20.79,2019
4538,115.44,2019
4539,211.42,2019
4540,50.46,2019
4547,16.23,2019
4548,13.85,2019
4549,39.02,2019
4552,40.09,2019
4553,114.46,2019
4554,42.31,2019
4556,59.42,2019
4558,148.09,2019
4559,78.95,2019
4563,4.22,2019
4564,5.93,2019
4565,32.61,2019
4568,66.55,2019
4569,1.64,2019
4570,61.61,2019
4571,66.33,2019
4572,98.54,2019
4574,24.64,2019
4575,45.09,2019
4576,63.94,2019
4577,67.36,2019
4578,7.94,2019
4579,4.71,2019
4582,30.58,2019
4583,5.82,2019
4584,16.37,2019
4586,8.74,2019
4587,12.26,2019
4588,18.26,2019
4591,4.45,2019
4592,42.49,2019
4593,39.18,2019
4594,4.15,2019
4595,76.93,2019
4596,0,2019
4597,15.57,2019
4598,4.99,2019
4599,2.78,2019
4880,73.57,2019
4881,18.11,2019
4882,0,2019
4883,1.34,2019
4884,9.27,2019
4885,0,2019
4888,0,2019
4889,0,2019
4890,0,2019
4891,0,2019
4892,0,2019
4893,0,2019
4894,0,2019
4896,0,2019
3315,145.7,2019
5010,173.67,2019
5011,54.68,2019
5013,40.89,2019
5015,27.23,2019
5017,422.08,2019
5018,71.3,2019
5019,276.03,2019
5020,116.52,2019
5021,858.88,2019
5101,133.18,2019
5103,14.91,2019
5105,206.83,2019
5108,37.21,2019
5110,135.13,2019
5121,47.15,2019
5122,68.58,2019
5161,75.15,2019
5162,156.68,2019
5184,69.48,2019
5185,82.49,2019
5186,25.55,2019
5189,106.04,2019
5191,175.09,2019
5192,63.26,2019
5194,112.62,2019
5195,78.69,2019
5199,256.88,2019
3110,69.01,2019
4026,187.35,2019
5201,118.49,2019
5202,107.35,2019
5204,229.63,2019
5210,76.6,2019
5214,35.06,2019
5216,0,2019
5218,33.19,2019
5232,65.97,2019
5233,109.11,2019
5237,57.01,2019
5262,68.32,2019
5268,51.99,2019
5269,120.67,2019
5271,470.1,2019
5273,72.26,2019
5279,131,2019
5282,82.06,2019
5284,286.85,2019
5285,237.29,2019
5287,34.89,2019
5288,2.99,2019
5290,0,2019
5301,87.3,2019
5302,53.87,2019
5304,14.04,2019
5310,18.1,2019
5331,70.56,2019
5332,76.87,2019
5333,83.72,2019
5334,62.73,2019
5337,13.49,2019
5341,164.42,2019
5342,79.25,2019
5343,1006.72,2019
5344,20.3,2019
5351,82.71,2019
5352,129.38,2019
5355,172.86,2019
5356,91.66,2019
5357,30.83,2019
5363,50.34,2019
5367,38.51,2019
5368,75.49,2019
5380,111.97,2019
5381,152.83,2019
5384,16.43,2019
5386,48.12,2019
5388,14.27,2019
5391,194.93,2019
5393,83.42,2019
7943,91.34,2019
5401,156.55,2019
5406,192.02,2019
5408,59.54,2019
5410,97.47,2019
5411,141.2,2019
5423,47.7,2019
5440,24.6,2019
5444,19.13,2019
5445,54.76,2019
5446,53.23,2019
5449,31.45,2019
5451,24.86,2019
5458,161.49,2019
5461,19.59,2019
5463,13.58,2019
5464,41.08,2019
5471,127.94,2019
5476,78.93,2019
5480,235.01,2019
5482,71.64,2019
5484,18.8,2019
5491,201.8,2019
5541,14.09,2019
5542,73.41,2019
5563,39.53,2019
5602,102.62,2019
5603,144.04,2019
5607,89.07,2019
5609,105.01,2019
5612,60.23,2019
5632,91.23,2019
5644,122.57,2019
5658,20.98,2019
5659,46.68,2019
5660,115.7,2019
5695,35.48,2019
5697,86.17,2019
5698,25.98,2019
5699,70.99,2019
7305,64.12,2019
1491,13.11,2019
5702,150.76,2019
5703,107.58,2019
5704,60.54,2019
5706,236.96,2019
5707,131.29,2019
5711,154.24,2019
5713,61.28,2019
5714,128.91,2019
5715,152.4,2019
5721,8.16,2019
5724,104.71,2019
5726,155.88,2019
5727,102.42,2019
5729,58.47,2019
5741,203.68,2019
5742,80.36,2019
5753,94.52,2019
5757,15.24,2019
5801,205.86,2019
5802,74.38,2019
5803,245.91,2019
5805,171.26,2019
5816,71.37,2019
5817,52.65,2019
5819,14.29,2019
5820,78.21,2019
5821,48.73,2019
5851,228.14,2019
5852,90.09,2019
5857,39.39,2019
5858,0,2019
2961,0,2019
2962,0,2019
3420,77.29,2019
3421,30.45,2019
3422,1401.69,2019
3423,129.14,2019
3426,34.68,2019
3431,0.18,2019
3433,45.63,2019
3434,85.04,2019
3435,39.6,2019
3436,121.93,2019
3437,79.7,2019
3439,112.36,2019
3440,29.19,2019
3441,93.78,2019
3442,21.85,2019
3443,5.16,2019
3444,31.99,2019
3445,19.44,2019
3446,19.71,2019
3447,97.05,2019
3448,0,2019
3449,61.78,2019
3450,0,2019
5900,26.02,2019
5901,42.47,2019
5902,131.51,2019
5903,27.4,2019
5905,115,2019
5906,93.42,2019
5909,42.46,2019
5911,21.36,2019
5915,96.73,2019
5918,31.24,2019
5921,27.52,2019
5922,158.69,2019
5923,59.18,2019
5928,26.5,2019
5929,59.07,2019
5930,110.47,2019
5932,208.19,2019
5933,82.45,2019
5936,179.22,2019
5938,44.96,2019
5939,91.15,2019
5940,357,2019
5941,72.37,2019
5942,57.15,2019
5943,66.62,2019
5945,11.8,2019
5946,5.41,2019
5947,24.8,2019
5950,128.69,2019
5951,18.22,2019
5952,287.74,2019
5953,209.27,2019
5955,19.38,2019
5956,85.53,2019
5957,41,2019
5958,66.36,2019
5959,55.56,2019
5965,114.35,2019
5966,33.8,2019
5967,32.87,2019
5969,104.48,2019
5970,63.26,2019
5971,22.99,2019
5973,25.05,2019
5974,120.7,2019
5975,51.98,2019
5976,27.02,2019
5979,14.35,2019
5981,253.32,2019
5982,51.92,2019
5983,22.38,2019
5984,21.05,2019
5985,25.3,2019
5986,77.95,2019
5987,78.83,2019
5988,17.85,2019
5989,90.98,2019
5990,35.65,2019
5991,104.77,2019
5992,42.9,2019
5994,145,2019
5997,93.53,2019
5998,612.16,2019
7985,209.26,2019
7989,35.24,2019
1301,300.69,2020
1332,266.52,2020
1333,368.92,2020
1375,0.01,2020
1376,132.22,2020
1377,9.94,2020
1379,87.39,2020
1380,179.48,2020
1381,17.55,2020
1382,140.39,2020
1383,187.65,2020
1384,38.3,2020
1514,6.21,2020
1515,55.24,2020
1605,66.62,2020
1662,19.54,2020
1663,4.09,2020
1401,43.2,2020
1407,278.15,2020
1414,0.05,2020
1417,46.48,2020
1418,88.21,2020
1419,422.77,2020
1420,211.76,2020
1429,124.74,2020
1430,92.55,2020
1431,77.15,2020
1432,204.41,2020
1433,73.42,2020
1434,58.39,2020
1436,69.2,2020
1438,38.69,2020
1443,0.07,2020
1444,36.07,2020
1445,0,2020
1446,77.52,2020
1447,6.16,2020
1449,95.22,2020
144A,0,2020
1450,25.52,2020
1452,120.33,2020
1711,13.78,2020
1712,78.7,2020
1716,17.88,2020
1718,55.15,2020
1719,162.73,2020
1720,193.25,2020
1721,18.45,2020
1723,57.48,2020
1724,220.35,2020
1726,147.53,2020
1736,72.68,2020
1738,96.37,2020
1743,76.17,2020
1758,33.01,2020
1762,2.84,2020
1764,230.99,2020
1766,130.67,2020
1768,75.57,2020
1770,88.78,2020
1771,58.23,2020
1776,144.03,2020
1777,128.16,2020
1780,63.29,2020
1786,64.27,2020
1787,50.67,2020
1788,51.04,2020
1793,47.56,2020
1795,121.51,2020
1798,184.62,2020
1799,15.56,2020
1801,168.17,2020
1802,166.92,2020
1803,154.41,2020
1807,108.48,2020
1808,97.65,2020
1810,83.04,2020
1811,137.54,2020
1812,183.63,2020
1813,105.28,2020
1814,168.4,2020
1815,209.58,2020
1820,134.5,2020
1821,271.47,2020
1822,134.22,2020
1826,88.59,2020
1827,188.84,2020
1828,97.59,2020
1832,71.4,2020
1833,77.1,2020
1835,67.68,2020
1840,2.03,2020
1841,34.3,2020
1844,106.97,2020
1847,196.73,2020
1848,177.87,2020
1850,281.35,2020
1852,159.35,2020
1853,122.35,2020
1860,148.61,2020
1861,168.2,2020
1866,71.99,2020
1867,130.51,2020
1869,81.18,2020
1870,122.62,2020
1871,153.78,2020
1873,83.74,2020
1879,59.99,2020
1882,148.31,2020
1884,91.75,2020
1885,213.46,2020
1887,88.41,2020
1888,177,2020
1890,164.1,2020
1892,321.93,2020
1893,226.74,2020
1897,17.51,2020
1898,129.02,2020
1899,109.47,2020
1904,91.45,2020
1905,45.43,2020
1911,158.68,2020
1914,32.31,2020
1921,74.99,2020
1925,127.84,2020
1926,52.33,2020
1928,85.57,2020
1929,97.19,2020
1930,49.86,2020
1934,68.34,2020
1938,67.27,2020
1939,65.34,2020
1941,20.95,2020
1942,84.65,2020
1944,37.04,2020
1945,41.5,2020
1946,170.27,2020
1948,75.78,2020
1949,79.83,2020
1950,60.75,2020
1951,55.61,2020
1952,134.5,2020
1959,99.67,2020
