東洋経済コード,負債比率,年版
2763,55.37,2018
2767,79.93,2018
2768,301.98,2018
2776,0,2018
2784,5.59,2018
2788,35.91,2018
2795,31.82,2018
2874,83.85,2018
3004,506.28,2018
3023,60.78,2018
3024,271.69,2018
3035,90.86,2018
3036,397.69,2018
3038,430.67,2018
3041,276.86,2018
3045,54.7,2018
3047,408.62,2018
3054,160.47,2018
3055,0.59,2018
3070,219.69,2018
3076,6.61,2018
3079,142.04,2018
3089,34.91,2018
3107,120.39,2018
3131,555.88,2018
3132,31.39,2018
3139,274.86,2018
3140,385.75,2018
3143,306.66,2018
3151,104.92,2018
3153,206.96,2018
3154,150.65,2018
3156,217.09,2018
3157,5.14,2018
3160,501.44,2018
3161,43.05,2018
3166,39.28,2018
3167,190.53,2018
3168,121.17,2018
3173,200.52,2018
3176,57.07,2018
3180,83.88,2018
3183,0.72,2018
3306,196.26,2018
3320,162.28,2018
3321,127.73,2018
3323,19.99,2018
3350,50.04,2018
3355,132.48,2018
3359,78.31,2018
3360,23.78,2018
3374,355.4,2018
3377,39.41,2018
3384,635.09,2018
3386,16.69,2018
3388,98.2,2018
3392,2,2018
3393,54.15,2018
3417,0.35,2018
3419,107.47,2018
3537,122.43,2018
3540,26.15,2018
3541,111.86,2018
3543,16.77,2018
3559,58.61,2018
3562,192.43,2018
3565,89.72,2018
5283,328.25,2018
5883,0,2018
5885,0,2018
5886,0,2018
5887,0,2018
6973,147.74,2018
7114,0,2018
7115,0,2018
7116,0,2018
7120,0,2018
7128,0,2018
7131,0,2018
7132,0,2018
7139,0,2018
7413,162.17,2018
7414,113.3,2018
7417,102.15,2018
7420,84.61,2018
7422,59.26,2018
7425,127.89,2018
7426,99.65,2018
7427,176.81,2018
7433,48.93,2018
7434,52.47,2018
7435,61.28,2018
7438,55.33,2018
7441,119.1,2018
7442,31.69,2018
7443,161.84,2018
7444,55.22,2018
7446,134.82,2018
7447,11.45,2018
7456,40.89,2018
7458,83.9,2018
7459,10.61,2018
7460,114.4,2018
7461,33.68,2018
7464,125.01,2018
7466,41.66,2018
7467,105.05,2018
7472,45.68,2018
7476,40.44,2018
7477,110.63,2018
7480,77.62,2018
7481,147.75,2018
7482,18.05,2018
7483,30.42,2018
7485,149.83,2018
7486,44.2,2018
7487,42.63,2018
7488,28.22,2018
7490,49.95,2018
7500,128.17,2018
7501,19.82,2018
7504,93.05,2018
7505,197.97,2018
7510,80.13,2018
7521,60.5,2018
7525,110.98,2018
7531,26.14,2018
7537,164.9,2018
7538,217.73,2018
7539,1.63,2018
7552,83.25,2018
7555,106.33,2018
7565,76.86,2018
7567,91.8,2018
7570,26.94,2018
7575,91.68,2018
7590,199.96,2018
7599,163.09,2018
7602,16.18,2018
7607,67.43,2018
7608,22.2,2018
7609,122.95,2018
7613,204.38,2018
7619,118.82,2018
7624,59.47,2018
7628,43.95,2018
7634,37.08,2018
7635,240.85,2018
7637,92.29,2018
7670,178.65,2018
7673,136.13,2018
7675,0,2018
7677,239.98,2018
7681,339.41,2018
7685,429.31,2018
7687,0,2018
7689,0,2018
7690,0,2018
7693,0,2018
7698,0,2018
8001,229.71,2018
8002,533.04,2018
8006,73.72,2018
8007,185.29,2018
8012,99.32,2018
8014,85.37,2018
8015,330.2,2018
8018,32.39,2018
8020,222.1,2018
8025,138.94,2018
8030,95.15,2018
8031,258.61,2018
8032,236.23,2018
8037,96.82,2018
8039,204.13,2018
8041,92.84,2018
8043,103.36,2018
8045,40.8,2018
8046,76.2,2018
8051,218.6,2018
8052,210.23,2018
8053,331.99,2018
8057,173.08,2018
8058,208.92,2018
8059,231.65,2018
8060,77.46,2018
8061,353.21,2018
8065,173.85,2018
8066,70.4,2018
8070,94.75,2018
8071,69.73,2018
8074,258.19,2018
8075,474.64,2018
8076,159.95,2018
8077,88.26,2018
8078,281.7,2018
8079,103.27,2018
8081,99.7,2018
8084,102.93,2018
8085,235.17,2018
8088,245.75,2018
8089,137.81,2018
8091,306.55,2018
8093,166.3,2018
8095,134.11,2018
8097,77.16,2018
8098,96.95,2018
8101,250.56,2018
8103,150.16,2018
8104,290.61,2018
8105,54.09,2018
8115,48.05,2018
8117,23.49,2018
8119,70.01,2018
8123,106.71,2018
8125,27.82,2018
8129,30.4,2018
8130,37.99,2018
8131,32.06,2018
8132,50.95,2018
8133,151.66,2018
8135,142.92,2018
8136,118.76,2018
8137,195.4,2018
8138,68.56,2018
8139,65.96,2018
8141,40.72,2018
8142,197.77,2018
8144,16.51,2018
8145,19.62,2018
8147,108.87,2018
8150,33.78,2018
8151,15.02,2018
8152,72.16,2018
8153,30.02,2018
8154,79.46,2018
8158,142.86,2018
8159,75.26,2018
8225,249.22,2018
8226,39.99,2018
8228,106.19,2018
8275,60.25,2018
8283,116.49,2018
8285,88.57,2018
8835,167.12,2018
9264,383.66,2018
9265,0,2018
9268,129.36,2018
9270,184.94,2018
9273,7.62,2018
9274,277.47,2018
9305,106.88,2018
9763,207.73,2018
9812,770.6,2018
9818,32.36,2018
9824,69.9,2018
9827,197.67,2018
9830,29.63,2018
9832,23.85,2018
9837,28.26,2018
9849,179,2018
9857,153.8,2018
9867,119.94,2018
9869,169.45,2018
9872,125.82,2018
9882,35.54,2018
9885,15.19,2018
9888,209.86,2018
9895,41.1,2018
9896,132.86,2018
9902,30.75,2018
9906,125.05,2018
9908,224.99,2018
9913,269.4,2018
9914,62.84,2018
9929,98.55,2018
9930,95.63,2018
9932,17.5,2018
9934,59.61,2018
9941,3931.54,2018
9955,12.24,2018
9960,214.47,2018
9962,60.03,2018
9972,41.85,2018
9982,62.74,2018
9986,17.32,2018
9987,226.07,2018
9991,128.7,2018
9996,48.35,2018
138A,0,2018
158A,0,2018
2652,132.59,2018
2653,591.57,2018
2654,3.49,2018
2656,18.16,2018
2659,25.65,2018
2664,97.6,2018
2666,218.84,2018
2669,30.82,2018
2670,13.19,2018
2673,147.1,2018
2674,14.68,2018
2678,207.99,2018
2681,117.29,2018
2683,426.04,2018
2685,60.07,2018
2686,126.5,2018
2687,453.83,2018
2694,122.02,2018
2695,47.3,2018
2698,102.99,2018
2702,17.72,2018
2705,48.41,2018
2722,164.29,2018
2726,31.76,2018
2730,144.92,2018
2734,43.17,2018
2735,85.85,2018
2736,437.41,2018
2742,117.81,2018
2747,315.19,2018
2752,128.66,2018
2753,18.58,2018
2762,37.55,2018
2764,354.18,2018
2769,248.56,2018
2778,429.05,2018
2780,32.42,2018
2782,42.57,2018
2789,99.41,2018
2790,67.16,2018
2791,72.71,2018
2792,29.6,2018
2796,267.31,2018
2798,357.68,2018
2928,304.93,2018
297A,596.54,2018
3011,113.18,2018
3020,235.45,2018
3028,93.3,2018
3030,47.48,2018
3032,275.93,2018
3034,276.64,2018
3046,51.14,2018
3048,131.45,2018
3050,73.79,2018
3053,245.8,2018
3058,151.59,2018
3059,230.93,2018
3063,220.28,2018
3064,79.09,2018
3065,66.1,2018
3066,243.96,2018
3067,25.98,2018
3068,15.14,2018
3071,197.45,2018
3073,613.28,2018
3075,50.08,2018
3077,75.88,2018
3080,122.48,2018
3082,141.94,2018
3083,154.99,2018
3086,42.55,2018
3087,3.24,2018
3088,60.01,2018
3091,18.75,2018
3092,81.26,2018
3093,77.39,2018
3094,276.31,2018
3096,143.04,2018
3097,89.42,2018
3099,68.06,2018
3133,320.14,2018
3134,60.22,2018
3135,65.54,2018
3136,548.06,2018
3137,20.38,2018
3138,272.89,2018
3141,3.41,2018
3148,0.43,2018
3159,180.47,2018
3169,230.84,2018
3172,24.2,2018
3174,368.59,2018
3175,239.75,2018
3177,151.54,2018
3178,69.04,2018
3179,96.58,2018
3181,90.53,2018
3182,37.42,2018
3184,197.08,2018
3185,0,2018
3186,136.74,2018
3187,102.16,2018
3189,77.54,2018
3190,142.79,2018
3191,26.01,2018
3192,146.88,2018
3193,151.71,2018
3195,51.24,2018
3196,262.31,2018
3197,246.34,2018
3198,24.35,2018
3199,228.01,2018
3221,56.93,2018
3222,0.07,2018
3223,179.81,2018
3224,3693.88,2018
3317,118.46,2018
3329,49.08,2018
3333,50.66,2018
3341,363.96,2018
3346,1773.08,2018
3349,142.79,2018
3352,42.49,2018
3353,127.49,2018
3358,114.88,2018
3361,66.24,2018
3370,5816.13,2018
3372,391.19,2018
3375,89,2018
3382,24.82,2018
3387,375.13,2018
3391,0.93,2018
3395,5.98,2018
3396,91.66,2018
3397,75.7,2018
3399,229.26,2018
3415,90.84,2018
3416,136.76,2018
3418,198.14,2018
3536,2.56,2018
3538,114.07,2018
3539,56.95,2018
3542,49.05,2018
3544,0.65,2018
3546,0.89,2018
3547,75.06,2018
3548,122.08,2018
3549,1.16,2018
3550,48.29,2018
3556,168.51,2018
3557,249.29,2018
3558,71.39,2018
3560,41.32,2018
3561,87.24,2018
3563,546.78,2018
3566,40.45,2018
3726,78.38,2018
3825,24.9,2018
4350,185.24,2018
5856,4.78,2018
5884,0,2018
5890,0,2018
5891,0,2018
6993,281.73,2018
7110,0,2018
7112,0,2018
7118,0,2018
7119,0,2018
7126,0,2018
7133,0,2018
7134,0,2018
7136,0,2018
7137,0,2018
7138,0,2018
7140,0,2018
7412,99.18,2018
7416,17.46,2018
7419,183.07,2018
7421,148.8,2018
7445,103.14,2018
7450,211.71,2018
7453,30.35,2018
7455,14.19,2018
7462,193.87,2018
7463,18.21,2018
7475,93.19,2018
7494,50.51,2018
7506,59.02,2018
7508,164.08,2018
7509,121.32,2018
7512,164.07,2018
7513,165.54,2018
7514,146.68,2018
7515,783.28,2018
7516,196.25,2018
7520,209.99,2018
7522,132.5,2018
7523,53.14,2018
7524,62.36,2018
7532,231.31,2018
7544,1360.61,2018
7545,65.27,2018
7550,397.86,2018
7554,170.35,2018
7561,77.28,2018
7562,144.37,2018
7564,27.92,2018
7571,765.63,2018
7578,209.05,2018
7581,27.78,2018
7585,19.16,2018
7593,102.07,2018
7596,20.77,2018
7601,436.8,2018
7603,65.29,2018
7604,369.82,2018
7605,78.21,2018
7606,105.04,2018
7610,238.91,2018
7611,28.74,2018
7614,1.35,2018
7615,55.26,2018
7616,238.06,2018
7621,120.87,2018
7625,67.32,2018
7630,31.51,2018
7636,65.61,2018
7638,82.37,2018
7640,425.31,2018
7643,70.22,2018
7646,143.5,2018
7649,39.35,2018
7674,1126.67,2018
7678,44.14,2018
7679,0,2018
7680,0,2018
7682,309.56,2018
7683,0,2018
7686,0,2018
7691,0,2018
7694,0,2018
7695,0,2018
7918,132.35,2018
8005,59.49,2018
8008,98.66,2018
8160,30.71,2018
8163,104.39,2018
8165,87.86,2018
8166,75.96,2018
8167,9.41,2018
8173,181.92,2018
8174,122.56,2018
8179,37.96,2018
8181,26.05,2018
8185,46.67,2018
8190,147.51,2018
8194,247.06,2018
8198,51.32,2018
8200,82.08,2018
8202,18.77,2018
8203,251.04,2018
8207,86.69,2018
8209,361.51,2018
8214,38.81,2018
8217,78.17,2018
8218,113.16,2018
8219,48.57,2018
8227,14.21,2018
8230,81.96,2018
8233,178.7,2018
8237,165.65,2018
8242,90.65,2018
8244,343.73,2018
8247,395.83,2018
8252,232.37,2018
8254,617.06,2018
8255,32.17,2018
8260,514.45,2018
8267,110.27,2018
8273,189.14,2018
8276,112.73,2018
8278,126.46,2018
8281,1.73,2018
8282,95.58,2018
8289,116.1,2018
8291,120.65,2018
9262,79.22,2018
9267,0,2018
9271,110.7,2018
9278,0,2018
9279,194.47,2018
9627,167.96,2018
9823,145.63,2018
9828,214.61,2018
9831,94.81,2018
9835,222.02,2018
9842,25.73,2018
9843,5.98,2018
9846,193.53,2018
9850,73.81,2018
9853,20.47,2018
9854,19.43,2018
9856,41.53,2018
9861,65.97,2018
9876,50.19,2018
9878,476.33,2018
9887,53.3,2018
9890,114.43,2018
9900,25.96,2018
9903,336.99,2018
9904,46.41,2018
9927,52.72,2018
9936,47.67,2018
9942,124.64,2018
9946,71.48,2018
9948,33.42,2018
9950,43.85,2018
9956,215.81,2018
9959,111.92,2018
9969,423.61,2018
9973,349.63,2018
9974,96.96,2018
9976,72.57,2018
9978,227.6,2018
9979,72.01,2018
9980,42.52,2018
9983,78.61,2018
9989,54.86,2018
9990,9.53,2018
9993,62.53,2018
9994,82.79,2018
9997,143.47,2018
3113,3,2018
5834,0,2018
5842,0,2018
7148,212.87,2018
7162,20.75,2018
7172,234.55,2018
7176,0,2018
7185,1121.47,2018
7347,0,2018
8473,90.76,2018
8518,280.97,2018
8595,14.45,2018
8705,25.79,2018
8737,60.99,2018
8739,38.88,2018
8742,5.47,2018
8746,397.6,2018
8747,440.68,2018
5840,0,2018
7170,0,2018
7325,93.96,2018
7343,0,2018
7388,0,2018
8798,67.99,2018
154A,0,2018
2388,3.64,2018
4346,89.7,2018
4351,45.59,2018
5843,0,2018
7164,192.32,2018
7183,28.17,2018
7187,469.22,2018
7191,53.89,2018
7192,491.25,2018
7196,112.53,2018
7198,231.82,2018
7199,250.37,2018
7320,0,2018
7345,0,2018
7383,0,2018
8253,600.62,2018
8424,824.02,2018
8425,1077.64,2018
8439,774.04,2018
8508,11.56,2018
8511,2515.61,2018
8515,428.77,2018
8566,494.41,2018
8570,0,2018
8572,362.8,2018
8584,2600.21,2018
8585,1727.03,2018
8591,297.14,2018
8593,776.11,2018
8594,1594.82,2018
8596,447.41,2018
8697,120.28,2018
8771,49.46,2018
8772,127.41,2018
8783,25.22,2018
8789,52.24,2018
8793,879.65,2018
1435,121.3,2018
146A,0,2018
1783,11.95,2018
1878,292.62,2018
2337,32.2,2018
2353,166.4,2018
2970,136.55,2018
2974,675.75,2018
2975,0,2018
2976,828.94,2018
2978,125.34,2018
2980,0,2018
2981,0,2018
2982,0,2018
2983,0,2018
2984,0,2018
2985,0,2018
2986,0,2018
2990,0,2018
2991,0,2018
2992,0,2018
2993,0,2018
2994,0,2018
2995,0,2018
2997,0,2018
2998,0,2018
2999,0,2018
3003,274.11,2018
3231,299.5,2018
3232,17.6,2018
3236,535.32,2018
3237,150.85,2018
3238,538.79,2018
3241,143.17,2018
3242,241.42,2018
3245,133.56,2018
3246,343.41,2018
3248,242.29,2018
3252,216.62,2018
3260,880.2,2018
3261,71.65,2018
3266,46.76,2018
3271,92.45,2018
3276,122.83,2018
3277,106.97,2018
3280,241.28,2018
3284,39.07,2018
3286,259.27,2018
3288,237.84,2018
3289,392.15,2018
3291,32.42,2018
3293,96.33,2018
3294,191.88,2018
3297,55.62,2018
3299,208.54,2018
3300,208.98,2018
3452,368.3,2018
3454,7.94,2018
3457,589.53,2018
3461,66.19,2018
3465,196.56,2018
3467,355.26,2018
3469,311.05,2018
3474,85.7,2018
3475,290.52,2018
3477,60.53,2018
3479,464.36,2018
3480,204.25,2018
3482,336.09,2018
3483,1510.19,2018
3484,422.19,2018
3486,240.04,2018
3489,562.85,2018
3490,731.83,2018
3491,196.73,2018
3494,563.01,2018
3495,298.49,2018
3496,950,2018
3498,353.61,2018
3772,205.97,2018
4666,193.04,2018
4809,136.22,2018
4827,598.25,2018
5280,121.69,2018
5525,0,2018
5527,0,2018
5528,0,2018
5530,0,2018
5531,0,2018
5532,0,2018
5533,0,2018
5534,0,2018
5536,0,2018
5537,0,2018
6620,97.89,2018
6625,0.96,2018
8801,158.53,2018
8802,234.48,2018
8803,208.41,2018
8804,244.44,2018
8818,92.82,2018
8830,372.65,2018
8836,18.6,2018
8841,65.86,2018
8844,365.51,2018
8848,101.6,2018
8850,261.14,2018
8860,276.44,2018
8864,52.33,2018
8869,210.68,2018
8871,68.84,2018
8877,75.43,2018
8881,69.07,2018
8887,51.51,2018
8891,178.94,2018
8892,303.47,2018
8894,2810.16,2018
8897,257.37,2018
8898,20.21,2018
8904,50.24,2018
8908,141.99,2018
8912,32.36,2018
8914,82.89,2018
8917,48.04,2018
8918,0,2018
8919,169.89,2018
8921,0,2018
8923,168.95,2018
8927,133.78,2018
8928,246.78,2018
8929,223.62,2018
8931,307.04,2018
8934,76.9,2018
8935,52.44,2018
8938,118.04,2018
8940,297.7,2018
8944,183.86,2018
8945,40.01,2018
8946,110.68,2018
8995,54.01,2018
8996,243.11,2018
8999,64.73,2018
9706,89.84,2018
9816,44.74,2018
9820,14.19,2018
134A,0,2018
1717,46.81,2018
2120,59.15,2018
2121,13.65,2018
2122,108.72,2018
2124,26.7,2018
2127,56.05,2018
2130,61.38,2018
2134,20.67,2018
2136,99.05,2018
2137,122.91,2018
2139,98.35,2018
2146,416.76,2018
2148,14.42,2018
2150,45.9,2018
2152,55.01,2018
2153,0.47,2018
2154,146.07,2018
2156,129.5,2018
2157,119.18,2018
2158,147.3,2018
2162,1085.4,2018
2163,41.65,2018
2164,225.5,2018
2168,224.82,2018
2169,12.02,2018
2170,306.05,2018
2172,55.82,2018
2173,394.66,2018
2175,78.23,2018
2179,210.45,2018
2180,113.68,2018
2181,73.54,2018
2183,73.91,2018
2185,22.89,2018
2186,20.39,2018
2193,4.05,2018
2195,438.1,2018
2196,291.34,2018
2198,83.26,2018
2300,37.31,2018
2301,10.95,2018
2304,142.94,2018
2305,0,2018
2311,19.86,2018
2325,20.33,2018
2331,63.55,2018
2334,127.72,2018
2340,161.87,2018
2341,13.73,2018
2342,13.4,2018
2344,45.74,2018
2370,14.19,2018
2371,17.96,2018
2373,685.09,2018
2374,48.27,2018
2375,160.36,2018
2376,53.1,2018
2378,260.85,2018
2379,40.39,2018
2385,1.83,2018
2389,86.52,2018
2391,21.4,2018
2393,43.92,2018
2395,146,2018
2404,38493.33,2018
2408,16.38,2018
2410,46.77,2018
2413,43.33,2018
2415,277.72,2018
2418,139.56,2018
2424,168.38,2018
2425,106.98,2018
2428,157.22,2018
2429,294.3,2018
2432,11.24,2018
2433,33.81,2018
2435,1905.2,2018
2436,131.45,2018
2437,104.59,2018
2438,15.68,2018
2440,33.94,2018
2445,351.89,2018
2449,23.49,2018
2454,14.58,2018
2459,31.16,2018
2461,32.94,2018
2462,114.6,2018
2464,38.58,2018
2467,1.78,2018
2469,132.7,2018
2471,175,2018
2475,8.24,2018
2479,104.19,2018
2481,16.08,2018
2483,33.93,2018
2485,76.62,2018
2488,62.21,2018
2489,56.18,2018
2491,77.19,2018
2492,17.27,2018
2493,33.87,2018
2497,19.83,2018
2498,86.09,2018
2499,31.04,2018
2749,363.24,2018
3010,98.29,2018
3021,74.19,2018
3121,97.61,2018
3326,162.31,2018
3521,61.87,2018
4286,42.11,2018
4290,82.29,2018
4293,59.95,2018
4301,45.9,2018
4310,11.1,2018
4317,129.69,2018
4318,49.78,2018
4319,433.31,2018
4324,87.9,2018
4331,118.73,2018
4337,407.22,2018
4341,107.47,2018
4343,28.17,2018
4345,139.28,2018
4347,495.86,2018
4544,48.59,2018
4641,45.77,2018
4642,25.47,2018
4645,234.12,2018
4650,323.36,2018
4651,1837.01,2018
4657,163,2018
4658,88.73,2018
4659,25.9,2018
4661,29.16,2018
4664,190.89,2018
4665,43.75,2018
4668,19.99,2018
4671,38.32,2018
4673,134.72,2018
4678,210.97,2018
4679,135.3,2018
4680,83.76,2018
4681,286.18,2018
4690,145.53,2018
4691,0,2018
4694,54.19,2018
4705,10.84,2018
4707,138.74,2018
4712,75.55,2018
4714,59.84,2018
4718,76.28,2018
4720,40.56,2018
4732,21.23,2018
4735,222.54,2018
4745,27.53,2018
4750,22.95,2018
4751,54.14,2018
4754,42.63,2018
4755,139.22,2018
4760,94.35,2018
4763,86.39,2018
4765,8.23,2018
4766,88.74,2018
4767,43.15,2018
4771,24.6,2018
4784,5.82,2018
4792,0.6,2018
4801,103.97,2018
4833,222.74,2018
4834,180.41,2018
4840,8.29,2018
4848,31.96,2018
4849,31.72,2018
5261,206.93,2018
5866,0,2018
5867,0,2018
5868,0,2018
5871,0,2018
6025,589.68,2018
6027,20.61,2018
6028,83.9,2018
6029,101.71,2018
6030,131.15,2018
6031,11.42,2018
6033,70.75,2018
6034,23.86,2018
6035,5.47,2018
6036,47.75,2018
6037,17.01,2018
6038,14.56,2018
6039,331.38,2018
6040,1.78,2018
6044,102.67,2018
6045,59.86,2018
6046,50.45,2018
6047,19.02,2018
6049,16.24,2018
6050,32.57,2018
6054,21.09,2018
6055,52.87,2018
6058,31.76,2018
6059,5.16,2018
6060,48.9,2018
6061,18.06,2018
6062,520.14,2018
6063,268.51,2018
6069,21.91,2018
6070,82.62,2018
6071,84.9,2018
6072,8.1,2018
6073,30.43,2018
6074,162.12,2018
6076,217.97,2018
6078,163.87,2018
6080,15.8,2018
6081,54.98,2018
6082,63.94,2018
6083,1.96,2018
6085,31.13,2018
6086,117.34,2018
6087,32.35,2018
6088,35.87,2018
6089,158.81,2018
6090,8.02,2018
6091,1.31,2018
6092,119.74,2018
6093,24.04,2018
6094,114.73,2018
6095,79.88,2018
6096,36.09,2018
6098,157.86,2018
6099,78.67,2018
6171,33.56,2018
6173,85.2,2018
6174,0,2018
6176,15.49,2018
6177,92.27,2018
6178,2.52,2018
6180,58.78,2018
6181,242.66,2018
6182,38.68,2018
6183,172.7,2018
6184,23.46,2018
6185,28.69,2018
6186,182.75,2018
6189,2.45,2018
6190,14.32,2018
6191,138.58,2018
6193,104.79,2018
6194,19.39,2018
6195,194.22,2018
6196,20.35,2018
6197,127.02,2018
6198,103.75,2018
6199,60.37,2018
6200,61.49,2018
6532,114.81,2018
6533,76.53,2018
6535,25.98,2018
6537,78.12,2018
6538,20.89,2018
6539,10.8,2018
6540,89.05,2018
6542,1.45,2018
6543,120.59,2018
6544,258.49,2018
6545,201.23,2018
6546,74.24,2018
6547,115.27,2018
6548,581.51,2018
6549,184.7,2018
6551,92.66,2018
6552,27.37,2018
6554,100.81,2018
6555,31.81,2018
6557,0,2018
6558,54.59,2018
6560,56.16,2018
6561,52.41,2018
6562,140.29,2018
6563,249.74,2018
6564,418.07,2018
6565,219.59,2018
6566,39.47,2018
6568,111.26,2018
6570,386.59,2018
6571,10.16,2018
6572,147.48,2018
6573,20.06,2018
6574,273.57,2018
6576,0,2018
6577,309.45,2018
6578,129.31,2018
6579,50.33,2018
6580,76.29,2018
6786,94.86,2018
6819,4.1,2018
7030,94.8,2018
7031,0,2018
7033,262.4,2018
7034,108.96,2018
7035,208.85,2018
7036,253.01,2018
7037,631.11,2018
7038,165.72,2018
7039,50.36,2018
7040,0,2018
7041,377.11,2018
7042,135.07,2018
7043,136.84,2018
7044,327.63,2018
7046,24.2,2018
7047,1676.32,2018
7048,845.35,2018
7049,280,2018
7050,82.23,2018
7056,0,2018
7057,316.31,2018
7058,34.39,2018
7059,118.16,2018
7060,204.96,2018
7061,3.43,2018
7062,166.89,2018
7063,130.34,2018
7064,236.84,2018
7065,263.34,2018
7066,86.82,2018
7067,129.48,2018
7068,408.43,2018
7069,55.95,2018
7071,128.57,2018
7072,49.08,2018
7073,0,2018
7074,171.79,2018
7075,0,2018
7076,23.08,2018
7077,0,2018
7078,0,2018
7079,0,2018
7080,585.25,2018
7081,1180.49,2018
7082,38.74,2018
7083,691.13,2018
7084,0,2018
7085,0,2018
7087,0,2018
7088,0,2018
7089,0,2018
7090,0,2018
7091,0,2018
7092,0,2018
7093,0,2018
7094,0,2018
7095,0,2018
7096,0,2018
7097,0,2018
7098,0,2018
7351,0,2018
7352,0,2018
7353,0,2018
7354,0,2018
7355,0,2018
7356,0,2018
7357,0,2018
7358,0,2018
7359,0,2018
7360,0,2018
7361,0,2018
7362,0,2018
7363,0,2018
7364,0,2018
7366,0,2018
7367,0,2018
7368,0,2018
7369,0,2018
7370,0,2018
7371,0,2018
7372,0,2018
7373,0,2018
7374,0,2018
7376,0,2018
7378,0,2018
7502,309.74,2018
8769,95.87,2018
8876,197.82,2018
8920,90.83,2018
9158,0,2018
9159,0,2018
9160,0,2018
9162,0,2018
9163,0,2018
9165,0,2018
9167,0,2018
9169,0,2018
9170,0,2018
9211,0,2018
9212,0,2018
9213,0,2018
9214,0,2018
9215,0,2018
9216,0,2018
9218,0,2018
9219,0,2018
9220,0,2018
9221,0,2018
9222,0,2018
9223,0,2018
9225,0,2018
9226,0,2018
9227,0,2018
9229,0,2018
9235,0,2018
9236,0,2018
9237,0,2018
9240,0,2018
9241,0,2018
9242,0,2018
9244,0,2018
9245,0,2018
9246,0,2018
9249,0,2018
9250,0,2018
9251,0,2018
9252,0,2018
9253,0,2018
9254,0,2018
9256,0,2018
9258,0,2018
9259,0,2018
9272,178.8,2018
9330,0,2018
9331,0,2018
9334,0,2018
9335,0,2018
9336,0,2018
9337,0,2018
9338,0,2018
9339,0,2018
9340,0,2018
9341,0,2018
9342,0,2018
9343,0,2018
9344,0,2018
9345,0,2018
9346,0,2018
9348,0,2018
9376,61.88,2018
9388,148.98,2018
9439,74.1,2018
9552,0,2018
9553,0,2018
9554,0,2018
9556,0,2018
9557,0,2018
9558,0,2018
9560,0,2018
9561,0,2018
9562,0,2018
9563,0,2018
9564,0,2018
9565,0,2018
9603,1033.78,2018
9610,53.63,2018
9612,275.28,2018
9616,153.18,2018
9619,389.58,2018
9621,56.01,2018
9622,25.75,2018
9625,54.73,2018
9628,11.74,2018
9632,14.58,2018
9633,79.08,2018
9635,73.65,2018
9636,165.05,2018
9639,127.72,2018
9643,37.41,2018
9644,23.8,2018
9647,258.42,2018
9656,72.16,2018
9661,156.4,2018
9663,11.82,2018
9664,8.28,2018
9672,44.92,2018
9678,133.2,2018
9679,136.18,2018
9686,31.15,2018
9699,85.16,2018
9701,47.17,2018
9704,33.7,2018
9708,35.79,2018
9713,267.9,2018
9715,68.4,2018
9716,133.23,2018
9720,186,2018
9722,314.68,2018
9723,0,2018
9726,349.09,2018
9729,48.42,2018
9731,272.04,2018
9733,286.09,2018
9735,19.29,2018
9740,111.22,2018
9743,95.91,2018
9744,66.35,2018
9755,16.21,2018
9757,10.13,2018
9760,6.31,2018
9761,109.31,2018
9765,63.33,2018
9767,151.81,2018
9768,60.9,2018
9769,80.69,2018
9776,33.14,2018
9778,105.64,2018
9780,90.05,2018
9782,49.79,2018
9788,128.12,2018
9791,112.64,2018
9793,10.11,2018
9795,16.15,2018
2971,190.34,2018
2972,0,2018
2979,0,2018
3226,220.71,2018
3234,189.77,2018
3249,123.92,2018
3269,208.27,2018
3279,209.05,2018
3281,211.16,2018
3282,226.82,2018
3283,142.72,2018
3287,124.94,2018
3290,267.92,2018
3292,183.28,2018
3295,175.96,2018
3296,205.25,2018
3309,168.75,2018
3451,216.25,2018
3455,222.91,2018
3459,222.91,2018
3462,195.74,2018
3463,127.49,2018
3466,127.64,2018
3468,193.86,2018
3470,264.42,2018
3471,69.97,2018
3472,162.38,2018
3476,236.82,2018
3481,410.23,2018
3487,293.75,2018
3488,0,2018
3492,0,2018
8951,178.84,2018
8952,184.03,2018
8953,208.7,2018
8954,203.66,2018
8955,174.05,2018
8956,193.56,2018
8957,186.43,2018
8958,267.65,2018
8960,179.95,2018
8961,211.24,2018
8963,225.38,2018
8964,160.79,2018
8966,186.92,2018
8967,143.43,2018
8968,176.91,2018
8972,187.52,2018
8975,220.44,2018
8976,176.69,2018
8977,203.36,2018
8979,202.54,2018
8984,163.74,2018
8985,74.38,2018
8986,226,2018
8987,202.87,2018
9282,136.7,2018
9284,0,2018
9285,0,2018
9286,0,2018
9287,0,2018
2667,32.31,2019
2668,63.71,2019
2676,24.37,2019
2689,103.48,2019
2692,180.27,2019
2693,65.49,2019
2700,261.23,2019
2708,330.79,2019
2721,62.94,2019
2733,207.06,2019
2737,131.04,2019
2743,2.73,2019
2750,272.33,2019
2751,7.92,2019
2760,263.98,2019
2763,64.76,2019
2767,83.22,2019
2768,318.65,2019
2776,314.71,2019
2784,5.55,2019
2788,70.86,2019
2795,36.83,2019
2874,96.69,2019
3004,495.97,2019
3023,44.03,2019
3024,263.78,2019
3035,85.22,2019
3036,378.92,2019
3038,296.14,2019
